publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Developmental Biology	0012-1606								http://www.sciencedirect.com/science/journal/00121606		00121606													
Discrete Mathematics	0012-365X								http://www.sciencedirect.com/science/journal/0012365X		0012365X													
Earth and Planetary Science Letters	0012-821X								http://www.sciencedirect.com/science/journal/0012821X		0012821X													
Earth-Science Reviews	0012-8252								http://www.sciencedirect.com/science/journal/00128252		00128252													
Electrochimica Acta	0013-4686								http://www.sciencedirect.com/science/journal/00134686		00134686													
Electroencephalography and Clinical Neurophysiology	0013-4694								http://www.sciencedirect.com/science/journal/00134694		00134694													
Engineering Fracture Mechanics	0013-7944								http://www.sciencedirect.com/science/journal/00137944		00137944													
Engineering Geology	0013-7952								http://www.sciencedirect.com/science/journal/00137952		00137952													
Environmental Research	0013-9351								http://www.sciencedirect.com/science/journal/00139351		00139351													
European Economic Review	0014-2921								http://www.sciencedirect.com/science/journal/00142921		00142921													
European Journal of Pharmacology	0014-2999								http://www.sciencedirect.com/science/journal/00142999		00142999													
European Polymer Journal	0014-3057								http://www.sciencedirect.com/science/journal/00143057		00143057													
L'Évolution Psychiatrique	0014-3855								http://www.sciencedirect.com/science/journal/00143855		00143855													
Experimental and Molecular Pathology	0014-4800								http://www.sciencedirect.com/science/journal/00144800		00144800													
Experimental Cell Research	0014-4827								http://www.sciencedirect.com/science/journal/00144827		00144827													
Experimental Eye Research	0014-4835								http://www.sciencedirect.com/science/journal/00144835		00144835													
Experimental Neurology	0014-4886								http://www.sciencedirect.com/science/journal/00144886		00144886													
Experimental Parasitology	0014-4894								http://www.sciencedirect.com/science/journal/00144894		00144894													
Explorations in Economic History	0014-4983								http://www.sciencedirect.com/science/journal/00144983		00144983													
Il Farmaco	0014-827X								http://www.sciencedirect.com/science/journal/0014827X		0014827X													
Filtration + Separation	0015-1882								http://www.sciencedirect.com/science/journal/00151882		00151882													
Journal of the Franklin Institute	0016-0032								http://www.sciencedirect.com/science/journal/00160032		00160032													
Fuel	0016-2361								http://www.sciencedirect.com/science/journal/00162361		00162361													
Futures	0016-3287								http://www.sciencedirect.com/science/journal/00163287		00163287													
Gastrointestinal Endoscopy	0016-5107								http://www.sciencedirect.com/science/journal/00165107		00165107													
General and Comparative Endocrinology	0016-6480								http://www.sciencedirect.com/science/journal/00166480		00166480													
Geobios	0016-6995								http://www.sciencedirect.com/science/journal/00166995		00166995													
Geochimica et Cosmochimica Acta	0016-7037								http://www.sciencedirect.com/science/journal/00167037		00167037													
Geoderma	0016-7061								http://www.sciencedirect.com/science/journal/00167061		00167061													
Geoforum	0016-7185								http://www.sciencedirect.com/science/journal/00167185		00167185													
Proceedings of the Geologists Association	0016-7878								http://www.sciencedirect.com/science/journal/00167878		00167878													
International Journal of Heat and Mass Transfer	0017-9310								http://www.sciencedirect.com/science/journal/00179310		00179310													
HOMO - Journal of Comparative Human Biology	0018-442X								http://www.sciencedirect.com/science/journal/0018442X		0018442X													
Hormones and Behavior	0018-506X								http://www.sciencedirect.com/science/journal/0018506X		0018506X													
ISA Transactions	0019-0578								http://www.sciencedirect.com/science/journal/00190578		00190578													
Icarus	0019-1035								http://www.sciencedirect.com/science/journal/00191035		00191035													
Indagationes Mathematicae	0019-3577								http://www.sciencedirect.com/science/journal/00193577		00193577													
Industrial Marketing Management	0019-8501								http://www.sciencedirect.com/science/journal/00198501		00198501													
Information Processing Letters	0020-0190								http://www.sciencedirect.com/science/journal/00200190		00200190													
Information Sciences	0020-0255								http://www.sciencedirect.com/science/journal/00200255		00200255													
Injury	0020-1383								http://www.sciencedirect.com/science/journal/00201383		00201383													
Inorganica Chimica Acta	0020-1693								http://www.sciencedirect.com/science/journal/00201693		00201693													
Bulletin de l'Institut Pasteur	0020-2452								http://www.sciencedirect.com/science/journal/00202452		00202452													
The International Journal of Accounting	0020-7063								http://www.sciencedirect.com/science/journal/00207063		00207063													
International Journal of Bio-Medical Computing	0020-7101								http://www.sciencedirect.com/science/journal/00207101		00207101													
International Journal of Engineering Science	0020-7225								http://www.sciencedirect.com/science/journal/00207225		00207225													
International Journal of Gynecology & Obstetrics	0020-7292								http://www.sciencedirect.com/science/journal/00207292		00207292													
International Journal of Insect Morphology and Embryology	0020-7322								http://www.sciencedirect.com/science/journal/00207322		00207322													
International Journal of Mechanical Sciences	0020-7403								http://www.sciencedirect.com/science/journal/00207403		00207403													
International Journal of Non-Linear Mechanics	0020-7462								http://www.sciencedirect.com/science/journal/00207462		00207462													
International Journal of Nursing Studies	0020-7489								http://www.sciencedirect.com/science/journal/00207489		00207489													
International Journal for Parasitology	0020-7519								http://www.sciencedirect.com/science/journal/00207519		00207519													
International Journal of Solids and Structures	0020-7683								http://www.sciencedirect.com/science/journal/00207683		00207683													
Journal de Mathématiques Pures et Appliquées	0021-7824								http://www.sciencedirect.com/science/journal/00217824		00217824													
Journal of Aerosol Science	0021-8502								http://www.sciencedirect.com/science/journal/00218502		00218502													
Journal of Agricultural Engineering Research	0021-8634								http://www.sciencedirect.com/science/journal/00218634		00218634													
Journal of Algebra	0021-8693								http://www.sciencedirect.com/science/journal/00218693		00218693													
Journal of Applied Mathematics and Mechanics	0021-8928								http://www.sciencedirect.com/science/journal/00218928		00218928													
Journal of Approximation Theory	0021-9045								http://www.sciencedirect.com/science/journal/00219045		00219045													
Atherosclerosis	0021-9150								http://www.sciencedirect.com/science/journal/00219150		00219150													
Journal of Atmospheric and Terrestrial Physics	0021-9169								http://www.sciencedirect.com/science/journal/00219169		00219169													
Journal of Biomechanics	0021-9290								http://www.sciencedirect.com/science/journal/00219290		00219290													
Journal of Catalysis	0021-9517								http://www.sciencedirect.com/science/journal/00219517		00219517													
The Journal of Chemical Thermodynamics	0021-9614								http://www.sciencedirect.com/science/journal/00219614		00219614													
Journal of Chromatography A	0021-9673								http://www.sciencedirect.com/science/journal/00219673		00219673													
Journal of Colloid and Interface Science	0021-9797								http://www.sciencedirect.com/science/journal/00219797		00219797													
Journal of Communication Disorders	0021-9924								http://www.sciencedirect.com/science/journal/00219924		00219924													
Journal of Comparative Pathology	0021-9975								http://www.sciencedirect.com/science/journal/00219975		00219975													
Journal of Computational Physics	0021-9991								http://www.sciencedirect.com/science/journal/00219991		00219991													
Journal of Computer and System Sciences	0022-0000								http://www.sciencedirect.com/science/journal/00220000		00220000													
Journal of Crystal Growth	0022-0248								http://www.sciencedirect.com/science/journal/00220248		00220248													
Journal of Differential Equations	0022-0396								http://www.sciencedirect.com/science/journal/00220396		00220396													
Journal of Economic Theory	0022-0531								http://www.sciencedirect.com/science/journal/00220531		00220531													
Journal of Electrocardiology	0022-0736								http://www.sciencedirect.com/science/journal/00220736		00220736													
Journal of Experimental Child Psychology	0022-0965								http://www.sciencedirect.com/science/journal/00220965		00220965													
Journal of Experimental Marine Biology and Ecology	0022-0981								http://www.sciencedirect.com/science/journal/00220981		00220981													
Journal of Experimental Social Psychology	0022-1031								http://www.sciencedirect.com/science/journal/00221031		00221031													
Journal of Fluorine Chemistry	0022-1139								http://www.sciencedirect.com/science/journal/00221139		00221139													
Journal of Functional Analysis	0022-1236								http://www.sciencedirect.com/science/journal/00221236		00221236													
Journal of Hydrology	0022-1694								http://www.sciencedirect.com/science/journal/00221694		00221694													
Journal of Immunological Methods	0022-1759								http://www.sciencedirect.com/science/journal/00221759		00221759													
Journal of Insect Physiology	0022-1910								http://www.sciencedirect.com/science/journal/00221910		00221910													
Journal of International Economics	0022-1996								http://www.sciencedirect.com/science/journal/00221996		00221996													
Journal of Invertebrate Pathology	0022-2011								http://www.sciencedirect.com/science/journal/00222011		00222011													
Journal of Laboratory and Clinical Medicine	0022-2143								http://www.sciencedirect.com/science/journal/00222143		00222143													
Journal of Luminescence	0022-2313								http://www.sciencedirect.com/science/journal/00222313		00222313													
Journal of Mathematical Analysis and Applications	0022-247X								http://www.sciencedirect.com/science/journal/0022247X		0022247X													
Journal of Mathematical Psychology	0022-2496								http://www.sciencedirect.com/science/journal/00222496		00222496													
Journal of Molecular and Cellular Cardiology	0022-2828								http://www.sciencedirect.com/science/journal/00222828		00222828													
Journal of Molecular Biology	0022-2836								http://www.sciencedirect.com/science/journal/00222836		00222836													
Journal of Molecular Spectroscopy	0022-2852								http://www.sciencedirect.com/science/journal/00222852		00222852													
Journal of Molecular Structure	0022-2860								http://www.sciencedirect.com/science/journal/00222860		00222860													
Journal of Non-Crystalline Solids	0022-3093								http://www.sciencedirect.com/science/journal/00223093		00223093													
Journal of Nuclear Materials	0022-3115								http://www.sciencedirect.com/science/journal/00223115		00223115													
Journal of Number Theory	0022-314X								http://www.sciencedirect.com/science/journal/0022314X		0022314X													
Journal of Nutrition Education	0022-3182								http://www.sciencedirect.com/science/journal/00223182		00223182													
Journal of Organometallic Chemistry	0022-328X								http://www.sciencedirect.com/science/journal/0022328X		0022328X													
Journal of Pediatric Surgery	0022-3468								http://www.sciencedirect.com/science/journal/00223468		00223468													
The Journal of Pediatrics	0022-3476								http://www.sciencedirect.com/science/journal/00223476		00223476													
Journal of Physics and Chemistry of Solids	0022-3697								http://www.sciencedirect.com/science/journal/00223697		00223697													
The Journal of Prosthetic Dentistry	0022-3913								http://www.sciencedirect.com/science/journal/00223913		00223913													
Journal of Psychiatric Research	0022-3956								http://www.sciencedirect.com/science/journal/00223956		00223956													
Journal of Psychosomatic Research	0022-3999								http://www.sciencedirect.com/science/journal/00223999		00223999													
Journal of Pure and Applied Algebra	0022-4049								http://www.sciencedirect.com/science/journal/00224049		00224049													
Journal of Quantitative Spectroscopy and Radiative Transfer	0022-4073								http://www.sciencedirect.com/science/journal/00224073		00224073													
Journal of Retailing	0022-4359								http://www.sciencedirect.com/science/journal/00224359		00224359													
Journal of Safety Research	0022-4375								http://www.sciencedirect.com/science/journal/00224375		00224375													
Journal of School Psychology	0022-4405								http://www.sciencedirect.com/science/journal/00224405		00224405													
Journal of Solid State Chemistry	0022-4596								http://www.sciencedirect.com/science/journal/00224596		00224596													
Journal of Sound and Vibration	0022-460X								http://www.sciencedirect.com/science/journal/0022460X		0022460X													
Journal of South African Botany	0022-4618								http://www.sciencedirect.com/science/journal/00224618		00224618													
Journal of Stored Products Research	0022-474X								http://www.sciencedirect.com/science/journal/0022474X		0022474X													
Journal of Surgical Research	0022-4804								http://www.sciencedirect.com/science/journal/00224804		00224804													
Journal of Terramechanics	0022-4898								http://www.sciencedirect.com/science/journal/00224898		00224898													
Journal of the Mechanics and Physics of Solids	0022-5096								http://www.sciencedirect.com/science/journal/00225096		00225096													
Journal of the Neurological Sciences	0022-510X								http://www.sciencedirect.com/science/journal/0022510X		0022510X													
Journal of Theoretical Biology	0022-5193								http://www.sciencedirect.com/science/journal/00225193		00225193													
The Columbia Journal of World Business	0022-5428								http://www.sciencedirect.com/science/journal/00225428		00225428													
LWT - Food Science and Technology	0023-6438								http://www.sciencedirect.com/science/journal/00236438		00236438													
Learning and Motivation	0023-9690								http://www.sciencedirect.com/science/journal/00239690		00239690													
Life Sciences	0024-3205								http://www.sciencedirect.com/science/journal/00243205		00243205													
Linear Algebra and its Applications	0024-3795								http://www.sciencedirect.com/science/journal/00243795		00243795													
Lingua	0024-3841								http://www.sciencedirect.com/science/journal/00243841		00243841													
Lithos	0024-4937								http://www.sciencedirect.com/science/journal/00244937		00244937													
Long Range Planning	0024-6301								http://www.sciencedirect.com/science/journal/00246301		00246301													
Marine Geology	0025-3227								http://www.sciencedirect.com/science/journal/00253227		00253227													
Marine Pollution Bulletin	0025-326X								http://www.sciencedirect.com/science/journal/0025326X		0025326X													
Materials Research Bulletin	0025-5408								http://www.sciencedirect.com/science/journal/00255408		00255408													
Mathematical Biosciences	0025-5564								http://www.sciencedirect.com/science/journal/00255564		00255564													
Metabolism	0026-0495								http://www.sciencedirect.com/science/journal/00260495		00260495													
Metal Finishing	0026-0576								http://www.sciencedirect.com/science/journal/00260576		00260576													
Metal Powder Report	0026-0657								http://www.sciencedirect.com/science/journal/00260657		00260657													
Microchemical Journal	0026-265X								http://www.sciencedirect.com/science/journal/0026265X		0026265X													
Microelectronics Journal	0026-2692								http://www.sciencedirect.com/science/journal/00262692		00262692													
Microelectronics Reliability	0026-2714								http://www.sciencedirect.com/science/journal/00262714		00262714													
Microvascular Research	0026-2862								http://www.sciencedirect.com/science/journal/00262862		00262862													
Mutation Research/Fundamental and Molecular Mechanisms of Mutagenesis	0027-5107								http://www.sciencedirect.com/science/journal/00275107		00275107													
Neurologia i Neurochirurgia Polska	0028-3843								http://www.sciencedirect.com/science/journal/00283843		00283843													
Neuropharmacology	0028-3908								http://www.sciencedirect.com/science/journal/00283908		00283908													
Neuropsychologia	0028-3932								http://www.sciencedirect.com/science/journal/00283932		00283932													
Nuclear Engineering and Design	0029-5493								http://www.sciencedirect.com/science/journal/00295493		00295493													
Nursing Outlook	0029-6554								http://www.sciencedirect.com/science/journal/00296554		00296554													
Ocean Engineering	0029-8018								http://www.sciencedirect.com/science/journal/00298018		00298018													
Optics & Laser Technology	0030-3992								http://www.sciencedirect.com/science/journal/00303992		00303992													
Optics Communications	0030-4018								http://www.sciencedirect.com/science/journal/00304018		00304018													
Optik - International Journal for Light and Electron Optics	0030-4026								http://www.sciencedirect.com/science/journal/00304026		00304026													
Orbis	0030-4387								http://www.sciencedirect.com/science/journal/00304387		00304387													
Palaeogeography, Palaeoclimatology, Palaeoecology	0031-0182								http://www.sciencedirect.com/science/journal/00310182		00310182													
Pathology	0031-3025								http://www.sciencedirect.com/science/journal/00313025		00313025													
Pattern Recognition	0031-3203								http://www.sciencedirect.com/science/journal/00313203		00313203													
Pedobiologia	0031-4056								http://www.sciencedirect.com/science/journal/00314056		00314056													
Pharmaceutica Acta Helvetiae	0031-6865								http://www.sciencedirect.com/science/journal/00316865		00316865													
Physics of The Earth and Planetary Interiors	0031-9201								http://www.sciencedirect.com/science/journal/00319201		00319201													
Physiology & Behavior	0031-9384								http://www.sciencedirect.com/science/journal/00319384		00319384													
Physiotherapy	0031-9406								http://www.sciencedirect.com/science/journal/00319406		00319406													
Phytochemistry	0031-9422								http://www.sciencedirect.com/science/journal/00319422		00319422													
Planetary and Space Science	0032-0633								http://www.sciencedirect.com/science/journal/00320633		00320633													
Polymer	0032-3861								http://www.sciencedirect.com/science/journal/00323861		00323861													
Powder Technology	0032-5910								http://www.sciencedirect.com/science/journal/00325910		00325910													
Progress in Cardiovascular Diseases	0033-0620								http://www.sciencedirect.com/science/journal/00330620		00330620													
Psychologie Française	0033-2984								http://www.sciencedirect.com/science/journal/00332984		00332984													
Psychosomatics	0033-3182								http://www.sciencedirect.com/science/journal/00333182		00333182													
Public Health	0033-3506								http://www.sciencedirect.com/science/journal/00333506		00333506													
Quaternary Research	0033-5894								http://www.sciencedirect.com/science/journal/00335894		00335894													
Reinforced Plastics	0034-3617								http://www.sciencedirect.com/science/journal/00343617		00343617													
Remote Sensing of Environment	0034-4257								http://www.sciencedirect.com/science/journal/00344257		00344257													
Reports on Mathematical Physics	0034-4877								http://www.sciencedirect.com/science/journal/00344877		00344877													
Research in Veterinary Science	0034-5288								http://www.sciencedirect.com/science/journal/00345288		00345288													
Respiration Physiology	0034-5687								http://www.sciencedirect.com/science/journal/00345687		00345687													
Review of Palaeobotany and Palynology	0034-6667								http://www.sciencedirect.com/science/journal/00346667		00346667													
Revue de Micropaléontologie	0035-1598								http://www.sciencedirect.com/science/journal/00351598		00351598													
Revue Générale de Thermique	0035-3159								http://www.sciencedirect.com/science/journal/00353159		00353159													
Revue Générale des Chemins de Fer	0035-3183								http://www.sciencedirect.com/science/journal/00353183		00353183													
Ricerche Economiche	0035-5054								http://www.sciencedirect.com/science/journal/00355054		00355054													
Röntgenpraxis	0035-7820								http://www.sciencedirect.com/science/journal/00357820		00357820													
Sauvegarde de l'Enfance	0036-5041								http://www.sciencedirect.com/science/journal/00365041		00365041													
Sedimentary Geology	0037-0738								http://www.sciencedirect.com/science/journal/00370738		00370738													
Seminars in Roentgenology	0037-198X								http://www.sciencedirect.com/science/journal/0037198X		0037198X													
Socio-Economic Planning Sciences	0038-0121								http://www.sciencedirect.com/science/journal/00380121		00380121													
Sociologie du Travail	0038-0296								http://www.sciencedirect.com/science/journal/00380296		00380296													
Soil Biology and Biochemistry	0038-0717								http://www.sciencedirect.com/science/journal/00380717		00380717													
Solar Energy	0038-092X								http://www.sciencedirect.com/science/journal/0038092X		0038092X													
Solid State Communications	0038-1098								http://www.sciencedirect.com/science/journal/00381098		00381098													
Solid-State Electronics	0038-1101								http://www.sciencedirect.com/science/journal/00381101		00381101													
Steroids	0039-128X								http://www.sciencedirect.com/science/journal/0039128X		0039128X													
Studies in History and Philosophy of Science Part A	0039-3681								http://www.sciencedirect.com/science/journal/00393681		00393681													
Surface Science	0039-6028								http://www.sciencedirect.com/science/journal/00396028		00396028													
Surgery	0039-6060								http://www.sciencedirect.com/science/journal/00396060		00396060													
Survey of Ophthalmology	0039-6257								http://www.sciencedirect.com/science/journal/00396257		00396257													
Talanta	0039-9140								http://www.sciencedirect.com/science/journal/00399140		00399140													
Technological Forecasting and Social Change	0040-1625								http://www.sciencedirect.com/science/journal/00401625		00401625													
Tectonophysics	0040-1951								http://www.sciencedirect.com/science/journal/00401951		00401951													
Tetrahedron	0040-4020								http://www.sciencedirect.com/science/journal/00404020		00404020													
Tetrahedron Letters	0040-4039								http://www.sciencedirect.com/science/journal/00404039		00404039													
Theoretical Population Biology	0040-5809								http://www.sciencedirect.com/science/journal/00405809		00405809													
Thermochimica Acta	0040-6031								http://www.sciencedirect.com/science/journal/00406031		00406031													
Thin Solid Films	0040-6090								http://www.sciencedirect.com/science/journal/00406090		00406090													
Tissue and Cell	0040-8166								http://www.sciencedirect.com/science/journal/00408166		00408166													
Topology	0040-9383								http://www.sciencedirect.com/science/journal/00409383		00409383													
Toxicology and Applied Pharmacology	0041-008X								http://www.sciencedirect.com/science/journal/0041008X		0041008X													
Toxicon	0041-0101								http://www.sciencedirect.com/science/journal/00410101		00410101													
Transplantation Proceedings	0041-1345								http://www.sciencedirect.com/science/journal/00411345		00411345													
Ultrasonics	0041-624X								http://www.sciencedirect.com/science/journal/0041624X		0041624X													
Vacuum	0042-207X								http://www.sciencedirect.com/science/journal/0042207X		0042207X													
Virology	0042-6822								http://www.sciencedirect.com/science/journal/00426822		00426822													
Vision Research	0042-6989								http://www.sciencedirect.com/science/journal/00426989		00426989													
Water Research	0043-1354								http://www.sciencedirect.com/science/journal/00431354		00431354													
Wear	0043-1648								http://www.sciencedirect.com/science/journal/00431648		00431648													
Der Zoologische Garten	0044-5169								http://www.sciencedirect.com/science/journal/00445169		00445169													
Zoologischer Anzeiger - A Journal of Comparative Zoology	0044-5231								http://www.sciencedirect.com/science/journal/00445231		00445231													
Aquaculture	0044-8486								http://www.sciencedirect.com/science/journal/00448486		00448486													
Bioorganic Chemistry	0045-2068								http://www.sciencedirect.com/science/journal/00452068		00452068													
Chemosphere	0045-6535								http://www.sciencedirect.com/science/journal/00456535		00456535													
Computer Methods in Applied Mechanics and Engineering	0045-7825								http://www.sciencedirect.com/science/journal/00457825		00457825													
Computers & Electrical Engineering	0045-7906								http://www.sciencedirect.com/science/journal/00457906		00457906													
Computers & Fluids	0045-7930								http://www.sciencedirect.com/science/journal/00457930		00457930													
Computers & Structures	0045-7949								http://www.sciencedirect.com/science/journal/00457949		00457949													
COSPAR Information Bulletin	0045-8732								http://www.sciencedirect.com/science/journal/00458732		00458732													
Current Problems in Pediatrics	0045-9380								http://www.sciencedirect.com/science/journal/00459380		00459380													
