publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
The Journal of Organic Chemistry	0022-3263	1520-6904							http://pubs.acs.org/doi/abs/10.1021/jo402674m		jo													
The Journal of Organic Chemistry	0022-3263	1520-6904							http://pubs.acs.org/page/joceah/about.html		joceah													
The Journal of Physical Chemistry A	1089-5639	1520-5215							http://pubs.acs.org/doi/abs/10.1021/jp411614t		jp													
The Journal of Physical Chemistry A	1089-5639	1520-5215							http://pubs.acs.org/page/jpcafh/about.html		jpcafh													
The Journal of Physical Chemistry B	1520-6106	1520-5207							http://pubs.acs.org/page/jpcbfk/about.html		jpcbfk													
The Journal of Physical Chemistry C	1932-7447	1932-7455							http://pubs.acs.org/page/jpccck/about.html		jpccck													
The Journal of Physical Chemistry									http://pubs.acs.org/page/jpchax/about.html		jpchax													
The Journal of Physical Chemistry Letters		1948-7185							http://pubs.acs.org/page/jpclcd/about.html		jpclcd													
Journal of Proteome Research	1535-3893	1535-3907							http://pubs.acs.org/page/jprobs/about.html		jprobs													
The Journal of Physical Chemistry Letters		1948-7185							http://pubs.acs.org/doi/abs/10.1021/jz500068r		jz													
Langmuir	0743-7463	1520-5827							http://pubs.acs.org/doi/abs/10.1021/la403018v		la													
Langmuir	0743-7463	1520-5827							http://pubs.acs.org/page/langd5/about.html		langd5													
Macromolecules	0024-9297	1520-5835							http://pubs.acs.org/doi/abs/10.1021/ma4023185		ma													
Macromolecules	0024-9297	1520-5835							http://pubs.acs.org/page/mamobx/about.html		mamobx													
ACS Medicinal Chemistry Letters									http://pubs.acs.org/doi/abs/10.1021/ml400489b		ml													
Molecular Pharmaceutics	1543-8384	1543-8392							http://pubs.acs.org/doi/abs/10.1021/mp4002816		mp													
Molecular Pharmaceutics	1543-8384	1543-8392							http://pubs.acs.org/page/mpohbp/about.html		mpohbp													
ACS Macro Letters		2161-1653							http://pubs.acs.org/doi/abs/10.1021/mz500016h		mz													
Nano Letters	1530-6984	1530-6992							http://pubs.acs.org/page/nalefd/about.html		nalefd													
News Edition, American Chemical Society									http://pubs.acs.org/page/neaca9/about.html		neaca9													
Nano Letters	1530-6984	1530-6992							http://pubs.acs.org/doi/abs/10.1021/nl4043505		nl													
ACS Nano	1936-0851	1936-086X							http://pubs.acs.org/doi/abs/10.1021/nn405805s		nn													
Journal of Natural Products	0163-3864	1520-6025							http://pubs.acs.org/doi/abs/10.1021/np401010x		np													
Organic Letters	1523-7060	1523-7052							http://pubs.acs.org/doi/abs/10.1021/ol500096r		ol													
Organometallics	0276-7333	1520-6041							http://pubs.acs.org/doi/abs/10.1021/om401231j		om													
Organic Process Research & Development	1083-6160	1520-586X							http://pubs.acs.org/doi/abs/10.1021/op400331j		op													
Organic Process Research & Development	1083-6160	1520-586X							http://pubs.acs.org/page/oprdfk/about.html		oprdfk													
Organometallics	0276-7333	1520-6041							http://pubs.acs.org/page/orgnd7/about.html		orgnd7													
Organic Letters	1523-7060	1523-7052							http://pubs.acs.org/page/orlef7/about.html		orlef7													
ACS Photonics		2330-4022							http://pubs.acs.org/doi/abs/10.1021/ph4001444		ph													
Journal of Proteome Research	1535-3893	1535-3907							http://pubs.acs.org/doi/abs/10.1021/pr4009404		pr													
ACS Synthetic Biology		2161-5063							http://pubs.acs.org/doi/abs/10.1021/sb400128g		sb													
ACS Sustainable Chemistry & Engineering		2168-0485							http://pubs.acs.org/doi/abs/10.1021/sc400540f		sc													
Chemical Research in Toxicology	0893-228X	1520-5010							http://pubs.acs.org/doi/abs/10.1021/tx400256b		tx													
