publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name
The Church and Secularity	9781589017252										9781589017252				
Common Ground	9781589017207										9781589017207				
Humanity: Texts and Contexts	9781589017597										9781589017597				
Religion and Violence in Early American Methodism	9780253004239										9780253004239				
Evangelical Christians in the Muslim Sahel	9780253111920										9780253111920				
Shakers, Mormons, and Religious Worlds	9780253004895										9780253004895				
Makers of Modern Korean Buddhism	9781438429236										9781438429236				
Pathways to an Inner Islam	9781438429571										9781438429571				
Walt Whitman's Mystical Ethics of Comradeship	9781438430126										9781438430126				
American Buddhism as a Way of Life	9781438430959										9781438430959				
Taiwan's Buddhist Nuns	9781438431499										9781438431499				
Soaring Minaret, A	9781438431727										9781438431727				
Hinduism as a Missionary Religion	9781438432137										9781438432137				
Religious Philosophy as Multidisciplinary Comparative Inquiry	9781438432373										9781438432373				
Buddhist World of Southeast Asia, The	9781438432526										9781438432526				
Islam and Social Policy	9780826591791										9780826591791				
Margaret Fell and the End of Time	9781602584945										9781602584945				
Confucianism in Context	9781438431925										9781438431925				
The Challenge of Being Baptist	9781602584877										9781602584877				
Border Lines	9780812203844										9780812203844				
Material Culture and Jewish Thought in America	9780253004161										9780253004161				
The Jewish Jesus	9781612491776										9781612491776				
Maven in Blue Jeans	9781612490137										9781612490137				
The Emergence of Modern Hebrew Creativity in Babylon, 1735- 1950	9781612490120										9781612490120				
The Insight of Unbelievers	9780812200393										9780812200393				
Perversion of Power	9780826592224										9780826592224				
Muslim Women Activists in North America	9780292796614										9780292796614				
Theological Foundations for Environmental Ethics	9781589016118										9781589016118				
An Ethics of Biodiversity	9781589016644										9781589016644				
Creative Conformity	9781589017528										9781589017528				
Blood on German Snow	9781603445313										9781603445313				
African Americans Doing Feminism	9781438431437										9781438431437				
Imagining Black Womanhood	9781438433288										9781438433288				
Obama Effect, The	9781438436616										9781438436616				
African Diaspora in the United States and Canada at the Dawn of the 21st Century, The	9781438436852										9781438436852				
Sista, Speak!	9780292798380										9780292798380				
Parodies of Ownership	9780472024490										9780472024490				
West African Narratives of Slavery	9780253005052										9780253005052				
Something Akin to Freedom	9781438429724										9781438429724				
War of Words, War of Stones	9780253005045										9780253005045				
Urban Design, Chaos, and Colonial Power in Zanzibar	9780253004963										9780253004963				
Black, White, and Catholic	9780826591937										9780826591937				
The African Diaspora and the Disciplines	9780253001337										9780253001337				
Islamophobia/Islamophilia	9780253004543										9780253004543				
Fighting for Faith and Nation	9780812200171										9780812200171				
Scientists and Storytellers	9780826338709										9780826338709				
Latino Migrants in the Jewish State	9780253004710										9780253004710				
Shari'a Politics	9780253000897										9780253000897				
Comprehending Drug Use	9780813549934										9780813549934				
Walls That Speak	9781574413502										9781574413502				
Demographic Vistas	9780812202717										9780812202717				
Rape on Prime Time	9780812204001										9780812204001				
The Golden Age of Indianapolis Theaters	9780253001436										9780253001436				
Jane Campion	9780253000873										9780253000873				
Arab Filmmakers of the Middle East	9780253004598										9780253004598				
English Filming, English Writing	9780253004147										9780253004147				
Hollywood Gamers	9780253004673										9780253004673				
Idolized	9780253005106										9780253005106				
Second Takes	9781438430317										9781438430317				
August Wilson	9781587299353										9781587299353				
James Dean Transfigured	9780292795518										9780292795518				
Harnessing the Technicolor Rainbow	9780292794900										9780292794900				
The Solaris Effect	9780292795617										9780292795617				
Unruly Girls, Unrepentant Mothers	9780292784802										9780292784802				
Left of Hollywood	9780292784734										9780292784734				
A Splurch in the Kisser	9780819569776										9780819569776				
The Modern Dance	9780819570932										9780819570932				
Next Week, Swan Lake	9780819570659										9780819570659				
No Safe Spaces	9780472027972										9780472027972				
Choreographing Asian America	9780819571083										9780819571083				
Done into Dance	9780819570963										9780819570963				
Movable Pillars	9780819569653										9780819569653				
Choreographing Difference	9780819569912										9780819569912				
Embodying Black Experience	9780472027095										9780472027095				
Cinepaternity	9780253001375										9780253001375				
It	9780472026340										9780472026340				
The South Korean Film Renaissance	9780819569868										9780819569868				
Mel Gibson's Passion	9781612490106										9781612490106				
Brutal Intimacy	9780819570000										9780819570000				
Playing Doctor	9780472027576										9780472027576				
The President Electric	9780472026630										9780472026630				
The Faithful Citizen	9781602584884										9781602584884				
Understanding Indian Movies	9780292794160										9780292794160				
The Chosen Folks	9780292792791										9780292792791				
The New York Public Intellectuals and Beyond	9781612490113										9781612490113				
Blowing the Whistle on Genocide	9781612490144										9781612490144				
Jewish Women in Fin de Siècle Vienna	9780292794283										9780292794283				
Jewish Bialystok and Its Diaspora	9780253004284										9780253004284				
Zionism and the Roads Not Taken	9780253004307										9780253004307				
The Holocaust Object in Polish and Polish-Jewish Culture	9780253005090										9780253005090				
Stan Kenton	9781574413304										9781574413304				
Dennis Brain	9781574413519										9781574413519				
Last Stop, Carnegie Hall	9781574413410										9781574413410				
Forceful Negotiations	9780803234437										9780803234437				
Yaxcabá and the Caste War of Yucatán	9780826329660										9780826329660				
Reframing Latin America	9780292794788										9780292794788				
Building Nineteenth-Century Latin America	9780826516671										9780826516671				
Survival Along the Continental Divide	9780826344410										9780826344410				
The Adaptive Optics Revolution	9780826346933										9780826346933				
Cataclysm	9781574413441										9781574413441				
Life and Death in the Central Highlands	9781574413342										9781574413342				
The Johnson-Sims Feud	9781574413489										9781574413489				
Written in Blood	9781574413496										9781574413496				
Bloody Bill Longley	9781574413533										9781574413533				
Captain John R. Hughes	9781574413540										9781574413540				
La Clínica	9780826345257										9780826345257				
Missionary Scientists	9780826517463										9780826517463				
Who Gets a Childhood?	9780820337623										9780820337623				
The Crusades and the Christian World of the East	9780812202694										9780812202694				
The Cistercian Evolution	9780812200799										9780812200799				
Exiled in the Homeland	9780292795174										9780292795174				
Atlantic Loyalties	9780820336503										9780820336503				
The Unemployed People's Movement	9780820336428										9780820336428				
Beneficial Bombing	9780803234499										9780803234499				
For Home and Country	9780803228320										9780803228320				
Americo Paredes	9781574413328										9781574413328				
Always for the Underdog	9781574413465										9781574413465				
Refugee Rights	9781589014053										9781589014053				
Lifting the Fog of Peace	9780472022984										9780472022984				
God and Global Order	9781602584839										9781602584839				
Defacing Power	9780472022809										9780472022809				
Driven from Home	9781589016798										9781589016798				
The Justice of Mercy	9780472024551										9780472024551				
Church, State, and the Crisis in American Secularism	9780253001368										9780253001368				
Common Ground	9780870818608										9780870818608				
The Renaissance Bible	9781602584921										9781602584921				
Christianity and the Mass Media in America	9780870139529										9780870139529				
Mother Earth and Uncle Sam	9780292794443										9780292794443				
A Guide to Sources of Texas Criminal Justice Statistics	9781574413526										9781574413526				
Conservatism and Racism, and Why in America They Are the Same	9781438432342										9781438432342				
Race, Ethnicity, and Place in a Changing America	9781438436814										9781438436814				
Multicultural Geographies	9781438436838										9781438436838				
The Enigma of Ethnicity	9781587293399										9781587293399				
Raising Your Kids Right	9780813549958										9780813549958				
What's Going On?	9781589016163										9781589016163				
Exporting Security	9781589016194										9781589016194				
Defenders of Liberty or Champions of Security?	9781438430492										9781438430492				
Women's Spiritual Leadership in Africa	9781438429786										9781438429786				
No Permanent Waves	9780813549170										9780813549170				
Colonial Metropolis	9780803229938										9780803229938				
The Book of Peace	9780271021782										9780271021782				
Career Stories	9780271021225										9780271021225				
Imperial Lyric	9780271052564										9780271052564				
Love Cures	9780271052571										9780271052571				
Reconstructing Woman	9780271022246										9780271022246				
Notations of the Wild	9781587292453										9781587292453				
The Making of Theatrical Reputations	9781587297793										9781587297793				
Taking Science to the People	9780803234505										9780803234505				
Circles Where the Head Should Be	9781574413427										9781574413427				
A Bright Soothing Noise	9781574413311										9781574413311				
The Universal Declaration of Human Rights	9780812200416										9780812200416				
The International Commission of Jurists	9780812203158										9780812203158				
African Constitutionalism and the Role of Islam	9780812201116										9780812201116				
Apple Pie and Enchiladas	9780292797215										9780292797215				
The Sex Lives of Saints	9780812200720										9780812200720				
Origins of the Ñuu	9780870819902										9780870819902				
Frontiers in Colorado Paleoindian Archaeology	9780870819766										9780870819766				
The Madrid Codex	9780870818615										9780870818615				
Excavating Nauvoo	9780803228351										9780803228351				
Brave New Words	9781587299223										9781587299223				
Good Game	9781602584983										9781602584983				
The Material of Knowledge	9780253004253										9780253004253				
The Female King of Colonial Nigeria	9780253005076										9780253005076				
Tabloid Journalism in South Africa	9780253004291										9780253004291				
Queer Ecologies	9780253004741										9780253004741				
Palestinian and Israeli Public Opinion	9780253004178										9780253004178				
Paul Ricoeur between Theology and Philosophy	9780253004352										9780253004352				
Performing American Masculinities	9780253000842										9780253000842				
Pinks, Pansies, and Punks	9780253004956										9780253004956				
Militarism and Israeli Society	9780253004208										9780253004208				
Mother Is Gold, Father Is Glass	9780253004888										9780253004888				
Anthropology and Egalitarianism	9780253004840										9780253004840				
Anti-Jewish Violence	9780253004789										9780253004789				
Beyond Dolby (Stereo)	9780253004857										9780253004857				
Birth, Death, and Femininity	9780253004826										9780253004826				
Bush on the Home Front	9780253004130										9780253004130				
Development without Destruction	9780253004567										9780253004567				
Domestic Violence in Postcommunist States	9780253004734										9780253004734				
What about Darwin?	9780801897528										9780801897528				
An Amish Paradox	9780801897900										9780801897900				
Wired Wilderness	9780801899287										9780801899287				
Edison's Electric Light	9780801899447										9780801899447				
Late Roman Spain and Its Cities	9780801899492										9780801899492				
Aquinas and the Jews	9780812200447										9780812200447				
Human Rights in Cross-Cultural Perspectives	9780812200195										9780812200195				
The Hero and the Perennial Journey Home in American Film	9780812200133										9780812200133				
Rites and Passages	9780812200157										9780812200157				
Guarding the Border	9781603443425										9781603443425				
Gulf of Mexico Origin, Waters, and Biota	9781603442695										9781603442695				
Generations on the Land	9781603442428										9781603442428				
Offshore Imperative	9781603442725										9781603442725				
Soldiering for Freedom	9781603446013										9781603446013				
Being Maasai, Becoming Indigenous	9780253000910										9780253000910				
The Lying Brain	9780472027026										9780472027026				
Responsive Democracy	9780472025732										9780472025732				
Archives, Documentation, and Institutions of Social Memory	9780472026722										9780472026722				
Mad at School	9780472027989										9780472027989				
Lives in the Balance	9780815701774										9780815701774				
American Foundations	9780815704577										9780815704577				
Cuba's Energy Future	9780815704591										9780815704591				
Reconsidering Retirement	9780815705000										9780815705000				
Confronting Poverty	9780815704355										9780815704355				
Learning to Salsa	9780815704324										9780815704324				
The East Moves West	9780815704430										9780815704430				
From the Ground Up	9780815704362										9780815704362				
Asia and Policymaking for the Global Economy	9780815704386										9780815704386				
After the Crash	9780815704294										9780815704294				
Climate Change and Forests	9780815701484										9780815701484				
Policy and Choice	9780815705017										9780815705017				
Financial Market Regulation and Reforms in Emerging Markets	9780815704904										9780815704904				
Myanmar/Burma	9780815705062										9780815705062				
A Skeptic's Case for Nuclear Disarmament	9780815705086										9780815705086				
The Impact of Health Insurance in Low- And Middle-Income Countries	9780815705611										9780815705611				
The 2010 Brown Center Report on American Education	9780815722366										9780815722366				
Mediumism	9781438429274										9781438429274				
Critical Transnational Feminist Praxis	9781438429397										9781438429397				
My Life at the Gym	9781438429458										9781438429458				
Reading Derrida and Ricoeur	9781438429519										9781438429519				
Governing the Female Body	9781438429540										9781438429540				
Educating Democracy	9781438429632										9781438429632				
Congress	9781438429694										9781438429694				
By the Breath of Their Mouths	9781438429977										9781438429977				
Ideologies of Forgetting	9781438430003										9781438430003				
Divine Beauty	9780826591760										9780826591760				
Ordinary Enchantments	9780826591777										9780826591777				
Invisible Work	9780826591562										9780826591562				
Gender and Nation in the Spanish Modernist Novel	9780826591746										9780826591746				
Multi-Ethnic Bird Guide of the Subantarctic Forests of South America	9781574413458										9781574413458				
Savage Frontier Volume IV 1842-1845	9781574413472										9781574413472				
Skywatching in the Ancient World	9780870819803										9780870819803				
Arch Lake Woman	9781603443074										9781603443074				
Assumed Identities	9781603443197										9781603443197				
Bridging the Constitutional Divide	9781603443272										9781603443272				
Call Her a Citizen	9781603443302										9781603443302				
Chilean Modern Architecture since 1950	9781603443333										9781603443333				
Combat Ready?	9781603443357										9781603443357				
Early Modern Human from Tianyuan Cave, China	9781603442459										9781603442459				
Encyclopedia of Texas Seashells	9781603443371										9781603443371				
Every Day a Nightmare	9781603442466										9781603442466				
Exploring the Edges of Texas	9781603443067										9781603443067				
Farm Workers and the Churches	9781603443395										9781603443395				
George P. Mitchell and the Idea of Sustainability	9781603442473										9781603442473				
Going to Windward	9781603443098										9781603443098				
Great Southwest Railroad Strike and Free Labor	9781603443401										9781603443401				
Historical Archaeology of Military Sites	9781603443104										9781603443104				
Holy Ground, Healing Water	9781603443111										9781603443111				
How Did Davy Die? And Why Do We Care So Much?	9781603443470										9781603443470				
Landmark Speeches on the Vietnam War	9781603443500										9781603443500				
Learning under Fire	9781603443524										9781603443524				
Moodys of Galveston and Their Mansion	9781603443531										9781603443531				
Nixon's Super-Secretaries	9781603442497										9781603442497				
Oilfield Trash	9781603442503										9781603442503				
Operation PLUM	9781603442510										9781603442510				
Provisional Pulpit	9781603443593										9781603443593				
Tejano Leadership in Mexican and Revolutionary Texas	9781603443029										9781603443029				
Reagan at Westminster	9781603443180										9781603443180				
Son Tay Raid	9781603442527										9781603442527				
Texas Left	9781603443708										9781603443708				
Texas Legacy Project	9781603445115										9781603445115				
Traveling the Shore of the Spanish Sea	9781603443760										9781603443760				
Trees, Shrubs, and Vines of the Texas Hill Country	9781603443777										9781603443777				
Unitary Executive and the Modern Presidency	9781603443784										9781603443784				
White House Politics and the Environment	9781603443166										9781603443166				
Why Texans Fought in the Civil War	9781603443050										9781603443050				
Connecticut Needlework	9780819571267										9780819571267				
A Year from Monday	9780819570550										9780819570550				
Paris Spleen	9780819569981										9780819569981				
A History of Economic Thought	9780819569974										9780819569974				
The Place Where You Go to Listen	9780819569899										9780819569899				
Fire in the Stone	9780819569721										9780819569721				
The Self-Dismembered Man	9780819569950										9780819569950				
Finding Pete	9780819570864										9780819570864				
Rococo and Other Worlds	9780819569875										9780819569875				
M	9780819570611										9780819570611				
Live from the Homesick Jamboree	9780819570512										9780819570512				
Stance	9780819569998										9780819569998				
Music and Cyberliberties	9780819570505										9780819570505				
Water for Hartford	9780819571021										9780819571021				
Barbed Wire	9780819570765										9780819570765				
Impossible Dance	9780819570543										9780819570543				
Writing in Motion	9780819569646										9780819569646				
Picturing Victorian America	9780819571250										9780819571250				
On Joanna Russ	9780819569684										9780819569684				
Martha Hill and the Making of American Dance	9780819569745										9780819569745				
The Millennium Hotel	9780819569738										9780819569738				
The Constructivist Moment	9780819569783										9780819569783				
Among the Jasmine Trees	9780819569851										9780819569851				
Empty Words	9780819570598										9780819570598				
Westover	9780819569660										9780819569660				
Bright Felon	9780819569936										9780819569936				
Silence	9780819570642										9780819570642				
Henry Austin	9780819569691										9780819569691				
Elegguas	9780819571007										9780819571007				
Born Southern	9780801897405										9780801897405				
Possible Worlds of Fiction and History	9780801897443										9780801897443				
Return Fire	9780801897450										9780801897450				
Stories of the Babylonian Talmud	9780801897467										9780801897467				
The Civic Foundations of Fascism in Europe	9780801897481										9780801897481				
The Prism and the Rainbow	9780801897511										9780801897511				
Gender and Justice	9780801897924										9780801897924				
Looking for a Few Good Males	9780801898174										9780801898174				
Questioning the Premedical Paradigm	9780801898402										9780801898402				
Health Care in World Cities	9780801898471										9780801898471				
Buying into the World of Goods	9780801898488										9780801898488				
The Natural Philosophy of Margaret Cavendish	9780801898631										9780801898631				
The Neural Sublime	9780801898648										9780801898648				
For Business and Pleasure	9780801898778										9780801898778				
Three Generations, No Imbeciles	9780801898815										9780801898815				
Chasing Shadows	9780801899102										9780801899102				
Early FM Radio	9780801899133										9780801899133				
Ethical Imperialism	9780801899140										9780801899140				
Moses of South Carolina	9780801899164										9780801899164				
Regime Change in the Yugoslav Successor States	9780801899195										9780801899195				
Romantic Narrative	9780801899218										9780801899218				
Swift, the Book, and the Irish Financial Revolution	9780801899249										9780801899249				
The Hutterites in North America	9780801899256										9780801899256				
The Life and Afterlife of Isabeau of Bavaria	9780801899263										9780801899263				
The Pathos of the Real	9780801899270										9780801899270				
Financing the Athenian Fleet	9780801899300										9780801899300				
Am I a Monkey?	9780801899386										9780801899386				
Becoming Neapolitan	9780801899393										9780801899393				
Daily Demonstrators	9780801899430										9780801899430				
Lessons amid the Rubble	9780801899508										9780801899508				
Mammal Teeth	9780801899515										9780801899515				
Ocean State	9780801899539										9780801899539				
The Chinese Roots of Linear Algebra	9780801899584										9780801899584				
Three Shots at Prevention	9780801899591										9780801899591				
Trouble in Mind	9780801899607										9780801899607				
Virgil's Book of Bucolics, the Ten Eclogues Translated into English Verse	9780801899614										9780801899614				
Warrior Pursuits	9780801899690										9780801899690				
Reading Ḥayy Ibn-Yaqẓān	9780801899720										9780801899720				
Cross-Cultural Scientific Exchanges in the Eastern Mediterranean, 1560–1660	9780801899928										9780801899928				
Lawless Universe	9780801899959										9780801899959				
New Orleans after the Civil War	9780801899973										9780801899973				
Romantic Interactions	9780801899980										9780801899980				
The "Good War" in American Memory	9781421400020										9781421400020				
Addiction and Art	9781421400235										9781421400235				
Lost Girls	9781421400242										9781421400242				
Introduction to Cognitive Cultural Studies	9781421400280										9781421400280				
Happy Pills in America	9781421400990										9781421400990				
Talking with Patients and Families about Medical Error	9781421401027										9781421401027				
Ethical Foundations of Palliative Care for Alzheimer Disease	9781421403687										9781421403687				
Reconstituting Whiteness	9780826516879										9780826516879				
Living on the Edge in Suburbia	9780826517012										9780826517012				
The DeMarco Factor	9780826517043										9780826517043				
Locked Up, Locked Out	9780826517135										9780826517135				
Willing and Unable	9780826517166										9780826517166				
Handbook of Medical Sociology, Sixth Edition	9780826517227										9780826517227				
They Came to Nashville	9780826517371										9780826517371				
Portugal Journal, The	9781438429601										9781438429601				
Eros and the Intoxications of Enlightenment	9781438430195										9781438430195				
Unprecedented Deformation, An	9781438430225										9781438430225				
Guide to Integral Psychotherapy, A	9781438430256										9781438430256				
Passing of Postmodernism, The	9781438430379										9781438430379				
Unresolved Identities	9781438430591										9781438430591				
Teachers Learning in Community	9781438430621										9781438430621				
Concurring Opinion Writing on the U.S. Supreme Court	9781438430683										9781438430683				
All But Forgotten	9781438430744										9781438430744				
Splintered Accountability	9781438430775										9781438430775				
Proving Up	9781438430805										9781438430805				
Siva's Demon Devotee	9781438430898										9781438430898				
Psychotherapy of Love, A	9781438430928										9781438430928				
Rewriting Difference	9781438431017										9781438431017				
Teaching the Silk Road	9781438431048										9781438431048				
What Is Enlightenment	9781438431079										9781438431079				
Philosophy and Religion in Early Medieval China	9781438431895										9781438431895				
Ethics, Aesthetics, and the Beyond of Language	9781438431956										9781438431956				
Colonizing the Realm of Words	9781438432014										9781438432014				
Objectivity	9781438432076										9781438432076				
Excess and Masculinity in Asian Cultural Productions	9781438432106										9781438432106				
Unequal Desires	9781438432168										9781438432168				
Interpretation and Literature in Early Medieval China	9781438432199										9781438432199				
Hegel and Shakespeare on Moral Imagination	9781438432434										9781438432434				
Elemental Philosophy	9781438432465										9781438432465				
Nantucket and Other Native Places	9781438432557										9781438432557				
Convergences	9781438432687										9781438432687				
Between Nihilism and Politics	9781438432861										9781438432861				
Politics of Spirit, The	9781438432892										9781438432892				
Ecotheology and the Practice of Hope	9781438432984										9781438432984				
Critical Urban Studies	9781438433073										9781438433073				
Comparative Public Budgeting	9781438433103										9781438433103				
Coping with Terrorism	9781438433134										9781438433134				
Taking Confucian Ethics Seriously	9781438433165										9781438433165				
Invoking Lakshmi	9781438433226										9781438433226				
Mission Expansion in the Federal Home Loan Bank System	9781438433431										9781438433431				
Regulating the Business of Insurance in a Federal System	9781438433592										9781438433592				
Who Should Be First?	9781438433738										9781438433738				
Western Esotericism	9781438433790										9781438433790				
Integral Theory in Action	9781438433868										9781438433868				
Questioning Nineteenth-Century Assumptions about Knowledge, III	9781438434094										9781438434094				
Eventful Archaeologies	9781438434247										9781438434247				
Aunting	9781602584853										9781602584853				
The Origins of Responsibility	9780253004222										9780253004222				
African American Actresses	9780253004314										9780253004314				
Global Governance and the UN	9780253004154										9780253004154				
Religious Giving	9780253004185										9780253004185				
The Battle for Western Europe, Fall 1944	9780253004192										9780253004192				
Riley Child-Rhymes with Hoosier Pictures	9780253001573										9780253001573				
Mammals of Indiana	9780253001511										9780253001511				
Railroad Noir	9780253001542										9780253001542				
Joyce and the Two Irelands	9780292798939										9780292798939				
The Early Poetry of Robert Graves	9780292796393										9780292796393				
Constructing the Image of the Mexican Revolution	9780292793422										9780292793422				
The Literatures of the U.S.-Mexican War	9780292792845										9780292792845				
Reinventing Practice in a Disenchanted World	9780292792913										9780292792913				
Kinship Myth in Ancient Greece	9780292784796										9780292784796				
Toward a Cognitive Theory of Narrative Acts	9780292793125										9780292793125				
Defying Displacement	9780292792869										9780292792869				
Quixote's Soldiers	9780292792883										9780292792883				
Punk Slash! Musicals	9780292792951										9780292792951				
Reconstructing Beirut	9780292792838										9780292792838				
Literature, Analytically Speaking	9780292792777										9780292792777				
Reading Chican@ Like a Queer	9780292792814										9780292792814				
Architecture as Revolution	9780292793095										9780292793095				
The Chora of Metaponto 2	9780292795204										9780292795204				
The Spectacular City, Mexico, and Colonial Hispanic Literary Culture	9780292784727										9780292784727				
Broadcasting the Civil War in El Salvador	9780292793071										9780292793071				
Hollywood Incoherent	9780292784710										9780292784710				
Ernie Kovacs & Early TV Comedy	9780292792975										9780292792975				
Muslim Reformers in Iran and Turkey	9780292792760										9780292792760				
Freedom Is Not Enough	9780292793088										9780292793088				
Architecture of Minoan Crete	9780292792906										9780292792906				
The Laws of Slavery in Texas	9780292793101										9780292793101				
Multicultural Comics	9780292784840										9780292784840				
Spies and Holy Wars	9780292784666										9780292784666				
T.S. Eliot and the Essay	9781602584815										9781602584815				
Betjeman	9781602584860										9781602584860				
Ways of Knowing	9781602584907										9781602584907				
Perfection	9781602584990										9781602584990				
The Fullness of Knowing	9781602585010										9781602585010				
Inside Out Families	9781602584976										9781602584976				
The Great Pheromone Myth	9780801898105										9780801898105				
Abolitionism and Imperialism in Britain, Africa, and the Atlantic	9780821443057										9780821443057				
African Soccerscapes	9780896804722										9780896804722				
Amy Levy	9780821443071										9780821443071				
Dead Letters to Nietzsche, or the Necromantic Art of Reading Philosophy	9780821443293										9780821443293				
Do They Miss Me at Home?	9780821443262										9780821443262				
Domestic Violence and the Law in Colonial and Postcolonial	9780821443453										9780821443453				
Generations Past	9780821443439										9780821443439				
Making a World after Empire	9780896804685										9780896804685				
Nature and History in Modern Italy	9780821443477										9780821443477				
Out of the Mountains	9780821443316										9780821443316				
Populist Seduction in Latin America, Second Edition	9780896804746										9780896804746				
Resistance on the National Stage	9780896804692										9780896804692				
Terminal Diagrams	9780804040440										9780804040440				
