publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Studies in Bibliography	0081-7600	1553-3891	2002	55	1				https://muse.jhu.edu/journal/298		298		fulltext		Bibliographical Society of the University of Virginia	serial								P
The Canadian Journal of Linguistics / La revue canadienne de linguistique	0008-4131	1710-1115	2003	48	1				https://muse.jhu.edu/journal/270		270		fulltext		Cambridge University Press	serial								P
The Canadian Journal of Sociology	0318-6431	1710-1123	2004	29	1	2007	32	4	https://muse.jhu.edu/journal/249		249		fulltext		University of Toronto Press	serial								P
The Eighteenth Century	0193-5380	1935-0201	2006	47	1				https://muse.jhu.edu/journal/364		364		fulltext		University of Pennsylvania Press	serial								P
The Future of Children	1054-8289	1550-1558	2005	15	1				https://muse.jhu.edu/journal/286		286		fulltext		Princeton University	serial								P
The High School Journal	0018-1498	1534-5157	2001	84	3				https://muse.jhu.edu/journal/78		78		fulltext		The University of North Carolina Press	serial								P
The Journal of Developing Areas	0022-037X	1548-2278	2003	37	1				https://muse.jhu.edu/journal/258		258		fulltext		Tennessee State University College of Business	serial								P
The Journal of General Education	0021-3667	1527-2060	1999	48	2				https://muse.jhu.edu/journal/89		89		fulltext		Penn State University Press	serial								P
Theory & Event		1092-311X	1997	1	1				https://muse.jhu.edu/journal/191		191		fulltext		Johns Hopkins University Press	serial								P
University of Toronto Law Journal	0042-0220	1710-1174	2004	54	1				https://muse.jhu.edu/journal/252		252		fulltext		University of Toronto Press	serial								P
Wicazo Sa Review	0749-6427	1533-7901	2000	15	2				https://muse.jhu.edu/journal/207		207		fulltext		University of Minnesota Press	serial								P
portal: Libraries and the Academy	1531-2542	1530-7131	2001	1	1				https://muse.jhu.edu/journal/159		159		fulltext		Johns Hopkins University Press	serial								P
Éire-Ireland	0013-2683	1550-5162	1994	29	3	2017	52	3	https://muse.jhu.edu/journal/244		244		fulltext		Irish-American Cultural Institute	serial								P
