"publication_title"	"print_identifier"	"online_identifier"	"date_first_issue_online"	"num_first_vol_online"	"num_first_issue_online"	"date_last_issue_online"	"num_last_vol_online"	"num_last_issue_online"	"title_url"	"first_author"	"title_id"	"embargo_info"	"coverage_depth"	"coverage_notes"	"publisher_name"
"Advances in Communications Satellite Systems Proceedings of The 36th International Communications Satellite Systems Conference (ICSSC-2018)"	"9781785619618"	"9781785619625"	"2019-11"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/te/pbte086e"	""	"pbte086e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Advances in Communications Satellite Systems: Proceedings of the 37th International Communications Satellite Systems Conference (ICSSC-2019)"	"9781839531453"	"9781839531460"	"2021-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/te/pbte095e"	""	"pbte095e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Advances in High Voltage Engineering"	"9781849190381"	"9780863419843"	"2004-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/po/pbpo040e"	""	"pbpo040e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Advances in High-Power Fiber and Diode Laser Engineering"	"9781785617515"	"9781785617522"	"2019-11"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/cs/pbcs054e"	""	"pbcs054e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Advances in Mathematical Methods for Electromagnetics"	"9781785613845"	"9781785613852"	"2020-12"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/ew/sbew528e"	""	"sbew528e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Advances in Planar Filters Design"	"9781785615894"	"9781785615900"	"2019-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/ew/sbew535e"	""	"sbew535e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Advances in Power System Modelling, Control and Stability Analysis"	"9781785610011"	"9781785610028"	"2016-09"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/po/pbpo086e"	""	"pbpo086e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Advances in Telemedicine for Health Monitoring: Technologies, Design and Applications"	"9781785619861"	"9781785619878"	"2020-04"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/he/pbhe023e"	""	"pbhe023e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Advances in Unmanned Marine Vehicles"	"9780863414503"	"9781849190534"	"2006-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/ce/pbce069e"	""	"pbce069e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Age Factors in Biometric Processing"	"9781849195027"	"9781849195034"	"2013-10"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/sc/pbsp010e"	""	"pbsp010e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Airborne Early Warning System Concepts"	"9781891121326"	"9781613531303"	"2004-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/ra/sbra002e"	""	"sbra002e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Algorithmic and Knowledge-based CAD for VLSI"	"9780863412677"	"9781849193580"	"1992-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/cs/pbcs004e"	""	"pbcs004e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"An Introduction to Fractional Control"	"9781849195454"	"9781849195461"	"2012-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/ce/pbce091e"	""	"pbce091e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"An Introduction to Satellite Communications"	"9780863411328"	"9781849194556"	"1989-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/te/pbte020e"	""	"pbte020e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Analogue IC Design: The Current-Mode Approach"	"9780863412974"	"9781849191647"	"1993-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/cs/pbcs002e"	""	"pbcs002e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Analogue Optical Fibre Communications"	"9780852968321"	"9781849194600"	"1995-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/te/pbte032e"	""	"pbte032e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Analogue-digital ASICs: circuit techniques, design tools and applications"	"9780863412592"	"9781849193573"	"1991-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/cs/pbcs003e"	""	"pbcs003e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Analysis and Design of CMOS Clocking Circuits for Low Phase Noise"	"9781785618017"	"9781785618024"	"2020-07"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/cs/pbcs059e"	""	"pbcs059e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Analysis and Design of Reset Control Systems"	"9781849197038"	"9781849197045"	"2015-11"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/ce/pbce094e"	""	"pbce094e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Analysis of Metallic Antennas and Scatterers"	"9780852968079"	"9781849193948"	"1994-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/ew/pbew038e"	""	"pbew038e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Angle-of-Arrival Estimation Using Radar Interferometry: Methods and Applications"	"9781613531846"	"9781613531853"	"2013-12"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/ra/sbra508e"	""	"sbra508e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Antenna Analysis and Design Using FEKO Electromagnetic Simulation Software"	"9781613532058"	"9781613532065"	"2014-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/ew/sbew521e"	""	"sbew521e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Antennas and Propagation for 5G and Beyond"	"9781839530975"	"9781839530982"	"2020-07"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/te/pbte093e"	""	"pbte093e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Antennas: Fundamentals, design, measurement"	"9781891121784"	"9781613531044"	"2009-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/ew/sbew040e"	""	"sbew040e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Aperture Antennas and Diffraction Theory"	"9780906048528"	"9781849193733"	"1981-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/ew/pbew010e"	""	"pbew010e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Application of Dimensional Analysis in Systems Modeling and Control Design"	"9781849196215"	"9781849196222"	"2013-07"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/ce/pbce090e"	""	"pbce090e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Applications of Machine Learning in Wireless Communications"	"9781785616570"	"9781785616587"	"2019-06"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/te/pbte081e"	""	"pbte081e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Applications of Space-Time Adaptive Processing"	"9780852969243"	"9781849190817"	"2004-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/ra/pbra014e"	""	"pbra014e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Applied Control Theory"	"9780863410895"	"9781849193337"	"1987-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/ce/pbce018e"	""	"pbce018e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Approximate Boundary Conditions in Electromagnetics"	"9780852968499"	"9781849191692"	"1995-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/ew/pbew041e"	""	"pbew041e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Artificial Intelligence Techniques in Power Systems"	"9780852968970"	"9781849191722"	"1997-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/po/pbpo022e"	""	"pbpo022e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Asymptotic and Hybrid Methods in Electromagnetics"	"9780863414473"	"9781849190404"	"2005-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/ew/pbew051e"	""	"pbew051e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Asynchronous Circuit Applications"	"9781785618178"	"9781785618185"	"2019-11"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/cs/pbcs061e"	""	"pbcs061e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Authentication Technologies for Cloud Computing, IoT and Big Data"	"9781785615566"	"9781785615573"	"2019-03"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/sc/pbse009e"	""	"pbse009e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Autonomous Decentralized Systems and their Applications in Transport and Infrastructure"	"9781785612817"	"9781785612824"	"2018-12"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/tr/pbtr009e"	""	"pbtr009e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Autonomous Underwater Vehicles: Design and practice"	"9781785617034"	"9781785617041"	"2020-07"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/ra/sbra525e"	""	"sbra525e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Aviation weather surveillance systems: advanced radar and surface sensors for flight safety and air traffic management"	"9780852969373"	"9781849191807"	"1999-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/ra/pbra008e"	""	"pbra008e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Bifacial Photovoltaics: Technology, applications and economics"	"9781785612749"	"9781785612756"	"2018-10"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/po/pbpo107e"	""	"pbpo107e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Big Data Recommender Systems - Volume 1: Algorithms, Architectures, Big Data, Security and Trust"	"9781785619755"	"9781785619762"	"2019-07"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/pc/pbpc035f"	""	"pbpc035f"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Big Data Recommender Systems - Volume 2: Application Paradigms"	"9781785619779"	"9781785619786"	"2019-07"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/pc/pbpc035g"	""	"pbpc035g"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Big Data and Software Defined Networks"	"9781785613043"	"9781785613050"	"2018-03"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/pc/pbpc015e"	""	"pbpc015e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Big Data-Enabled Internet of Things"	"9781785616365"	"9781785616372"	"2019-11"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/pc/pbpc025e"	""	"pbpc025e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Biologically-Inspired Radar and Sonar: Lessons from nature"	"9781613532355"	"9781613532362"	"2017-07"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/ra/sbra514e"	""	"sbra514e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Biomedical Nanomaterials: From Design To Implementation"	"9781849199643"	"9781849199650"	"2016-10"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/he/pbhe004e"	""	"pbhe004e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Bistatic Radar"	"9781891121456"	"9781613531310"	"2004-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/ra/sbra003e"	""	"sbra003e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Blockchain and Machine Learning for e-Healthcare Systems"	"9781839531149"	"9781839531156"	"2020-11"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/he/pbhe029e"	""	"pbhe029e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Blockchains for Network Security: Principles, technologies and applications"	"9781785618734"	"9781785618741"	"2020-11"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/pc/pbpc029e"	""	"pbpc029e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"British Television: the formative years"	"9780863410796"	"9781849194020"	"1986-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/ht/pbht007e"	""	"pbht007e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Broadband Applications and the Digital Home"	"9780852964286"	"9781849190312"	"2003-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/te/pbbt005e"	""	"pbbt005e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Broadband Communications and Home Networking"	"9781884932199"	"9781613531655"	"2001-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/te/sbte002e"	""	"sbte002e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"CMOS Integrated Digital Electronics: A First Course"	"9781613530023"	"9781613530269"	"2013-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/cs/sbcs501e"	""	"sbcs501e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Carrier Scale IP Networks: designing and operating Internet networks"	"9780852969823"	"9781849190565"	"2001-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/te/pbbt001e"	""	"pbbt001e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Channels, Propagation and Antennas for Mobile Communications"	"9780852960844"	"9780863412547"	"2003-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/ew/pbew050e"	""	"pbew050e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Characterisation and Control of Defects in Semiconductors"	"9781785616556"	"9781785616563"	"2019-09"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/cs/pbcs045e"	""	"pbcs045e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Characterization of Wide Bandgap Power Semiconductor Devices"	"9781785614910"	"9781785614927"	"2018-09"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/po/pbpo128e"	""	"pbpo128e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Circuit Modeling for Electromagnetic Compatibility"	"9781613530207"	"9781613530283"	"2013-07"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/ew/sbew502e"	""	"sbew502e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Clean Energy Microgrids"	"9781785610974"	"9781785610981"	"2017-03"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/po/pbpo090e"	""	"pbpo090e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Clean Mobility and Intelligent Transport Systems"	"9781849198950"	"9781849198967"	"2015-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/tr/pbtr001e"	""	"pbtr001e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Cloud and Fog Computing in 5G Mobile Networks: Emerging advances and applications"	"9781785610837"	"9781785610844"	"2017-03"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/te/pbte070e"	""	"pbte070e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Coaxial Electrical Circuits for Interference-Free Measurements"	"9781849190695"	"9781849190701"	"2011-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/cs/pbel013e"	""	"pbel013e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Cogeneration and District Energy Systems: Modelling, Analysis and Optimization"	"9781785611261"	"9781785611278"	"2016-10"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/po/pbpo093e"	""	"pbpo093e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Cogeneration: A user's guide"	"9780863417382"	"9781849191043"	"2010-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/po/pbrn011e"	""	"pbrn011e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Cogeneration: Technologies, Optimization and Implementation"	"9781785610554"	"9781785610561"	"2017-03"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/po/pbpo087e"	""	"pbpo087e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Cognitive radio engineering"	"9781613532119"	"9781613532126"	"2016-07"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/ew/sbte502e"	""	"sbte502e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Collection and Delivery of Traffic and Travel Information"	"9781785617720"	"9781785617737"	"2020-11"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/tr/pbtr018e"	""	"pbtr018e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Common-Channel Signalling"	"9780863412400"	"9781849194563"	"1991-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/te/pbte026e"	""	"pbte026e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Communication, Control and Security Challenges for the Smart Grid"	"9781785611421 "	"9781785611438"	"2017-02"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/po/pbpo095e"	""	"pbpo095e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Communications: an International History of the Formative Years"	"9780863413308"	"9781849190244"	"2004-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/ht/pbht032e"	""	"pbht032e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Complex Space Source Theory of Spatially Localized Electromagnetic Waves"	"9781613531938"	"9781613531945"	"2013-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/ew/sbew518e"	""	"sbew518e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Computer Control of Real-Time Processes"	"9780863412202"	"9781849193429"	"1990-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/ce/pbce041e"	""	"pbce041e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Condition Assessment of High Voltage Insulation in Power System Equipment"	"9780863417375"	"9780863419898"	"2008-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/po/pbpo053e"	""	"pbpo053e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Condition Monitoring of Rotating Electrical Machines"	"9780863417412"	"9780863419911"	"2008-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/po/pbpo056e"	""	"pbpo056e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Condition Monitoring of Rotating Electrical Machines"	"9781785618659"	"9781785618666"	"2020-05"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/po/pbpo145e"	""	"pbpo145e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Conduction and Induction Heating"	"9780863411748"	"9781849194280"	"1990-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/po/pbpo011e"	""	"pbpo011e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Continuing Professional Development: a practical approach"	"9780852969038"	"9781849194228"	"1997-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/mt/pbmt019e"	""	"pbmt019e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Continuous Time Controller Design"	"9780863411625"	"9781849193405"	"1989-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/ce/pbce039e"	""	"pbce039e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Control Circuits in Power Electronics: Practical issues in design and implementation"	"9781849198226"	"9781849198233"	"2016-05"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/po/pbpo072e"	""	"pbpo072e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Control Engineering Solutions: a practical approach"	"9780852968291"	"9781849193504"	"1997-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/ce/pbce054e"	""	"pbce054e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Control Techniques, Drives and Controls Handbook"	"9781849190138"	"9781849191012"	"2009-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/po/pbpo057e"	""	"pbpo057e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Control Theory"	"9780863413391"	"9781849190541"	"2004-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/ce/pbce064e"	""	"pbce064e"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Control Theory: A guided tour"	"9781849192279"	"9781849192286"	"2012-01"	""	""	""	""	""	"https://digital-library.theiet.org/content/books/ce/pbce072e"	""	"pbce072e"	""	"fulltext"	""	"Institution of Engineering and Technology"
