"publication_title"	"print_identifier"	"online_identifier"	"date_first_issue_online"	"num_first_vol_online"	"num_first_issue_online"	"date_last_issue_online"	"num_last_vol_online"	"num_last_issue_online"	"title_url"	"first_author"	"title_id"	"embargo_info"	"coverage_depth"	"coverage_notes"	"publisher_name"
"Electronic Systems News"	"0265-0096"	"2054-0310"	"1981-07"	"1981"	"7"	"1989-12"	"1989"	"1"	"https://digital-library.theiet.org/content/journals/esn"	""	"esn"	""	"fulltext"	""	"IEE"
"Electronics & Communication Engineering Journal"	"0954-0695"	"2051-218X"	"1989-03"	"1"	"2"	"2002-12"	"14"	"6"	"https://digital-library.theiet.org/content/journals/ecej"	""	"ecej"	""	"fulltext"	""	"IEE"
"Electronics & Power"	"0013-5127"	"2053-7883"	"1964-01"	"10"	"1"	"1987-12"	"33"	"11"	"https://digital-library.theiet.org/content/journals/ep"	""	"ep"	""	"fulltext"	""	"IEE"
"Electronics Education"	"0957-2953"	"2054-0329"	"1990-12"	"1990"	"1"	"2009-12"	"2009"	"1"	"https://digital-library.theiet.org/content/journals/ee"	""	"ee"	""	"fulltext"	""	"IEE"
"Electronics Letters"	"0013-5194"	"1350-911X"	"1965-03"	"1"	"1"	""	""	""	"https://digital-library.theiet.org/content/journals/el"	""	"el"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Electronics Systems and Software"	"1479-8336"	"1741-0479"	"2003-02"	"1"	"1"	"2007-12"	"5"	"6"	"https://digital-library.theiet.org/content/journals/ess"	""	"ess"	""	"fulltext"	""	"IEE"
"IET Energy Systems Integration"	""	"2516-8401"	"2019-03"	"1"	"1"	""	""	""	"https://digital-library.theiet.org/content/journals/iet-esi"	""	"iet-esi"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Engineering & Technology Reference"	""	"2056-4007"	"2012-01"	"1"	"1"	"2012-01"	"1"	"1"	"https://digital-library.theiet.org/content/reference/etr"	""	"etr"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Engineering & Technology"	"1750-9637"	"1750-9645"	"2006-04"	"1"	"1"	"2020-03"	"15"	"2"	"https://digital-library.theiet.org/content/journals/et"	""	"et"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Engineering Biology"	""	"2398-6182"	"2017-06"	"1"	"1"	""	""	""	"https://digital-library.theiet.org/content/journals/enb"	""	"enb"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Engineering Management"	"0960-7919"	"1741-0487"	"2003-02"	"13"	"1"	"2007-12"	"17"	"6"	"https://digital-library.theiet.org/content/journals/em"	""	"em"	""	"fulltext"	""	"IEE"
"Engineering Management Journal"	"0960-7919"	"1741-0487"	"1991-02"	"1"	"1"	"2002-12"	"12"	"6"	"https://digital-library.theiet.org/content/journals/emj"	""	"emj"	""	"fulltext"	""	"IEE"
"Engineering Science & Education Journal"	"0963-7346"	"2051-2147"	"1992-02"	"1"	"1"	"2002-12"	"11"	"6"	"https://digital-library.theiet.org/content/journals/esej"	""	"esej"	""	"fulltext"	""	"IEE"
"IET Generation, Transmission & Distribution"	"1751-8687"	"1751-8695"	"2007-01"	"1"	"1"	""	""	""	"https://digital-library.theiet.org/content/journals/iet-gtd"	""	"iet-gtd"	""	"fulltext"	""	"Institution of Engineering and Technology"
"IEE Proceedings - Generation, Transmission and Distribution"	"1350-2360"	"1359-7051"	"1994-01"	"141"	"1"	"2006-11"	"153"	"6"	"https://digital-library.theiet.org/content/journals/ip-gtd"	""	"ip-gtd"	""	"fulltext"	""	"IEE"
"IEE Proceedings C (Generation, Transmission and Distribution)"	"0143-7046"	"2053-7921"	"1980-01"	"127"	"1"	"1993-11"	"140"	"6"	"https://digital-library.theiet.org/content/journals/ip-c"	""	"ip-c"	""	"fulltext"	""	"IEE"
"Healthcare Technology Letters"	""	"2053-3713"	"2014-03"	"1"	"1"	""	""	""	"https://digital-library.theiet.org/content/journals/htl"	""	"htl"	""	"fulltext"	""	"Institution of Engineering and Technology"
"High Voltage"	""	"2397-7264"	"2016-04"	"1"	"1"	""	""	""	"https://digital-library.theiet.org/content/journals/hve"	""	"hve"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Journal of the IEE"	"0368-2692"	"2054-0574"	"1955-01"	"1"	"1"	"1963-12"	"9"	"108"	"https://digital-library.theiet.org/content/journals/jiee-3"	""	"jiee-3"	""	"fulltext"	""	"IEE"
"Proceedings of the IEE - Part A: Power Engineering"	"0369-8882"	"2054-040X"	"1955-02"	"102"	"1"	"1962-12"	"109"	"48"	"https://digital-library.theiet.org/content/journals/pi-a"	""	"pi-a"	""	"fulltext"	""	"IEE"
"Proceedings of the IEE - Part B: Electronic and Communication Engineering"	"0369-8890"	"2054-0418"	"1959-01"	"106"	"13S"	"1962-11"	"109"	"48"	"https://digital-library.theiet.org/content/journals/pi-b-2"	""	"pi-b-2"	""	"fulltext"	""	"IEE"
"Proceedings of the IEE - Part B: Radio and Electronic Engineering"	"2050-2656"	"2054-0434"	"1955-01"	"102"	"1"	"1959-03"	"106"	"26"	"https://digital-library.theiet.org/content/journals/pi-b-1"	""	"pi-b-1"	""	"fulltext"	""	"IEE"
"Proceedings of the IEE - Part C: Monographs"	"0369-8904"	"2054-0426"	"1955-03"	"102"	"1"	"1962-09"	"109"	"16"	"https://digital-library.theiet.org/content/journals/pi-c"	""	"pi-c"	""	"fulltext"	""	"IEE"
"Proceedings of the IEE - Part I: General"	"0369-8920"	"2054-0620"	"1949-01"	"96"	"97"	"1954-11"	"101"	"132"	"https://digital-library.theiet.org/content/journals/pi-1"	""	"pi-1"	""	"fulltext"	""	"IEE"
"Proceedings of the IEE - Part IA: Electric Railway Traction"	"2050-5515"	"2054-071X"	"1950-01"	"97"	"1"	"1950-01"	"97"	"1"	"https://digital-library.theiet.org/content/journals/pi-1a"	""	"pi-1a"	""	"fulltext"	""	"IEE"
"Proceedings of the IEE - Part II: Power Engineering"	"0369-8939"	"2054-0639"	"1949-02"	"96"	"49"	"1954-12"	"101"	"84"	"https://digital-library.theiet.org/content/journals/pi-2"	""	"pi-2"	""	"fulltext"	""	"IEE"
"Proceedings of the IEE - Part IIA: Insulating Materials"	"2050-5531"	"2054-0736"	"1953-03"	"100"	"3"	"1953-03"	"100"	"3"	"https://digital-library.theiet.org/content/journals/pi-2a"	""	"pi-2a"	""	"fulltext"	""	"IEE"
"Proceedings of the IEE - Part III: Radio and Communication Engineering"	"0369-8947"	"2054-0442"	"1949-01"	"96"	"39"	"1954-11"	"101"	"74"	"https://digital-library.theiet.org/content/journals/pi-3"	""	"pi-3"	""	"fulltext"	""	"IEE"
"Proceedings of the IEE - Part IIIA: Television"	"2050-5507"	"2054-0760"	"1952-01"	"99"	"17"	"1952-01"	"99"	"17"	"https://digital-library.theiet.org/content/journals/pi-3a"	""	"pi-3a"	""	"fulltext"	""	"IEE"
"Proceedings of the IEE - Part IV: Institution Monographs"	"0369-8912"	"2054-0701"	"1951-10"	"98"	"1"	"1954-08"	"101"	"7"	"https://digital-library.theiet.org/content/journals/pi-4"	""	"pi-4"	""	"fulltext"	""	"IEE"
"IEE-IERE Proceedings India"	"0018-9146"	"2054-1570"	"1969-12"	"7"	"1"	"1978-12"	"16"	"1"	"https://digital-library.theiet.org/content/journals/iipi"	""	"iipi"	""	"fulltext"	""	"IEE"
"IET Image Processing"	"1751-9659"	"1751-9667"	"2007-03"	"1"	"1"	"2007-03"	"1"	"1"	"https://digital-library.theiet.org/content/journals/iet-ipr"	""	"iet-ipr"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Proceedings of the Indian Division of the British Institution of Radio Engineers"	"2278-7224"	"2054-1554"	"1963-06"	"1"	"1"	"1963-12"	"1"	"3"	"https://digital-library.theiet.org/content/journals/pidbire"	""	"pidbire"	""	"fulltext"	""	"BIRE"
"Proceedings of the Indian Division of the Institution of Electronic and Radio Engineers"	"0374-3977"	"2054-1562"	"1964-12"	"2"	"1"	"1968-12"	"6"	"1"	"https://digital-library.theiet.org/content/journals/pidiere"	""	"pidiere"	""	"fulltext"	""	"Institution of Electronic and Radio Engineers"
"Information Professional"	"1743-694X"	""	"2004-04"	"1"	"1"	"2007-12"	"4"	"6"	"https://digital-library.theiet.org/content/journals/inp"	""	"inp"	""	"fulltext"	""	"IEE"
"IEE Proceedings - Information Security"	"1747-0722"	"1747-0730"	"2005-10"	"152"	"1"	"2006-12"	"153"	"4"	"https://digital-library.theiet.org/content/journals/ip-ifs"	""	"ip-ifs"	""	"fulltext"	""	"IEE"
"IET Information Security"	"1751-8709"	"1751-8717"	"2007-03"	"1"	"1"	""	""	""	"https://digital-library.theiet.org/content/journals/iet-ifs"	""	"iet-ifs"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Journal of the Institution of Electrical Engineers"	"0099-2887"	"2054-0612"	"1889-01"	"18"	"77"	"1940-12"	"87"	"528"	"https://digital-library.theiet.org/content/journals/jiee-1"	""	"jiee-1"	""	"fulltext"	""	"IEE"
"Journal of the Institution of Electrical Engineers"	"0368-2692"	"2054-0574"	"1949-01"	"1949"	"1"	"1954-12"	"1954"	"12"	"https://digital-library.theiet.org/content/journals/jiee-2"	""	"jiee-2"	""	"fulltext"	""	"IEE"
"Journal of the Institution of Electrical Engineers - Part I: General"	"0367-7559"	"2054-0582"	"1941-01"	"88"	"1"	"1948-12"	"95"	"96"	"https://digital-library.theiet.org/content/journals/ji-1"	""	"ji-1"	""	"fulltext"	""	"IEE"
"Journal of the Institution of Electrical Engineers - Part II: Power Engineering"	"0367-7567"	"2054-0590"	"1941-02"	"88"	"1"	"1948-12"	"95"	"48"	"https://digital-library.theiet.org/content/journals/ji-2"	""	"ji-2"	""	"fulltext"	""	"IEE"
"Journal of the Institution of Electrical Engineers - Part IIA: Automatic Regulators and Servo Mechanisms"	"2050-5523"	"2054-0728"	"1947-05"	"94"	"1"	"1947-05"	"94"	"1"	"https://digital-library.theiet.org/content/journals/ji-2a"	""	"ji-2a"	""	"fulltext"	""	"IEE"
"Journal of the Institution of Electrical Engineers - Part III: Communication Engineering"	"2050-2605"	"2054-0647"	"1941-03"	"88"	"1"	"1944-12"	"91"	"16"	"https://digital-library.theiet.org/content/journals/ji-3-1"	""	"ji-3-1"	""	"fulltext"	""	"IEE"
"Journal of the Institution of Electrical Engineers - Part III: Radio and Communication Engineering"	"0367-7540"	"2054-0604"	"1945-03"	"92"	"17"	"1948-11"	"95"	"38"	"https://digital-library.theiet.org/content/journals/ji-3-2"	""	"ji-3-2"	""	"fulltext"	""	"IEE"
"Journal of the Institution of Electrical Engineers - Part IIIA: Radiocommunication"	"2050-5493"	"2054-0752"	"1947-12"	"94"	"11"	"1947-12"	"94"	"11"	"https://digital-library.theiet.org/content/journals/ji-3a-2"	""	"ji-3a-2"	""	"fulltext"	""	"IEE"
"Journal of the Institution of Electrical Engineers - Part IIIA: Radiolocation"	"2050-5485"	"2054-0744"	"1946-01"	"93"	"1"	"1946-01"	"93"	"1"	"https://digital-library.theiet.org/content/journals/ji-3a-1"	""	"ji-3a-1"	""	"fulltext"	""	"IEE"
"Proceedings of the Institution of Electrical Engineers"	"0020-3270"	"2053-7891"	"1963-01"	"110"	"1"	"1979-12"	"126"	"12"	"https://digital-library.theiet.org/content/journals/piee"	""	"piee"	""	"fulltext"	""	"IEE"
"Journal of the Institution of Electronic and Radio Engineers"	"0267-1689"	"2054-0361"	"1985-01"	"55"	"1"	"1988-12"	"58"	"1"	"https://digital-library.theiet.org/content/journals/jiere"	""	"jiere"	""	"fulltext"	""	"Institution of Electronic and Radio Engineers"
"Proceedings of the Institution of Electronic and Radio Engineers"	"0538-0014"	"2054-0566"	"1964-12"	"2"	"2"	"1970-12"	"8"	"10"	"https://digital-library.theiet.org/content/journals/piere"	""	"piere"	""	"fulltext"	""	"Institution of Electronic and Radio Engineers"
"Institution of Production Engineers Journal"	"2053-7867"	"2053-7867"	"1953-01"	"32"	"1"	"1959-12"	"38"	"12"	"https://digital-library.theiet.org/content/journals/ipej"	""	"ipej"	""	"fulltext"	""	"Peter Peregrinus"
"Journal of the Institution of Production Engineers"	"0368-2757"	"2053-7867"	"1931-01"	"10"	"1"	"1952-12"	"31"	"12"	"https://digital-library.theiet.org/content/journals/jipe"	""	"jipe"	""	"fulltext"	""	"Peter Peregrinus"
"Intelligent Systems Engineering"	"0963-9640"	"2054-0345"	"1992-12"	"1"	"1"	"1994-12"	"3"	"1"	"https://digital-library.theiet.org/content/journals/ise"	""	"ise"	""	"fulltext"	""	"IEE"
"IEE Proceedings - Intelligent Transport Systems"	"1748-0248"	"1748-0256"	"2006-03"	"153"	"1"	"2006-12"	"153"	"4"	"https://digital-library.theiet.org/content/journals/ip-its"	""	"ip-its"	""	"fulltext"	""	"IEE"
"IET Intelligent Transport Systems"	"1751-956X"	"1751-9578"	"2007-03"	"1"	"1"	""	""	""	"https://digital-library.theiet.org/content/journals/iet-its"	""	"iet-its"	""	"fulltext"	""	"Institution of Engineering and Technology"
"The Journal of Engineering"	""	"2051-3305"	"2013-06"	"2013"	"6"	""	""	""	"https://digital-library.theiet.org/content/journals/joe"	""	"joe"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Manufacturing Engineer"	"0956-9944"	"1741-0509"	"1989-05"	"68"	"5"	"2007-12"	"86"	"6"	"https://digital-library.theiet.org/content/journals/me"	""	"me"	""	"fulltext"	""	"IEE"
"Micro & Nano Letters"	""	"1750-0443"	"2006-07"	"1"	"1"	""	""	""	"https://digital-library.theiet.org/content/journals/mnl"	""	"mnl"	""	"fulltext"	""	"Institution of Engineering and Technology"
"IET Microwaves, Antennas & Propagation"	"1751-8725"	"1751-8733"	"2007-02"	"1"	"1"	""	""	""	"https://digital-library.theiet.org/content/journals/iet-map"	""	"iet-map"	""	"fulltext"	""	"Institution of Engineering and Technology"
"IEE Proceedings - Microwaves, Antennas and Propagation"	"1350-2417"	"1359-706X"	"1994-02"	"141"	"1"	"2006-12"	"153"	"6"	"https://digital-library.theiet.org/content/journals/ip-map"	""	"ip-map"	""	"fulltext"	""	"IEE"
"IEE Proceedings H (Microwaves, Antennas and Propagation)"	"0950-107X"	"2053-907X"	"1985-02"	"132"	"1"	"1993-12"	"140"	"6"	"https://digital-library.theiet.org/content/journals/ip-h-2"	""	"ip-h-2"	""	"fulltext"	""	"IEE"
"IEE Journal on Microwaves, Optics and Acoustics"	"0308-6976"	"2053-9029"	"1976-09"	"1"	"1"	"1979-11"	"3"	"6"	"https://digital-library.theiet.org/content/journals/ij-moa"	""	"ij-moa"	""	"fulltext"	""	"IEE"
"IEE Proceedings H (Microwaves, Optics and Antennas)"	"0143-7097"	"2053-7972"	"1980-02"	"127"	"1"	"1984-12"	"131"	"6"	"https://digital-library.theiet.org/content/journals/ip-h-1"	""	"ip-h-1"	""	"fulltext"	""	"IEE"
"IEE Proceedings - Nanobiotechnology"	"1478-1581"	"1740-9748"	"2003-06"	"150"	"1"	"2006-12"	"153"	"6"	"https://digital-library.theiet.org/content/journals/ip-nbt"	""	"ip-nbt"	""	"fulltext"	""	"IEE"
"IET Nanobiotechnology"	"1751-8741"	"1751-875X"	"2007-02"	"1"	"1"	""	""	""	"https://digital-library.theiet.org/content/journals/iet-nbt"	""	"iet-nbt"	""	"fulltext"	""	"Institution of Engineering and Technology"
"IET Nanodielectrics"	""	"2514-3255"	"2018-04"	"1"	"1"	""	""	""	"https://digital-library.theiet.org/content/journals/iet-nde"	""	"iet-nde"	""	"fulltext"	""	"Institution of Engineering and Technology"
"IET Networks"	"2047-4954"	"2047-4962"	"2012-03"	"1"	"1"	""	""	""	"https://digital-library.theiet.org/content/journals/iet-net"	""	"iet-net"	""	"fulltext"	""	"Institution of Engineering and Technology"
"IEE Proceedings - Optoelectronics"	"1350-2433"	"1359-7078"	"1994-02"	"141"	"1"	"2006-12"	"153"	"6"	"https://digital-library.theiet.org/content/journals/ip-opt"	""	"ip-opt"	""	"fulltext"	""	"IEE"
"IEE Proceedings J (Optoelectronics)"	"0267-3932"	"2053-9088"	"1985-02"	"132"	"1"	"1993-12"	"140"	"6"	"https://digital-library.theiet.org/content/journals/ip-j"	""	"ip-j"	""	"fulltext"	""	"IEE"
"IET Optoelectronics"	"1751-8768"	"1751-8776"	"2007-02"	"1"	"1"	""	""	""	"https://digital-library.theiet.org/content/journals/iet-opt"	""	"iet-opt"	""	"fulltext"	""	"Institution of Engineering and Technology"
"IEE Proceedings A (Physical Science, Measurement and Instrumentation, Management and Education)"	"0143-702X"	"2053-7905"	"1989-01"	"136"	"1"	"1990-11"	"137"	"6"	"https://digital-library.theiet.org/content/journals/ip-a-2"	""	"ip-a-2"	""	"fulltext"	""	"IEE"
"IEE Proceedings A (Physical Science, Measurement and Instrumentation, Management and Education, Reviews)"	"0143-702X"	"2053-7905"	"1980-01"	"127"	"1"	"1988-11"	"135"	"8"	"https://digital-library.theiet.org/content/journals/ip-a-1"	""	"ip-a-1"	""	"fulltext"	""	"IEE"
"IET Power Electronics"	"1755-4535"	"1755-4543"	"2008-03"	"1"	"1"	""	""	""	"https://digital-library.theiet.org/content/journals/iet-pel"	""	"iet-pel"	""	"fulltext"	""	"Institution of Engineering and Technology"
"Power Engineer"	"1479-8344"	"1741-0517"	"2003-02"	"17"	"1"	"2007-12"	"21"	"6"	"https://digital-library.theiet.org/content/journals/pe"	""	"pe"	""	"fulltext"	""	"IEE"
"Power Engineering Journal"	"0950-3366"	""	"1987-01"	"1"	"1"	"2002-12"	"16"	"6"	"https://digital-library.theiet.org/content/journals/pej"	""	"pej"	""	"fulltext"	""	"IEE"
"Institution of Electrical Engineers - Proceedings of the Wireless Section of the Institution"	"2050-2613"	"2054-0655"	"1926-03"	"1"	"1"	"1940-09"	"15"	"45"	"https://digital-library.theiet.org/content/journals/pws"	""	"pws"	""	"fulltext"	""	"IEE"
"Production Engineer"	"0032-9851"	"2053-7859"	"1960-01"	"39"	"1"	"1989-04"	"68"	"4"	"https://digital-library.theiet.org/content/journals/tpe"	""	"tpe"	""	"fulltext"	""	"Peter Peregrinus"
"IET Quantum Communication"	""	"2632-8925"	"2020-07"	"1"	"1"	""	""	""	"https://digital-library.theiet.org/content/journals/iet-qtc"	""	"iet-qtc"	""	"fulltext"	""	"Institution of Engineering and Technology"
"IEE Proceedings F (Radar and Signal Processing)"	"0956-375X"	"2053-9045"	"1989-02"	"136"	"1"	"1993-12"	"140"	"6"	"https://digital-library.theiet.org/content/journals/ip-f-2"	""	"ip-f-2"	""	"fulltext"	""	"IEE"
"IET Radar, Sonar & Navigation"	"1751-8784"	"1751-8792"	"2007-02"	"1"	"1"	""	""	""	"https://digital-library.theiet.org/content/journals/iet-rsn"	""	"iet-rsn"	""	"fulltext"	""	"Institution of Engineering and Technology"
