publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	pkb-doi
Design Concepts in Nutritional Epidemiology	9780192627391								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192627391.001.0001/acprof-9780192627391		acprof:oso/9780192627391														10.1093/acprof:oso/9780192627391.001.0001
Cancer Incidence and Mortality in England and Wales	9780192627483								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192627483.001.0001/acprof-9780192627483		acprof:oso/9780192627483														10.1093/acprof:oso/9780192627483.001.0001
Oncology for Palliative Medicine	9780192628114								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192628114.001.0001/acprof-9780192628114		acprof:oso/9780192628114														10.1093/acprof:oso/9780192628114.001.0001
Antenatal and Neonatal Screening	9780192628268								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192628268.001.0001/acprof-9780192628268		acprof:oso/9780192628268														10.1093/acprof:oso/9780192628268.001.0001
The National Study of Health and Growth	9780192629197								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192629197.001.0001/acprof-9780192629197		acprof:oso/9780192629197														10.1093/acprof:oso/9780192629197.001.0001
The Potential for Health	9780192629449								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192629449.001.0001/acprof-9780192629449		acprof:oso/9780192629449														10.1093/acprof:oso/9780192629449.001.0001
Palliative Care for Non-cancer Patients	9780192629609								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192629609.001.0001/acprof-9780192629609		acprof:oso/9780192629609														10.1093/acprof:oso/9780192629609.001.0001
Hospital-based Palliative Care Teams	9780192629807								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192629807.001.0001/acprof-9780192629807		acprof:oso/9780192629807														10.1093/acprof:oso/9780192629807.001.0001
Providing a palliative care service: towards an evidence base	9780192629913								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192629913.001.0001/acprof-9780192629913		acprof:oso/9780192629913														10.1093/acprof:oso/9780192629913.001.0001
Health Promotion for Pharmacists	9780192630445								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192630445.001.0001/acprof-9780192630445		acprof:oso/9780192630445														10.1093/acprof:oso/9780192630445.001.0001
Palliative Care Ethics	9780192630681								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192630681.001.0001/acprof-9780192630681		acprof:oso/9780192630681														10.1093/acprof:oso/9780192630681.001.0001
Functional Magnetic Resonance Imaging	9780192630711								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192630711.001.0001/acprof-9780192630711		acprof:oso/9780192630711														10.1093/acprof:oso/9780192630711.001.0001
Where's the Evidence?	9780192630889								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192630889.001.0001/acprof-9780192630889		acprof:oso/9780192630889														10.1093/acprof:oso/9780192630889.001.0001
Rose's Strategy of Preventive Medicine	9780192630971								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192630971.001.0001/acprof-9780192630971		acprof:oso/9780192630971														10.1093/acprof:oso/9780192630971.001.0001
Supportive Care in Respiratory Disease	9780192631411								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192631411.001.0001/acprof-9780192631411		acprof:oso/9780192631411														10.1093/acprof:oso/9780192631411.001.0001
Chronic and Terminal Illness: new perspectives on caring and carers	9780192631671								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192631671.001.0001/acprof-9780192631671		acprof:oso/9780192631671														10.1093/acprof:oso/9780192631671.001.0001
Palliative Day Care in Practice	9780192631831								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192631831.001.0001/acprof-9780192631831		acprof:oso/9780192631831														10.1093/acprof:oso/9780192631831.001.0001
Poverty, Inequality, and Health	9780192631961								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192631961.001.0001/acprof-9780192631961		acprof:oso/9780192631961														10.1093/acprof:oso/9780192631961.001.0001
International Co-operation in Health	9780192631985								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192631985.001.0001/acprof-9780192631985		acprof:oso/9780192631985														10.1093/acprof:oso/9780192631985.001.0001
Receptor and Ion-Channel Trafficking	9780192632241								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192632241.001.0001/acprof-9780192632241		acprof:oso/9780192632241														10.1093/acprof:oso/9780192632241.001.0001
Palliative Care in the Home	9780192632272								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192632272.001.0001/acprof-9780192632272		acprof:oso/9780192632272														10.1093/acprof:oso/9780192632272.001.0001
Rethinking Implicit Memory	9780192632326								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192632326.001.0001/acprof-9780192632326		acprof:oso/9780192632326														10.1093/acprof:oso/9780192632326.001.0001
A House Called Helen	9780192632357								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192632357.001.0001/acprof-9780192632357		acprof:oso/9780192632357														10.1093/acprof:oso/9780192632357.001.0001
Oral Care in Advanced Disease	9780192632432								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192632432.001.0001/acprof-9780192632432		acprof:oso/9780192632432														10.1093/acprof:oso/9780192632432.001.0001
Darwinizing Culture	9780192632449								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192632449.001.0001/acprof-9780192632449		acprof:oso/9780192632449														10.1093/acprof:oso/9780192632449.001.0001
The Descent of Mind	9780192632593								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192632593.001.0001/acprof-9780192632593		acprof:oso/9780192632593														10.1093/acprof:oso/9780192632593.001.0001
A Life Course Approach to Women's Health	9780192632890								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192632890.001.0001/acprof-9780192632890		acprof:oso/9780192632890														10.1093/acprof:oso/9780192632890.001.0001
Antigones	9780192819345								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192819345.001.0001/acprof-9780192819345		acprof:oso/9780192819345														10.1093/acprof:oso/9780192819345.001.0001
The Metaphysics of Mind	9780192830708								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192830708.001.0001/acprof-9780192830708		acprof:oso/9780192830708														10.1093/acprof:oso/9780192830708.001.0001
Marxism and Law	9780192851444								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192851444.001.0001/acprof-9780192851444		acprof:oso/9780192851444														10.1093/acprof:oso/9780192851444.001.0001
Sport and the British	9780192852298								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192852298.001.0001/acprof-9780192852298		acprof:oso/9780192852298														10.1093/acprof:oso/9780192852298.001.0001
Renewal and Reformation	9780192852779								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192852779.001.0001/acprof-9780192852779		acprof:oso/9780192852779														10.1093/acprof:oso/9780192852779.001.0001
The Foundations of Modern Wales	9780192852786								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192852786.001.0001/acprof-9780192852786		acprof:oso/9780192852786														10.1093/acprof:oso/9780192852786.001.0001
Paul: A Critical Life	9780192853424								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192853424.001.0001/acprof-9780192853424		acprof:oso/9780192853424														10.1093/acprof:oso/9780192853424.001.0001
Lord Elgin and the Marbles	9780192880536								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192880536.001.0001/acprof-9780192880536		acprof:oso/9780192880536														10.1093/acprof:oso/9780192880536.001.0001
The People and the British Economy, 1830–1914	9780192892102								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192892102.001.0001/acprof-9780192892102		acprof:oso/9780192892102														10.1093/acprof:oso/9780192892102.001.0001
The Shape of the Past	9780192892553								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192892553.001.0001/acprof-9780192892553		acprof:oso/9780192892553														10.1093/acprof:oso/9780192892553.001.0001
Europe after Rome	9780192892638								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780192892638.001.0001/acprof-9780192892638		acprof:oso/9780192892638														10.1093/acprof:oso/9780192892638.001.0001
Bach: The Orgelbüchlein	9780193862142								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780193862142.001.0001/acprof-9780193862142		acprof:oso/9780193862142														10.1093/acprof:oso/9780193862142.001.0001
Clinical Trials	9780195035681								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195035681.001.0001/acprof-9780195035681		acprof:oso/9780195035681														10.1093/acprof:oso/9780195035681.001.0001
Nightmare in Red	9780195043617								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195043617.001.0001/acprof-9780195043617		acprof:oso/9780195043617														10.1093/acprof:oso/9780195043617.001.0001
Democracy and Elections	9780195044294								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195044294.001.0001/acprof-9780195044294		acprof:oso/9780195044294														10.1093/acprof:oso/9780195044294.001.0001
Electric Fields of the Brain	9780195050387								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195050387.001.0001/acprof-9780195050387		acprof:oso/9780195050387														10.1093/acprof:oso/9780195050387.001.0001
Communism and Nationalism	9780195051032								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195051032.001.0001/acprof-9780195051032		acprof:oso/9780195051032														10.1093/acprof:oso/9780195051032.001.0001
Visual Pattern Analyzers	9780195051544								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195051544.001.0001/acprof-9780195051544		acprof:oso/9780195051544														10.1093/acprof:oso/9780195051544.001.0001
Neither Black Nor White Yet Both	9780195052824								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195052824.001.0001/acprof-9780195052824		acprof:oso/9780195052824														10.1093/acprof:oso/9780195052824.001.0001
Germans on Welfare	9780195053111								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195053111.001.0001/acprof-9780195053111		acprof:oso/9780195053111														10.1093/acprof:oso/9780195053111.001.0001
Race and Slavery in the Middle East	9780195053265								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195053265.001.0001/acprof-9780195053265		acprof:oso/9780195053265														10.1093/acprof:oso/9780195053265.001.0001
A Family Venture	9780195053449								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195053449.001.0001/acprof-9780195053449		acprof:oso/9780195053449														10.1093/acprof:oso/9780195053449.001.0001
Neuromotor Mechanisms in Human Communication	9780195054927								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195054927.001.0001/acprof-9780195054927		acprof:oso/9780195054927														10.1093/acprof:oso/9780195054927.001.0001
Immigration Reconsidered	9780195055108								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195055108.001.0001/acprof-9780195055108		acprof:oso/9780195055108														10.1093/acprof:oso/9780195055108.001.0001
Trade Policy and Corporate Business Decisions	9780195055382								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195055382.001.0001/acprof-9780195055382		acprof:oso/9780195055382														10.1093/acprof:oso/9780195055382.001.0001
Comparative Performance of U.S. Econometric Models	9780195057720								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195057720.001.0001/acprof-9780195057720		acprof:oso/9780195057720														10.1093/acprof:oso/9780195057720.001.0001
“Shattered Nerves”	9780195057812								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195057812.001.0001/acprof-9780195057812		acprof:oso/9780195057812														10.1093/acprof:oso/9780195057812.001.0001
“Fallen from the Symboled World”	9780195057867								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195057867.001.0001/acprof-9780195057867		acprof:oso/9780195057867														10.1093/acprof:oso/9780195057867.001.0001
Bioelectromagnetism	9780195058239								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195058239.001.0001/acprof-9780195058239		acprof:oso/9780195058239														10.1093/acprof:oso/9780195058239.001.0001
Making Music Modern	9780195058499								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195058499.001.0001/acprof-9780195058499		acprof:oso/9780195058499														10.1093/acprof:oso/9780195058499.001.0001
Job the Silent	9780195058963								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195058963.001.0001/acprof-9780195058963		acprof:oso/9780195058963														10.1093/acprof:oso/9780195058963.001.0001
China without mao	9780195060560								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195060560.001.0001/acprof-9780195060560		acprof:oso/9780195060560														10.1093/acprof:oso/9780195060560.001.0001
International Research Management	9780195062526								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195062526.001.0001/acprof-9780195062526		acprof:oso/9780195062526														10.1093/acprof:oso/9780195062526.001.0001
Science & Reason	9780195062533								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195062533.001.0001/acprof-9780195062533		acprof:oso/9780195062533														10.1093/acprof:oso/9780195062533.001.0001
The Politics of Interpretation	9780195062724								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195062724.001.0001/acprof-9780195062724		acprof:oso/9780195062724														10.1093/acprof:oso/9780195062724.001.0001
Making Marriage Modern	9780195064117								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195064117.001.0001/acprof-9780195064117		acprof:oso/9780195064117														10.1093/acprof:oso/9780195064117.001.0001
Mountains of Debt	9780195064209								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195064209.001.0001/acprof-9780195064209		acprof:oso/9780195064209														10.1093/acprof:oso/9780195064209.001.0001
The Margins of City Life	9780195064384								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195064384.001.0001/acprof-9780195064384		acprof:oso/9780195064384														10.1093/acprof:oso/9780195064384.001.0001
Everyday Practice of Science	9780195064575								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195064575.001.0001/acprof-9780195064575		acprof:oso/9780195064575														10.1093/acprof:oso/9780195064575.001.0001
Inside War	9780195064711								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195064711.001.0001/acprof-9780195064711		acprof:oso/9780195064711														10.1093/acprof:oso/9780195064711.001.0001
Cajal's Degeneration and Regeneration of the Nervous System	9780195065169								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195065169.001.0001/acprof-9780195065169		acprof:oso/9780195065169														10.1093/acprof:oso/9780195065169.001.0001
Increasing Returns and Efficiency	9780195065534								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195065534.001.0001/acprof-9780195065534		acprof:oso/9780195065534														10.1093/acprof:oso/9780195065534.001.0001
The Hero’s Farewell	9780195065831								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195065831.001.0001/acprof-9780195065831		acprof:oso/9780195065831														10.1093/acprof:oso/9780195065831.001.0001
Spatial Vision	9780195066579								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195066579.001.0001/acprof-9780195066579		acprof:oso/9780195066579														10.1093/acprof:oso/9780195066579.001.0001
Mental Representations	9780195066661								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195066661.001.0001/acprof-9780195066661		acprof:oso/9780195066661														10.1093/acprof:oso/9780195066661.001.0001
Entrepreneurs in High Technology	9780195067040								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195067040.001.0001/acprof-9780195067040		acprof:oso/9780195067040														10.1093/acprof:oso/9780195067040.001.0001
Soft Coal, Hard Choices	9780195067255								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195067255.001.0001/acprof-9780195067255		acprof:oso/9780195067255														10.1093/acprof:oso/9780195067255.001.0001
The Great Dissent	9780195067309								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195067309.001.0001/acprof-9780195067309		acprof:oso/9780195067309														10.1093/acprof:oso/9780195067309.001.0001
The Origins of the Mithraic Mysteries	9780195067880								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195067880.001.0001/acprof-9780195067880		acprof:oso/9780195067880														10.1093/acprof:oso/9780195067880.001.0001
Care and Commitment	9780195067996								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195067996.001.0001/acprof-9780195067996		acprof:oso/9780195067996														10.1093/acprof:oso/9780195067996.001.0001
The Head-Neck Sensory Motor System	9780195068207								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195068207.001.0001/acprof-9780195068207		acprof:oso/9780195068207														10.1093/acprof:oso/9780195068207.001.0001
Toward a More Perfect Union	9780195068351								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195068351.001.0001/acprof-9780195068351		acprof:oso/9780195068351														10.1093/acprof:oso/9780195068351.001.0001
Religion and Society in Russia	9780195069464								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195069464.001.0001/acprof-9780195069464		acprof:oso/9780195069464														10.1093/acprof:oso/9780195069464.001.0001
Dialogue and Literature	9780195069655								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195069655.001.0001/acprof-9780195069655		acprof:oso/9780195069655														10.1093/acprof:oso/9780195069655.001.0001
Response Times	9780195070019								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195070019.001.0001/acprof-9780195070019		acprof:oso/9780195070019														10.1093/acprof:oso/9780195070019.001.0001
Mencken	9780195072389								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195072389.001.0001/acprof-9780195072389		acprof:oso/9780195072389														10.1093/acprof:oso/9780195072389.001.0001
Police Stories	9780195072532								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195072532.001.0001/acprof-9780195072532		acprof:oso/9780195072532														10.1093/acprof:oso/9780195072532.001.0001
Jewish-Christian Dialogue	9780195072730								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195072730.001.0001/acprof-9780195072730		acprof:oso/9780195072730														10.1093/acprof:oso/9780195072730.001.0001
Liberation Theology at the Crossroads	9780195072747								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195072747.001.0001/acprof-9780195072747		acprof:oso/9780195072747														10.1093/acprof:oso/9780195072747.001.0001
Morality and Moral Theory	9780195072921								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195072921.001.0001/acprof-9780195072921		acprof:oso/9780195072921														10.1093/acprof:oso/9780195072921.001.0001
Encountering the World	9780195073010								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195073010.001.0001/acprof-9780195073010		acprof:oso/9780195073010														10.1093/acprof:oso/9780195073010.001.0001
Classification and Cognition	9780195073355								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195073355.001.0001/acprof-9780195073355		acprof:oso/9780195073355														10.1093/acprof:oso/9780195073355.001.0001
Shelley’s Goddess	9780195073843								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195073843.001.0001/acprof-9780195073843		acprof:oso/9780195073843														10.1093/acprof:oso/9780195073843.001.0001
Sororophobia: Differences Among Women in Literature and Culture	9780195073874								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195073874.001.0001/acprof-9780195073874		acprof:oso/9780195073874														10.1093/acprof:oso/9780195073874.001.0001
Regulating Toxic Substances	9780195074369								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195074369.001.0001/acprof-9780195074369		acprof:oso/9780195074369														10.1093/acprof:oso/9780195074369.001.0001
How We Grieve	9780195074567								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195074567.001.0001/acprof-9780195074567		acprof:oso/9780195074567														10.1093/acprof:oso/9780195074567.001.0001
The Aristocratic Temper of Greek Civilization	9780195074581								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195074581.001.0001/acprof-9780195074581		acprof:oso/9780195074581														10.1093/acprof:oso/9780195074581.001.0001
The Lever of Riches	9780195074772								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195074772.001.0001/acprof-9780195074772		acprof:oso/9780195074772														10.1093/acprof:oso/9780195074772.001.0001
The Genealogy of Disjunction	9780195075243								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195075243.001.0001/acprof-9780195075243		acprof:oso/9780195075243														10.1093/acprof:oso/9780195075243.001.0001
Essays on the Philosophy and Science of René Descartes	9780195075519								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195075519.001.0001/acprof-9780195075519		acprof:oso/9780195075519														10.1093/acprof:oso/9780195075519.001.0001
The Colloquy of Montbéliard	9780195075663								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195075663.001.0001/acprof-9780195075663		acprof:oso/9780195075663														10.1093/acprof:oso/9780195075663.001.0001
Culture, Self-Identity, and Work	9780195075809								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195075809.001.0001/acprof-9780195075809		acprof:oso/9780195075809														10.1093/acprof:oso/9780195075809.001.0001
Ring Lardner and the Other	9780195076004								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195076004.001.0001/acprof-9780195076004		acprof:oso/9780195076004														10.1093/acprof:oso/9780195076004.001.0001
Only the Ball Was White	9780195076370								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195076370.001.0001/acprof-9780195076370		acprof:oso/9780195076370														10.1093/acprof:oso/9780195076370.001.0001
In Search of Human Nature	9780195077070								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195077070.001.0001/acprof-9780195077070		acprof:oso/9780195077070														10.1093/acprof:oso/9780195077070.001.0001
Taming the System	9780195078206								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195078206.001.0001/acprof-9780195078206		acprof:oso/9780195078206														10.1093/acprof:oso/9780195078206.001.0001
Susan Glaspell's Century of American Women	9780195078664								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195078664.001.0001/acprof-9780195078664		acprof:oso/9780195078664														10.1093/acprof:oso/9780195078664.001.0001
Continuity and Change in China’s Rural Development	9780195078725								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195078725.001.0001/acprof-9780195078725		acprof:oso/9780195078725														10.1093/acprof:oso/9780195078725.001.0001
Making a Place for Ourselves	9780195078893								http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780195078893.001.0001/acprof-9780195078893		acprof:oso/9780195078893														10.1093/acprof:oso/9780195078893.001.0001
