publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name
Les Cahiers de la Shoah	1262-0386	1965-0523							http://www.cairn.info/revue-les-cahiers-de-la-shoah.htm		revue-les-cahiers-de-la-shoah				
Cahiers de psychologie clinique	1370-074X	1782-1401							http://www.cairn.info/revue-cahiers-de-psychologie-clinique.htm		revue-cahiers-de-psychologie-clinique				
Cahiers jungiens de psychanalyse	0984-8207	2262-4783							http://www.cairn.info/revue-cahiers-jungiens-de-psychanalyse.htm		revue-cahiers-jungiens-de-psychanalyse				
Les Cahiers d'Outre Mer	0373-5834	1961-8603							http://www.cairn.info/revue-les-cahiers-d-outre-mer.htm		revue-les-cahiers-d-outre-mer				
Cahiers du Genre	1298-6046	1968-3928							http://www.cairn.info/revue-cahiers-du-genre.htm		revue-cahiers-du-genre				
Cahiers du monde russe	1252-6576	1777-5388							http://www.cairn.info/revue-cahiers-du-monde-russe.htm		revue-cahiers-du-monde-russe				
Les Cahiers du numérique	1622-1494	2111-434X							http://www.cairn.info/revue-les-cahiers-du-numerique.htm		revue-les-cahiers-du-numerique				
Les Cahiers Dynamiques	1276-3780	2109-9545							http://www.cairn.info/revue-les-cahiers-dynamiques.htm		revue-les-cahiers-dynamiques				
Les cahiers internationaux de psychologie sociale	0777-0707								http://www.cairn.info/revue-les-cahiers-internationaux-de-psychologie-sociale.htm		revue-les-cahiers-internationaux-de-psychologie-sociale				
Cahiers internationaux de sociologie	0008-0276	1969-6787							http://www.cairn.info/revue-cahiers-internationaux-de-sociologie.htm		revue-cahiers-internationaux-de-sociologie				
Les cahiers Irice	1967-2713	2118-0067							http://www.cairn.info/revue-les-cahiers-irice.htm		revue-les-cahiers-irice				
Cahiers Jaurès	1268-5399	1969-6809							http://www.cairn.info/revue-cahiers-jaures.htm		revue-cahiers-jaures				
Cahiers Sens public	1767-9397	1775-4356							http://www.cairn.info/revue-cahiers-sens-public.htm		revue-cahiers-sens-public				
Le Carnet PSY	1260-5921	2107-0954							http://www.cairn.info/revue-le-carnet-psy.htm		revue-le-carnet-psy				
Carrefours de l'éducation	1262-3490	1969-6949							http://www.cairn.info/revue-carrefours-de-l-education.htm		revue-carrefours-de-l-education				
Champ psy	1266-5371	1961-8638							http://www.cairn.info/revue-champ-psychosomatique.htm		revue-champ-psychosomatique				
Che vuoi ?	0994-2424	2262-4848							http://www.cairn.info/revue-che-vuoi.htm		revue-che-vuoi				
Cités	1299-5495	1969-6876							http://www.cairn.info/revue-cites.htm		revue-cites				
Civilisations	0009-8140	2032-0442							http://www.cairn.info/revue-civilisations.htm		revue-civilisations				
La clinique lacanienne	1288-6629	1776-2782							http://www.cairn.info/revue-la-clinique-lacanienne.htm		revue-la-clinique-lacanienne				
Cliniques	2115-8177	1968-3944							http://www.cairn.info/revue-cliniques.htm		revue-cliniques				
Cliniques méditerranéennes	0762-7491	1776-2790							http://www.cairn.info/revue-cliniques-mediterraneennes.htm		revue-cliniques-mediterraneennes				
Clio	1252-7017	1777-5299							http://www.cairn.info/revue-clio.htm		revue-clio				
Communication & Organisation	1168-5549	1775-3546							http://www.cairn.info/revue-communication-et-organisation.htm		revue-communication-et-organisation				
Communications	0588-8018	2102-5924							http://www.cairn.info/revue-communications.htm		revue-communications				
Confluences Méditerranée	1148-2664	2102-5991							http://www.cairn.info/revue-confluences-mediterranee.htm		revue-confluences-mediterranee				
Connexions	0337-3126	1776-2804							http://www.cairn.info/revue-connexions.htm		revue-connexions				
Le Coq-héron	0335-7899	1951-6290							http://www.cairn.info/revue-le-coq-heron.htm		revue-le-coq-heron				
Corps	1954-1228	1969-6957							http://www.cairn.info/revue-corps.htm		revue-corps				
Le Courrier des pays de l'Est	0590-0239	1777-5787							http://www.cairn.info/revue-le-courrier-des-pays-de-l-est.htm		revue-le-courrier-des-pays-de-l-est				
Courrier hebdomadaire du CRISP	0008-9664	1782-141X							http://www.cairn.info/revue-courrier-hebdomadaire-du-crisp.htm		revue-courrier-hebdomadaire-du-crisp				
Critique	0011-1600	1968-3901							http://www.cairn.info/revue-critique.htm		revue-critique				
Critique internationale	1290-7839	1777-554X							http://www.cairn.info/revue-critique-internationale.htm		revue-critique-internationale				
Culture chiffres	1959-6928	2118-464X							http://www.cairn.info/revue-culture-chiffres.htm		revue-culture-chiffres				
Culture études	1959-691X	2118-4674							http://www.cairn.info/revue-culture-etudes.htm		revue-culture-etudes				
Culture méthodes	1959-6936	1968-3774							http://www.cairn.info/revue-culture-methodes.htm		revue-culture-methodes				
Culture prospective	1959-6944	2118-4631							http://www.cairn.info/revue-culture-prospective.htm		revue-culture-prospective				
Cultures & Conflits	1157-996X	1777-5345							http://www.cairn.info/revue-cultures-et-conflits.htm		revue-cultures-et-conflits				
Le Débat	0246-2346	2111-4587							http://www.cairn.info/revue-le-debat.htm		revue-le-debat				
Devenir	1015-8154								http://www.cairn.info/revue-devenir.htm		revue-devenir				
Déviance et Société	0378-7931	2296-4096							http://www.cairn.info/revue-deviance-et-societe.htm		revue-deviance-et-societe				
Dialogue	0242-8962	1961-8662							http://www.cairn.info/revue-dialogue.htm		revue-dialogue				
Dialogues d'histoire ancienne	0755-7256	1955-270X							http://www.cairn.info/revue-dialogues-d-histoire-ancienne.htm		revue-dialogues-d-histoire-ancienne				
Diogène	0419-1633	2077-5253							http://www.cairn.info/revue-diogene.htm		revue-diogene				
Distances et savoirs	1765-0887	1965-0167							http://www.cairn.info/revue-distances-et-savoirs.htm		revue-distances-et-savoirs				
Le Divan familial	1292-668X	2118-1942							http://www.cairn.info/revue-le-divan-familial.htm		revue-le-divan-familial				
Dix-huitième siècle	0070-6760	1760-7892							http://www.cairn.info/revue-dix-huitieme-siecle.htm		revue-dix-huitieme-siecle				
Dix-septième siècle	0012-4273	1969-6965							http://www.cairn.info/revue-dix-septieme-siecle.htm		revue-dix-septieme-siecle				
Document numérique	1279-5127	1963-1014							http://www.cairn.info/revue-document-numerique.htm		revue-document-numerique				
Documentaliste-Sciences de l'Information	0012-4508	1777-5868							http://www.cairn.info/revue-documentaliste-sciences-de-l-information.htm		revue-documentaliste-sciences-de-l-information				
Droit et société	0769-3362	1969-6973							http://www.cairn.info/revue-droit-et-societe.htm		revue-droit-et-societe				
Ecologie & politique	1166-3030	2118-3147							http://www.cairn.info/revue-ecologie-et-politique.htm		revue-ecologie-et-politique				
Economie & prévision	0249-4744	1777-5795							http://www.cairn.info/revue-economie-et-prevision.htm		revue-economie-et-prevision				
Economie internationale	1240-8093	1777-5582							http://www.cairn.info/revue-economie-internationale.htm		revue-economie-internationale				
L'Économie politique	1293-6146	1965-0612							http://www.cairn.info/revue-l-economie-politique.htm		revue-l-economie-politique				
Économie rurale	0013-0559	2105-2581							http://www.cairn.info/revue-economie-rurale.htm		revue-economie-rurale				
Education & didactique	1956-3485	2111-4838							http://www.cairn.info/revue-education-et-didactique.htm		revue-education-et-didactique				
Education et sociétés	1373-847X	1782-1428							http://www.cairn.info/revue-education-et-societes.htm		revue-education-et-societes				
Ela. Études de linguistique appliquée.	0071-190X	1965-0477							http://www.cairn.info/revue-ela.htm		revue-ela				
Empan	1152-3336	1776-2812							http://www.cairn.info/revue-empan.htm		revue-empan				
L'en-je lacanien	1761-2861	1951-6231							http://www.cairn.info/revue-l-en-je-lacanien.htm		revue-l-en-je-lacanien				
Enfance	0013-7545	1969-6981							http://www.cairn.info/revue-enfance.htm		revue-enfance				
Enfances & Psy	1286-5559	1776-2820							http://www.cairn.info/revue-enfances-et-psy.htm		revue-enfances-et-psy				
Les Enjeux de l'information et de la communication	1778-4239								http://www.cairn.info/revue-les-enjeux-de-l-information-et-de-la-communication.htm		revue-les-enjeux-de-l-information-et-de-la-communication				
Entreprendre & Innover	2034-7634	2034-7642							http://www.cairn.info/revue-entreprendre-et-innover.htm		revue-entreprendre-et-innover				
Entreprises et histoire	1161-2770	2100-9864							http://www.cairn.info/revue-entreprises-et-histoire.htm		revue-entreprises-et-histoire				
L’Espace géographique	0046-2497	1776-2936							http://www.cairn.info/revue-espace-geographique.htm		revue-espace-geographique				
Espaces et sociétés	0014-0481	1961-8700							http://www.cairn.info/revue-espaces-et-societes.htm		revue-espaces-et-societes				
Essaim	1287-258X	1776-2839							http://www.cairn.info/revue-essaim.htm		revue-essaim				
Ethnologie française	0046-2616	2101-0064							http://www.cairn.info/revue-ethnologie-francaise.htm		revue-ethnologie-francaise				
Études	0014-1941	2102-5800							http://www.cairn.info/revue-etudes.htm		revue-etudes				
Études anglaises	0014-195X	1965-0159							http://www.cairn.info/revue-etudes-anglaises.htm		revue-etudes-anglaises				
Études de communication	1270-6841	2101-0366							http://www.cairn.info/revue-etudes-de-communication.htm		revue-etudes-de-communication				
Les Études philosophiques	0014-2166	2101-0056							http://www.cairn.info/revue-les-etudes-philosophiques.htm		revue-les-etudes-philosophiques				
Etudes rurales	0014-2182	1777-537X							http://www.cairn.info/revue-etudes-rurales.htm		revue-etudes-rurales				
Études sur la mort	1286-5702	1961-8654							http://www.cairn.info/revue-etudes-sur-la-mort.htm		revue-etudes-sur-la-mort				
L'Europe en Formation	0014-2808								http://www.cairn.info/revue-l-europe-en-formation.htm		revue-l-europe-en-formation				
Extrême-Orient Extrême-Occident 	0754-5010	2108-7105							http://www.cairn.info/revue-extreme-orient-extreme-occident.htm		revue-extreme-orient-extreme-occident				
Figures de la psychanalyse	1623-3883	1776-2847							http://www.cairn.info/revue-figures-de-la-psy.htm		revue-figures-de-la-psy				
Finance	0752-6180	2101-0145							http://www.cairn.info/revue-finance.htm		revue-finance				
Finance & Bien Commun	1422-4658								http://www.cairn.info/revue-finance-et-bien-commun.htm		revue-finance-et-bien-commun				
Flux	1154-2721	1958-9557							http://www.cairn.info/revue-flux.htm		revue-flux				
Formation emploi	0759-6340	2107-0946							http://www.cairn.info/revue-formation-emploi.htm		revue-formation-emploi				
Le français aujourd'hui	0184-7732	2107-0857							http://www.cairn.info/revue-le-francais-aujourd-hui.htm		revue-le-francais-aujourd-hui				
Genèses	1155-3219	1776-2944							http://www.cairn.info/revue-geneses.htm		revue-geneses				
Géocarrefour	1627-4873	1960-601X							http://www.cairn.info/revue-geocarrefour.htm		revue-geocarrefour				
Géoéconomie	1284-9340	2258-7748							http://www.cairn.info/revue-geoeconomie.htm		revue-geoeconomie				
Géographie, économie, société	1295-926x	1958-5802							http://www.cairn.info/revue-geographie-economie-societe.htm		revue-geographie-economie-societe				
Germanica	0984-2632	2107-0784							http://www.cairn.info/revue-germanica.htm		revue-germanica				
Gérontologie et société	0151-0193	2101-0218							http://www.cairn.info/revue-gerontologie-et-societe.htm		revue-gerontologie-et-societe				
Gestalt	1154-5232	1950-6716							http://www.cairn.info/revue-gestalt.htm		revue-gestalt				
Gestion	0701-0028								http://www.cairn.info/revue-gestion.htm		revue-gestion				
Gouvernement et action publique	2260-0965	2262-340X							http://www.cairn.info/revue-gouvernement-et-action-publique.htm		revue-gouvernement-et-action-publique				
Gradhiva	0764-8928	1760-849X							http://www.cairn.info/revue-gradhiva.htm		revue-gradhiva				
Guerres mondiales et conflits contemporains 	0984-2292	2101-0137							http://www.cairn.info/revue-guerres-mondiales-et-conflits-contemporains.htm		revue-guerres-mondiales-et-conflits-contemporains				
Hérodote	0338-487X	1776-2987							http://www.cairn.info/revue-herodote.htm		revue-herodote				
Histoire & mesure	0982-1783	1957-7745							http://www.cairn.info/revue-histoire-et-mesure.htm		revue-histoire-et-mesure				
Histoire & Sociétés Rurales	1254-728x	1950-666X							http://www.cairn.info/revue-histoire-et-societes-rurales.htm		revue-histoire-et-societes-rurales				
Histoire de l’éducation	0221-6280	2102-5452							http://www.cairn.info/revue-histoire-de-l-education.htm		revue-histoire-de-l-education				
Histoire urbaine	1628-0482	2101-003X							http://www.cairn.info/revue-histoire-urbaine.htm		revue-histoire-urbaine				
Histoire, économie & société	0752-5702	1777-5906							http://www.cairn.info/revue-histoire-economie-et-societe.htm		revue-histoire-economie-et-societe				
Histoire@Politique	1954-3670								http://www.cairn.info/revue-histoire-politique.htm		revue-histoire-politique				
L'Homme et la société	0018-4306	2101-0226							http://www.cairn.info/revue-l-homme-et-la-societe.htm		revue-l-homme-et-la-societe				
L'Homme	0439-4216	1953-8103							http://www.cairn.info/revue-l-homme.htm		revue-l-homme				
Horizons stratégiques	1958-3370	1760-8023							http://www.cairn.info/revue-horizons-strategiques.htm		revue-horizons-strategiques				
Humanisme et Entreprise	0018-7372								http://www.cairn.info/revue-humanisme-et-entreprise.htm		revue-humanisme-et-entreprise				
Hypothèses	1298-6216	2101-0269							http://www.cairn.info/revue-hypotheses.htm		revue-hypotheses				
Imaginaire & Inconscient	1628-9676	1965-0183							http://www.cairn.info/revue-imaginaire-et-inconscient.htm		revue-imaginaire-et-inconscient				
L'Information géographique 	0020-0093	1777-5876							http://www.cairn.info/revue-l-information-geographique.htm		revue-l-information-geographique				
L'information littéraire	0020-0123	1961-8689							http://www.cairn.info/revue-l-information-litteraire.htm		revue-l-information-litteraire				
Informations sociales	0046-9459	2101-0374							http://www.cairn.info/revue-informations-sociales.htm		revue-informations-sociales				
Innovations	1267-4982	1965-0256							http://www.cairn.info/revue-innovations.htm		revue-innovations				
Insistance	1778-7807	1951-6258							http://www.cairn.info/revue-insistance.htm		revue-insistance				
Italies	1275-7519	2108-6540							http://www.cairn.info/revue-italies.htm		revue-italies				
Le journal de l'école de Paris du management	1253-2711	2118-4585							http://www.cairn.info/revue-le-journal-de-l-ecole-de-paris-du-management.htm		revue-le-journal-de-l-ecole-de-paris-du-management				
Journal de la Société des Océanistes	0300-953X	1760-7256							http://www.cairn.info/revue-journal-de-la-societe-des-oceanistes.htm		revue-journal-de-la-societe-des-oceanistes				
Le Journal des psychologues	0752-501X	2118-3015							http://www.cairn.info/revue-le-journal-des-psychologues.htm		revue-le-journal-des-psychologues				
Journal français de psychiatrie	1260-5999	1776-2855							http://www.cairn.info/revue-journal-francais-de-psychiatrie.htm		revue-journal-francais-de-psychiatrie				
Journal International de Bioéthique	1287-7352	2102-5169							http://www.cairn.info/revue-journal-international-de-bioethique.htm		revue-journal-international-de-bioethique				
Journal of Innovation Economics & Management	2032-5355								http://www.cairn.info/revue-journal-of-innovation-economics.htm		revue-journal-of-innovation-economics				
Labyrinthe	1288-6289	1950-6031							http://www.cairn.info/revue-labyrinthe.htm		revue-labyrinthe				
Langage et société	0181-4095	2101-0382							http://www.cairn.info/revue-langage-et-societe.htm		revue-langage-et-societe				
Langages	0458-726X	1958-9549							http://www.cairn.info/revue-langages.htm		revue-langages				
Langue française	0023-8368	1957-7982							http://www.cairn.info/revue-langue-francaise.htm		revue-langue-francaise				
La lettre de l'enfance et de l'adolescence	1146-061X	1951-6304							http://www.cairn.info/revue-lettre-de-l-enfance-et-de-l-adolescence.htm		revue-lettre-de-l-enfance-et-de-l-adolescence				
Libres cahiers pour la psychanalyse	1625-7480	2118-2760							http://www.cairn.info/revue-libres-cahiers-pour-la-psychanalyse.htm		revue-libres-cahiers-pour-la-psychanalyse				
La linguistique	0075-966X	2101-0234							http://www.cairn.info/revue-la-linguistique.htm		revue-la-linguistique				
Littérature	0047-4800	1958-5926							http://www.cairn.info/revue-litterature.htm		revue-litterature				
M@n@gement	1286-4692								http://www.cairn.info/revue-management.htm		revue-management				
Management & Avenir	1768-5958	1969-6574							http://www.cairn.info/revue-management-et-avenir.htm		revue-management-et-avenir				
Market Management	1779-3572	2111-4374							http://www.cairn.info/revue-market-management.htm		revue-market-management				
Matériaux pour l’histoire de notre temps 	0769-3206	1952-4226							http://www.cairn.info/revue-materiaux-pour-l-histoire-de-notre-temps.htm		revue-materiaux-pour-l-histoire-de-notre-temps				
Médiévales	0751-2708	1777-5892							http://www.cairn.info/revue-medievales.htm		revue-medievales				
Méditerranée	0025-8296	1760-8538							http://www.cairn.info/revue-mediterranee.htm		revue-mediterranee				
Mil neuf cent. Revue d'histoire intellectuelle	1146-1225	1960-6648							http://www.cairn.info/revue-mil-neuf-cent.htm		revue-mil-neuf-cent				
Mille huit cent quatre-vingt-quinze	0769-0959	1960-6176							http://www.cairn.info/revue-1895.htm		revue-1895				
Mondes en développement	0302-3052	1782-1444							http://www.cairn.info/revue-mondes-en-developpement.htm		revue-mondes-en-developpement				
Mots. Les langages du politique	0243-6450	1960-6001							http://www.cairn.info/revue-mots.htm		revue-mots				
Le Mouvement Social	0027-2671	1961-8646							http://www.cairn.info/revue-le-mouvement-social.htm		revue-le-mouvement-social				
Mouvements	1291-6412	1776-2995							http://www.cairn.info/revue-mouvements.htm		revue-mouvements				
Movement & Sport Sciences	1378-1863	1782-1541							http://www.cairn.info/revue-science-et-motricite.htm		revue-science-et-motricite				
Le Moyen Age	0027-2841	1782-1436							http://www.cairn.info/revue-le-moyen-age.htm		revue-le-moyen-age				
Multitudes	0292-0107	1777-5841							http://www.cairn.info/revue-multitudes.htm		revue-multitudes				
Napoleonica. La Revue	2100-0123								http://www.cairn.info/revue-napoleonica-la-revue.htm		revue-napoleonica-la-revue				
Natures Sciences Sociétés	1240-1307	1765-2979							http://www.cairn.info/revue-natures-sciences-societes.htm		revue-natures-sciences-societes				
Négociations	1780-9231	1782-1452							http://www.cairn.info/revue-negociations.htm		revue-negociations				
Norois	0029-182X	1760-8546							http://www.cairn.info/revue-norois.htm		revue-norois				
Les Nouveaux Cahiers du Conseil constitutionnel	2112-2679	1968-3820							http://www.cairn.info/revue-les-nouveaux-cahiers-du-conseil-constitutionnelles-nouveaux-cahiers-du-conseil-c.htm		revue-les-nouveaux-cahiers-du-conseil-constitutionnelles-nouveaux-cahiers-du-conseil-c				
Nouvelle revue de psychosociologie	1951-9532	1961-8697							http://www.cairn.info/revue-nouvelle-revue-de-psychosociologie.htm		revue-nouvelle-revue-de-psychosociologie				
Nouvelles FondationS	1951-9745	2101-0242							http://www.cairn.info/revue-nouvelles-fondations.htm		revue-nouvelles-fondations				
Outre-Terre	1636-3671	1951-624X							http://www.cairn.info/revue-outre-terre.htm		revue-outre-terre				
Parlement[s], Revue d'histoire politique	1768-6520	1760-6233							http://www.cairn.info/revue-parlements.htm		revue-parlements				
Participations	2034-7650	2034-7669							http://www.cairn.info/revue-participations.htm		revue-participations				
La pensée de midi	1621-5338	1950-604X							http://www.cairn.info/revue-la-pensee-de-midi.htm		revue-la-pensee-de-midi				
Pensée plurielle	1376-0963	1782-1479							http://www.cairn.info/revue-pensee-plurielle.htm		revue-pensee-plurielle				
Perspectives Psy	0031-6032	2118-4038							http://www.cairn.info/revue-perspectives-psy.htm		revue-perspectives-psy				
Philosophia Scientiæ	1281-2463	1775-4283							http://www.cairn.info/revue-philosophia-scientiae.htm		revue-philosophia-scientiae				
Philosophie	0294-1805	1968-391X							http://www.cairn.info/revue-philosophie.htm		revue-philosophie				
Le philosophoire	1283-7091	1968-3839							http://www.cairn.info/revue-le-philosophoire.htm		revue-le-philosophoire				
Plein droit	0987-3260	2262-5135							http://www.cairn.info/revue-plein-droit.htm		revue-plein-droit				
Poétique	1245-1274	1968-3871							http://www.cairn.info/revue-poetique.htm		revue-poetique				
Pôle Sud	1262-1676	1960-6656							http://www.cairn.info/revue-pole-sud.htm		revue-pole-sud				
Politique étrangère	0032-342X	1958-8992							http://www.cairn.info/revue-politique-etrangere.htm		revue-politique-etrangere				
Politique européenne	1623-6297	2105-2875							http://www.cairn.info/revue-politique-europeenne.htm		revue-politique-europeenne				
Politix	0295-2319	1953-8286							http://www.cairn.info/revue-politix.htm		revue-politix				
Population	0032-4663	1957-7966							http://www.cairn.info/revue-population.htm		revue-population				
Population (English Edition)	1634-2941	1958-9190							http://www.cairn.info/revue-population-english.htm		revue-population-english				
Population & Avenir	0223-5706	1968-3952							http://www.cairn.info/revue-population-et-avenir.htm		revue-population-et-avenir				
Pouvoirs	0152-0768	2101-0390							http://www.cairn.info/revue-pouvoirs.htm		revue-pouvoirs				
Pratiques et Organisation des Soins	1952-9201	1961-9391							http://www.cairn.info/revue-pratiques-et-organisation-des-soins.htm		revue-pratiques-et-organisation-des-soins				
Problèmes d'Amérique latine	0765-1333	1968-3898							http://www.cairn.info/revue-problemes-d-amerique-latine.htm		revue-problemes-d-amerique-latine				
Projectics / Proyéctica / Projectique	2031-9703	2032-0043							http://www.cairn.info/revue-projectique.htm		revue-projectique				
Projet	0033-0884	2108-6648							http://www.cairn.info/revue-projet.htm		revue-projet				
Psychanalyse	1770-0078	1951-6320							http://www.cairn.info/revue-psychanalyse.htm		revue-psychanalyse				
La psychiatrie de l'enfant	0079-726X	2102-5320							http://www.cairn.info/revue-la-psychiatrie-de-l-enfant.htm		revue-la-psychiatrie-de-l-enfant				
Psychologie Clinique	1145-1882	2118-4224							http://www.cairn.info/revue-psychologie-clinique.htm		revue-psychologie-clinique				
Psychologie clinique et projective	1265-5449	2118-4496							http://www.cairn.info/revue-psychologie-clinique-et-projective.htm		revue-psychologie-clinique-et-projective				
Psychothérapies	0251-737X								http://www.cairn.info/revue-psychotherapies.htm		revue-psychotherapies				
Psychotropes	1245-2092	1782-1487							http://www.cairn.info/revue-psychotropes.htm		revue-psychotropes				
Raisons politiques	1291-1941	1950-6708							http://www.cairn.info/revue-raisons-politiques.htm		revue-raisons-politiques				
Recherche & formation	0988-1824	1968-3936							http://www.cairn.info/revue-recherche-et-formation.htm		revue-recherche-et-formation				
Recherches de Science Religieuse	0034-1258	2104-3884							http://www.cairn.info/revue-recherches-de-science-religieuse.htm		revue-recherches-de-science-religieuse				
Recherches économiques de Louvain	0770-4518	1782-1495							http://www.cairn.info/revue-recherches-economiques-de-louvain.htm		revue-recherches-economiques-de-louvain				
Recherches en psychanalyse	1767-5448	1965-0213							http://www.cairn.info/revue-recherches-en-psychanalyse.htm		revue-recherches-en-psychanalyse				
Recherches familiales	1763-718X	2118-3252							http://www.cairn.info/revue-recherches-familiales.htm		revue-recherches-familiales				
Recherches linguistiques de Vincennes	0986-6124	1958-9239							http://www.cairn.info/revue-recherches-linguistiques-de-vincennes.htm		revue-recherches-linguistiques-de-vincennes				
Recherches sur Diderot et sur l’Encyclopédie	0769-0886	1955-2416							http://www.cairn.info/revue-recherches-sur-diderot-et-sur-l-encyclopedie.htm		revue-recherches-sur-diderot-et-sur-l-encyclopedie				
Reflets et perspectives de la vie économique	0034-2971	1782-1509							http://www.cairn.info/revue-reflets-et-perspectives-de-la-vie-economique.htm		revue-reflets-et-perspectives-de-la-vie-economique				
Regards croisés sur l'économie	1956-7413	2119-3975							http://www.cairn.info/revue-regards-croises-sur-l-economie.htm		revue-regards-croises-sur-l-economie				
Regards sur l'économie allemande	1156-8992	1965-0787							http://www.cairn.info/revue-regards-sur-l-economie-allemande.htm		revue-regards-sur-l-economie-allemande				
Relations internationales 	0335-2013	2105-2654							http://www.cairn.info/revue-relations-internationales.htm		revue-relations-internationales				
Reliance	1774-9743	1951-6282							http://www.cairn.info/revue-reliance.htm		revue-reliance				
Réseaux	0751-7971	1777-5809							http://www.cairn.info/revue-reseaux.htm		revue-reseaux				
