publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name
La clinique lacanienne	1288-6629	1776-2782							http://www.cairn.info/revue-la-clinique-lacanienne.htm		CLA				
Cliniques	2115-8177	1968-3944							http://www.cairn.info/revue-cliniques.htm		CLINI				
Cliniques méditerranéennes	0762-7491	1776-2790							http://www.cairn.info/revue-cliniques-mediterraneennes.htm		CM				
Clio	1252-7017	1777-5299							http://www.cairn.info/revue-clio.htm		CLIO				
Communication & Organisation	1168-5549	1775-3546							http://www.cairn.info/revue-communication-et-organisation.htm		COMOR				
Communications	0588-8018	2102-5924							http://www.cairn.info/revue-communications.htm		COMMU				
Confluences Méditerranée	1148-2664	2102-5991							http://www.cairn.info/revue-confluences-mediterranee.htm		COME				
Connexions	0337-3126	1776-2804							http://www.cairn.info/revue-connexions.htm		CNX				
Le Coq-héron	0335-7899	1951-6290							http://www.cairn.info/revue-le-coq-heron.htm		COHE				
Corps	1954-1228	1969-6957							http://www.cairn.info/revue-corps.htm		CORP				
Le Courrier des pays de l'Est	0590-0239	1777-5787							http://www.cairn.info/revue-le-courrier-des-pays-de-l-est.htm		CPE				
Courrier hebdomadaire du CRISP	0008-9664	1782-141X							http://www.cairn.info/revue-courrier-hebdomadaire-du-crisp.htm		CRIS				
Critique	0011-1600	1968-3901							http://www.cairn.info/revue-critique.htm		CRITI				
Critique internationale	1290-7839	1777-554X							http://www.cairn.info/revue-critique-internationale.htm		CRII				
Culture chiffres	1959-6928	2118-464X							http://www.cairn.info/revue-culture-chiffres.htm		CULC				
Culture études	1959-691X	2118-4674							http://www.cairn.info/revue-culture-etudes.htm		CULE				
Culture méthodes	1959-6936	1968-3774							http://www.cairn.info/revue-culture-methodes.htm		CULM				
Culture prospective	1959-6944	2118-4631							http://www.cairn.info/revue-culture-prospective.htm		CULP				
Cultures & Conflits	1157-996X	1777-5345							http://www.cairn.info/revue-cultures-et-conflits.htm		CC				
Le Débat	0246-2346	2111-4587							http://www.cairn.info/revue-le-debat.htm		DEBA				
Devenir	1015-8154								http://www.cairn.info/revue-devenir.htm		DEV				
Déviance et Société	0378-7931	2296-4096							http://www.cairn.info/revue-deviance-et-societe.htm		DS				
Dialogue	0242-8962	1961-8662							http://www.cairn.info/revue-dialogue.htm		DIA				
Dialogues d'histoire ancienne	0755-7256	1955-270X							http://www.cairn.info/revue-dialogues-d-histoire-ancienne.htm		DHA				
Diogène	0419-1633	2077-5253							http://www.cairn.info/revue-diogene.htm		DIO				
Distances et savoirs	1765-0887	1965-0167							http://www.cairn.info/revue-distances-et-savoirs.htm		DIS				
Le Divan familial	1292-668X	2118-1942							http://www.cairn.info/revue-le-divan-familial.htm		DIFA				
Dix-huitième siècle	0070-6760	1760-7892							http://www.cairn.info/revue-dix-huitieme-siecle.htm		DHS				
Dix-septième siècle	0012-4273	1969-6965							http://www.cairn.info/revue-dix-septieme-siecle.htm		DSS				
Document numérique	1279-5127	1963-1014							http://www.cairn.info/revue-document-numerique.htm		DN				
Documentaliste-Sciences de l'Information	0012-4508	1777-5868							http://www.cairn.info/revue-documentaliste-sciences-de-l-information.htm		DOCSI				
Droit et société	0769-3362	1969-6973							http://www.cairn.info/revue-droit-et-societe.htm		DRS				
Ecologie & politique	1166-3030	2118-3147							http://www.cairn.info/revue-ecologie-et-politique.htm		ECOPO				
Economie & prévision	0249-4744	1777-5795							http://www.cairn.info/revue-economie-et-prevision.htm		ECOP				
Economie internationale	1240-8093	1777-5582							http://www.cairn.info/revue-economie-internationale.htm		ECOI				
L'Économie politique	1293-6146	1965-0612							http://www.cairn.info/revue-l-economie-politique.htm		LECO				
Économie rurale	0013-0559	2105-2581							http://www.cairn.info/revue-economie-rurale.htm		ECRU				
Education & didactique	1956-3485	2111-4838							http://www.cairn.info/revue-education-et-didactique.htm		EDDI				
Education et sociétés	1373-847X	1782-1428							http://www.cairn.info/revue-education-et-societes.htm		ES				
Ela. Études de linguistique appliquée.	0071-190X	1965-0477							http://www.cairn.info/revue-ela.htm		ELA				
Empan	1152-3336	1776-2812							http://www.cairn.info/revue-empan.htm		EMPA				
L'en-je lacanien	1761-2861	1951-6231							http://www.cairn.info/revue-l-en-je-lacanien.htm		ENJE				
Enfance	0013-7545	1969-6981							http://www.cairn.info/revue-enfance.htm		ENF				
Enfances & Psy	1286-5559	1776-2820							http://www.cairn.info/revue-enfances-et-psy.htm		EP				
Les Enjeux de l'information et de la communication	1778-4239								http://www.cairn.info/revue-les-enjeux-de-l-information-et-de-la-communication.htm		ENIC				
Entreprendre & Innover	2034-7634	2034-7642							http://www.cairn.info/revue-entreprendre-et-innover.htm		ENTIN				
Entreprises et histoire	1161-2770	2100-9864							http://www.cairn.info/revue-entreprises-et-histoire.htm		EH				
L’Espace géographique	0046-2497	1776-2936							http://www.cairn.info/revue-espace-geographique.htm		EG				
Espaces et sociétés	0014-0481	1961-8700							http://www.cairn.info/revue-espaces-et-societes.htm		ESP				
Essaim	1287-258X	1776-2839							http://www.cairn.info/revue-essaim.htm		ESS				
Ethnologie française	0046-2616	2101-0064							http://www.cairn.info/revue-ethnologie-francaise.htm		ETHN				
Études	0014-1941	2102-5800							http://www.cairn.info/revue-etudes.htm		ETU				
Études anglaises	0014-195X	1965-0159							http://www.cairn.info/revue-etudes-anglaises.htm		ETAN				
Études de communication	1270-6841	2101-0366							http://www.cairn.info/revue-etudes-de-communication.htm		EDC				
Les Études philosophiques	0014-2166	2101-0056							http://www.cairn.info/revue-les-etudes-philosophiques.htm		LEPH				
Etudes rurales	0014-2182	1777-537X							http://www.cairn.info/revue-etudes-rurales.htm		ETRU				
Études sur la mort	1286-5702	1961-8654							http://www.cairn.info/revue-etudes-sur-la-mort.htm		ESLM				
L'Europe en Formation	0014-2808								http://www.cairn.info/revue-l-europe-en-formation.htm		EUFOR				
Extrême-Orient Extrême-Occident 	0754-5010	2108-7105							http://www.cairn.info/revue-extreme-orient-extreme-occident.htm		EXTRO				
Figures de la psychanalyse	1623-3883	1776-2847							http://www.cairn.info/revue-figures-de-la-psy.htm		FP				
Finance	0752-6180	2101-0145							http://www.cairn.info/revue-finance.htm		FINA				
Finance & Bien Commun	1422-4658								http://www.cairn.info/revue-finance-et-bien-commun.htm		FBC				
Flux	1154-2721	1958-9557							http://www.cairn.info/revue-flux.htm		FLUX				
Formation emploi	0759-6340	2107-0946							http://www.cairn.info/revue-formation-emploi.htm		FORM				
Le français aujourd'hui	0184-7732	2107-0857							http://www.cairn.info/revue-le-francais-aujourd-hui.htm		LFA				
Genèses	1155-3219	1776-2944							http://www.cairn.info/revue-geneses.htm		GEN				
Géocarrefour	1627-4873	1960-601X							http://www.cairn.info/revue-geocarrefour.htm		GEOC				
Géoéconomie	1284-9340	2258-7748							http://www.cairn.info/revue-geoeconomie.htm		GEOEC				
Géographie, économie, société	1295-926x	1958-5802							http://www.cairn.info/revue-geographie-economie-societe.htm		GES				
Germanica	0984-2632	2107-0784							http://www.cairn.info/revue-germanica.htm		GERMA				
Gérontologie et société	0151-0193	2101-0218							http://www.cairn.info/revue-gerontologie-et-societe.htm		GS				
Gestalt	1154-5232	1950-6716							http://www.cairn.info/revue-gestalt.htm		GEST				
Gestion	0701-0028								http://www.cairn.info/revue-gestion.htm		RIGES				
Gouvernement et action publique	2260-0965	2262-340X							http://www.cairn.info/revue-gouvernement-et-action-publique.htm		GAP				
Gradhiva	0764-8928	1760-849X							http://www.cairn.info/revue-gradhiva.htm		GRADH				
Guerres mondiales et conflits contemporains 	0984-2292	2101-0137							http://www.cairn.info/revue-guerres-mondiales-et-conflits-contemporains.htm		GMCC				
Hérodote	0338-487X	1776-2987							http://www.cairn.info/revue-herodote.htm		HER				
Histoire & mesure	0982-1783	1957-7745							http://www.cairn.info/revue-histoire-et-mesure.htm		HETM				
Histoire & Sociétés Rurales	1254-728x	1950-666X							http://www.cairn.info/revue-histoire-et-societes-rurales.htm		HSR				
Histoire de l’éducation	0221-6280	2102-5452							http://www.cairn.info/revue-histoire-de-l-education.htm		HDLE				
Histoire urbaine	1628-0482	2101-003X							http://www.cairn.info/revue-histoire-urbaine.htm		RHU				
Histoire, économie & société	0752-5702	1777-5906							http://www.cairn.info/revue-histoire-economie-et-societe.htm		HES				
Histoire@Politique	1954-3670								http://www.cairn.info/revue-histoire-politique.htm		HP				
L'Homme et la société	0018-4306	2101-0226							http://www.cairn.info/revue-l-homme-et-la-societe.htm		LHS				
L'Homme	0439-4216	1953-8103							http://www.cairn.info/revue-l-homme.htm		LHOM				
Horizons stratégiques	1958-3370	1760-8023							http://www.cairn.info/revue-horizons-strategiques.htm		HORI				
Humanisme et Entreprise	0018-7372								http://www.cairn.info/revue-humanisme-et-entreprise.htm		HUME				
Hypothèses	1298-6216	2101-0269							http://www.cairn.info/revue-hypotheses.htm		HYP				
Imaginaire & Inconscient	1628-9676	1965-0183							http://www.cairn.info/revue-imaginaire-et-inconscient.htm		IMIN				
L'Information géographique 	0020-0093	1777-5876							http://www.cairn.info/revue-l-information-geographique.htm		LIG				
L'information littéraire	0020-0123	1961-8689							http://www.cairn.info/revue-l-information-litteraire.htm		INLI				
Informations sociales	0046-9459	2101-0374							http://www.cairn.info/revue-informations-sociales.htm		INSO				
Innovations	1267-4982	1965-0256							http://www.cairn.info/revue-innovations.htm		INNO				
Insistance	1778-7807	1951-6258							http://www.cairn.info/revue-insistance.htm		INSI				
Italies	1275-7519	2108-6540							http://www.cairn.info/revue-italies.htm		ITAL				
Le journal de l'école de Paris du management	1253-2711	2118-4585							http://www.cairn.info/revue-le-journal-de-l-ecole-de-paris-du-management.htm		JEPAM				
Journal de la Société des Océanistes	0300-953X	1760-7256							http://www.cairn.info/revue-journal-de-la-societe-des-oceanistes.htm		JSO				
Le Journal des psychologues	0752-501X	2118-3015							http://www.cairn.info/revue-le-journal-des-psychologues.htm		JDP				
Journal français de psychiatrie	1260-5999	1776-2855							http://www.cairn.info/revue-journal-francais-de-psychiatrie.htm		JFP				
Journal International de Bioéthique	1287-7352	2102-5169							http://www.cairn.info/revue-journal-international-de-bioethique.htm		JIB				
Journal of Innovation Economics & Management	2032-5355								http://www.cairn.info/revue-journal-of-innovation-economics.htm		JIE				
Labyrinthe	1288-6289	1950-6031							http://www.cairn.info/revue-labyrinthe.htm		LABY				
Langage et société	0181-4095	2101-0382							http://www.cairn.info/revue-langage-et-societe.htm		LS				
Langages	0458-726X	1958-9549							http://www.cairn.info/revue-langages.htm		LANG				
Langue française	0023-8368	1957-7982							http://www.cairn.info/revue-langue-francaise.htm		LF				
La lettre de l'enfance et de l'adolescence	1146-061X	1951-6304							http://www.cairn.info/revue-lettre-de-l-enfance-et-de-l-adolescence.htm		LETT				
Libres cahiers pour la psychanalyse	1625-7480	2118-2760							http://www.cairn.info/revue-libres-cahiers-pour-la-psychanalyse.htm		LCPP				
La linguistique	0075-966X	2101-0234							http://www.cairn.info/revue-la-linguistique.htm		LING				
Littérature	0047-4800	1958-5926							http://www.cairn.info/revue-litterature.htm		LITT				
M@n@gement	1286-4692								http://www.cairn.info/revue-management.htm		MANA				
Management & Avenir	1768-5958	1969-6574							http://www.cairn.info/revue-management-et-avenir.htm		MAV				
Market Management	1779-3572	2111-4374							http://www.cairn.info/revue-market-management.htm		MAMA				
Matériaux pour l’histoire de notre temps 	0769-3206	1952-4226							http://www.cairn.info/revue-materiaux-pour-l-histoire-de-notre-temps.htm		MATE				
Médiévales	0751-2708	1777-5892							http://www.cairn.info/revue-medievales.htm		MEDIE				
Méditerranée	0025-8296	1760-8538							http://www.cairn.info/revue-mediterranee.htm		MEDI				
Mil neuf cent. Revue d'histoire intellectuelle	1146-1225	1960-6648							http://www.cairn.info/revue-mil-neuf-cent.htm		MNC				
Mille huit cent quatre-vingt-quinze	0769-0959	1960-6176							http://www.cairn.info/revue-1895.htm		MHC				
Mondes en développement	0302-3052	1782-1444							http://www.cairn.info/revue-mondes-en-developpement.htm		MED				
Mots. Les langages du politique	0243-6450	1960-6001							http://www.cairn.info/revue-mots.htm		MOTS				
Le Mouvement Social	0027-2671	1961-8646							http://www.cairn.info/revue-le-mouvement-social.htm		LMS				
Mouvements	1291-6412	1776-2995							http://www.cairn.info/revue-mouvements.htm		MOUV				
Movement & Sport Sciences	1378-1863	1782-1541							http://www.cairn.info/revue-science-et-motricite.htm		SM				
Le Moyen Age	0027-2841	1782-1436							http://www.cairn.info/revue-le-moyen-age.htm		RMA				
Multitudes	0292-0107	1777-5841							http://www.cairn.info/revue-multitudes.htm		MULT				
Napoleonica. La Revue	2100-0123								http://www.cairn.info/revue-napoleonica-la-revue.htm		NAPO				
Natures Sciences Sociétés	1240-1307	1765-2979							http://www.cairn.info/revue-natures-sciences-societes.htm		NSS				
Négociations	1780-9231	1782-1452							http://www.cairn.info/revue-negociations.htm		NEG				
Norois	0029-182X	1760-8546							http://www.cairn.info/revue-norois.htm		NOR				
Les Nouveaux Cahiers du Conseil constitutionnel	2112-2679	1968-3820							http://www.cairn.info/revue-les-nouveaux-cahiers-du-conseil-constitutionnelles-nouveaux-cahiers-du-conseil-c.htm		NCCC1				
Nouvelle revue de psychosociologie	1951-9532	1961-8697							http://www.cairn.info/revue-nouvelle-revue-de-psychosociologie.htm		NRP				
Nouvelles FondationS	1951-9745	2101-0242							http://www.cairn.info/revue-nouvelles-fondations.htm		NF				
Outre-Terre	1636-3671	1951-624X							http://www.cairn.info/revue-outre-terre.htm		OUTE				
Parlement[s], Revue d'histoire politique	1768-6520	1760-6233							http://www.cairn.info/revue-parlements.htm		PARL				
Participations	2034-7650	2034-7669							http://www.cairn.info/revue-participations.htm		PARTI				
La pensée de midi	1621-5338	1950-604X							http://www.cairn.info/revue-la-pensee-de-midi.htm		LPM				
Pensée plurielle	1376-0963	1782-1479							http://www.cairn.info/revue-pensee-plurielle.htm		PP				
Perspectives Psy	0031-6032	2118-4038							http://www.cairn.info/revue-perspectives-psy.htm		PPSY				
Philosophia Scientiæ	1281-2463	1775-4283							http://www.cairn.info/revue-philosophia-scientiae.htm		SCIE				
Philosophie	0294-1805	1968-391X							http://www.cairn.info/revue-philosophie.htm		PHILO				
Le philosophoire	1283-7091	1968-3839							http://www.cairn.info/revue-le-philosophoire.htm		PHOIR				
Plein droit	0987-3260	2262-5135							http://www.cairn.info/revue-plein-droit.htm		PLD				
Poétique	1245-1274	1968-3871							http://www.cairn.info/revue-poetique.htm		POETI				
Pôle Sud	1262-1676	1960-6656							http://www.cairn.info/revue-pole-sud.htm		PSUD				
Politique étrangère	0032-342X	1958-8992							http://www.cairn.info/revue-politique-etrangere.htm		PE				
Politique européenne	1623-6297	2105-2875							http://www.cairn.info/revue-politique-europeenne.htm		POEU				
Politix	0295-2319	1953-8286							http://www.cairn.info/revue-politix.htm		POX				
Population	0032-4663	1957-7966							http://www.cairn.info/revue-population.htm		POPU				
Population (English Edition)	1634-2941	1958-9190							http://www.cairn.info/revue-population-english.htm		POPE				
Population & Avenir	0223-5706	1968-3952							http://www.cairn.info/revue-population-et-avenir.htm		POPAV				
Pouvoirs	0152-0768	2101-0390							http://www.cairn.info/revue-pouvoirs.htm		POUV				
Pratiques et Organisation des Soins	1952-9201	1961-9391							http://www.cairn.info/revue-pratiques-et-organisation-des-soins.htm		POS				
Problèmes d'Amérique latine	0765-1333	1968-3898							http://www.cairn.info/revue-problemes-d-amerique-latine.htm		PAL				
Projectics / Proyéctica / Projectique	2031-9703	2032-0043							http://www.cairn.info/revue-projectique.htm		PROJ				
Projet	0033-0884	2108-6648							http://www.cairn.info/revue-projet.htm		PRO				
Psychanalyse	1770-0078	1951-6320							http://www.cairn.info/revue-psychanalyse.htm		PSY				
La psychiatrie de l'enfant	0079-726X	2102-5320							http://www.cairn.info/revue-la-psychiatrie-de-l-enfant.htm		PSYE				
Psychologie Clinique	1145-1882	2118-4224							http://www.cairn.info/revue-psychologie-clinique.htm		PCLI				
Psychologie clinique et projective	1265-5449	2118-4496							http://www.cairn.info/revue-psychologie-clinique-et-projective.htm		PCP				
Psychothérapies	0251-737X								http://www.cairn.info/revue-psychotherapies.htm		PSYS				
Psychotropes	1245-2092	1782-1487							http://www.cairn.info/revue-psychotropes.htm		PSYT				
Raisons politiques	1291-1941	1950-6708							http://www.cairn.info/revue-raisons-politiques.htm		RAI				
Recherche & formation	0988-1824	1968-3936							http://www.cairn.info/revue-recherche-et-formation.htm		REFO				
Recherches de Science Religieuse	0034-1258	2104-3884							http://www.cairn.info/revue-recherches-de-science-religieuse.htm		RSR				
Recherches économiques de Louvain	0770-4518	1782-1495							http://www.cairn.info/revue-recherches-economiques-de-louvain.htm		REL				
Recherches en psychanalyse	1767-5448	1965-0213							http://www.cairn.info/revue-recherches-en-psychanalyse.htm		REP				
Recherches familiales	1763-718X	2118-3252							http://www.cairn.info/revue-recherches-familiales.htm		RF				
Recherches linguistiques de Vincennes	0986-6124	1958-9239							http://www.cairn.info/revue-recherches-linguistiques-de-vincennes.htm		RLV				
Recherches sur Diderot et sur l’Encyclopédie	0769-0886	1955-2416							http://www.cairn.info/revue-recherches-sur-diderot-et-sur-l-encyclopedie.htm		RDE				
Reflets et perspectives de la vie économique	0034-2971	1782-1509							http://www.cairn.info/revue-reflets-et-perspectives-de-la-vie-economique.htm		RPVE				
Regards croisés sur l'économie	1956-7413	2119-3975							http://www.cairn.info/revue-regards-croises-sur-l-economie.htm		RCE				
Regards sur l'économie allemande	1156-8992	1965-0787							http://www.cairn.info/revue-regards-sur-l-economie-allemande.htm		REA				
Relations internationales 	0335-2013	2105-2654							http://www.cairn.info/revue-relations-internationales.htm		RI				
Reliance	1774-9743	1951-6282							http://www.cairn.info/revue-reliance.htm		RELI				
Réseaux	0751-7971	1777-5809							http://www.cairn.info/revue-reseaux.htm		RES				
Retraite et société	1167-4687	1961-8719							http://www.cairn.info/revue-retraite-et-societe.htm		RS				
Revue archéologique	0035-0737	2104-3868							http://www.cairn.info/revue-archeologique.htm		ARCH				
Revue Congolaise de Gestion	1729-0228								http://www.cairn.info/revue-revue-congolaise-de-gestion.htm		RCG				
Revue d'anthropologie des connaissances	1760-5393								http://www.cairn.info/revue-anthropologie-des-connaissances.htm		RAC				
Revue d'assyriologie et d'archéologie orientale	0373-6032	2104-3817							http://www.cairn.info/revue-d-assyriologie.htm		ASSY				
Revue d'économie du développement	1245-4060	1782-1517							http://www.cairn.info/revue-d-economie-du-developpement.htm		EDD				
Revue d'économie industrielle	0154-3229	1773-0198							http://www.cairn.info/revue-d-economie-industrielle.htm		REI				
Revue d'économie politique	0373-2630	2105-2883							http://www.cairn.info/revue-d-economie-politique.htm		REDP				
Revue d’Économie Régionale & Urbaine	0180-7307	2107-0865							http://www.cairn.info/revue-d-economie-regionale-et-urbaine.htm		RERU				
Revue d'éthique et de théologie morale	1266-0078	2118-4518							http://www.cairn.info/revue-d-ethique-et-de-theologie-morale.htm		RETM				
Revue d'Histoire des Sciences Humaines	1622-468X	1963-1022							http://www.cairn.info/revue-histoire-des-sciences-humaines.htm		RHSH				
Revue d’histoire du XIX<sup>e</sup> siècle	1265-1354	1777-5329							http://www.cairn.info/revue-d-histoire-du-dix-neuvieme-siecle.htm		DNS				
Revue d'histoire littéraire de la France	0035-2411	2105-2689							http://www.cairn.info/revue-d-histoire-litteraire-de-la-france.htm		RHLF				
Revue d’histoire moderne et contemporaine	0048-8003	1776-3045							http://www.cairn.info/revue-d-histoire-moderne-et-contemporaine.htm		RHMC				
Revue d'histoire des sciences	0151-4105	1969-6582							http://www.cairn.info/revue-d-histoire-des-sciences.htm		RHS				
Revue de l'histoire des religions	0035-1423	2105-2573							http://www.cairn.info/revue-de-l-histoire-des-religions.htm		RHR				
Revue de l'OFCE	1265-9576	1777-5647							http://www.cairn.info/revue-de-l-ofce.htm		REOF				
Revue de l’organisation responsable	1951-0187	2105-3022							http://www.cairn.info/revue-de-l-organisation-responsable.htm		ROR				
Revue de la BNF	1254-7700	2118-3376							http://www.cairn.info/revue-de-la-bibliotheque-nationale-de-france.htm		RBNF				
Revue de l’Entrepreneuriat	1766-2524	1630-7542							http://www.cairn.info/revue--de-l-entrepreneuriat.htm		ENTRE				
Revue de littérature comparée	0035-1466	1965-0264							http://www.cairn.info/revue-de-litterature-comparee.htm		RLC				
Revue de métaphysique et de morale	0035-1571	2102-5177							http://www.cairn.info/revue-de-metaphysique-et-de-morale.htm		RMM				
Revue de philologie, de littérature et d'histoire anciennes	0035-1652	1760-8430							http://www.cairn.info/revue-de-philologie-litterature-et-histoire-anciennes.htm		PHIL				
Revue de philosophie économique	1376-0971	2118-4852							http://www.cairn.info/revue-de-philosophie-economique.htm		RPEC				
Revue de psychothérapie psychanalytique de groupe	0297-1194	1776-2863							http://www.cairn.info/revue-de-psychotherapie-psychanalytique-de-groupe.htm		RPPG				
La Revue des Sciences de Gestion	1160-7742	1760-6136							http://www.cairn.info/revue-des-sciences-de-gestion.htm		RSG				
Revue des sciences philosophiques et théologiques	0035-2209	2118-4445							http://www.cairn.info/revue-des-sciences-philosophiques-et-theologiques.htm		RSPT				
Revue du MAUSS	1247-4819	1776-3053							http://www.cairn.info/revue-du-mauss.htm		RDM				
Revue économique	0035-2764	1950-6694							http://www.cairn.info/revue-economique.htm		RECO				
Revue européenne des migrations internationales	0765-0752	1777-5418							http://www.cairn.info/revue-europeenne-des-migrations-internationales.htm		REMI				
Revue européenne des sciences sociales	0048-8046	1663-4446							http://www.cairn.info/revue-europeenne-des-sciences-sociales.htm		RESS				
