publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	pkb-doi
Psychoneuroimmunology	9780195394399	9780199971190							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780195394399.001.0001/oxfordhb-9780195394399		oxfordhb/9780195394399					Handbook									10.1093/oxfordhb/9780195394399.001.0001
Group Counseling	9780195394450	9780199940394							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780195394450.001.0001/oxfordhb-9780195394450		oxfordhb/9780195394450					Handbook									10.1093/oxfordhb/9780195394450.001.0001
Philosophy in Music Education	9780195394733	9780199968893							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780195394733.001.0001/oxfordhb-9780195394733		oxfordhb/9780195394733					Handbook									10.1093/oxfordhb/9780195394733.001.0001
Religion and the American News Media	9780195395068	9780199971176							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780195395068.001.0001/oxfordhb-9780195395068		oxfordhb/9780195395068					Handbook									10.1093/oxfordhb/9780195395068.001.0001
Crime and Criminal Justice	9780195395082	9780199940257							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780195395082.001.0001/oxfordhb-9780195395082		oxfordhb/9780195395082					Handbook									10.1093/oxfordhb/9780195395082.001.0001
The Development of Imagination	9780195395761	9780199983032							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780195395761.001.0001/oxfordhb-9780195395761		oxfordhb/9780195395761					Handbook									10.1093/oxfordhb/9780195395761.001.0001
Islam and Politics	9780195395891	9780199983933							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780195395891.001.0001/oxfordhb-9780195395891		oxfordhb/9780195395891					Handbook									10.1093/oxfordhb/9780195395891.001.0001
Prevention in Counseling Psychology	9780195396423	9780199971336							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780195396423.001.0001/oxfordhb-9780195396423		oxfordhb/9780195396423					Handbook									10.1093/oxfordhb/9780195396423.001.0001
Culture and Psychology	9780195396430	9780199968787							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780195396430.001.0001/oxfordhb-9780195396430		oxfordhb/9780195396430					Handbook									10.1093/oxfordhb/9780195396430.001.0001
Evolutionary Family Psychology	9780195396690	9780199940363							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780195396690.001.0001/oxfordhb-9780195396690		oxfordhb/9780195396690					Handbook									10.1093/oxfordhb/9780195396690.001.0001
Sexual Conflict in Humans	9780195396706	9780199940653							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780195396706.001.0001/oxfordhb-9780195396706		oxfordhb/9780195396706					Handbook									10.1093/oxfordhb/9780195396706.001.0001
Digital Economy	9780195397840	9780199971244							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780195397840.001.0001/oxfordhb-9780195397840		oxfordhb/9780195397840					Handbook									10.1093/oxfordhb/9780195397840.001.0001
Social Class in Counseling	9780195398250	9780199984671							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780195398250.001.0001/oxfordhb-9780195398250		oxfordhb/9780195398250					Handbook									10.1093/oxfordhb/9780195398250.001.0001
Civil Society	9780195398571	9780199940196							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780195398571.001.0001/oxfordhb-9780195398571		oxfordhb/9780195398571					Handbook									10.1093/oxfordhb/9780195398571.001.0001
Judaism and Economics	9780195398625	9780199940462							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780195398625.001.0001/oxfordhb-9780195398625		oxfordhb/9780195398625					Handbook									10.1093/oxfordhb/9780195398625.001.0001
Economic Forecasting	9780195398649	9780199940325							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780195398649.001.0001/oxfordhb-9780195398649		oxfordhb/9780195398649					Handbook									10.1093/oxfordhb/9780195398649.001.0001
Close Relationships	9780195398694	9780199983353							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780195398694.001.0001/oxfordhb-9780195398694		oxfordhb/9780195398694					Handbook									10.1093/oxfordhb/9780195398694.001.0001
Social Exclusion	9780195398700	9780199978311							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780195398700.001.0001/oxfordhb-9780195398700		oxfordhb/9780195398700					Handbook									10.1093/oxfordhb/9780195398700.001.0001
Modern and Contemporary American Poetry	9780195398779	9780199940950							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780195398779.001.0001/oxfordhb-9780195398779		oxfordhb/9780195398779					Handbook									10.1093/oxfordhb/9780195398779.001.0001
Positive Psychology and Disability	9780195398786	9780199984398							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780195398786.001.0001/oxfordhb-9780195398786		oxfordhb/9780195398786					Handbook									10.1093/oxfordhb/9780195398786.001.0001
Leadership  	9780195398793	9780199971411							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780195398793.001.0001/oxfordhb-9780195398793		oxfordhb/9780195398793					Handbook									10.1093/oxfordhb/9780195398793.001.0001
Media Psychology	9780195398809	9780199971510							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780195398809.001.0001/oxfordhb-9780195398809		oxfordhb/9780195398809					Handbook									10.1093/oxfordhb/9780195398809.001.0001
Crime Prevention	9780195398823	9780199940783							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780195398823.001.0001/oxfordhb-9780195398823		oxfordhb/9780195398823					Handbook									10.1093/oxfordhb/9780195398823.001.0001
Personality and Social Psychology	9780195398991	9780199940905							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780195398991.001.0001/oxfordhb-9780195398991		oxfordhb/9780195398991					Handbook									10.1093/oxfordhb/9780195398991.001.0001
Traumatic Stress Disorders	9780195399066	9780199968695							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780195399066.001.0001/oxfordhb-9780195399066		oxfordhb/9780195399066					Handbook									10.1093/oxfordhb/9780195399066.001.0001
Military Psychology	9780195399325	9780199940929							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780195399325.001.0001/oxfordhb-9780195399325		oxfordhb/9780195399325					Handbook									10.1093/oxfordhb/9780195399325.001.0001
Free Will (2 ed.)	9780195399691	9780199940387							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780195399691.001.0001/oxfordhb-9780195399691		oxfordhb/9780195399691					Handbook									10.1093/oxfordhb/9780195399691.001.0001
Human Motivation	9780195399820	9780199940936							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780195399820.001.0001/oxfordhb-9780195399820		oxfordhb/9780195399820					Handbook									10.1093/oxfordhb/9780195399820.001.0001
Evolutionary Psychology	9780198568308	9780191743658							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780198568308.001.0001/oxfordhb-9780198568308		oxfordhb/9780198568308					Handbook									10.1093/oxfordhb/9780198568308.001.0001
Transcranial Stimulation	9780198568926	9780191744013							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780198568926.001.0001/oxfordhb-9780198568926		oxfordhb/9780198568926					Handbook									10.1093/oxfordhb/9780198568926.001.0001
Psycholinguistics	9780198568971	9780191743955							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780198568971.001.0001/oxfordhb-9780198568971		oxfordhb/9780198568971					Handbook									10.1093/oxfordhb/9780198568971.001.0001
Hypnosis	9780198570097	9780191743733							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780198570097.001.0001/oxfordhb-9780198570097		oxfordhb/9780198570097					Handbook									10.1093/oxfordhb/9780198570097.001.0001
The Reception History of the Bible	9780199204540	9780191724824							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199204540.001.0001/oxfordhb-9780199204540		oxfordhb/9780199204540					Handbook									10.1093/oxfordhb/9780199204540.001.0001
Tudor Literature	9780199205882	9780191744037							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199205882.001.0001/oxfordhb-9780199205882		oxfordhb/9780199205882					Handbook									10.1093/oxfordhb/9780199205882.001.0001
Case	9780199206476	9780191743535							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199206476.001.0001/oxfordhb-9780199206476		oxfordhb/9780199206476					Handbook									10.1093/oxfordhb/9780199206476.001.0001
The Dead Sea Scrolls	9780199207237	9780191594700							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199207237.001.0001/oxfordhb-9780199207237		oxfordhb/9780199207237					Handbook									10.1093/oxfordhb/9780199207237.001.0001
Participation in Organizations	9780199207268	9780191584817							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199207268.001.0001/oxfordhb-9780199207268		oxfordhb/9780199207268					Handbook									10.1093/oxfordhb/9780199207268.001.0001
Law and Politics	9780199208425	9780191576980							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199208425.001.0001/oxfordhb-9780199208425		oxfordhb/9780199208425					Handbook									10.1093/oxfordhb/9780199208425.001.0001
History of Nationalism	9780199209194	9780191750304							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199209194.001.0001/oxfordhb-9780199209194		oxfordhb/9780199209194					Handbook									10.1093/oxfordhb/9780199209194.001.0001
The Atlantic World 1450-1850	9780199210879	9780191743467							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199210879.001.0001/oxfordhb-9780199210879		oxfordhb/9780199210879					Handbook									10.1093/oxfordhb/9780199210879.001.0001
Roman Studies	9780199211524	9780191743962							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199211524.001.0001/oxfordhb-9780199211524		oxfordhb/9780199211524					Handbook									10.1093/oxfordhb/9780199211524.001.0001
Corporate Social Responsibility	9780199211593	9780191576997							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199211593.001.0001/oxfordhb-9780199211593		oxfordhb/9780199211593					Handbook									10.1093/oxfordhb/9780199211593.001.0001
Holocaust Studies	9780199211869	9780191594724							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199211869.001.0001/oxfordhb-9780199211869		oxfordhb/9780199211869					Handbook									10.1093/oxfordhb/9780199211869.001.0001
Organizational Well-Being	9780199211913	9780191577000							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199211913.001.0001/oxfordhb-9780199211913		oxfordhb/9780199211913					Handbook									10.1093/oxfordhb/9780199211913.001.0001
Anglo-Saxon Archaeology	9780199212149	9780191743436							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199212149.001.0001/oxfordhb-9780199212149		oxfordhb/9780199212149					Handbook									10.1093/oxfordhb/9780199212149.001.0001
Archaeology of the Levant	9780199212972	9780191750120							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199212972.001.0001/oxfordhb-9780199212972		oxfordhb/9780199212972					Handbook									10.1093/oxfordhb/9780199212972.001.0001
Business and Government	9780199214273	9780191584824							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199214273.001.0001/oxfordhb-9780199214273		oxfordhb/9780199214273					Handbook									10.1093/oxfordhb/9780199214273.001.0001
Jewish Daily Life in Roman Palestine	9780199216437	9780191743788							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199216437.001.0001/oxfordhb-9780199216437		oxfordhb/9780199216437					Handbook									10.1093/oxfordhb/9780199216437.001.0001
John Donne	9780199218608	9780191743795							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199218608.001.0001/oxfordhb-9780199218608		oxfordhb/9780199218608					Handbook									10.1093/oxfordhb/9780199218608.001.0001
Material Culture Studies	9780199218714	9780191743887							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199218714.001.0001/oxfordhb-9780199218714		oxfordhb/9780199218714					Handbook									10.1093/oxfordhb/9780199218714.001.0001
American Philosophy	9780199219315	9780191577024							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199219315.001.0001/oxfordhb-9780199219315		oxfordhb/9780199219315					Handbook									10.1093/oxfordhb/9780199219315.001.0001
International Relations	9780199219322	9780191577031							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199219322.001.0001/oxfordhb-9780199219322		oxfordhb/9780199219322					Handbook									10.1093/oxfordhb/9780199219322.001.0001
Public Management	9780199226443	9780191577048							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199226443.001.0001/oxfordhb-9780199226443		oxfordhb/9780199226443					Handbook									10.1093/oxfordhb/9780199226443.001.0001
Theological Ethics	9780199227228	9780191577055							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199227228.001.0001/oxfordhb-9780199227228		oxfordhb/9780199227228					Handbook									10.1093/oxfordhb/9780199227228.001.0001
Edmund Spenser	9780199227365	9780191743634							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199227365.001.0001/oxfordhb-9780199227365		oxfordhb/9780199227365					Handbook									10.1093/oxfordhb/9780199227365.001.0001
Slavery in the Americas	9780199227990	9780191743979							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199227990.001.0001/oxfordhb-9780199227990		oxfordhb/9780199227990					Handbook									10.1093/oxfordhb/9780199227990.001.0001
The Elegy	9780199228133	9780191743993							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199228133.001.0001/oxfordhb-9780199228133		oxfordhb/9780199228133					Handbook									10.1093/oxfordhb/9780199228133.001.0001
Medieval Literature in English	9780199229123	9780191743894							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199229123.001.0001/oxfordhb-9780199229123		oxfordhb/9780199229123					Handbook									10.1093/oxfordhb/9780199229123.001.0001
British Politics	9780199230952	9780191577062							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199230952.001.0001/oxfordhb-9780199230952		oxfordhb/9780199230952					Handbook									10.1093/oxfordhb/9780199230952.001.0001
International Investment Law	9780199231386	9780191743757							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199231386.001.0001/oxfordhb-9780199231386		oxfordhb/9780199231386					Handbook									10.1093/oxfordhb/9780199231386.001.0001
International Trade Law	9780199231928	9780191743764							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199231928.001.0001/oxfordhb-9780199231928		oxfordhb/9780199231928					Handbook									10.1093/oxfordhb/9780199231928.001.0001
Genocide Studies	9780199232116	9780191743696							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199232116.001.0001/oxfordhb-9780199232116		oxfordhb/9780199232116					Handbook									10.1093/oxfordhb/9780199232116.001.0001
The Archaeology of Ritual and Religion	9780199232444	9780191743450							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199232444.001.0001/oxfordhb-9780199232444		oxfordhb/9780199232444					Handbook									10.1093/oxfordhb/9780199232444.001.0001
Auditory Science: The Auditory Brain	9780199233281	9780191743481							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199233281.001.0001/oxfordhb-9780199233281		oxfordhb/9780199233281					Handbook									10.1093/oxfordhb/9780199233281.001.0001
Auditory Science: The Ear	9780199233397	9780191743498							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199233397.001.0001/oxfordhb-9780199233397		oxfordhb/9780199233397					Handbook									10.1093/oxfordhb/9780199233397.001.0001
Auditory Science: Hearing	9780199233557	9780191743474							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199233557.001.0001/oxfordhb-9780199233557		oxfordhb/9780199233557					Handbook									10.1093/oxfordhb/9780199233557.001.0001
Comparative Institutional Analysis	9780199233762	9780191584831							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199233762.001.0001/oxfordhb-9780199233762		oxfordhb/9780199233762					Handbook									10.1093/oxfordhb/9780199233762.001.0001
Continental Philosophy	9780199234097	9780191577079							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199234097.001.0001/oxfordhb-9780199234097		oxfordhb/9780199234097					Handbook									10.1093/oxfordhb/9780199234097.001.0001
International Business (2 ed.)	9780199234257	9780191577086							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199234257.001.0001/oxfordhb-9780199234257		oxfordhb/9780199234257					Handbook									10.1093/oxfordhb/9780199234257.001.0001
Personnel Psychology	9780199234738	9780191577093							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199234738.001.0001/oxfordhb-9780199234738		oxfordhb/9780199234738					Handbook									10.1093/oxfordhb/9780199234738.001.0001
Contemporary Philosophy	9780199234769	9780191577109							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199234769.001.0001/oxfordhb-9780199234769		oxfordhb/9780199234769					Handbook									10.1093/oxfordhb/9780199234769.001.0001
Philosophy of Emotion	9780199235018	9780191577116							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199235018.001.0001/oxfordhb-9780199235018		oxfordhb/9780199235018					Handbook									10.1093/oxfordhb/9780199235018.001.0001
Management Consulting	9780199235049	9780191749476							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199235049.001.0001/oxfordhb-9780199235049		oxfordhb/9780199235049					Handbook									10.1093/oxfordhb/9780199235049.001.0001
American Elections and Political Behavior	9780199235476	9780191584848							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199235476.001.0001/oxfordhb-9780199235476		oxfordhb/9780199235476					Handbook									10.1093/oxfordhb/9780199235476.001.0001
World History	9780199235810	9780191744051							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199235810.001.0001/oxfordhb-9780199235810		oxfordhb/9780199235810					Handbook									10.1093/oxfordhb/9780199235810.001.0001
Cold War	9780199236961	9780191750328							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199236961.001.0001/oxfordhb-9780199236961		oxfordhb/9780199236961					Handbook									10.1093/oxfordhb/9780199236961.001.0001
Modern German History	9780199237395	9780191743917							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199237395.001.0001/oxfordhb-9780199237395		oxfordhb/9780199237395					Handbook									10.1093/oxfordhb/9780199237395.001.0001
The Early Modern Sermon	9780199237531	9780191743603							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199237531.001.0001/oxfordhb-9780199237531		oxfordhb/9780199237531					Handbook									10.1093/oxfordhb/9780199237531.001.0001
Biblical Studies	9780199237777	9780191577130							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199237777.001.0001/oxfordhb-9780199237777		oxfordhb/9780199237777					Handbook									10.1093/oxfordhb/9780199237777.001.0001
Public Archaeology	9780199237821	9780191744075							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199237821.001.0001/oxfordhb-9780199237821		oxfordhb/9780199237821					Handbook									10.1093/oxfordhb/9780199237821.001.0001
The History of Political Philosophy	9780199238804	9780191728365							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199238804.001.0001/oxfordhb-9780199238804		oxfordhb/9780199238804					Handbook									10.1093/oxfordhb/9780199238804.001.0001
Health Economics	9780199238828	9780191743719							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199238828.001.0001/oxfordhb-9780199238828		oxfordhb/9780199238828					Handbook									10.1093/oxfordhb/9780199238828.001.0001
The History of Analytic Philosophy	9780199238842	9780191749780							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199238842.001.0001/oxfordhb-9780199238842		oxfordhb/9780199238842					Handbook									10.1093/oxfordhb/9780199238842.001.0001
The American Presidency	9780199238859	9780191584855							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199238859.001.0001/oxfordhb-9780199238859		oxfordhb/9780199238859					Handbook									10.1093/oxfordhb/9780199238859.001.0001
American Bureaucracy	9780199238958	9780191594694							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199238958.001.0001/oxfordhb-9780199238958		oxfordhb/9780199238958					Handbook									10.1093/oxfordhb/9780199238958.001.0001
Translation Studies	9780199239306	9780191744020							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199239306.001.0001/oxfordhb-9780199239306		oxfordhb/9780199239306					Handbook									10.1093/oxfordhb/9780199239306.001.0001
Systematic Theology	9780199245765	9780191577147							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199245765.001.0001/oxfordhb-9780199245765		oxfordhb/9780199245765					Handbook									10.1093/oxfordhb/9780199245765.001.0001
Linguistic Interfaces	9780199247455	9780191743856							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199247455.001.0001/oxfordhb-9780199247455		oxfordhb/9780199247455					Handbook									10.1093/oxfordhb/9780199247455.001.0001
Legal Studies	9780199248179	9780191743832							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199248179.001.0001/oxfordhb-9780199248179		oxfordhb/9780199248179					Handbook									10.1093/oxfordhb/9780199248179.001.0001
Byzantine Studies	9780199252466	9780191743528							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199252466.001.0001/oxfordhb-9780199252466		oxfordhb/9780199252466					Handbook									10.1093/oxfordhb/9780199252466.001.0001
Philosophy of Mind	9780199262618	9780191577154							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199262618.001.0001/oxfordhb-9780199262618		oxfordhb/9780199262618					Handbook									10.1093/oxfordhb/9780199262618.001.0001
Business History	9780199263684	9780191577161							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199263684.001.0001/oxfordhb-9780199263684		oxfordhb/9780199263684					Handbook									10.1093/oxfordhb/9780199263684.001.0001
Political Behavior	9780199270125	9780191577178							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199270125.001.0001/oxfordhb-9780199270125		oxfordhb/9780199270125					Handbook									10.1093/oxfordhb/9780199270125.001.0001
Contextual Political Analysis	9780199270439	9780191577185							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199270439.001.0001/oxfordhb-9780199270439		oxfordhb/9780199270439					Handbook									10.1093/oxfordhb/9780199270439.001.0001
Jurisprudence and Philosophy of Law	9780199270972	9780191743801							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199270972.001.0001/oxfordhb-9780199270972		oxfordhb/9780199270972					Handbook									10.1093/oxfordhb/9780199270972.001.0001
Archaeology	9780199271016	9780191743443							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199271016.001.0001/oxfordhb-9780199271016		oxfordhb/9780199271016					Handbook									10.1093/oxfordhb/9780199271016.001.0001
Early Christian Studies	9780199271566	9780191577192							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199271566.001.0001/oxfordhb-9780199271566		oxfordhb/9780199271566					Handbook									10.1093/oxfordhb/9780199271566.001.0001
Pensions and Retirement Income	9780199272464	9780191577208							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199272464.001.0001/oxfordhb-9780199272464		oxfordhb/9780199272464					Handbook									10.1093/oxfordhb/9780199272464.001.0001
Feminist Theology	9780199273881	9780191735288							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199273881.001.0001/oxfordhb-9780199273881		oxfordhb/9780199273881					Handbook									10.1093/oxfordhb/9780199273881.001.0001
Strategy	9780199275212	9780191577215							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199275212.001.0001/oxfordhb-9780199275212		oxfordhb/9780199275212					Handbook									10.1093/oxfordhb/9780199275212.001.0001
Organization Theory: Meta-theoretical Perspectives	9780199275250	9780191577222							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199275250.001.0001/oxfordhb-9780199275250		oxfordhb/9780199275250					Handbook									10.1093/oxfordhb/9780199275250.001.0001
Computational Linguistics	9780199276349	9780191743573							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199276349.001.0001/oxfordhb-9780199276349		oxfordhb/9780199276349					Handbook									10.1093/oxfordhb/9780199276349.001.0001
Aesthetics	9780199279456	9780191577239							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199279456.001.0001/oxfordhb-9780199279456		oxfordhb/9780199279456					Handbook									10.1093/oxfordhb/9780199279456.001.0001
Causation	9780199279739	9780191577246							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199279739.001.0001/oxfordhb-9780199279739		oxfordhb/9780199279739					Handbook									10.1093/oxfordhb/9780199279739.001.0001
Jewish Studies	9780199280322	9780191577260							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199280322.001.0001/oxfordhb-9780199280322		oxfordhb/9780199280322					Handbook									10.1093/oxfordhb/9780199280322.001.0001
Linguistic Typology	9780199281251	9780191743870							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199281251.001.0001/oxfordhb-9780199281251		oxfordhb/9780199281251					Handbook									10.1093/oxfordhb/9780199281251.001.0001
Inter-Organizational Relations	9780199282944	9780191577277							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199282944.001.0001/oxfordhb-9780199282944		oxfordhb/9780199282944					Handbook									10.1093/oxfordhb/9780199282944.001.0001
Metaphysics	9780199284221	9780191577284							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199284221.001.0001/oxfordhb-9780199284221		oxfordhb/9780199284221					Handbook									10.1093/oxfordhb/9780199284221.001.0001
Practical Ethics	9780199284238	9780191577291							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199284238.001.0001/oxfordhb-9780199284238		oxfordhb/9780199284238					Handbook									10.1093/oxfordhb/9780199284238.001.0001
Hellenic Studies	9780199286140	9780191743726							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199286140.001.0001/oxfordhb-9780199286140		oxfordhb/9780199286140					Handbook									10.1093/oxfordhb/9780199286140.001.0001
Political Methodology	9780199286546	9780191577307							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199286546.001.0001/oxfordhb-9780199286546		oxfordhb/9780199286546					Handbook									10.1093/oxfordhb/9780199286546.001.0001
Innovation	9780199286805	9780191577314							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199286805.001.0001/oxfordhb-9780199286805		oxfordhb/9780199286805					Handbook									10.1093/oxfordhb/9780199286805.001.0001
Wittgenstein	9780199287505	9780191735295							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199287505.001.0001/oxfordhb-9780199287505		oxfordhb/9780199287505					Handbook									10.1093/oxfordhb/9780199287505.001.0001
Organizational Decision Making	9780199290468	9780191577338							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199290468.001.0001/oxfordhb-9780199290468		oxfordhb/9780199290468					Handbook									10.1093/oxfordhb/9780199290468.001.0001
The Ancien Regime	9780199291205	9780191744105							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199291205.001.0001/oxfordhb-9780199291205		oxfordhb/9780199291205					Handbook									10.1093/oxfordhb/9780199291205.001.0001
Comparative Law	9780199296064	9780191743559							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199296064.001.0001/oxfordhb-9780199296064		oxfordhb/9780199296064					Handbook									10.1093/oxfordhb/9780199296064.001.0001
Philosophy of Time	9780199298204	9780191728372							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199298204.001.0001/oxfordhb-9780199298204		oxfordhb/9780199298204					Handbook									10.1093/oxfordhb/9780199298204.001.0001
Music Psychology	9780199298457	9780191743931							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199298457.001.0001/oxfordhb-9780199298457		oxfordhb/9780199298457					Handbook									10.1093/oxfordhb/9780199298457.001.0001
Work and Organization	9780199299249	9780191577345							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199299249.001.0001/oxfordhb-9780199299249		oxfordhb/9780199299249					Handbook									10.1093/oxfordhb/9780199299249.001.0001
Human Capital	9780199532162	9780191724831							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199532162.001.0001/oxfordhb-9780199532162		oxfordhb/9780199532162					Handbook									10.1093/oxfordhb/9780199532162.001.0001
Victorian Novel	9780199533145	9780191749896							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199533145.001.0001/oxfordhb-9780199533145		oxfordhb/9780199533145					Handbook									10.1093/oxfordhb/9780199533145.001.0001
