publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id_	access_type
Finsler Geometry, Sapporo 2005  In Memory of Makoto Matsumoto	978-4-931469-42-6	978-4-931469-98-3							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/finsler-geometry-sapporo-2005-in-memory-of-makoto-matsumoto/toc/10.2969/aspm/04810000		euclid.aspm/1545001096		fulltext		Mathematical Society of Japan	Monograph	2007	43450.0	48		Sabau	euclid.aspm/0920-1971		F
Algebraic Geometry in East Asia  Hanoi 2005	978-4-931469-45-7	978-4-86497-000-6							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/algebraic-geometry-in-east-asia-hanoi-2005/toc/10.2969/aspm/05010000		euclid.aspm/1545001299		fulltext		Mathematical Society of Japan	Monograph	2008	43450.0	50		Konno	euclid.aspm/0920-1971		F
Surveys on Geometry and Integrable Systems	978-4-931469-46-4	978-4-86497-001-3							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/surveys-on-geometry-and-integrable-systems/toc/10.2969/aspm/05110000		euclid.aspm/1545001530		fulltext		Mathematical Society of Japan	Monograph	2008	43450.0	51		Guest	euclid.aspm/0920-1971		F
Taniguchi Conference on Mathematics Nara '98	978-4-931469-13-6	978-4-931469-81-5							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/taniguchi-conference-on-mathematics-nara-98/toc/10.2969/aspm/03110000		euclid.aspm/1546124575		fulltext		Mathematical Society of Japan	Monograph	2001	43463.0	31		Maruyama	euclid.aspm/0920-1971		F
Groups and Combinatorics: In memory of Michio Suzuki	978-4-931469-15-0	978-4-931469-82-2							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/groups-and-combinatorics-in-memory-of-michio-suzuki/toc/10.2969/aspm/03210000		euclid.aspm/1546124693		fulltext		Mathematical Society of Japan	Monograph	2001	43463.0	32		Bannai	euclid.aspm/0920-1971		F
Computational Commutative Algebra and Combinatorics	978-4-931469-17-4	978-4-931469-83-9							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/computational-commutative-algebra-and-combinatorics/toc/10.2969/aspm/03310000		euclid.aspm/1546230146		fulltext		Mathematical Society of Japan	Monograph	2002	43465.0	33		Hibi	euclid.aspm/0920-1971		F
Minimal Surfaces, Geometric Analysis and Symplectic Geometry	978-4-931469-18-1	978-4-931469-84-6							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/minimal-surfaces-geometric-analysis-and-symplectic-geometry/toc/10.2969/aspm/03410000		euclid.aspm/1546230285		fulltext		Mathematical Society of Japan	Monograph	2002	43465.0	34		Fukaya	euclid.aspm/0920-1971		F
Higher Dimensional Birational Geometry	978-4-931469-19-8	978-4-931469-85-3							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/higher-dimensional-birational-geometry/toc/10.2969/aspm/03510000		euclid.aspm/1546230373		fulltext		Mathematical Society of Japan	Monograph	2002	43465.0	35		Mori	euclid.aspm/0920-1971		F
Lie Groups, Geometric Structures and Differential Equations  One Hundred Years after Sophus Lie	978-4-931469-21-1	978-4-931469-87-7							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/lie-groups-geometric-structures-and-differential-equations-one-hundred-years-after-sophus-lie/toc/10.2969/aspm/03710000		euclid.aspm/1546368683		fulltext		Mathematical Society of Japan	Monograph	2002	43466.0	37		Morimoto	euclid.aspm/0920-1971		F
Operator Algebras and Applications	978-4-931469-23-5	978-4-931469-88-4							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/operator-algebras-and-applications/toc/10.2969/aspm/03810000		euclid.aspm/1546368819		fulltext		Mathematical Society of Japan	Monograph	2004	43466.0	38		Kosaki	euclid.aspm/0920-1971		F
Stochastic Analysis on Large Scale Interacting Systems	978-4-931469-24-2	978-4-931469-89-1							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/stochastic-analysis-on-large-scale-interacting-systems/toc/10.2969/aspm/03910000		euclid.aspm/1546369028		fulltext		Mathematical Society of Japan	Monograph	2004	43466.0	39		Funaki	euclid.aspm/0920-1971		F
Representation Theory of Algebraic Groups and Quantum Groups	978-4-931469-25-9	978-4-931469-90-7							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/representation-theory-of-algebraic-groups-and-quantum-groups/toc/10.2969/aspm/04010000		euclid.aspm/1546542374		fulltext		Mathematical Society of Japan	Monograph	2004	43468.0	40		Shoji	euclid.aspm/0920-1971		F
Stochastic Analysis and Related Topics in Kyoto: In honour of Kiyosi Itô	978-4-931469-26-6	978-4-931469-91-4							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/stochastic-analysis-and-related-topics-in-kyoto-in-honour-of-kiyosi-ito/toc/10.2969/aspm/04110000		euclid.aspm/1546542597		fulltext		Mathematical Society of Japan	Monograph	2004	43468.0	41		Kunita	euclid.aspm/0920-1971		F
Complex Analysis in Several Variables  Memorial Conference of Kiyoshi Oka's Centennial Birthday, Kyoto/Nara 2001	978-4-931469-27-3	978-4-931469-92-1							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/complex-analysis-in-several-variables-memorial-conference-of-kiyoshi-oka-s-centennial-birthday-kyoto-nara-2001/toc/10.2969/aspm/04210000		euclid.aspm/1546542826		fulltext		Mathematical Society of Japan	Monograph	2004	43468.0	42		Miyajima	euclid.aspm/0920-1971		F
Singularity Theory and Its Applications	978-4-931469-32-7	978-4-931469-93-8							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/singularity-theory-and-its-applications/toc/10.2969/aspm/04310000		euclid.aspm/1546543225		fulltext		Mathematical Society of Japan	Monograph	2006	43468.0	43		Izumiya	euclid.aspm/0920-1971		F
Moduli Spaces and Arithmetic Geometry (Kyoto, 2004)	978-4-931469-38-9	978-4-931469-95-2							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/moduli-spaces-and-arithmetic-geometry-kyoto-2004/toc/10.2969/aspm/04510000		euclid.aspm/1546543569		fulltext		Mathematical Society of Japan	Monograph	2006	43468.0	45		Mukai	euclid.aspm/0920-1971		F
Algebraic Geometry 2000, Azumino	978-4-931469-20-4	978-4-931469-86-0							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/algebraic-geometry-2000-azumino/toc/10.2969/aspm/03610000		euclid.aspm/1548550669		fulltext		Mathematical Society of Japan	Monograph	2002	43492.0	36		Usui	euclid.aspm/0920-1971		F
Probability and Number Theory  Kanazawa 2005	978-4-931469-43-3	978-4-931469-99-0							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/probability-and-number-theory-kanazawa-2005/toc/10.2969/aspm/04910000		euclid.aspm/1548550883		fulltext		Mathematical Society of Japan	Monograph	2007	43492.0	49		Akiyama	euclid.aspm/0920-1971		F
Operator Algebras and Mathematical Physics	978-4-86497-079-2	978-4-86497-080-8							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/operator-algebras-and-mathematical-physics/toc/10.2969/aspm/08010000		euclid.aspm/1566404302		fulltext		Mathematical Society of Japan	Monograph	2019	43698.0	80		Izumi	euclid.aspm/0920-1971		P
Asymptotic Analysis for Nonlinear Dispersive and Wave Equations	978-4-86497-081-5	978-4-86497-082-2							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/asymptotic-analysis-for-nonlinear-dispersive-and-wave-equations/toc/10.2969/aspm/08110000		euclid.aspm/1572545233		fulltext		Mathematical Society of Japan	Monograph	2019	43769.0	81		Kato	euclid.aspm/0920-1971		P
Differential Geometry and Tanaka Theory  Differential System and Hypersurface Theory 	978-4-86497-083-9	978-4-86497-084-6							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/differential-geometry-and-tanaka-theory-differential-system-and-hypersurface-theory/toc/10.2969/aspm/08210000		euclid.aspm/1574872393		fulltext		Mathematical Society of Japan	Monograph	2019	43796.0	82		Shoda	euclid.aspm/0920-1971		P
Primitive Forms and Related Subjects  Kavli IPMU 2014	978-4-86497-085-3	978-4-86497-086-0							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/primitive-forms-and-related-subjects-kavli-ipmu-2014/toc/10.2969/aspm/08310000		euclid.aspm/1577379876		fulltext		Mathematical Society of Japan	Monograph	2019	43825.0	83		Hori	euclid.aspm/0920-1971		P
Various Aspects of Multiple Zeta Functions  in honor of Professor Kohji Matsumoto's 60th birthday	978-4-86497-088-4	978-4-86497-089-1							https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/various-aspects-of-multiple-zeta-functions-in-honor-of-professor-kohji-matsumoto-s-60th-birthday/toc/10.2969/aspm/08410000		euclid.aspm/1590597075		fulltext		Mathematical Society of Japan	Monograph	2020	43978.0	84		Mishou	euclid.aspm/0920-1971		P
The Role of Metrics in the Theory of Partial Differential Equations	978-4-86497-091-4								https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/the-role-of-metrics-in-the-theory-of-partial-differential-equations/toc/10.2969/aspm/08510000		euclid.aspm/160926		fulltext		Mathematical Society of Japan	Monograph	2020		85		Giga	euclid.aspm/0920-1971		P
Development of Iwasawa Theory  the Centennial of K. Iwasawa's Birt	978-4-86497-093-8								https://projecteuclid.org/proceedings/advanced-studies-in-pure-mathematics/development-of-iwasawa-theory-the-centennial-of-k-iwasawa-s-birth/toc/10.2969/aspm/08610000		euclid.aspm/161049		fulltext		Mathematical Society of Japan	Monograph	2020		86		Kurihara	euclid.aspm/0920-1971		P
Advances in Theoretical and Mathematical Physics	1095-0761	1095-0753	2003-02	7.0	1	2014-12-01	18.0	6	https://projecteuclid.org/journals/advances-in-theoretical-and-mathematical-physics		advances-in-theoretical-and-mathematical-physics		fulltext	Articles older than 5 years are open.	International Press of Boston	Serial								F
Bayesian Analysis	1936-0975	1931-6690	2006-03	1.0	1				https://projecteuclid.org/journals/bayesian-analysis		bayesian-analysis		fulltext	All content is open.	International Society for Bayesian Analysis	Serial								F
Bulletin of the New York Mathematical Society	2638-938X	2638-9398	1891	1.0	1	1/1/1894	3.0	10	https://projecteuclid.org/journals/bulletin-of-the-american-mathematical-society-new-series		bulletin-of-the-american-mathematical-society-new-series		fulltext		American Mathematical Society	Serial								F
Bulletin of the Belgian Mathematical Society - Simon Stevin	1370-1444	2034-1970	1994	1.0	1				https://projecteuclid.org/journals/bulletin-of-the-belgian-mathematical-society-simon-stevin		bulletin-of-the-belgian-mathematical-society-simon-stevin		fulltext	Articles older than 5 years are open.	Belgian Mathematical Society	Serial								P
Books By Independent Authors									https://projecteuclid.org/ebooks/books-by-independent-authors		euclid.bia		fulltext	All content is open.		Serial								F
Differential Geometry: A Geometric Introduction									https://projecteuclid.org/ebooks/books-by-independent-authors/differential-geometry-a-geometric-introduction/toc/10.3792/euclid/9781429799843	Henderson	euclid.bia/1399917369		fulltext			Monograph	2013	42313.0				euclid.bia		F
Topoi: The Categorial Analysis of Logic	0-444-86711-2								https://projecteuclid.org/ebooks/books-by-independent-authors/topoi-the-categorial-analysis-of-logic/toc/bia/1403013939	Goldblatt	euclid.bia/1403013939		fulltext			Monograph	1984	42313.0				euclid.bia		F
Percolation Theory for Mathematicians	3-7643-3107-0								https://projecteuclid.org/ebooks/books-by-independent-authors/percolation-theory-for-mathematicians/toc/bia/1423514982	Kesten	euclid.bia/1423514982		fulltext			Monograph	1982	42313.0				euclid.bia		F
Advanced Real Analysis: Digital Second Edition, Corrected version	978-1-4297-9991-1								https://projecteuclid.org/ebooks/books-by-independent-authors/advanced-real-analysis/toc/10.3792/euclid/9781429799911	Knapp	euclid.bia/1526871313		fulltext			Monograph	2017	43241.0				euclid.bia		F
Advanced Algebra: Digital Second Edition	978-1-4297-9992-8								https://projecteuclid.org/ebooks/books-by-independent-authors/advanced-algebra/toc/10.3792/euclid/9781429799928	Knapp	euclid.bia/1529373619		fulltext			Monograph	2016	43270.0				euclid.bia		F
Basic Algebra: Digital Second Edition	978-1-4297-9998-0								https://projecteuclid.org/ebooks/books-by-independent-authors/basic-algebra/toc/10.3792/euclid/9781429799980	Knapp	euclid.bia/1531879291		fulltext			Monograph	2016	43312.0				euclid.bia		F
Basic Real Analysis: Digital Second Edition	978-1-4297-9999-7								https://projecteuclid.org/ebooks/books-by-independent-authors/basic-real-analysis/toc/10.3792/euclid/9781429799997	Knapp	euclid.bia/1532570509		fulltext			Monograph	2016	43312.0				euclid.bia		F
Experiencing Geometry: Euclidean and Non-Euclidean with History	978-1-4297-9985-0								https://projecteuclid.org/ebooks/books-by-independent-authors/Experiencing-Geometry/toc/10.3792/euclid/9781429799850	Henderson	euclid.bia/1598805325		fulltext			Monograph	2020			Fourth Edition	Taimi?a	euclid.bia		F
Bernoulli	1350-7265		1995-03	1.0	1-2				https://projecteuclid.org/journals/bernoulli		bernoulli		fulltext	Articles older than 3 years are open.	Bernoulli Society for Mathematical Statistics and Probability	Serial								P
Banach Journal of Mathematical Analysis		1735-8787	2007	1.0	1	2019-10-01	13.0	4	https://projecteuclid.org/journals/banach-journal-of-mathematical-analysis		banach-journal-of-mathematical-analysis		fulltext	Articles older than 5 years are open.	Tusi Mathematical Research Group	Serial								P
Brazilian Journal of Probability and Statistics	0103-0752		2009-06	23.0	1				https://projecteuclid.org/journals/brazilian-journal-of-probability-and-statistics		brazilian-journal-of-probability-and-statistics		fulltext	Articles older than 3 years are open.	Brazilian Statistical Association	Serial								P
Bulletin of Symbolic Logic	1079-8986	1943-5894	2002-03	8.0	1	2013-12-01	19.0	4	https://projecteuclid.org/journals/bulletin-of-symbolic-logic		bulletin-of-symbolic-logic		fulltext	Available by subscription only.	Association for Symbolic Logic	Serial								P
Berkeley Symposium on Mathematical Statistics and Probability	0097-0433		1949	1.0		1972-01-01	6.0	6	https://projecteuclid.org/proceedings/berkeley-symposium-on-mathematical-statistics-and-probability		euclid.bsmsp/0097-0433		fulltext	All content is open.	University of California Press	Serial								F
Proceedings of the [First] Berkeley Symposium on Mathematical Statistics and Probability									https://projecteuclid.org/proceedings/berkeley-symposium-on-mathematical-statistics-and-probability/proceedings-of-the-first-berkeley-symposium-on-mathematical-statistics-and-probability/toc/bsmsp/1166219193		euclid.bsmsp/1166219193		fulltext		University of California Press	Monograph	1949	39066.0			Neyman	euclid.bsmsp/0097-0433		F
Proceedings of the Second Berkeley Symposium on Mathematical Statistics and Probability									https://projecteuclid.org/proceedings/berkeley-symposium-on-mathematical-statistics-and-probability/proceedings-of-the-second-berkeley-symposium-on-mathematical-statistics-and-probability/toc/bsmsp/1200500213		euclid.bsmsp/1200500213		fulltext		University of California Press	Monograph	1951	39463.0			Neyman	euclid.bsmsp/0097-0433		F
Proceedings of the Third Berkeley Symposium on Mathematical Statistics and Probability, Volume 1: Contributions to the Theory of Statistics									https://projecteuclid.org/proceedings/berkeley-symposium-on-mathematical-statistics-and-probability/proceedings-of-the-third-berkeley-symposium-on-mathematical-statistics-and-probability-volume-1-contributions-to-the-theory-of-statistics/toc/bsmsp/1200501640		euclid.bsmsp/1200501640		fulltext		University of California Press	Monograph	1956	39463.0	1		Neyman	euclid.bsmsp/0097-0433		F
Proceedings of the Third Berkeley Symposium on Mathematical Statistics and Probability, Volume 2: Contributions to Probability Theory									https://projecteuclid.org/proceedings/berkeley-symposium-on-mathematical-statistics-and-probability/proceedings-of-the-third-berkeley-symposium-on-mathematical-statistics-and-probability-volume-2-contributions-to-probability-theory/toc/bsmsp/1200509885		euclid.bsmsp/1200509885		fulltext		University of California Press	Monograph	1956	39463.0	2		Neyman	euclid.bsmsp/0097-0433		F
Proceedings of the Third Berkeley Symposium on Mathematical Statistics and Probability, Volume 3: Contributions to Astronomy and Physics									https://projecteuclid.org/proceedings/berkeley-symposium-on-mathematical-statistics-and-probability/proceedings-of-the-third-berkeley-symposium-on-mathematical-statistics-and-probability-volume-3-contributions-to-astronomy-and-physics/toc/bsmsp/1200510046		euclid.bsmsp/1200510046		fulltext		University of California Press	Monograph	1956	39463.0	3		Neyman	euclid.bsmsp/0097-0433		F
Proceedings of the Third Berkeley Symposium on Mathematical Statistics and Probability, Volume 4: Contributions to Biology and Problems of Health									https://projecteuclid.org/proceedings/berkeley-symposium-on-mathematical-statistics-and-probability/proceedings-of-the-third-berkeley-symposium-on-mathematical-statistics-and-probability-volume-4-contributions-to-biology-and-problems-of-health/toc/bsmsp/1200510207		euclid.bsmsp/1200510207		fulltext		University of California Press	Monograph	1956	39463.0	4		Neyman	euclid.bsmsp/0097-0433		F
Proceedings of the Third Berkeley Symposium on Mathematical Statistics and Probability, Volume 5: Contributions to Econometrics, Industrial Research, and Psychometry									https://projecteuclid.org/proceedings/berkeley-symposium-on-mathematical-statistics-and-probability/proceedings-of-the-third-berkeley-symposium-on-mathematical-statistics-and-probability-volume-5-contributions-to-econometrics-industrial-research-and-psychometry/toc/bsmsp/1200511851		euclid.bsmsp/1200511851		fulltext		University of California Press	Monograph	1956	39463.0	5		Neyman	euclid.bsmsp/0097-0433		F
Proceedings of the Fourth Berkeley Symposium on Mathematical Statistics and Probability, Volume 1: Contributions to the Theory of Statistics									https://projecteuclid.org/proceedings/berkeley-symposium-on-mathematical-statistics-and-probability/proceedings-of-the-fourth-berkeley-symposium-on-mathematical-statistics-and-probability-volume-1-contributions-to-the-theory-of-statistics/toc/bsmsp/1200512153		euclid.bsmsp/1200512153		fulltext		University of California Press	Monograph	1961	39463.0	1		Neyman	euclid.bsmsp/0097-0433		F
Proceedings of the Fourth Berkeley Symposium on Mathematical Statistics and Probability, Volume 2: Contributions to Probability Theory									https://projecteuclid.org/proceedings/berkeley-symposium-on-mathematical-statistics-and-probability/proceedings-of-the-fourth-berkeley-symposium-on-mathematical-statistics-and-probability-volume-2-contributions-to-probability-theory/toc/bsmsp/1200512587		euclid.bsmsp/1200512587		fulltext		University of California Press	Monograph	1961	39463.0	2		Neyman	euclid.bsmsp/0097-0433		F
Proceedings of the Fourth Berkeley Symposium on Mathematical Statistics and Probability, Volume 3: Contributions to Astronomy, Meteorology, and Physics									https://projecteuclid.org/proceedings/berkeley-symposium-on-mathematical-statistics-and-probability/proceedings-of-the-fourth-berkeley-symposium-on-mathematical-statistics-and-probability-volume-3-contributions-to-astronomy-meteorology-and-physics/toc/bsmsp/1200512801		euclid.bsmsp/1200512801		fulltext		University of California Press	Monograph	1961	39463.0	3		Neyman	euclid.bsmsp/0097-0433		F
Proceedings of the Fourth Berkeley Symposium on Mathematical Statistics and Probability, Volume 4: Contributions to Biology and Problems of Medicine									https://projecteuclid.org/proceedings/berkeley-symposium-on-mathematical-statistics-and-probability/proceedings-of-the-fourth-berkeley-symposium-on-mathematical-statistics-and-probability-volume-4-contributions-to-biology-and-problems-of-medicine/toc/bsmsp/1200512872		euclid.bsmsp/1200512872		fulltext		University of California Press	Monograph	1961	39463.0	4		Neyman	euclid.bsmsp/0097-0433		F
Proceedings of the Fifth Berkeley Symposium on Mathematical Statistics and Probability, Volume 1: Statistics									https://projecteuclid.org/proceedings/berkeley-symposium-on-mathematical-statistics-and-probability/proceedings-of-the-fifth-berkeley-symposium-on-mathematical-statistics-and-probability-volume-1-statistics/toc/bsmsp/1200512974		euclid.bsmsp/1200512974		fulltext		University of California Press	Monograph	1967	39463.0	1		Le Cam	euclid.bsmsp/0097-0433		F
Proceedings of the Fifth Berkeley Symposium on Mathematical Statistics and Probability, Volume 2: Contributions to Probability Theory, Part 1									https://projecteuclid.org/proceedings/berkeley-symposium-on-mathematical-statistics-and-probability/proceedings-of-the-fifth-berkeley-symposium-on-mathematical-statistics-and-probability-volume-2-contributions-to-probability-theory-part-1/toc/bsmsp/1200513258		euclid.bsmsp/1200513258		fulltext		University of California Press	Monograph	1967	39463.0	2		Le Cam	euclid.bsmsp/0097-0433		F
Proceedings of the Fifth Berkeley Symposium on Mathematical Statistics and Probability, Volume 2: Contributions to Probability Theory, Part 2									https://projecteuclid.org/proceedings/berkeley-symposium-on-mathematical-statistics-and-probability/proceedings-of-the-fifth-berkeley-symposium-on-mathematical-statistics-and-probability-volume-2-contributions-to-probability-theory-part-2/toc/bsmsp/1200513453		euclid.bsmsp/1200513453		fulltext		University of California Press	Monograph	1967	39463.0			Le Cam	euclid.bsmsp/0097-0433		F
Proceedings of the Fifth Berkeley Symposium on Mathematical Statistics and Probability, Volume 3: Physical Sciences									https://projecteuclid.org/proceedings/berkeley-symposium-on-mathematical-statistics-and-probability/proceedings-of-the-fifth-berkeley-symposium-on-mathematical-statistics-and-probability-volume-3-physical-sciences/toc/bsmsp/1200513615		euclid.bsmsp/1200513615		fulltext		University of California Press	Monograph	1967	39463.0	3		Le Cam	euclid.bsmsp/0097-0433		F
Proceedings of the Fifth Berkeley Symposium on Mathematical Statistics and Probability, Volume 4: Biology and Problems of Health									https://projecteuclid.org/proceedings/berkeley-symposium-on-mathematical-statistics-and-probability/proceedings-of-the-fifth-berkeley-symposium-on-mathematical-statistics-and-probability-volume-4-biology-and-problems-of-health/toc/bsmsp/1200513779		euclid.bsmsp/1200513779		fulltext		University of California Press	Monograph	1967	39463.0	4		Le Cam	euclid.bsmsp/0097-0433		F
Proceedings of the Fifth Berkeley Symposium on Mathematical Statistics and Probability, Volume 5: Weather Modification									https://projecteuclid.org/proceedings/berkeley-symposium-on-mathematical-statistics-and-probability/proceedings-of-the-fifth-berkeley-symposium-on-mathematical-statistics-and-probability-volume-5-weather-modification/toc/bsmsp/1200513981		euclid.bsmsp/1200513981		fulltext		University of California Press	Monograph	1967	39463.0	5		Le Cam	euclid.bsmsp/0097-0433		F
Proceedings of the Sixth Berkeley Symposium on Mathematical Statistics and Probability, Volume 1: Theory of Statistics									https://projecteuclid.org/proceedings/berkeley-symposium-on-mathematical-statistics-and-probability/proceedings-of-the-sixth-berkeley-symposium-on-mathematical-statistics-and-probability-volume-1-theory-of-statistics/toc/bsmsp/1200514080		euclid.bsmsp/1200514080		fulltext		University of California Press	Monograph	1972	39463.0	1		Le Cam	euclid.bsmsp/0097-0433		F
Proceedings of the Sixth Berkeley Symposium on Mathematical Statistics and Probability, Volume 2: Probability Theory									https://projecteuclid.org/proceedings/berkeley-symposium-on-mathematical-statistics-and-probability/proceedings-of-the-sixth-berkeley-symposium-on-mathematical-statistics-and-probability-volume-2-probability-theory/toc/bsmsp/1200514204		euclid.bsmsp/1200514204		fulltext		University of California Press	Monograph	1972	39463.0	2		Le Cam	euclid.bsmsp/0097-0433		F
Proceedings of the Sixth Berkeley Symposium on Mathematical Statistics and Probability, Volume 3: Probability Theory									https://projecteuclid.org/proceedings/berkeley-symposium-on-mathematical-statistics-and-probability/proceedings-of-the-sixth-berkeley-symposium-on-mathematical-statistics-and-probability-volume-3-probability-theory/toc/bsmsp/1200514326		euclid.bsmsp/1200514326		fulltext		University of California Press	Monograph	1972	39463.0	3		Le Cam	euclid.bsmsp/0097-0433		F
Proceedings of the Sixth Berkeley Symposium on Mathematical Statistics and Probability, Volume 4: Biology and Health									https://projecteuclid.org/proceedings/berkeley-symposium-on-mathematical-statistics-and-probability/proceedings-of-the-sixth-berkeley-symposium-on-mathematical-statistics-and-probability-volume-4-biology-and-health/toc/bsmsp/1200514448		euclid.bsmsp/1200514448		fulltext		University of California Press	Monograph	1972	39463.0	4		Le Cam	euclid.bsmsp/0097-0433		F
Proceedings of the Sixth Berkeley Symposium on Mathematical Statistics and Probability, Volume 5: Darwinian, Neo-Darwinian, and non-Darwinian Evolution									https://projecteuclid.org/proceedings/berkeley-symposium-on-mathematical-statistics-and-probability/proceedings-of-the-sixth-berkeley-symposium-on-mathematical-statistics-and-probability-volume-5-darwinian-neo-darwinian-and-non-darwinian-evolution/toc/bsmsp/1200514588		euclid.bsmsp/1200514588		fulltext		University of California Press	Monograph	1972	39463.0	5		Le Cam	euclid.bsmsp/0097-0433		F
Proceedings of the Sixth Berkeley Symposium on Mathematical Statistics and Probability, Volume 6: Effects of Pollution on Health									https://projecteuclid.org/proceedings/berkeley-symposium-on-mathematical-statistics-and-probability/proceedings-of-the-sixth-berkeley-symposium-on-mathematical-statistics-and-probability-volume-6-effects-of-pollution-on-health/toc/bsmsp/1200514696		euclid.bsmsp/1200514696		fulltext		University of California Press	Monograph	1972	39463.0	6		Le Cam	euclid.bsmsp/0097-0433		F
Communications in Applied Mathematics and Computational Science	1559-3940	2157-5452	2006	1.0	1				https://projecteuclid.org/journals/communications-in-applied-mathematics-and-computational-science		communications-in-applied-mathematics-and-computational-science		fulltext	Articles older than 5 years are open.	MSP	Serial								P
Nonparametric Bayesian Inference	978-0-940600-82-9								https://projecteuclid.org/ebooks/nsf-cbms-regional-conference-series-in-probability-and-statistics/nonparametric-bayesian-inference/toc/10.1214/cbms/1362163742	Müller	euclid.cbms/1362163742		fulltext		Institute of Mathematical Statistics	Monograph	2013	41334.0	9			euclid.cbms/2329-0978		F
Group invariance in applications in statistics	0-94-0600-15-3								https://projecteuclid.org/ebooks/nsf-cbms-regional-conference-series-in-probability-and-statistics/group-invariance-in-applications-in-statistics/toc/10.1214/cbms/1462061029	Easton	euclid.cbms/1462061029		fulltext		Institute of Mathematical Statistics	Monograph	1989	42491.0	1			euclid.cbms/2329-0978		F
Empirical Processes: Theory and Applications	0-94-0600-16-1								https://projecteuclid.org/ebooks/nsf-cbms-regional-conference-series-in-probability-and-statistics/empirical-processes/toc/10.1214/cbms/1462061091	Pollard	euclid.cbms/1462061091		fulltext		Institute of Mathematical Statistics	Monograph	1990	42491.0	2			euclid.cbms/2329-0978		F
Stochastic curve estimation	0-94-0600-22-6								https://projecteuclid.org/ebooks/nsf-cbms-regional-conference-series-in-probability-and-statistics/stochastic-curve-estimation/toc/10.1214/cbms/1462061176	Rosenblatt	euclid.cbms/1462061176		fulltext		Institute of Mathematical Statistics	Monograph	1991	42491.0	3			euclid.cbms/2329-0978		F
Mixture Models: Theory, Geometry and Applications	0-94-0600-32-3								https://projecteuclid.org/ebooks/nsf-cbms-regional-conference-series-in-probability-and-statistics/mixture-models/toc/10.1214/cbms/1462106013	Lindsay	euclid.cbms/1462106013		fulltext		Institute of Mathematical Statistics	Monograph	1995	42491.0	5			euclid.cbms/2329-0978		F
Statistical Inference From Genetic Data on Pedigrees	0-94-0600-49-8								https://projecteuclid.org/ebooks/nsf-cbms-regional-conference-series-in-probability-and-statistics/statistical-inference-from-genetic-data-on-pedigrees/toc/10.1214/cbms/1462106037	Thompson	euclid.cbms/1462106037		fulltext		Institute of Mathematical Statistics	Monograph	2000	42491.0	6			euclid.cbms/2329-0978		F
Generalized Linear Mixed Models	0-94-0600-54-4								https://projecteuclid.org/ebooks/nsf-cbms-regional-conference-series-in-probability-and-statistics/generalized-linear-mixed-models/toc/10.1214/cbms/1462106059	McCulloch	euclid.cbms/1462106059		fulltext		Institute of Mathematical Statistics	Monograph	2003	42491.0	7			euclid.cbms/2329-0978		F
Analysis of Longitudinal and Cluster-Correlated Data	0-94-0600-60-9								https://projecteuclid.org/ebooks/nsf-cbms-regional-conference-series-in-probability-and-statistics/analysis-of-longitudinal-and-cluster-correlated-data/toc/10.1214/cbms/1462106075	Laird	euclid.cbms/1462106075		fulltext		Institute of Mathematical Statistics	Monograph	2004	42491.0	8			euclid.cbms/2329-0978		F
Higher Order Asymptotics	0-94-0600-31-5								https://projecteuclid.org/ebooks/nsf-cbms-regional-conference-series-in-probability-and-statistics/higher-order-asymptotics/toc/10.1214/cbms/1462297300	Ghosh	euclid.cbms/1462297300		fulltext		Institute of Mathematical Statistics	Monograph	1994	42493.0	4			euclid.cbms/2329-0978		F
