publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Interest Groups & Advocacy	2047-7414	2047-7422							http://www.palgrave-journals.com/iga/		iga													
IMF Economic Review	2041-4161	2041-417X							http://www.palgrave-journals.com/imfer/		imfer													
International Politics	1384-5748	1740-3898							http://www.palgrave-journals.com/ip/		ip													
International Politics Reviews	2050-2982	2050-2990							http://www.palgrave-journals.com/ipr/		ipr													
Journal of Asset Management	1470-8272	1479-179X							http://www.palgrave-journals.com/jam/		jam													
Journal of Banking Regulation	1745-6452	1750-2071							http://www.palgrave-journals.com/jbr/		jbr													
International Journal of Disclosure and Governance	1741-3591	1746-6539							http://www.palgrave-journals.com/jdg/		jdg													
Journal of Derivatives & Hedge Funds	1753-9641	1753-965X							http://www.palgrave-journals.com/jdhf/		jdhf													
Journal of International Business Studies	0047-2506	1478-6990							http://www.palgrave-journals.com/jibs/		jibs													
Journal of International Relations and Development	1408-6980	1581-1980							http://www.palgrave-journals.com/jird/		jird													
Journal of Information Technology	0268-3962	1466-4437							http://www.palgrave-journals.com/jit/		jit													
Journal of Information Technology Teaching Cases		2043-8869							http://www.palgrave-journals.com/jittc/		jittc													
Journal of Marketing Analytics	2050-3318	2050-3326							http://www.palgrave-journals.com/jma/		jma													
Journal of the Operational Research Society	0160-5682	1476-9360							http://www.palgrave-journals.com/jors/		jors													
Journal of Simulation	1747-7778	1747-7786							http://www.palgrave-journals.com/jos/		jos													
Journal of Public Health Policy	0197-5897	1745-655X							http://www.palgrave-journals.com/jphp/		jphp													
Knowledge Management Research & Practice	1477-8238	1477-8246							http://www.palgrave-journals.com/kmrp/		kmrp													
Latino Studies	1476-3435	1476-3443							http://www.palgrave-journals.com/lst/		lst													
Monthly Digest of Statistics	0308-6666								http://www.palgrave-journals.com/mds/		mds													
Maritime Economics & Logistics	1479-2931	1479-294X							http://www.palgrave-journals.com/mel/		mel													
OR Insight	0953-5543	1759-0477							http://www.palgrave-journals.com/ori/		ori													
Palgrave Communications		2055-1045							http://www.palgrave-journals.com/palcomms/		palcomms													
Place Branding and Public Diplomacy	1751-8040	1751-8059							http://www.palgrave-journals.com/pb/		pb													
Psychoanalysis, Culture & Society	1088-0763	1543-3390							http://www.palgrave-journals.com/pcs/		pcs													
postmedieval: a journal of medieval cultural studies	2040-5960	2040-5979							http://www.palgrave-journals.com/pmed/		pmed													
Polity	0032-3497	1744-1684							http://www.palgrave-journals.com/polity/		polity													
Risk Management	1460-3799	1743-4637							http://www.palgrave-journals.com/rm/		rm													
Journal of Revenue and Pricing Management	1476-6930	1477-657X							http://www.palgrave-journals.com/rpm/		rpm													
Security Journal	0955-1662	1743-4645							http://www.palgrave-journals.com/sj/		sj													
Social Theory & Health	1477-8211	1477-822X							http://www.palgrave-journals.com/sth/		sth													
Subjectivity	1755-6341	1755-635X							http://www.palgrave-journals.com/sub/		sub													
	1357-5317	1468-4519							http://www.palgrave-journals.com/udi/		udi													
