publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id
(Endo)symbiotic Methanogenic Archaea	978-3-642-13614-6	978-3-642-13615-3							http://link.springer.com/10.1007/978-3-642-13615-3		10.1007/978-3-642-13615-3		fulltext		Springer Berlin Heidelberg	Monograph	2010		19		Hackstein	7171	
(Gegen-)Öffentlichkeit in der Mediengesellschaft	978-3-531-15374-2	978-3-531-90549-5							http://link.springer.com/10.1007/978-3-531-90549-5	Wimmer	10.1007/978-3-531-90549-5		fulltext		VS Verlag für Sozialwissenschaften	Monograph	2007						
(Hoch)Schulmathematik	978-3-658-05864-7	978-3-658-05865-4							http://link.springer.com/10.1007/978-3-658-05865-4	Glosauer	10.1007/978-3-658-05865-4		fulltext		Springer Fachmedien Wiesbaden	Monograph	2015			2015			
(In)visible Presence		978-94-6209-689-9							http://link.springer.com/10.1007/978-94-6209-689-9	Baxley	10.1007/978-94-6209-689-9		fulltext		SensePublishers	Monograph	2014		102			10133	
(K)Ein Bund fürs Leben	978-3-658-09256-6	978-3-658-09257-3							http://link.springer.com/10.1007/978-3-658-09257-3	Hartmann	10.1007/978-3-658-09257-3		fulltext		Springer Fachmedien Wiesbaden	Monograph	2015			2015		12177	
(Mis)readings of Marx in Continental Philosophy	978-1-349-46938-3	978-1-137-35283-5							http://link.springer.com/10.1057/9781137352835		10.1057/9781137352835		fulltext		Palgrave Macmillan UK	Monograph	2014				Habjan		
(Post)apartheid Conditions	978-1-349-44134-1	978-1-137-03300-0							http://link.springer.com/10.1057/9781137033000	Hook	10.1057/9781137033000		fulltext		Palgrave Macmillan UK	Monograph	2013					14464	
(R)Evolution	978-0-387-26125-6	978-0-387-26159-1							http://link.springer.com/10.1007/b136864	Dekkers	10.1007/b136864		fulltext		Springer US	Monograph	2005						
(Re) Constructing Maternal Performance in Twentieth-Century American Drama	978-1-349-45282-8	978-1-137-29957-4							http://link.springer.com/10.1057/9781137299574	McDaniel	10.1057/9781137299574		fulltext		Palgrave Macmillan US	Monograph	2013					14389	
(Re)Constructing Memory		978-94-6209-656-1							http://link.springer.com/10.1007/978-94-6209-656-1		10.1007/978-94-6209-656-1		fulltext		SensePublishers	Monograph	2014				Williams		
(Re)Constructing Memory: Textbooks, Identity, Nation, and State		978-94-6300-509-8							http://link.springer.com/10.1007/978-94-6300-509-8		10.1007/978-94-6300-509-8		fulltext		SensePublishers	Monograph	2016				Williams		
(Re)Discovering University Autonomy	978-1-349-55212-2	978-1-137-38872-8							http://link.springer.com/10.1057/9781137388728		10.1057/9781137388728		fulltext		Palgrave Macmillan US	Monograph	2016				Turcan		
(Re)Inventing The Internet		978-94-6091-734-9							http://link.springer.com/10.1007/978-94-6091-734-9		10.1007/978-94-6091-734-9		fulltext		SensePublishers	Monograph	2012				Feenberg		
(Re)Searching The Digital Bauhaus	978-1-84800-349-1	978-1-84800-350-7							http://link.springer.com/10.1007/978-1-84800-350-7		10.1007/978-1-84800-350-7		fulltext		Springer London	Monograph	2009				Binder	6033	
(Re)Teaching Trayvon		978-94-6209-785-8							http://link.springer.com/10.1007/978-94-6209-785-8		10.1007/978-94-6209-785-8		fulltext		SensePublishers	Monograph	2014				Evans-Winters	13422	
(Re)imagining the World	978-3-642-36759-5	978-3-642-36760-1							http://link.springer.com/10.1007/978-3-642-36760-1		10.1007/978-3-642-36760-1		fulltext		Springer Berlin Heidelberg	Monograph	2013			2013	Wu	10795	
(Re)mapping the Latina/o Literary Landscape	978-1-349-94900-7	978-1-349-94901-4							http://link.springer.com/10.1057/978-1-349-94901-4		10.1057/978-1-349-94901-4		fulltext		Palgrave Macmillan US	Monograph	2016				Herrera	14819	
(Re-)Locating TESOL in an Age of Empire	978-0-230-58006-0	978-0-230-50223-9							http://link.springer.com/10.1057/978-0-230-50223-9		10.1057/978-0-230-50223-9		fulltext		Palgrave Macmillan UK	Monograph	2006				Edge	14830	
(Re:)Working the Ground	978-1-349-29099-4	978-0-230-11993-2							http://link.springer.com/10.1057/9780230119932		10.1057/9780230119932		fulltext		Palgrave Macmillan US	Monograph	2011				Maynard	14799	
(Syn)aesthetics	978-1-349-30678-7	978-0-230-23695-0							http://link.springer.com/10.1057/9780230236950	Machon	10.1057/9780230236950		fulltext		Palgrave Macmillan UK	Monograph	2009						
(Un)Komische Wirklichkeiten	978-3-658-11421-3	978-3-658-11422-0							http://link.springer.com/10.1007/978-3-658-11422-0		10.1007/978-3-658-11422-0		fulltext		Springer Fachmedien Wiesbaden	Monograph	2017				Leontiy	12637	
(Un)heimliche Lust	978-3-531-34776-9	978-3-531-90667-6							http://link.springer.com/10.1007/978-3-531-90667-6	Grenz	10.1007/978-3-531-90667-6		fulltext		VS Verlag für Sozialwissenschaften	Monograph	2007			2. Auflage			
(Un)wirtschaftliche Haushaltsführung	978-3-658-04700-9	978-3-658-04701-6							http://link.springer.com/10.1007/978-3-658-04701-6		10.1007/978-3-658-04701-6		fulltext		Springer Fachmedien Wiesbaden	Monograph	2015			2015	'Gesellschaftliche Abhängigkeiten und so		
(Unawareness voor) hypoglykemie	978-90-313-9935-2	978-90-313-9936-9							http://link.springer.com/10.1007/978-90-313-9936-9	Veneman	10.1007/978-90-313-9936-9		fulltext		Bohn Stafleu van Loghum	Monograph	2012						
(Wahl-)Verwandtschaft — Zur Erklärung verwandtschaftlichen Handelns	978-3-531-15706-1	978-3-531-90925-7							http://link.springer.com/10.1007/978-3-531-90925-7	Jakoby	10.1007/978-3-531-90925-7		fulltext		VS Verlag für Sozialwissenschaften	Monograph	2008						
.NET 2.0 Interoperability Recipes	978-1-59059-669-2	978-1-4302-0145-8							http://link.springer.com/10.1007/978-1-4302-0145-8	Bukovics	10.1007/978-1-4302-0145-8		fulltext		Apress	Monograph	2006						
.NET 2.0 for Delphi Programmers	978-1-59059-386-8	978-1-4302-0174-8							http://link.springer.com/10.1007/978-1-4302-0174-8	Shemitz	10.1007/978-1-4302-0174-8		fulltext		Apress	Monograph	2006						
.NET Development Using the Compiler API	978-1-4842-2110-5	978-1-4842-2111-2							http://link.springer.com/10.1007/978-1-4842-2111-2	Bock	10.1007/978-1-4842-2111-2		fulltext		Apress	Monograph	2016						
.NET IL Assembler	978-1-4302-6761-4	978-1-4302-6760-7							http://link.springer.com/10.1007/978-1-4302-6760-7	Lidin	10.1007/978-1-4302-6760-7		fulltext		Apress	Monograph	2014						
.NET Test Automation Recipes	978-1-59059-663-0	978-1-4302-0163-2							http://link.springer.com/10.1007/978-1-4302-0163-2	McCaffrey	10.1007/978-1-4302-0163-2		fulltext		Apress	Monograph	2006						
1 + 1 = 10	978-3-8274-2927-8	978-3-8274-2928-5							http://link.springer.com/10.1007/978-3-8274-2928-5	Beetz	10.1007/978-3-8274-2928-5		fulltext		Springer Berlin Heidelberg	Monograph	2013						
1 × 1 der chirurgischen Instrumente	978-3-642-34305-6	978-3-642-34306-3							http://link.springer.com/10.1007/978-3-642-34306-3	Liehn	10.1007/978-3-642-34306-3		fulltext		Springer Berlin Heidelberg	Monograph	2013			2., aktualisierte Auflage			
1,001 Celestial Wonders to See Before You Die	978-1-4419-1776-8	978-1-4419-1777-5							http://link.springer.com/10.1007/978-1-4419-1777-5	Bakich	10.1007/978-1-4419-1777-5		fulltext		Springer New York	Monograph	2010					3192	
10 Don’ts on Your Digital Devices	978-1-4842-0368-2	978-1-4842-0367-5							http://link.springer.com/10.1007/978-1-4842-0367-5	Bachrach	10.1007/978-1-4842-0367-5		fulltext		Apress	Monograph	2014						
10 Jahre Bologna-Prozess	978-3-531-17300-9	978-3-531-92203-4							http://link.springer.com/10.1007/978-3-531-92203-4	Brändle	10.1007/978-3-531-92203-4		fulltext		VS Verlag für Sozialwissenschaften	Monograph	2010						
10 Questions Science Can’t Answer (Yet)	978-0-230-62284-5	978-1-137-51091-4							http://link.springer.com/10.1007/978-1-137-51091-4	Hanlon	10.1007/978-1-137-51091-4		fulltext		Palgrave Macmillan UK	Monograph	2007					14817	
100 American Crime Writers	978-1-349-35755-0	978-1-137-03166-2							http://link.springer.com/10.1057/9781137031662		10.1057/9781137031662		fulltext		Palgrave Macmillan UK	Monograph	2012				Powell	14927	
100 Chemical Myths	978-3-319-08418-3	978-3-319-08419-0							http://link.springer.com/10.1007/978-3-319-08419-0	Kovács	10.1007/978-3-319-08419-0		fulltext		Springer International Publishing	Monograph	2014			2014			
100 Jahre Produktionstechnik	978-3-540-33315-9	978-3-540-33316-6							http://link.springer.com/10.1007/3-540-33316-9		10.1007/3-540-33316-9		fulltext		Springer Berlin Heidelberg	Monograph	2006				Eversheim		
100 Keywords Wirtschaftsprüfung	978-3-658-07673-3	978-3-658-07674-0							http://link.springer.com/10.1007/978-3-658-07674-0		10.1007/978-3-658-07674-0		fulltext		Springer Fachmedien Wiesbaden	Monograph	2015			2015	Springer Fachmedien Wiesbaden		
100 Krankheitsbilder in der Physiotherapie	978-3-642-17266-3	978-3-642-17267-0							http://link.springer.com/10.1007/978-3-642-17267-0	Mayer	10.1007/978-3-642-17267-0		fulltext		Springer Berlin Heidelberg	Monograph	2011						
100 Minuten für Anforderungsmanagement	978-3-658-06434-1	978-3-658-06435-8							http://link.springer.com/10.1007/978-3-658-06435-8	Grande	10.1007/978-3-658-06435-8		fulltext		Springer Fachmedien Wiesbaden	Monograph	2014			2., aktualisierte Aufl. 2014			
100 Minuten für Anforderungsmanagement	978-3-8348-1431-9	978-3-8348-8135-9							http://link.springer.com/10.1007/978-3-8348-8135-9	Grande	10.1007/978-3-8348-8135-9		fulltext		Vieweg+Teubner	Monograph	2011						
100 Minuten für Konfigurationsmanagement	978-3-8348-1908-6	978-3-8348-2308-3							http://link.springer.com/10.1007/978-3-8348-2308-3	Grande	10.1007/978-3-8348-2308-3		fulltext		Vieweg+Teubner Verlag	Monograph	2013			2013			
100 Minuten für den kompetenten Auftritt	978-3-8348-1538-5	978-3-8348-8201-1							http://link.springer.com/10.1007/978-3-8348-8201-1	Horger-Thies	10.1007/978-3-8348-8201-1		fulltext		Vieweg+Teubner Verlag	Monograph	2011						
100 Minuten für konstruktive Teamarbeit	978-3-8348-1975-8	978-3-8348-1976-5							http://link.springer.com/10.1007/978-3-8348-1976-5	Horger-Thies	10.1007/978-3-8348-1976-5		fulltext		Springer Fachmedien Wiesbaden	Monograph	2012			2012			
100 Tage Schonfrist	978-3-531-15197-7	978-3-531-90902-8							http://link.springer.com/10.1007/978-3-531-90902-8		10.1007/978-3-531-90902-8		fulltext		VS Verlag für Sozialwissenschaften	Monograph	2008				Tenscher		
100 Volumes of ‘Notes on Numerical Fluid Mechanics’	978-3-540-70804-9	978-3-540-70805-6							http://link.springer.com/10.1007/978-3-540-70805-6		10.1007/978-3-540-70805-6		fulltext		Springer Berlin Heidelberg	Monograph	2009		100		Hirschel	4629	
100 Years of Radar	978-3-319-00583-6	978-3-319-00584-3							http://link.springer.com/10.1007/978-3-319-00584-3	Galati	10.1007/978-3-319-00584-3		fulltext		Springer International Publishing	Monograph	2016			1st ed. 2016			
100% Evil	978-1-56898-526-8	978-1-56898-629-6							http://link.springer.com/10.1007/1-56898-629-7	Blechman	10.1007/1-56898-629-7		fulltext		Princeton Archit.Press	Monograph	2005						
1000 Fragen aus Genetik, Biochemie, Zellbiologie und Mikrobiologie	978-3-642-54986-1	978-3-642-54987-8							http://link.springer.com/10.1007/978-3-642-54987-8		10.1007/978-3-642-54987-8		fulltext		Springer Berlin Heidelberg	Monograph	2014			2014	Werner		
1000 Fragen aus Zoologie und Botanik	978-3-642-54982-3	978-3-642-54983-0							http://link.springer.com/10.1007/978-3-642-54983-0		10.1007/978-3-642-54983-0		fulltext		Springer Berlin Heidelberg	Monograph	2014			2014	Werner		
1000 Solved Problems in Classical Physics	978-3-642-11942-2	978-3-642-11943-9							http://link.springer.com/10.1007/978-3-642-11943-9	Kamal	10.1007/978-3-642-11943-9		fulltext		Springer Berlin Heidelberg	Monograph	2011						
1000 Solved Problems in Modern Physics	978-3-642-04332-1	978-3-642-04333-8							http://link.springer.com/10.1007/978-3-642-04333-8	Kamal	10.1007/978-3-642-04333-8		fulltext		Springer Berlin Heidelberg	Monograph	2010						
103 Trigonometry Problems	978-0-8176-4334-8	978-0-8176-4432-1							http://link.springer.com/10.1007/b139082	Andreescu	10.1007/b139082		fulltext		Birkhäuser Boston	Monograph	2005						
104 Number Theory Problems	978-0-8176-4527-4	978-0-8176-4561-8							http://link.springer.com/10.1007/978-0-8176-4561-8	Andreescu	10.1007/978-0-8176-4561-8		fulltext		Birkhäuser Boston	Monograph	2007						
10th International Conference on Practical Applications of Computational Biology & Bioinformatics	978-3-319-40125-6	978-3-319-40126-3							http://link.springer.com/10.1007/978-3-319-40126-3		10.1007/978-3-319-40126-3		fulltext		Springer International Publishing	Monograph	2016		477		Saberi Mohamad	11156	
10th International Conference on Soft Computing Models in Industrial and Environmental Applications	978-3-319-19718-0	978-3-319-19719-7							http://link.springer.com/10.1007/978-3-319-19719-7		10.1007/978-3-319-19719-7		fulltext		Springer International Publishing	Monograph	2015		368	2015	Herrero	11156	
11 Irrtümer über Kennzahlen	978-3-658-06374-0	978-3-658-06375-7							http://link.springer.com/10.1007/978-3-658-06375-7	Ossola-Haring	10.1007/978-3-658-06375-7		fulltext		Springer Fachmedien Wiesbaden	Monograph	2016						
11 Irrtümer über Marken	978-3-658-01504-6	978-3-658-01505-3							http://link.springer.com/10.1007/978-3-658-01505-3	Munzinger	10.1007/978-3-658-01505-3		fulltext		Springer Fachmedien Wiesbaden	Monograph	2016						
111 Keywords Management	978-3-8349-4633-1	978-3-8349-4634-8							http://link.springer.com/10.1007/978-3-8349-4634-8		10.1007/978-3-8349-4634-8		fulltext		Gabler Verlag	Monograph	2013			2013	Springer Fachmedien Wiesbaden		
111 Thesen zur erfolgreichen Softwareentwicklung	978-3-540-20910-2	978-3-540-27344-8							http://link.springer.com/10.1007/b138946	Gerlich	10.1007/b138946		fulltext		Springer Berlin Heidelberg	Monograph	2005					4393	
112 vragen over de zorgverzekeringswet	978-90-368-1315-0	978-90-368-1316-7							http://link.springer.com/10.1007/978-90-368-1316-7	Beerepoot	10.1007/978-90-368-1316-7		fulltext		Bohn Stafleu van Loghum	Monograph	2016						
11th Mediterranean Conference on Medical and Biomedical Engineering and Computing 2007	978-3-540-73043-9	978-3-540-73044-6							http://link.springer.com/10.1007/978-3-540-73044-6		10.1007/978-3-540-73044-6		fulltext		Springer Berlin Heidelberg	Monograph	2007		16		Jarm	7403	
12 x 12 Schlüsselkonzepte zur Mathematik	978-3-8274-2297-2	978-3-8274-2298-9							http://link.springer.com/10.1007/978-3-8274-2298-9	Deiser	10.1007/978-3-8274-2298-9		fulltext		Spektrum Akademischer Verlag	Monograph	2011						
12 × 12 Schlüsselkonzepte zur Mathematik	978-3-662-47076-3	978-3-662-47077-0							http://link.springer.com/10.1007/978-3-662-47077-0	Deiser	10.1007/978-3-662-47077-0		fulltext		Springer Berlin Heidelberg	Monograph	2016			2. Aufl. 2015			
125 Jahre Deutsche Gesellschaft für Gynäkologie und Geburtshilfe	978-3-642-15011-1	978-3-642-15012-8							http://link.springer.com/10.1007/978-3-642-15012-8	Kreienberg	10.1007/978-3-642-15012-8		fulltext		Springer Berlin Heidelberg	Monograph	2011						
129 Xe Relaxation and Rabi Oscillations	978-3-319-13631-8	978-3-319-13632-5							http://link.springer.com/10.1007/978-3-319-13632-5	Limes	10.1007/978-3-319-13632-5		fulltext		Springer International Publishing	Monograph	2015			2015		8790	
13th International Conference on Biomedical Engineering	978-3-540-92840-9	978-3-540-92841-6							http://link.springer.com/10.1007/978-3-540-92841-6		10.1007/978-3-540-92841-6		fulltext		Springer Berlin Heidelberg	Monograph	2009		23		Lim	7403	
13th International Conference on Electrical Bioimpedance and the 8th Conference on Electrical Impedance Tomography	978-3-540-73840-4	978-3-540-73841-1							http://link.springer.com/10.1007/978-3-540-73841-1		10.1007/978-3-540-73841-1		fulltext		Springer Berlin Heidelberg	Monograph	2007		17		Scharfetter	7403	
14. Internationales Stuttgarter Symposium	978-3-658-05129-7	978-3-658-05130-3							http://link.springer.com/10.1007/978-3-658-05130-3		10.1007/978-3-658-05130-3		fulltext		Springer Fachmedien Wiesbaden	Monograph	2014			2014	Bargende	13360	
14th Nordic-Baltic Conference on Biomedical Engineering and Medical Physics	978-3-540-69366-6	978-3-540-69367-3							http://link.springer.com/10.1007/978-3-540-69367-3		10.1007/978-3-540-69367-3		fulltext		Springer Berlin Heidelberg	Monograph	2008		20		Katashev	7403	
15. Internationales Stuttgarter Symposium	978-3-658-08843-9	978-3-658-08844-6							http://link.springer.com/10.1007/978-3-658-08844-6		10.1007/978-3-658-08844-6		fulltext		Springer Fachmedien Wiesbaden	Monograph	2015			2015	Bargende	13360	
150 psychologische Aha-Experimente	978-3-8274-2843-1	978-3-8274-2844-8							http://link.springer.com/10.1007/978-3-8274-2844-8	Ciccotti	10.1007/978-3-8274-2844-8		fulltext		Spektrum Akademischer Verlag	Monograph	2011						
15th Nordic-Baltic Conference on Biomedical Engineering and Medical Physics (NBC 2011)	978-3-642-21682-4	978-3-642-21683-1							http://link.springer.com/10.1007/978-3-642-21683-1		10.1007/978-3-642-21683-1		fulltext		Springer Berlin Heidelberg	Monograph	2011		34		Dremstrup	7403	
16. Internationales Stuttgarter Symposium	978-3-658-13254-5	978-3-658-13255-2							http://link.springer.com/10.1007/978-3-658-13255-2		10.1007/978-3-658-13255-2		fulltext		Springer Fachmedien Wiesbaden	Monograph	2016				Bargende	13360	
16th Nordic-Baltic Conference on Biomedical Engineering	978-3-319-12966-2	978-3-319-12967-9							http://link.springer.com/10.1007/978-3-319-12967-9		10.1007/978-3-319-12967-9		fulltext		Springer International Publishing	Monograph	2015		48	2015	Mindedal	7403	
17th International Conference on Biomagnetism Advances in Biomagnetism – Biomag2010	978-3-642-12196-8	978-3-642-12197-5							http://link.springer.com/10.1007/978-3-642-12197-5		10.1007/978-3-642-12197-5		fulltext		Springer Berlin Heidelberg	Monograph	2010		28		Supek	7403	
18 Unconventional Essays on the Nature of Mathematics	978-0-387-25717-4	978-0-387-29831-3							http://link.springer.com/10.1007/0-387-29831-2		10.1007/0-387-29831-2		fulltext		Springer New York	Monograph	2006				Hersh		
1950s “Rocketman” TV Series and Their Fans	978-1-349-35091-9	978-0-230-37732-5							http://link.springer.com/10.1057/9780230377325		10.1057/9780230377325		fulltext		Palgrave Macmillan US	Monograph	2012				Miller		
1964 – 2004: Vierzig Jahre Kinderund Jugendarbeit in Deutschland	978-3-531-14620-1	978-3-531-90131-2							http://link.springer.com/10.1007/978-3-531-90131-2		10.1007/978-3-531-90131-2		fulltext		VS Verlag für Sozialwissenschaften	Monograph	2006				Werner		
1968 Handbuch zur Kultur- und Mediengeschichte der Studentenbewegung	978-3-476-02066-6	978-3-476-00090-3							http://link.springer.com/10.1007/978-3-476-00090-3		10.1007/978-3-476-00090-3		fulltext		J.B. Metzler	Monograph	2007				Klimke		
1968 in Europe	978-0-230-60620-3	978-0-230-61190-0							http://link.springer.com/10.1057/9780230611900		10.1057/9780230611900		fulltext		Palgrave Macmillan US	Monograph	2008				Klimke	14675	
1968 in Retrospect	978-1-349-31074-6	978-0-230-25085-7							http://link.springer.com/10.1057/9780230250857		10.1057/9780230250857		fulltext		Palgrave Macmillan UK	Monograph	2009				Bhambra		
1D Oxide Nanostructures Obtained by Sol-Gel and Hydrothermal Methods	978-3-319-32986-4	978-3-319-32988-8							http://link.springer.com/10.1007/978-3-319-32988-8	Anastasescu	10.1007/978-3-319-32988-8		fulltext		Springer International Publishing	Monograph	2016					10111	
1V CMOS G m -C Filters	978-90-481-2409-1	978-90-481-2410-7							http://link.springer.com/10.1007/978-90-481-2410-7		10.1007/978-90-481-2410-7		fulltext		Springer Netherlands	Monograph	2009				Lo	7381	
1st Global Conference on Biomedical Engineering & 9th Asian-Pacific Conference on Medical and Biological Engineering	978-3-319-12261-8	978-3-319-12262-5							http://link.springer.com/10.1007/978-3-319-12262-5		10.1007/978-3-319-12262-5		fulltext		Springer International Publishing	Monograph	2015		47	2015	Su	7403	
1st Karl Schwarzschild Meeting on Gravitational Physics	978-3-319-20045-3	978-3-319-20046-0							http://link.springer.com/10.1007/978-3-319-20046-0		10.1007/978-3-319-20046-0		fulltext		Springer International Publishing	Monograph	2016		170	1st ed. 2016	Nicolini	361	
1st World Congress on Electroporation and Pulsed Electric Fields in Biology, Medicine and Food & Environmental Technologies	978-981-287-816-8	978-981-287-817-5							http://link.springer.com/10.1007/978-981-287-817-5		10.1007/978-981-287-817-5		fulltext		Springer Singapore	Monograph	2016		53	1st ed. 2016	Jarm	7403	
1×1 der chirurgischen Instrumente	978-3-642-16923-6	978-3-642-16924-3							http://link.springer.com/10.1007/978-3-642-16924-3	Liehn	10.1007/978-3-642-16924-3		fulltext		Springer Berlin Heidelberg	Monograph	2011						
20 Jahre Begrüßungsgeld	978-3-8349-1718-8	978-3-8349-8538-5							http://link.springer.com/10.1007/978-3-8349-8538-5	Calefice	10.1007/978-3-8349-8538-5		fulltext		Gabler	Monograph	2009						
20 Jahre Wettbewerb im Gesundheitswesen	978-3-658-02701-8	978-3-658-02702-5							http://link.springer.com/10.1007/978-3-658-02702-5		10.1007/978-3-658-02702-5		fulltext		Springer Fachmedien Wiesbaden	Monograph	2014			2014	Manzei	12229	
20 Years of Computational Neuroscience	978-1-4614-1423-0	978-1-4614-1424-7							http://link.springer.com/10.1007/978-1-4614-1424-7		10.1007/978-1-4614-1424-7		fulltext		Springer New York	Monograph	2013		9	2013	Bower	8164	
200 Jahre Heidelberger Romantik	978-3-540-75233-2	978-3-540-75234-9							http://link.springer.com/10.1007/978-3-540-75234-9	Tebben	10.1007/978-3-540-75234-9		fulltext		Springer Berlin Heidelberg	Monograph	2008		51		Strack	220	
200 Jahre Psychiatrie an der Universität Leipzig	978-3-540-25075-3	978-3-540-28048-4							http://link.springer.com/10.1007/3-540-28048-0		10.1007/3-540-28048-0		fulltext		Springer Berlin Heidelberg	Monograph	2005				Angermeyer		
200 Jahre staatliche Lehrerbildung in Württemberg	978-3-658-03621-8	978-3-658-03622-5							http://link.springer.com/10.1007/978-3-658-03622-5		10.1007/978-3-658-03622-5		fulltext		Springer Fachmedien Wiesbaden	Monograph	2014				Wiedenhorn		
200 Tipps für Verkäufer im Außendienst	978-3-409-14332-5	978-3-322-91213-8							http://link.springer.com/10.1007/978-3-322-91213-8	Friedemann	10.1007/978-3-322-91213-8		fulltext		Gabler Verlag	Monograph	2005						
200 Tipps für Verkäufer im Außendienst	978-3-8349-2351-6	978-3-8349-8879-9							http://link.springer.com/10.1007/978-3-8349-8879-9	Friedemann	10.1007/978-3-8349-8879-9		fulltext		Gabler	Monograph	2010			2., aktualisierte Auflage			
2011 International Conference in Electrics, Communication and Automatic Control Proceedings	978-1-4419-8848-5	978-1-4419-8849-2							http://link.springer.com/10.1007/978-1-4419-8849-2		10.1007/978-1-4419-8849-2		fulltext		Springer New York	Monograph	2012			1	Chen		
2012 International Conference on Information Technology and Management Science(ICITMS 2012) Proceedings	978-3-642-34909-6	978-3-642-34910-2							http://link.springer.com/10.1007/978-3-642-34910-2		10.1007/978-3-642-34910-2		fulltext		Springer Berlin Heidelberg	Monograph	2013			2013	Xu		
21 Pfade für die erfolgreiche Führung von Menschen	978-3-658-08453-0	978-3-658-08454-7							http://link.springer.com/10.1007/978-3-658-08454-7	Wildenmann	10.1007/978-3-658-08454-7		fulltext		Springer Fachmedien Wiesbaden	Monograph	2015			1. Aufl. 2015			
21st Century Dissent	978-1-349-52520-1	978-0-230-80084-7							http://link.springer.com/10.1057/9780230800847	Curran	10.1057/9780230800847		fulltext		Palgrave Macmillan UK	Monograph	2007					13996	
