publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id
Advanced Protocols in Oxidative Stress I	978-1-60327-218-6	978-1-60327-517-0							http://link.springer.com/10.1007/978-1-60327-517-0		10.1007/978-1-60327-517-0		fulltext		Humana Press	Monograph	2008		477		Armstrong	7651	
Advanced Protocols in Oxidative Stress II	978-1-60761-410-4	978-1-60761-411-1							http://link.springer.com/10.1007/978-1-60761-411-1		10.1007/978-1-60761-411-1		fulltext		Humana Press	Monograph	2010		594		Armstrong	7651	
Advanced Protocols in Oxidative Stress III	978-1-4939-1440-1	978-1-4939-1441-8							http://link.springer.com/10.1007/978-1-4939-1441-8		10.1007/978-1-4939-1441-8		fulltext		Springer New York	Monograph	2015		1208	2015	Armstrong	7651	
Advances and Clinical Practice in Pyrosequencing	978-1-4939-3306-8	978-1-4939-3308-2							http://link.springer.com/10.1007/978-1-4939-3308-2		10.1007/978-1-4939-3308-2		fulltext		Springer New York	Monograph	2016			1st ed. 2016	Zhou	8623	
Affinity Biosensors	978-0-89603-539-3	978-1-59259-485-6							http://link.springer.com/10.1385/0896035395		10.1385/0896035395		fulltext		Humana Press	Monograph	1998		7		Rogers	7650	
Affinity Chromatography	978-0-89603-694-9	978-1-60327-261-2							http://link.springer.com/10.1007/978-1-60327-261-2		10.1007/978-1-60327-261-2		fulltext		Humana Press	Monograph	2000		147		Bailon	7651	
Affinity Chromatography	978-1-4939-2446-2	978-1-4939-2447-9							http://link.springer.com/10.1007/978-1-4939-2447-9		10.1007/978-1-4939-2447-9		fulltext		Springer New York	Monograph	2015		1286	3rd ed. 2015	Reichelt	7651	
Affinity Chromatography	978-1-58829-659-7	978-1-59745-582-4							http://link.springer.com/10.1007/978-1-59745-582-4		10.1007/978-1-59745-582-4		fulltext		Humana Press	Monograph	2008		421	Second Edition	Zachariou	7651	
Aging Methods and Protocols	978-0-89603-582-9	978-1-59259-070-4							http://link.springer.com/10.1385/1592590705		10.1385/1592590705		fulltext		Humana Press	Monograph	2000		38		Barnett	7652	
Agrobacterium Protocols	978-0-89603-302-3	978-1-59259-531-0							http://link.springer.com/10.1385/0896033023		10.1385/0896033023		fulltext		Springer New York	Monograph	1995		44		Gartland	7651	
Agrobacterium Protocols	978-1-4939-1657-3	978-1-4939-1658-0							http://link.springer.com/10.1007/978-1-4939-1658-0		10.1007/978-1-4939-1658-0		fulltext		Springer New York	Monograph	2015		1224	3rd ed. 2015	Wang	7651	
Agrobacterium Protocols	978-1-4939-1694-8	978-1-4939-1695-5							http://link.springer.com/10.1007/978-1-4939-1695-5		10.1007/978-1-4939-1695-5		fulltext		Springer New York	Monograph	2015		1223	3rd ed. 2015	Wang	7651	
Agrobacterium Protocols	978-1-58829-536-1	978-1-59745-130-7							http://link.springer.com/10.1385/1597451304		10.1385/1597451304		fulltext		Humana Press	Monograph	2006		343	Second Edition	Wang	7651	
Agrobacterium Protocols Volume 2	978-1-58829-843-0	978-1-59745-131-4							http://link.springer.com/10.1385/1597451312		10.1385/1597451312		fulltext		Humana Press	Monograph	2007		344	Second Edition	Wang	7651	
Alcohol	978-1-58829-906-2	978-1-59745-242-7							http://link.springer.com/10.1007/978-1-59745-242-7		10.1007/978-1-59745-242-7		fulltext		Humana Press	Monograph	2008		447		Nagy	7651	
Allergy Methods and Protocols	978-0-89603-896-7	978-1-59745-366-0							http://link.springer.com/10.1007/978-1-59745-366-0		10.1007/978-1-59745-366-0		fulltext		Humana Press	Monograph	2008		138		Jones	7652	
Allostery	978-1-61779-333-2	978-1-61779-334-9							http://link.springer.com/10.1007/978-1-61779-334-9		10.1007/978-1-61779-334-9		fulltext		Springer New York	Monograph	2012		796		Fenton	7651	
Alzheimer's Disease	978-0-89603-737-3	978-1-59259-195-4							http://link.springer.com/10.1385/1592591957		10.1385/1592591957		fulltext		Humana Press	Monograph	2000		32		Hooper	7652	
Alzheimer's Disease and Frontotemporal Dementia	978-1-60761-743-3	978-1-60761-744-0							http://link.springer.com/10.1007/978-1-60761-744-0		10.1007/978-1-60761-744-0		fulltext		Humana Press	Monograph	2011		670		Roberson	7651	
Amines and Their Metabolites	978-0-89603-076-3	978-1-59259-607-2							http://link.springer.com/10.1385/0896030768		10.1385/0896030768		fulltext		Humana Press	Monograph	1985		2		Boulton	7657	
Amino Acid Analysis	978-1-61779-444-5	978-1-61779-445-2							http://link.springer.com/10.1007/978-1-61779-445-2		10.1007/978-1-61779-445-2		fulltext		Humana Press	Monograph	2012		828		Alterman	7651	
Amino Acid Analysis Protocols	978-0-89603-656-7	978-1-59259-047-6							http://link.springer.com/10.1385/1592590470		10.1385/1592590470		fulltext		Humana Press	Monograph	2000		159		Cooper	7651	
Amino Acids	978-0-89603-077-0	978-1-59259-608-9							http://link.springer.com/10.1385/0896030776		10.1385/0896030776		fulltext		Humana Press	Monograph	1985		3		Boulton	7657	
Amyloid Proteins	978-1-58829-337-4	978-1-59259-874-8							http://link.springer.com/10.1385/1592598749		10.1385/1592598749		fulltext		Humana Press	Monograph	2005		299		Sigurdsson	7651	
Amyloid Proteins	978-1-61779-550-3	978-1-61779-551-0							http://link.springer.com/10.1007/978-1-61779-551-0		10.1007/978-1-61779-551-0		fulltext		Humana Press	Monograph	2012		849	2nd ed. 2012	Sigurdsson	7651	
Analgesia	978-1-60327-322-0	978-1-60327-323-7							http://link.springer.com/10.1007/978-1-60327-323-7		10.1007/978-1-60327-323-7		fulltext		Humana Press	Monograph	2010		617		Szallasi	7651	
Analysis of Psychiatric Drugs	978-0-89603-121-0	978-1-59259-615-7							http://link.springer.com/10.1385/0896031217		10.1385/0896031217		fulltext		Humana Press	Monograph	1988		10		Boulton	7657	
Analyzing Microbes	978-3-642-34409-1	978-3-642-34410-7							http://link.springer.com/10.1007/978-3-642-34410-7		10.1007/978-3-642-34410-7		fulltext		Springer Berlin Heidelberg	Monograph	2013			2013	Arora	8623	
Ancient DNA	978-1-61779-515-2	978-1-61779-516-9							http://link.springer.com/10.1007/978-1-61779-516-9		10.1007/978-1-61779-516-9		fulltext		Humana Press	Monograph	2012		840	2012	Shapiro	7651	
Androgen Action	978-1-61779-242-7	978-1-61779-243-4							http://link.springer.com/10.1007/978-1-61779-243-4		10.1007/978-1-61779-243-4		fulltext		Humana Press	Monograph	2011		776		Saatcioglu	7651	
Angiogenesis Protocols	978-0-89603-698-7	978-1-59259-143-5							http://link.springer.com/10.1385/1592591434		10.1385/1592591434		fulltext		Humana Press	Monograph	2001		46		Murray	7652	
Angiogenesis Protocols	978-1-4939-3626-7	978-1-4939-3628-1							http://link.springer.com/10.1007/978-1-4939-3628-1		10.1007/978-1-4939-3628-1		fulltext		Springer New York	Monograph	2016		1430	3rd ed. 2016	Martin	7651	
Angiogenesis Protocols	978-1-58829-907-9	978-1-59745-241-0							http://link.springer.com/10.1007/978-1-59745-241-0		10.1007/978-1-59745-241-0		fulltext		Humana Press	Monograph	2009		467		Murray	7651	
Angiotensin Protocols	978-0-89603-763-2	978-1-59259-087-2							http://link.springer.com/10.1385/159259087X		10.1385/159259087X		fulltext		Humana Press	Monograph	2001		51		Wang	7652	
Animal Cell Biotechnology	978-0-89603-547-8	978-1-59259-486-3							http://link.springer.com/10.1385/0896035476		10.1385/0896035476		fulltext		Humana Press	Monograph	1999		8		Jenkins	7650	
Animal Cell Biotechnology	978-1-58829-660-3	978-1-59745-399-8							http://link.springer.com/10.1007/978-1-59745-399-8		10.1007/978-1-59745-399-8		fulltext		Humana Press	Monograph	2007		24	Second Edition	Pörtner	7650	
Animal Cell Biotechnology	978-1-62703-732-7	978-1-62703-733-4							http://link.springer.com/10.1007/978-1-62703-733-4		10.1007/978-1-62703-733-4		fulltext		Humana Press	Monograph	2014		1104	3rd ed. 2014	Pörtner	7651	
Animal Cell Culture	978-0-89603-150-0	978-1-59259-492-4							http://link.springer.com/10.1385/0896031500		10.1385/0896031500		fulltext		Humana Press	Monograph	1990		5		Walker	7651	
Animal Cell Electroporation and Electrofusion Protocols	978-0-89603-304-7	978-1-59259-535-8							http://link.springer.com/10.1385/089603304X		10.1385/089603304X		fulltext		Humana Press	Monograph	1995		48		Nickoloff	7651	
Animal Coronaviruses	978-1-4939-3412-6	978-1-4939-3414-0							http://link.springer.com/10.1007/978-1-4939-3414-0		10.1007/978-1-4939-3414-0		fulltext		Springer New York	Monograph	2016			1st ed. 2016	Wang	8623	
Animal Endo-SiRNAs	978-1-4939-0930-8	978-1-4939-0931-5							http://link.springer.com/10.1007/978-1-4939-0931-5		10.1007/978-1-4939-0931-5		fulltext		Springer New York	Monograph	2014		1173	2014	Werner	7651	
Animal Influenza Virus	978-1-4939-0757-1	978-1-4939-0758-8							http://link.springer.com/10.1007/978-1-4939-0758-8		10.1007/978-1-4939-0758-8		fulltext		Springer New York	Monograph	2014		1161	2nd ed. 2014	Spackman	7651	
Animal Models for Retinal Diseases	978-1-60761-540-8	978-1-60761-541-5							http://link.springer.com/10.1007/978-1-60761-541-5		10.1007/978-1-60761-541-5		fulltext		Humana Press	Monograph	2010		46		Pang	7657	
Animal Models for Stem Cell Therapy	978-1-4939-1452-4	978-1-4939-1453-1							http://link.springer.com/10.1007/978-1-4939-1453-1		10.1007/978-1-4939-1453-1		fulltext		Springer New York	Monograph	2014		1213	2014	Christ	7651	
Animal Models in Diabetes Research	978-1-62703-067-0	978-1-62703-068-7							http://link.springer.com/10.1007/978-1-62703-068-7		10.1007/978-1-62703-068-7		fulltext		Humana Press	Monograph	2012		933	2012	Joost	7651	
Animal Models in Psychiatry, I	978-0-89603-198-2	978-1-59259-623-2							http://link.springer.com/10.1385/0896031985		10.1385/0896031985		fulltext		Humana Press	Monograph	1991		18		Boulton	7657	
Animal Models in Psychiatry, II	978-0-89603-177-7	978-1-59259-624-9							http://link.springer.com/10.1385/0896031772		10.1385/0896031772		fulltext		Humana Press	Monograph	1992		19		Boulton	7657	
Animal Models of Acute Neurological Injuries II	978-1-61779-575-6	978-1-61779-576-3							http://link.springer.com/10.1007/978-1-61779-576-3		10.1007/978-1-61779-576-3		fulltext		Humana Press	Monograph	2012			2012	Chen	8623	
Animal Models of Acute Neurological Injuries II	978-1-61779-781-1	978-1-61779-782-8							http://link.springer.com/10.1007/978-1-61779-782-8		10.1007/978-1-61779-782-8		fulltext		Humana Press	Monograph	2012			2012	Chen	8623	
Animal Models of Behavioral Analysis	978-1-60761-882-9	978-1-60761-883-6							http://link.springer.com/10.1007/978-1-60761-883-6		10.1007/978-1-60761-883-6		fulltext		Humana Press	Monograph	2011		50		Raber	7657	
Animal Models of Brain Tumors	978-1-62703-208-7	978-1-62703-209-4							http://link.springer.com/10.1007/978-1-62703-209-4		10.1007/978-1-62703-209-4		fulltext		Humana Press	Monograph	2013		77	2013	Martínez Murillo	7657	
Animal Models of Dementia	978-1-60761-897-3	978-1-60761-898-0							http://link.springer.com/10.1007/978-1-60761-898-0		10.1007/978-1-60761-898-0		fulltext		Humana Press	Monograph	2011		48	1	De Deyn	7657	
Animal Models of Drug Addiction	978-0-89603-217-0	978-1-59259-629-4							http://link.springer.com/10.1385/0896032175		10.1385/0896032175		fulltext		Humana Press	Monograph	1992		24		Boulton	7657	
Animal Models of Drug Addiction	978-1-60761-933-8	978-1-60761-934-5							http://link.springer.com/10.1007/978-1-60761-934-5		10.1007/978-1-60761-934-5		fulltext		Humana Press	Monograph	2011		53	1	Olmstead	7657	
Animal Models of Eating Disorders	978-1-62703-103-5	978-1-62703-104-2							http://link.springer.com/10.1007/978-1-62703-104-2		10.1007/978-1-62703-104-2		fulltext		Humana Press	Monograph	2013		74	2013	Avena	7657	
Animal Models of Epilepsy	978-1-60327-262-9	978-1-60327-263-6							http://link.springer.com/10.1007/978-1-60327-263-6		10.1007/978-1-60327-263-6		fulltext		Humana Press	Monograph	2009		40		Baraban	7657	
Animal Models of Movement Disorders	978-1-61779-297-7	978-1-61779-298-4							http://link.springer.com/10.1007/978-1-61779-298-4		10.1007/978-1-61779-298-4		fulltext		Humana Press	Monograph	2012		61	1	Lane	7657	
Animal Models of Movement Disorders	978-1-61779-300-4	978-1-61779-301-1							http://link.springer.com/10.1007/978-1-61779-301-1		10.1007/978-1-61779-301-1		fulltext		Humana Press	Monograph	2011		62		Lane	7657	
Animal Models of Neurodevelopmental Disorders	978-1-4939-2708-1	978-1-4939-2709-8							http://link.springer.com/10.1007/978-1-4939-2709-8		10.1007/978-1-4939-2709-8		fulltext		Springer New York	Monograph	2015		104	1st ed. 2015	Yager	7657	
Animal Models of Neurological Disease, I	978-0-89603-208-8	978-1-59259-626-3							http://link.springer.com/10.1385/0896032086		10.1385/0896032086		fulltext		Humana Press	Monograph	1992		21		Boulton	7657	
Animal Models of Neurological Disease, II	978-0-89603-211-8	978-1-59259-627-0							http://link.springer.com/10.1385/0896032116		10.1385/0896032116		fulltext		Humana Press	Monograph	1992		22		Boulton	7657	
Animal Models of Pain	978-1-60761-879-9	978-1-60761-880-5							http://link.springer.com/10.1007/978-1-60761-880-5		10.1007/978-1-60761-880-5		fulltext		Humana Press	Monograph	2011		49		Ma	7657	
Animal Models of Schizophrenia and Related Disorders	978-1-61779-156-7	978-1-61779-157-4							http://link.springer.com/10.1007/978-1-61779-157-4		10.1007/978-1-61779-157-4		fulltext		Humana Press	Monograph	2011		59		O'Donnell	7657	
Animal Models of Spinal Cord Repair	978-1-62703-196-7	978-1-62703-197-4							http://link.springer.com/10.1007/978-1-62703-197-4		10.1007/978-1-62703-197-4		fulltext		Humana Press	Monograph	2013		76	2013	Aldskogius	7657	
Antibacterial Peptide Protocols	978-0-89603-408-2	978-1-59259-564-8							http://link.springer.com/10.1385/0896034089		10.1385/0896034089		fulltext		Humana Press	Monograph	1997		78		Shafer	7651	
Antibiotic Pharmacodynamics	978-1-4939-3321-1	978-1-4939-3323-5							http://link.springer.com/10.1007/978-1-4939-3323-5		10.1007/978-1-4939-3323-5		fulltext		Springer New York	Monograph	2016				Rotschafer	7653	
Antibiotic Resistance Protocols	978-1-60327-278-0	978-1-60327-279-7							http://link.springer.com/10.1007/978-1-60327-279-7		10.1007/978-1-60327-279-7		fulltext		Humana Press	Monograph	2010		642		Gillespie	7651	
Antibiotic Resistence	978-0-89603-777-9	978-1-59259-077-3							http://link.springer.com/10.1385/1592590772		10.1385/1592590772		fulltext		Humana Press	Monograph	2001		48		Gillespie	7652	
Antibody Engineering	978-1-58829-092-2	978-1-59259-666-9							http://link.springer.com/10.1385/1592596665		10.1385/1592596665		fulltext		Humana Press	Monograph	2004		248		Lo	7651	
Antibody Engineering	978-1-61779-973-0	978-1-61779-974-7							http://link.springer.com/10.1007/978-1-61779-974-7		10.1007/978-1-61779-974-7		fulltext		Humana Press	Monograph	2012		907	2nd ed. 2012	Chames	7651	
Antibody Engineering	978-3-642-01143-6	978-3-642-01144-3							http://link.springer.com/10.1007/978-3-642-01144-3		10.1007/978-3-642-01144-3		fulltext		Springer Berlin Heidelberg	Monograph	2010				Kontermann		
Antibody Engineering	978-3-642-01146-7	978-3-642-01147-4							http://link.springer.com/10.1007/978-3-642-01147-4		10.1007/978-3-642-01147-4		fulltext		Springer Berlin Heidelberg	Monograph	2010				Kontermann		
Antibody Engineering Protocols	978-0-89603-275-0	978-1-59259-538-9							http://link.springer.com/10.1385/0896032752		10.1385/0896032752		fulltext		Humana Press	Monograph	1995		51		Paul	7651	
Antibody Methods and Protocols	978-1-61779-930-3	978-1-61779-931-0							http://link.springer.com/10.1007/978-1-61779-931-0		10.1007/978-1-61779-931-0		fulltext		Humana Press	Monograph	2012		901	2012	Proetzel	7651	
Antibody Phage Display	978-0-89603-906-3	978-1-59259-240-1							http://link.springer.com/10.1385/1592592406		10.1385/1592592406		fulltext		Humana Press	Monograph	2002		178		O’Brien	7651	
Antibody Phage Display	978-1-60327-301-5	978-1-60327-302-2							http://link.springer.com/10.1007/978-1-60327-302-2		10.1007/978-1-60327-302-2		fulltext		Humana Press	Monograph	2009		562		Aitken	7651	
Antibody-Drug Conjugates	978-1-62703-540-8	978-1-62703-541-5							http://link.springer.com/10.1007/978-1-62703-541-5		10.1007/978-1-62703-541-5		fulltext		Humana Press	Monograph	2013		1045	2013	Ducry	7651	
Anticoagulants, Antiplatelets, and Thrombolytics	978-1-58829-083-0	978-1-59259-658-4							http://link.springer.com/10.1385/1592596584		10.1385/1592596584		fulltext		Springer New York	Monograph	2004		93		Mousa	7652	
Anticoagulants, Antiplatelets, and Thrombolytics	978-1-60761-802-7	978-1-60761-803-4							http://link.springer.com/10.1007/978-1-60761-803-4		10.1007/978-1-60761-803-4		fulltext		Humana Press	Monograph	2010		663	2	Mousa	7651	
Antifungal Agents	978-1-58829-277-3	978-1-59259-943-1							http://link.springer.com/10.1385/1592599435		10.1385/1592599435		fulltext		Humana Press	Monograph	2005		118		Ernst	7652	
Antigen Processing	978-1-62703-217-9	978-1-62703-218-6							http://link.springer.com/10.1007/978-1-62703-218-6		10.1007/978-1-62703-218-6		fulltext		Humana Press	Monograph	2013		960	2013	van Endert	7651	
Antigen Processing and Presentation Protocols	978-0-89603-745-8	978-1-59259-062-9							http://link.springer.com/10.1385/1592590624		10.1385/1592590624		fulltext		Humana Press	Monograph	2001		156		Solheim	7651	
Antimicrobial Peptides	978-1-60761-593-4	978-1-60761-594-1							http://link.springer.com/10.1007/978-1-60761-594-1		10.1007/978-1-60761-594-1		fulltext		Humana Press	Monograph	2010		618		Giuliani	7651	
Antisense Therapeutics	978-0-89603-305-4	978-1-59259-585-3							http://link.springer.com/10.1385/0896033058		10.1385/0896033058		fulltext		Humana Press	Monograph	1996		1		Agrawal	7652	
Antisense Therapeutics	978-1-58829-205-6	978-1-59259-854-0							http://link.springer.com/10.1385/1592598544		10.1385/1592598544		fulltext		Humana Press	Monograph	2005		106	Second Edition	Phillips	7652	
Antiviral Methods and Protocols	978-0-89603-561-4	978-1-59259-245-6							http://link.springer.com/10.1385/1592592457		10.1385/1592592457		fulltext		Humana Press	Monograph	2000		24		Kinchington	7652	
Antiviral Methods and Protocols	978-1-62703-483-8	978-1-62703-484-5							http://link.springer.com/10.1007/978-1-62703-484-5		10.1007/978-1-62703-484-5		fulltext		Humana Press	Monograph	2013		1030	2nd ed. 2013	Gong	7651	
Antiviral RNAi	978-1-61779-036-2	978-1-61779-037-9							http://link.springer.com/10.1007/978-1-61779-037-9		10.1007/978-1-61779-037-9		fulltext		Humana Press	Monograph	2011		721		Rij	7651	
Antiviral Resistance in Plants	978-1-61779-881-8	978-1-61779-882-5							http://link.springer.com/10.1007/978-1-61779-882-5		10.1007/978-1-61779-882-5		fulltext		Humana Press	Monograph	2012		894	2012	Watson	7651	
Apoptosis	978-1-60327-016-8	978-1-60327-017-5							http://link.springer.com/10.1007/978-1-60327-017-5		10.1007/978-1-60327-017-5		fulltext		Humana Press	Monograph	2009		559		Erhardt	7651	
Apoptosis Methods and Protocols	978-0-89603-873-8	978-1-59259-812-0							http://link.springer.com/10.1385/1592598129		10.1385/1592598129		fulltext		Humana Press	Monograph	2004		282		Brady	7651	
Apoptosis Methods in Pharmacology and Toxicology	978-0-89603-890-5	978-1-59259-279-1							http://link.springer.com/10.1385/1592592791		10.1385/1592592791		fulltext		Humana Press	Monograph	2002				Davis	7653	
Apoptosis Methods in Toxicology	978-1-4939-3586-4	978-1-4939-3588-8							http://link.springer.com/10.1007/978-1-4939-3588-8		10.1007/978-1-4939-3588-8		fulltext		Springer New York	Monograph	2016				Muganda	7653	
Apoptosis Techniques and Protocols	978-0-89603-451-8	978-1-59259-634-8							http://link.springer.com/10.1385/0896034518		10.1385/0896034518		fulltext		Humana Press	Monograph	1997		29		Poirier	7657	
Apoptosis Techniques and Protocols	978-1-58829-012-0	978-1-59259-188-6							http://link.springer.com/10.1385/1592591884		10.1385/1592591884		fulltext		Springer New York	Monograph	2002		37	Second Edition	LeBlanc	7657	
Apoptosis and Cancer	978-1-4939-1660-3	978-1-4939-1661-0							http://link.springer.com/10.1007/978-1-4939-1661-0		10.1007/978-1-4939-1661-0		fulltext		Springer New York	Monograph	2015		1219	2nd ed. 2015	Mor	7651	
Apoptosis and Cancer	978-1-58829-457-9	978-1-59745-339-4							http://link.springer.com/10.1007/978-1-59745-339-4		10.1007/978-1-59745-339-4		fulltext		Humana Press	Monograph	2008		414		Mor	7651	
Applied Neurogenomics	978-1-4939-2246-8	978-1-4939-2247-5							http://link.springer.com/10.1007/978-1-4939-2247-5		10.1007/978-1-4939-2247-5		fulltext		Springer New York	Monograph	2015		97	2015	Jain	7657	
Aqueous Two-Phase Systems: Methods and Protocols	978-0-89603-541-6	978-1-59259-028-5							http://link.springer.com/10.1385/1592590284		10.1385/1592590284		fulltext		Humana Press	Monograph	2000		11		Hatti-Kaul	7650	
Arabidopsis Protocols	978-0-89603-391-7	978-1-59259-268-5							http://link.springer.com/10.1385/0896033910		10.1385/0896033910		fulltext		Humana Press	Monograph	1998		82		Martinez-Zapater	7651	
Arabidopsis Protocols	978-1-58829-395-4	978-1-59745-003-4							http://link.springer.com/10.1385/1597450030		10.1385/1597450030		fulltext		Humana Press	Monograph	2006		323	Second Edition	Salinas	7651	
Arabidopsis Protocols	978-1-62703-579-8	978-1-62703-580-4							http://link.springer.com/10.1007/978-1-62703-580-4		10.1007/978-1-62703-580-4		fulltext		Humana Press	Monograph	2014		1062	3rd ed. 2014	Sanchez-Serrano	7651	
Argonaute Proteins	978-1-61779-045-4	978-1-61779-046-1							http://link.springer.com/10.1007/978-1-61779-046-1		10.1007/978-1-61779-046-1		fulltext		Humana Press	Monograph	2011		725	1	Hobman	7651	
Array Comparative Genomic Hybridization	978-1-62703-280-3	978-1-62703-281-0							http://link.springer.com/10.1007/978-1-62703-281-0		10.1007/978-1-62703-281-0		fulltext		Humana Press	Monograph	2013		973	2013	Banerjee	7651	
Arthritis Research	978-1-4939-0403-7	978-1-4939-0404-4							http://link.springer.com/10.1007/978-1-4939-0404-4		10.1007/978-1-4939-0404-4		fulltext		Springer New York	Monograph	2014		1142	2nd ed. 2014	Shiozawa	7651	
Arthritis Research	978-1-58829-344-2	978-1-59745-401-8							http://link.springer.com/10.1007/978-1-59745-401-8		10.1007/978-1-59745-401-8		fulltext		Humana Press	Monograph	2007		135		Cope	7652	
Arthritis Research	978-1-58829-918-5	978-1-59745-402-5							http://link.springer.com/10.1007/978-1-59745-402-5		10.1007/978-1-59745-402-5		fulltext		Humana Press	Monograph	2007		136		Cope	7652	
Artificial Neural Networks	978-1-4939-2238-3	978-1-4939-2239-0							http://link.springer.com/10.1007/978-1-4939-2239-0		10.1007/978-1-4939-2239-0		fulltext		Springer New York	Monograph	2015		1260	2nd ed. 2015	Cartwright	7651	
