publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id
Analyse statistique des risques agro-environnementaux	978-2-8178-0250-3	978-2-8178-0251-0							http://link.springer.com/10.1007/978-2-8178-0251-0	Makowski	10.1007/978-2-8178-0251-0		fulltext		Springer Paris	Monograph	2011					5538	
Analysis 1	978-3-642-22458-4	978-3-642-22459-1							http://link.springer.com/10.1007/978-3-642-22459-1	Deiser	10.1007/978-3-642-22459-1		fulltext		Springer Berlin Heidelberg	Monograph	2011						
Analysis 1	978-3-642-38513-1	978-3-642-38514-8							http://link.springer.com/10.1007/978-3-642-38514-8	Deiser	10.1007/978-3-642-38514-8		fulltext		Springer Berlin Heidelberg	Monograph	2013			2., verb. u. erw. Aufl. 2013		6902	
Analytic Semigroups and Optimal Regularity in Parabolic Problems	978-3-0348-0556-8	978-3-0348-0557-5							http://link.springer.com/10.1007/978-3-0348-0557-5	Lunardi	10.1007/978-3-0348-0557-5		fulltext		Springer Basel	Monograph	1995			1995		7588	
Anamnese en lichamelijk onderzoek bij gezelschapsdieren	978-90-313-4506-9	978-90-313-9460-9							http://link.springer.com/10.1007/978-90-313-9460-9		10.1007/978-90-313-9460-9		fulltext		Bohn Stafleu van Loghum	Monograph	2005			Tweede, gewijzigde druk	Rijnberk		
Ancient Sedimentary Environments	978-0-412-31700-2	978-94-009-1233-5							http://link.springer.com/10.1007/978-94-009-1233-5	Selley	10.1007/978-94-009-1233-5		fulltext		Springer Netherlands	Monograph	1985			Third Edition			
Ancient Sedimentary Environments	978-1-4613-7475-6	978-1-4615-5421-9							http://link.springer.com/10.1007/978-1-4615-5421-9	Selley	10.1007/978-1-4615-5421-9		fulltext		Springer US	Monograph	1985						
Annoncer un cancer	978-2-8178-0159-9	978-2-8178-0160-5							http://link.springer.com/10.1007/978-2-8178-0160-5	Bacqué	10.1007/978-2-8178-0160-5		fulltext		Springer Paris	Monograph	2011					7844	
Applied Statistics	978-94-009-5840-1	978-94-009-5838-8							http://link.springer.com/10.1007/978-94-009-5838-8	Cox	10.1007/978-94-009-5838-8		fulltext		Springer Netherlands	Monograph	1981						
Apport des neurosciences à la psychiatrie clinique	978-2-8178-0504-7	978-2-8178-0505-4							http://link.springer.com/10.1007/978-2-8178-0505-4	Thibaut	10.1007/978-2-8178-0505-4		fulltext		Springer Paris	Monograph	2014						
Approche pratique de la couverture des pertes de substance cutanée de la main et des doigts	978-2-287-72095-6	978-2-287-72096-3							http://link.springer.com/10.1007/978-2-287-72096-3	Nen	10.1007/978-2-287-72096-3		fulltext		Springer Paris	Monograph	2007					5524	
Approche psychiatrique des déviances sexuelles	978-2-8178-0314-2	978-2-8178-0315-9							http://link.springer.com/10.1007/978-2-8178-0315-9	Thibaut	10.1007/978-2-8178-0315-9		fulltext		Springer Paris	Monograph	2013						
Approches occidentales et orientales de la guérison	978-2-8178-0329-6	978-2-8178-0330-2							http://link.springer.com/10.1007/978-2-8178-0330-2	Unschuld	10.1007/978-2-8178-0330-2		fulltext		Springer Paris	Monograph	2012					7426	
Arbeid en gezondheid	978-90-313-8891-2	978-90-313-8892-9							http://link.springer.com/10.1007/978-90-313-8892-9		10.1007/978-90-313-8892-9		fulltext		Bohn Stafleu van Loghum	Monograph	2011				Kuiper		
Arbeitsblätter Kraftfahrzeug Technik	978-3-528-04913-3	978-3-322-96368-0							http://link.springer.com/10.1007/978-3-322-96368-0	Staudt	10.1007/978-3-322-96368-0		fulltext		Vieweg+Teubner Verlag	Monograph	1991						
Asiatic Honeybee Apis cerana	978-94-007-6927-4	978-94-007-6928-1							http://link.springer.com/10.1007/978-94-007-6928-1	Abrol	10.1007/978-94-007-6928-1		fulltext		Springer Netherlands	Monograph	2013			2013			
Aspects biologiques, moléculaires et cliniques de l’axe GH/IGF-I	978-2-8178-0195-7	978-2-8178-0196-4							http://link.springer.com/10.1007/978-2-8178-0196-4		10.1007/978-2-8178-0196-4		fulltext		Springer Paris	Monograph	2012				Bouc		
Asymptotic Treatment of Differential Equations	978-0-412-55860-3	978-1-4899-4535-8							http://link.springer.com/10.1007/978-1-4899-4535-8	Georgescu	10.1007/978-1-4899-4535-8		fulltext		Springer US	Monograph	1995		9			11981	
Atlas de chirurgie esthétique du sexe de l’homme	978-2-287-77629-8	978-2-287-77630-4							http://link.springer.com/10.1007/978-2-287-77630-4	Derhy	10.1007/978-2-287-77630-4		fulltext		Springer Paris	Monograph	2008						
Atlas de pathologie thoracique	978-2-287-48491-9	978-2-287-48492-6							http://link.springer.com/10.1007/978-2-287-48492-6	Anthoine	10.1007/978-2-287-48492-6		fulltext		Springer Paris	Monograph	2007						
Atlas des résections pulmonaires majeures par voie endoscopique	978-2-287-99782-2	978-2-287-99783-9							http://link.springer.com/10.1007/978-2-287-99783-9	Gossot	10.1007/978-2-287-99783-9		fulltext		Springer Paris	Monograph	2010						
Atlas of Stereochemistry	978-0-412-10630-9	978-1-4899-6926-2							http://link.springer.com/10.1007/978-1-4899-6926-2	Klyne	10.1007/978-1-4899-6926-2		fulltext		Springer US	Monograph	1974						
Atlas of Stereochemistry	978-0-412-15460-7	978-1-4899-3422-2							http://link.springer.com/10.1007/978-1-4899-3422-2	Klyne	10.1007/978-1-4899-3422-2		fulltext		Springer US	Monograph	1978			Second Edition			
Atlas of Stereochemistry	978-0-412-26000-1	978-1-4899-3420-8							http://link.springer.com/10.1007/978-1-4899-3420-8	Buckingham	10.1007/978-1-4899-3420-8		fulltext		Springer US	Monograph	1986			Second Edition			
Atlas photographique en couleur du système nerveux central	978-2-287-99077-9	978-2-287-99078-6							http://link.springer.com/10.1007/978-2-287-99078-6	Marino	10.1007/978-2-287-99078-6		fulltext		Springer Paris	Monograph	2011						
Au-delà de l’information, la prévention	978-2-287-33280-7	978-2-287-33281-4							http://link.springer.com/10.1007/978-2-287-33281-4		10.1007/978-2-287-33281-4		fulltext		Springer Paris	Monograph	2007				Sancho-Garnier	6881	
Audit de sécurité des soins en médecine de ville	978-2-8178-0347-0	978-2-8178-0348-7							http://link.springer.com/10.1007/978-2-8178-0348-7	Amalberti	10.1007/978-2-8178-0348-7		fulltext		Springer Paris	Monograph	2013					8775	
Aufsätze und Vorträge (1911–1921)	978-94-010-8433-8	978-94-009-4349-0							http://link.springer.com/10.1007/978-94-009-4349-0	Husserl	10.1007/978-94-009-4349-0		fulltext		Springer Netherlands	Monograph	1987		25			6062	
Aufsätze und Vorträge (1922–1937)	978-94-010-7653-1	978-94-009-2553-3							http://link.springer.com/10.1007/978-94-009-2553-3	Husserl	10.1007/978-94-009-2553-3		fulltext		Springer Netherlands	Monograph	1989		27		Nenon	6062	
Auriculothérapie	978-2-287-46613-7	978-2-287-46617-5							http://link.springer.com/10.1007/978-2-287-46617-5	Rouxeville	10.1007/978-2-287-46617-5		fulltext		Springer Paris	Monograph	2007					7426	
Ausdruck und Wirklichkeit	978-3-528-08757-9	978-3-322-88856-3							http://link.springer.com/10.1007/978-3-322-88856-3	Onsell	10.1007/978-3-322-88856-3		fulltext		Vieweg+Teubner Verlag	Monograph	1981		57			5021	
Autoformation et aide au diagnostic en hématologie avec le logiciel ADH	978-2-287-77135-4	978-2-287-77137-8							http://link.springer.com/10.1007/978-2-287-77137-8	Arock	10.1007/978-2-287-77137-8		fulltext		Springer Paris	Monograph	2008						
Aérosols atmosphériques	978-2-8178-0054-7	978-2-8178-0055-4							http://link.springer.com/10.1007/978-2-8178-0055-4	Boucher	10.1007/978-2-8178-0055-4		fulltext		Springer Paris	Monograph	2012					8082	
Basic Partial Differential Equations	978-1-4684-1436-3	978-1-4684-1434-9							http://link.springer.com/10.1007/978-1-4684-1434-9	Bleecker	10.1007/978-1-4684-1434-9		fulltext		Springer US	Monograph	1992						
Basisboek Zorg om ouderen	978-90-313-7871-5	978-90-313-7872-2							http://link.springer.com/10.1007/978-90-313-7872-2		10.1007/978-90-313-7872-2		fulltext		Bohn Stafleu van Loghum	Monograph	2010			2	Allewijn		
Beam Weapons	978-0-306-41546-3	978-1-4899-2778-1							http://link.springer.com/10.1007/978-1-4899-2778-1	Hecht	10.1007/978-1-4899-2778-1		fulltext		Springer US	Monograph	1984						
Behavioral Consultation in Applied Settings	978-1-4899-7290-3	978-1-4899-7288-0							http://link.springer.com/10.1007/978-1-4899-7288-0	Kratochwill	10.1007/978-1-4899-7288-0		fulltext		Springer US	Monograph	1990					5657	
Berkeley Problems in Mathematics	978-0-387-00892-9	978-0-387-21825-0							http://link.springer.com/10.1007/978-0-387-21825-0	Souza	10.1007/978-0-387-21825-0		fulltext		Springer New York	Monograph	2004			Third Edition		714	
Berkeley Problems in Mathematics	978-0-387-95207-9	978-1-4684-9294-1							http://link.springer.com/10.1007/978-1-4684-9294-1	Souza	10.1007/978-1-4684-9294-1		fulltext		Springer New York	Monograph	2001			Second Edition		714	
Beroepenwetgeving gezondheidszorg 2010/2011	978-90-313-7643-8	978-90-313-7644-5							http://link.springer.com/10.1007/978-90-313-7644-5		10.1007/978-90-313-7644-5		fulltext		Bohn Stafleu van Loghum	Monograph	2010				Legemaate		
Bio-informatique moléculaire	978-2-287-33908-0	978-2-287-33909-7							http://link.springer.com/10.1007/978-2-287-33909-7	Pevzner	10.1007/978-2-287-33909-7		fulltext		Springer Paris	Monograph	2006					4667	
Biological Molecules	978-0-412-40780-2	978-94-011-3126-1							http://link.springer.com/10.1007/978-94-011-3126-1	Smith	10.1007/978-94-011-3126-1		fulltext		Springer Netherlands	Monograph	1991					10253	
Biostatistiques pour le clinicien	978-2-8178-0463-7	978-2-8178-0464-4							http://link.springer.com/10.1007/978-2-8178-0464-4	Huguier	10.1007/978-2-8178-0464-4		fulltext		Springer Paris	Monograph	2013						
Biosynthesis	978-0-412-40760-4	978-94-011-2356-3							http://link.springer.com/10.1007/978-94-011-2356-3	Smith	10.1007/978-94-011-2356-3		fulltext		Springer Netherlands	Monograph	1992						
Biothèrapies en rhumatologie	978-2-8178-0123-0	978-2-8178-0124-7							http://link.springer.com/10.1007/978-2-8178-0124-7	Boissier	10.1007/978-2-8178-0124-7		fulltext		Springer Paris	Monograph	2011						
Bivectors and Waves in Mechanics and Optics	978-0-412-46460-7	978-1-4899-4531-0							http://link.springer.com/10.1007/978-1-4899-4531-0	Boulanger	10.1007/978-1-4899-4531-0		fulltext		Springer US	Monograph	1993					34	
Briefwechsel	978-0-7923-2180-4	978-1-4899-3805-3							http://link.springer.com/10.1007/978-1-4899-3805-3	Husserl	10.1007/978-1-4899-3805-3		fulltext		Springer US	Monograph	1994		8		Schuhmann	6060	
Buildings and Classical Groups	978-94-010-6245-9	978-94-011-5340-9							http://link.springer.com/10.1007/978-94-011-5340-9	Garrett	10.1007/978-94-011-5340-9		fulltext		Springer Netherlands	Monograph	1997						
Business models, coproduction de valeur et systèmes d’information	978-2-8178-0488-0	978-2-8178-0489-7							http://link.springer.com/10.1007/978-2-8178-0489-7	Delmond	10.1007/978-2-8178-0489-7		fulltext		Springer Paris	Monograph	2013					11459	
CSI — A New Approach to Interventional Cardiology	978-3-662-06435-1	978-3-662-06433-7							http://link.springer.com/10.1007/978-3-662-06433-7		10.1007/978-3-662-06433-7		fulltext		Steinkopff	Monograph	1986				Mohl	11866	
Cancer du sein	978-2-287-25174-0	978-2-287-31109-3							http://link.springer.com/10.1007/2-287-31109-2	Namer	10.1007/2-287-31109-2		fulltext		Springer Paris	Monograph	2006						
Cancer du sein	978-2-287-71477-1	978-2-287-71478-8							http://link.springer.com/10.1007/978-2-287-71478-8	Namer	10.1007/978-2-287-71478-8		fulltext		Springer Paris	Monograph	2007						
Cancer du sein	978-2-287-79502-2	978-2-287-79503-9							http://link.springer.com/10.1007/978-2-287-79503-9	Gros	10.1007/978-2-287-79503-9		fulltext		Springer Paris	Monograph	2009						
Cancer du sein	978-2-8178-0244-2	978-2-8178-0245-9							http://link.springer.com/10.1007/978-2-8178-0245-9	Namer	10.1007/978-2-8178-0245-9		fulltext		Springer Paris	Monograph	2012						
Cancer du sein : surdiagnostic, surtraitement	978-2-8178-0248-0	978-2-8178-0249-7							http://link.springer.com/10.1007/978-2-8178-0249-7	Séradour	10.1007/978-2-8178-0249-7		fulltext		Springer Paris	Monograph	2012						
Cancer du sein avancé	978-2-287-72614-9	978-2-287-72615-6							http://link.springer.com/10.1007/978-2-287-72615-6	Serin	10.1007/978-2-287-72615-6		fulltext		Springer Paris	Monograph	2007						
Cancer du sein en situation métastatique	978-2-8178-0075-2	978-2-8178-0076-9							http://link.springer.com/10.1007/978-2-8178-0076-9	Namer	10.1007/978-2-8178-0076-9		fulltext		Springer Paris	Monograph	2010						
Cancer du sujet âgé	978-2-287-25209-9	978-2-287-48618-0							http://link.springer.com/10.1007/978-2-287-48618-0		10.1007/978-2-287-48618-0		fulltext		Springer Paris	Monograph	2007			Deuxième édition	Morère	5181	
Cancer du testicule	978-2-287-21243-7	978-2-287-31232-8							http://link.springer.com/10.1007/2-287-31232-3	Houlgatte	10.1007/2-287-31232-3		fulltext		Springer Paris	Monograph	2006					4766	
Cancer et traitement	978-2-287-28206-5	978-2-287-28207-2							http://link.springer.com/10.1007/2-287-28207-6	Bacqué	10.1007/2-287-28207-6		fulltext		Springer Paris	Monograph	2006						
Carbohydrates	978-0-412-26960-8	978-1-4899-3382-9							http://link.springer.com/10.1007/978-1-4899-3382-9		10.1007/978-1-4899-3382-9		fulltext		Springer US	Monograph	1987				Collins		
Cartesianische Meditationen und Pariser Vorträge	978-94-010-5346-4	978-94-011-3029-5							http://link.springer.com/10.1007/978-94-011-3029-5	Husserl	10.1007/978-94-011-3029-5		fulltext		Springer Netherlands	Monograph	1991		1	2. Auflage	Strasser	6062	
Champs électromagnétiques, environnement et santé	978-2-8178-0132-2	978-2-8178-0133-9							http://link.springer.com/10.1007/978-2-8178-0133-9	Perrin	10.1007/978-2-8178-0133-9		fulltext		Springer Paris	Monograph	2010						
Chefsache Gesundheit	978-3-658-01417-9	978-3-658-01418-6							http://link.springer.com/10.1007/978-3-658-01418-6		10.1007/978-3-658-01418-6		fulltext		Springer Fachmedien Wiesbaden	Monograph	2013			2013	Buchenau		
Chirurgie de l’obésité	978-2-287-79953-2	978-2-287-79954-9							http://link.springer.com/10.1007/978-2-287-79954-9	Dargent	10.1007/978-2-287-79954-9		fulltext		Springer Paris	Monograph	2009						
Chirurgie esthétique et fonctionnelle de la face	978-2-287-21183-6	978-2-287-26720-8							http://link.springer.com/10.1007/b137986	Gola	10.1007/b137986		fulltext		Springer Paris	Monograph	2005						
Chirurgie oncoplastique et reconstruction dans le cancer du sein	978-2-287-71475-7	978-2-287-71476-4							http://link.springer.com/10.1007/978-2-287-71476-4	Fitoussi	10.1007/978-2-287-71476-4		fulltext		Springer Paris	Monograph	2008						
Clarity PPM Fundamentals	978-1-4302-3557-6	978-1-4302-3558-3							http://link.springer.com/10.1007/978-1-4302-3558-3	Velpuri	10.1007/978-1-4302-3558-3		fulltext		Apress	Monograph	2011						
Classifications et scores en chirurgie orthopédique et en traumatologie	978-2-287-79847-4	978-2-287-79848-1							http://link.springer.com/10.1007/978-2-287-79848-1	Favreul	10.1007/978-2-287-79848-1		fulltext		Springer Paris	Monograph	2013					7425	
Classifications et scores en chirurgie orthopédique et traumatologique	978-2-287-72099-4	978-2-287-72100-7							http://link.springer.com/10.1007/978-2-287-72100-7	Favreul	10.1007/978-2-287-72100-7		fulltext		Springer Paris	Monograph	2008					7425	
Codes et turbocodes	978-2-287-32739-1	978-2-287-32740-7							http://link.springer.com/10.1007/978-2-287-32740-7		10.1007/978-2-287-32740-7		fulltext		Springer Paris	Monograph	2007				Berrou	4667	
Collected Papers	978-1-4612-7398-1	978-1-4612-2060-2							http://link.springer.com/10.1007/978-1-4612-2060-2	Shimura	10.1007/978-1-4612-2060-2		fulltext		Springer New York	Monograph	2003						
Collected Papers	978-1-4612-7404-9	978-1-4612-2074-9							http://link.springer.com/10.1007/978-1-4612-2074-9	Shimura	10.1007/978-1-4612-2074-9		fulltext		Springer New York	Monograph	2002						
Collected Papers	978-1-4612-7405-6	978-1-4612-2076-3							http://link.springer.com/10.1007/978-1-4612-2076-3	Shimura	10.1007/978-1-4612-2076-3		fulltext		Springer New York	Monograph	2002						
Coma et états de conscience altérée	978-2-8178-0126-1	978-2-8178-0127-8							http://link.springer.com/10.1007/978-2-8178-0127-8	Schnakers	10.1007/978-2-8178-0127-8		fulltext		Springer Paris	Monograph	2011						
Comment tremble la main invisible	978-2-287-99664-1	978-2-287-99665-8							http://link.springer.com/10.1007/978-2-287-99665-8	Brian	10.1007/978-2-287-99665-8		fulltext		Springer Paris	Monograph	2009						
Commitment in Geschäftsbeziehungen	978-3-409-13814-7	978-3-322-99284-0							http://link.springer.com/10.1007/978-3-322-99284-0	Söllner	10.1007/978-3-322-99284-0		fulltext		Gabler Verlag	Monograph	1993		198			12316	
Compendium dieetproducten en voedingssupplementen	978-90-313-5275-3	978-90-313-6611-8							http://link.springer.com/10.1007/978-90-313-6611-8		10.1007/978-90-313-6611-8		fulltext		Bohn Stafleu van Loghum	Monograph	2009			36	Vermeer		
Computerspiele in der Kinderkultur	978-3-8100-2556-2	978-3-322-80862-2							http://link.springer.com/10.1007/978-3-322-80862-2	Fromme	10.1007/978-3-322-80862-2		fulltext		VS Verlag für Sozialwissenschaften	Monograph	2000		1			12657	
Concise Chemical Thermodynamics	978-94-010-5054-8	978-94-011-2390-7							http://link.springer.com/10.1007/978-94-011-2390-7	Warn	10.1007/978-94-011-2390-7		fulltext		Springer Netherlands	Monograph	1969						
Conservation Genetics	978-0-412-14581-0	978-1-4757-2504-9							http://link.springer.com/10.1007/978-1-4757-2504-9		10.1007/978-1-4757-2504-9		fulltext		Springer US	Monograph	1996				Avise		
Constrained Optimization in the Calculus of Variations and Optimal Control Theory	978-94-010-5295-5	978-94-011-2918-3							http://link.springer.com/10.1007/978-94-011-2918-3	Gregory	10.1007/978-94-011-2918-3		fulltext		Springer Netherlands	Monograph	1992						
Control and Optimization	978-0-412-55890-0	978-1-4899-7226-2							http://link.springer.com/10.1007/978-1-4899-7226-2	Craven	10.1007/978-1-4899-7226-2		fulltext		Springer US	Monograph	1995					10415	
Coupling, Stationarity, and Regeneration	978-1-4612-7055-3	978-1-4612-1236-2							http://link.springer.com/10.1007/978-1-4612-1236-2	Thorisson	10.1007/978-1-4612-1236-2		fulltext		Springer New York	Monograph	2000					1560	
Cours d’optique	978-2-287-25199-3	978-2-287-48620-3							http://link.springer.com/10.1007/978-2-287-48620-3	Möller	10.1007/978-2-287-48620-3		fulltext		Springer Paris	Monograph	2007						
Critique de la valeur fondamentale	978-2-287-73069-6	978-2-287-73070-2							http://link.springer.com/10.1007/978-2-287-73070-2	Walter	10.1007/978-2-287-73070-2		fulltext		Springer Paris	Monograph	2008						
