publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id
Adenovirus	978-1-62703-678-8	978-1-62703-679-5							http://link.springer.com/10.1007/978-1-62703-679-5		10.1007/978-1-62703-679-5		fulltext		Humana Press	Monograph	2014		1089	3rd ed. 2014	Chillón	7651	
Adenovirus Methods and Protocols	978-1-58829-598-9	978-1-59745-166-6							http://link.springer.com/10.1385/1597451665		10.1385/1597451665		fulltext		Humana Press	Monograph	2007		130	Second Edition	Wold	7652	
Adenovirus Methods and Protocols	978-1-58829-901-7	978-1-59745-277-9							http://link.springer.com/10.1007/978-1-59745-277-9		10.1007/978-1-59745-277-9		fulltext		Humana Press	Monograph	2007		131	Second Edition	Wold	7652	
Adhesion Protein Protocols	978-1-58829-533-0	978-1-59745-353-0							http://link.springer.com/10.1007/978-1-59745-353-0		10.1007/978-1-59745-353-0		fulltext		Humana Press	Monograph	2007		370	Second Edition	Coutts	7651	
Adhesion Protein Protocols	978-1-62703-537-8	978-1-62703-538-5							http://link.springer.com/10.1007/978-1-62703-538-5		10.1007/978-1-62703-538-5		fulltext		Humana Press	Monograph	2013		1046	3rd ed. 2013	Coutts	7651	
Adipose Tissue Protocols	978-1-58829-916-1	978-1-59745-245-8							http://link.springer.com/10.1007/978-1-59745-245-8		10.1007/978-1-59745-245-8		fulltext		Humana Press	Monograph	2008		456		Yang	7651	
Adipose-Derived Stem Cells	978-1-61737-959-8	978-1-61737-960-4							http://link.springer.com/10.1007/978-1-61737-960-4		10.1007/978-1-61737-960-4		fulltext		Humana Press	Monograph	2011		702		Gimble	7651	
Adoptive Immunotherapy: Methods and Protocols	978-1-58829-406-7	978-1-59259-862-5							http://link.springer.com/10.1385/1592598625		10.1385/1592598625		fulltext		Humana Press	Monograph	2005		109		Ludewig	7652	
Adsorbed Layers on Surfaces	978-3-540-20281-3	978-3-540-31643-5							http://link.springer.com/10.1007/b12050		10.1007/b12050		fulltext		Springer Berlin Heidelberg	Monograph	2005		42A4		Bonzel	284003	
Adult Stem Cells	978-1-4939-6754-4	978-1-4939-6756-8							http://link.springer.com/10.1007/978-1-4939-6756-8		10.1007/978-1-4939-6756-8		fulltext		Springer New York	Monograph	2017		1553		Di Nardo	7651	
Advanced Fluorescence Microscopy	978-1-4939-2079-2	978-1-4939-2080-8							http://link.springer.com/10.1007/978-1-4939-2080-8		10.1007/978-1-4939-2080-8		fulltext		Springer New York	Monograph	2015		1251	2015	Verveer	7651	
Advanced Methods in Structural Biology	978-4-431-56028-9	978-4-431-56030-2							http://link.springer.com/10.1007/978-4-431-56030-2		10.1007/978-4-431-56030-2		fulltext		Springer Japan	Monograph	2016				Senda	8623	
Advanced Patch-Clamp Analysis for Neuroscientists	978-1-4939-3409-6	978-1-4939-3411-9							http://link.springer.com/10.1007/978-1-4939-3411-9		10.1007/978-1-4939-3411-9		fulltext		Springer New York	Monograph	2016		113		Korngreen	7657	
Advanced Protocols for Animal Transgenesis	978-3-642-20791-4	978-3-642-20792-1							http://link.springer.com/10.1007/978-3-642-20792-1		10.1007/978-3-642-20792-1		fulltext		Springer Berlin Heidelberg	Monograph	2011				Pease	8623	
Advanced Protocols in Oxidative Stress I	978-1-60327-218-6	978-1-60327-517-0							http://link.springer.com/10.1007/978-1-60327-517-0		10.1007/978-1-60327-517-0		fulltext		Humana Press	Monograph	2008		477		Armstrong	7651	
Advanced Protocols in Oxidative Stress II	978-1-60761-410-4	978-1-60761-411-1							http://link.springer.com/10.1007/978-1-60761-411-1		10.1007/978-1-60761-411-1		fulltext		Humana Press	Monograph	2010		594		Armstrong	7651	
Advanced Protocols in Oxidative Stress III	978-1-4939-1440-1	978-1-4939-1441-8							http://link.springer.com/10.1007/978-1-4939-1441-8		10.1007/978-1-4939-1441-8		fulltext		Springer New York	Monograph	2015		1208	2015	Armstrong	7651	
Advances and Clinical Practice in Pyrosequencing	978-1-4939-3306-8	978-1-4939-3308-2							http://link.springer.com/10.1007/978-1-4939-3308-2		10.1007/978-1-4939-3308-2		fulltext		Springer New York	Monograph	2016			1st ed. 2016	Zhou	8623	
Affinity Chromatography	978-1-4939-2446-2	978-1-4939-2447-9							http://link.springer.com/10.1007/978-1-4939-2447-9		10.1007/978-1-4939-2447-9		fulltext		Springer New York	Monograph	2015		1286	3rd ed. 2015	Reichelt	7651	
Affinity Chromatography	978-1-58829-659-7	978-1-59745-582-4							http://link.springer.com/10.1007/978-1-59745-582-4		10.1007/978-1-59745-582-4		fulltext		Humana Press	Monograph	2008		421	Second Edition	Zachariou	7651	
African American Childhoods	978-1-4039-6251-5	978-1-349-73165-7							http://link.springer.com/10.1007/978-1-349-73165-7	King	10.1007/978-1-349-73165-7		fulltext		Palgrave Macmillan US	Monograph	2005						
Agrobacterium Protocols	978-1-4939-1657-3	978-1-4939-1658-0							http://link.springer.com/10.1007/978-1-4939-1658-0		10.1007/978-1-4939-1658-0		fulltext		Springer New York	Monograph	2015		1224	3rd ed. 2015	Wang	7651	
Agrobacterium Protocols	978-1-4939-1694-8	978-1-4939-1695-5							http://link.springer.com/10.1007/978-1-4939-1695-5		10.1007/978-1-4939-1695-5		fulltext		Springer New York	Monograph	2015		1223	3rd ed. 2015	Wang	7651	
Agrobacterium Protocols	978-1-58829-536-1	978-1-59745-130-7							http://link.springer.com/10.1385/1597451304		10.1385/1597451304		fulltext		Humana Press	Monograph	2006		343	Second Edition	Wang	7651	
Agrobacterium Protocols Volume 2	978-1-58829-843-0	978-1-59745-131-4							http://link.springer.com/10.1385/1597451312		10.1385/1597451312		fulltext		Humana Press	Monograph	2007		344	Second Edition	Wang	7651	
Alcohol	978-1-58829-906-2	978-1-59745-242-7							http://link.springer.com/10.1007/978-1-59745-242-7		10.1007/978-1-59745-242-7		fulltext		Humana Press	Monograph	2008		447		Nagy	7651	
Alien Skies	978-1-4614-8553-7	978-1-4614-8554-4							http://link.springer.com/10.1007/978-1-4614-8554-4	Pont	10.1007/978-1-4614-8554-4		fulltext		Springer New York	Monograph	2014			2014			
Allergy Methods and Protocols	978-0-89603-896-7	978-1-59745-366-0							http://link.springer.com/10.1007/978-1-59745-366-0		10.1007/978-1-59745-366-0		fulltext		Humana Press	Monograph	2008		138		Jones	7652	
Allostery	978-1-61779-333-2	978-1-61779-334-9							http://link.springer.com/10.1007/978-1-61779-334-9		10.1007/978-1-61779-334-9		fulltext		Springer New York	Monograph	2012		796		Fenton	7651	
Alpha-1 Antitrypsin Deficiency	978-1-4939-7161-9	978-1-4939-7163-3							http://link.springer.com/10.1007/978-1-4939-7163-3		10.1007/978-1-4939-7163-3		fulltext		Springer New York	Monograph	2017		1639		Borel	7651	
Altersdiskriminierung durch tarifliche Vergütung	978-3-86226-035-5	978-3-86226-967-9							http://link.springer.com/10.1007/978-3-86226-967-9	Glajcar	10.1007/978-3-86226-967-9		fulltext		Centaurus Verlag & Media	Monograph	2011		34			13669	
Alzheimer's Disease and Frontotemporal Dementia	978-1-60761-743-3	978-1-60761-744-0							http://link.springer.com/10.1007/978-1-60761-744-0		10.1007/978-1-60761-744-0		fulltext		Humana Press	Monograph	2011		670		Roberson	7651	
Amino Acid Analysis	978-1-61779-444-5	978-1-61779-445-2							http://link.springer.com/10.1007/978-1-61779-445-2		10.1007/978-1-61779-445-2		fulltext		Humana Press	Monograph	2012		828		Alterman	7651	
Amyloid Proteins	978-1-58829-337-4	978-1-59259-874-8							http://link.springer.com/10.1385/1592598749		10.1385/1592598749		fulltext		Humana Press	Monograph	2005		299		Sigurdsson	7651	
Amyloid Proteins	978-1-61779-550-3	978-1-61779-551-0							http://link.springer.com/10.1007/978-1-61779-551-0		10.1007/978-1-61779-551-0		fulltext		Humana Press	Monograph	2012		849	2nd ed. 2012	Sigurdsson	7651	
An Architecture of the Ozarks	978-1-56898-488-9	978-1-56898-630-2							http://link.springer.com/10.1007/1-56898-630-0	Buege	10.1007/1-56898-630-0		fulltext		Princeton Archit.Press	Monograph	2005						
An Identity Theory of Truth	978-0-230-57371-0	978-0-230-58426-6							http://link.springer.com/10.1057/9780230584266	Dodd	10.1057/9780230584266		fulltext		Palgrave Macmillan UK	Monograph	2008						
An Introduction to XML Query Processing and Keyword Search	978-3-642-34554-8	978-3-642-34555-5							http://link.springer.com/10.1007/978-3-642-34555-5	Lu	10.1007/978-3-642-34555-5		fulltext		Springer Berlin Heidelberg	Monograph	2013			2013			
An introduction to business and management ethics	978-1-4039-0016-6	978-0-230-80225-4							http://link.springer.com/10.1007/978-0-230-80225-4	Harrison	10.1007/978-0-230-80225-4		fulltext		Macmillan Education UK	Monograph	2005						
Analgesia	978-1-60327-322-0	978-1-60327-323-7							http://link.springer.com/10.1007/978-1-60327-323-7		10.1007/978-1-60327-323-7		fulltext		Humana Press	Monograph	2010		617		Szallasi	7651	
Analysis of Post-Translational Modifications and Proteolysis in Neuroscience	978-1-4939-3470-6	978-1-4939-3472-0							http://link.springer.com/10.1007/978-1-4939-3472-0		10.1007/978-1-4939-3472-0		fulltext		Springer New York	Monograph	2016		114	1st ed. 2016	Grant	7657	
Analyzing Microbes	978-3-642-34409-1	978-3-642-34410-7							http://link.springer.com/10.1007/978-3-642-34410-7		10.1007/978-3-642-34410-7		fulltext		Springer Berlin Heidelberg	Monograph	2013			2013	Arora	8623	
Ancient DNA	978-1-61779-515-2	978-1-61779-516-9							http://link.springer.com/10.1007/978-1-61779-516-9		10.1007/978-1-61779-516-9		fulltext		Humana Press	Monograph	2012		840	2012	Shapiro	7651	
Androgen Action	978-1-61779-242-7	978-1-61779-243-4							http://link.springer.com/10.1007/978-1-61779-243-4		10.1007/978-1-61779-243-4		fulltext		Humana Press	Monograph	2011		776		Saatcioglu	7651	
Angiogenesis Protocols	978-1-4939-3626-7	978-1-4939-3628-1							http://link.springer.com/10.1007/978-1-4939-3628-1		10.1007/978-1-4939-3628-1		fulltext		Springer New York	Monograph	2016		1430	3rd ed. 2016	Martin	7651	
Angiogenesis Protocols	978-1-58829-907-9	978-1-59745-241-0							http://link.springer.com/10.1007/978-1-59745-241-0		10.1007/978-1-59745-241-0		fulltext		Humana Press	Monograph	2009		467		Murray	7651	
Animal Cell Biotechnology	978-1-58829-660-3	978-1-59745-399-8							http://link.springer.com/10.1007/978-1-59745-399-8		10.1007/978-1-59745-399-8		fulltext		Humana Press	Monograph	2007		24	Second Edition	Pörtner	7650	
Animal Cell Biotechnology	978-1-62703-732-7	978-1-62703-733-4							http://link.springer.com/10.1007/978-1-62703-733-4		10.1007/978-1-62703-733-4		fulltext		Humana Press	Monograph	2014		1104	3rd ed. 2014	Pörtner	7651	
Animal Coronaviruses	978-1-4939-3412-6	978-1-4939-3414-0							http://link.springer.com/10.1007/978-1-4939-3414-0		10.1007/978-1-4939-3414-0		fulltext		Springer New York	Monograph	2016			1st ed. 2016	Wang	8623	
Animal Endo-SiRNAs	978-1-4939-0930-8	978-1-4939-0931-5							http://link.springer.com/10.1007/978-1-4939-0931-5		10.1007/978-1-4939-0931-5		fulltext		Springer New York	Monograph	2014		1173	2014	Werner	7651	
Animal Influenza Virus	978-1-4939-0757-1	978-1-4939-0758-8							http://link.springer.com/10.1007/978-1-4939-0758-8		10.1007/978-1-4939-0758-8		fulltext		Springer New York	Monograph	2014		1161	2nd ed. 2014	Spackman	7651	
Animal Models for Retinal Diseases	978-1-60761-540-8	978-1-60761-541-5							http://link.springer.com/10.1007/978-1-60761-541-5		10.1007/978-1-60761-541-5		fulltext		Humana Press	Monograph	2010		46		Pang	7657	
Animal Models for Stem Cell Therapy	978-1-4939-1452-4	978-1-4939-1453-1							http://link.springer.com/10.1007/978-1-4939-1453-1		10.1007/978-1-4939-1453-1		fulltext		Springer New York	Monograph	2014		1213	2014	Christ	7651	
Animal Models in Diabetes Research	978-1-62703-067-0	978-1-62703-068-7							http://link.springer.com/10.1007/978-1-62703-068-7		10.1007/978-1-62703-068-7		fulltext		Humana Press	Monograph	2012		933	2012	Joost	7651	
Animal Models of Acute Neurological Injuries	978-1-60327-184-4	978-1-60327-185-1							http://link.springer.com/10.1007/978-1-60327-185-1		10.1007/978-1-60327-185-1		fulltext		Humana Press	Monograph	2009				Chen		
Animal Models of Acute Neurological Injuries II	978-1-61779-575-6	978-1-61779-576-3							http://link.springer.com/10.1007/978-1-61779-576-3		10.1007/978-1-61779-576-3		fulltext		Humana Press	Monograph	2012			2012	Chen	8623	
Animal Models of Acute Neurological Injuries II	978-1-61779-781-1	978-1-61779-782-8							http://link.springer.com/10.1007/978-1-61779-782-8		10.1007/978-1-61779-782-8		fulltext		Humana Press	Monograph	2012			2012	Chen	8623	
Animal Models of Behavioral Analysis	978-1-60761-882-9	978-1-60761-883-6							http://link.springer.com/10.1007/978-1-60761-883-6		10.1007/978-1-60761-883-6		fulltext		Humana Press	Monograph	2011		50		Raber	7657	
Animal Models of Brain Tumors	978-1-62703-208-7	978-1-62703-209-4							http://link.springer.com/10.1007/978-1-62703-209-4		10.1007/978-1-62703-209-4		fulltext		Humana Press	Monograph	2013		77	2013	Martínez Murillo	7657	
Animal Models of Dementia	978-1-60761-897-3	978-1-60761-898-0							http://link.springer.com/10.1007/978-1-60761-898-0		10.1007/978-1-60761-898-0		fulltext		Humana Press	Monograph	2011		48	1	De Deyn	7657	
Animal Models of Drug Addiction	978-1-60761-933-8	978-1-60761-934-5							http://link.springer.com/10.1007/978-1-60761-934-5		10.1007/978-1-60761-934-5		fulltext		Humana Press	Monograph	2011		53	1	Olmstead	7657	
Animal Models of Eating Disorders	978-1-62703-103-5	978-1-62703-104-2							http://link.springer.com/10.1007/978-1-62703-104-2		10.1007/978-1-62703-104-2		fulltext		Humana Press	Monograph	2013		74	2013	Avena	7657	
Animal Models of Epilepsy	978-1-60327-262-9	978-1-60327-263-6							http://link.springer.com/10.1007/978-1-60327-263-6		10.1007/978-1-60327-263-6		fulltext		Humana Press	Monograph	2009		40		Baraban	7657	
Animal Models of Movement Disorders	978-1-61779-297-7	978-1-61779-298-4							http://link.springer.com/10.1007/978-1-61779-298-4		10.1007/978-1-61779-298-4		fulltext		Humana Press	Monograph	2012		61	1	Lane	7657	
Animal Models of Movement Disorders	978-1-61779-300-4	978-1-61779-301-1							http://link.springer.com/10.1007/978-1-61779-301-1		10.1007/978-1-61779-301-1		fulltext		Humana Press	Monograph	2011		62		Lane	7657	
Animal Models of Neurodevelopmental Disorders	978-1-4939-2708-1	978-1-4939-2709-8							http://link.springer.com/10.1007/978-1-4939-2709-8		10.1007/978-1-4939-2709-8		fulltext		Springer New York	Monograph	2015		104	1st ed. 2015	Yager	7657	
Animal Models of Pain	978-1-60761-879-9	978-1-60761-880-5							http://link.springer.com/10.1007/978-1-60761-880-5		10.1007/978-1-60761-880-5		fulltext		Humana Press	Monograph	2011		49		Ma	7657	
Animal Models of Schizophrenia and Related Disorders	978-1-61779-156-7	978-1-61779-157-4							http://link.springer.com/10.1007/978-1-61779-157-4		10.1007/978-1-61779-157-4		fulltext		Humana Press	Monograph	2011		59		O'Donnell	7657	
Animal Models of Spinal Cord Repair	978-1-62703-196-7	978-1-62703-197-4							http://link.springer.com/10.1007/978-1-62703-197-4		10.1007/978-1-62703-197-4		fulltext		Humana Press	Monograph	2013		76	2013	Aldskogius	7657	
Antibiotic Pharmacodynamics	978-1-4939-3321-1	978-1-4939-3323-5							http://link.springer.com/10.1007/978-1-4939-3323-5		10.1007/978-1-4939-3323-5		fulltext		Springer New York	Monograph	2016				Rotschafer	7653	
Antibiotic Resistance Protocols	978-1-60327-278-0	978-1-60327-279-7							http://link.springer.com/10.1007/978-1-60327-279-7		10.1007/978-1-60327-279-7		fulltext		Humana Press	Monograph	2010		642		Gillespie	7651	
Antibiotics	978-1-4939-6632-5	978-1-4939-6634-9							http://link.springer.com/10.1007/978-1-4939-6634-9		10.1007/978-1-4939-6634-9		fulltext		Springer New York	Monograph	2017		1520		Sass	7651	
Antibody Engineering	978-1-61779-973-0	978-1-61779-974-7							http://link.springer.com/10.1007/978-1-61779-974-7		10.1007/978-1-61779-974-7		fulltext		Humana Press	Monograph	2012		907	2nd ed. 2012	Chames	7651	
Antibody Methods and Protocols	978-1-61779-930-3	978-1-61779-931-0							http://link.springer.com/10.1007/978-1-61779-931-0		10.1007/978-1-61779-931-0		fulltext		Humana Press	Monograph	2012		901	2012	Proetzel	7651	
Antibody Phage Display	978-1-60327-301-5	978-1-60327-302-2							http://link.springer.com/10.1007/978-1-60327-302-2		10.1007/978-1-60327-302-2		fulltext		Humana Press	Monograph	2009		562		Aitken	7651	
Antibody-Drug Conjugates	978-1-62703-540-8	978-1-62703-541-5							http://link.springer.com/10.1007/978-1-62703-541-5		10.1007/978-1-62703-541-5		fulltext		Humana Press	Monograph	2013		1045	2013	Ducry	7651	
Anticoagulants, Antiplatelets, and Thrombolytics	978-1-60761-802-7	978-1-60761-803-4							http://link.springer.com/10.1007/978-1-60761-803-4		10.1007/978-1-60761-803-4		fulltext		Humana Press	Monograph	2010		663	2	Mousa	7651	
Antiepileptic Drug Discovery	978-1-4939-6353-9	978-1-4939-6355-3							http://link.springer.com/10.1007/978-1-4939-6355-3		10.1007/978-1-4939-6355-3		fulltext		Springer New York	Monograph	2016				Talevi	7653	
Antifungal Agents	978-1-58829-277-3	978-1-59259-943-1							http://link.springer.com/10.1385/1592599435		10.1385/1592599435		fulltext		Humana Press	Monograph	2005		118		Ernst	7652	
Antigen Processing	978-1-62703-217-9	978-1-62703-218-6							http://link.springer.com/10.1007/978-1-62703-218-6		10.1007/978-1-62703-218-6		fulltext		Humana Press	Monograph	2013		960		Endert	7651	
Antimicrobial Peptides	978-1-4939-6735-3	978-1-4939-6737-7							http://link.springer.com/10.1007/978-1-4939-6737-7		10.1007/978-1-4939-6737-7		fulltext		Springer New York	Monograph	2017		1548		Hansen	7651	
Antimicrobial Peptides	978-1-60761-593-4	978-1-60761-594-1							http://link.springer.com/10.1007/978-1-60761-594-1		10.1007/978-1-60761-594-1		fulltext		Humana Press	Monograph	2010		618		Giuliani	7651	
Antisense Therapeutics	978-1-58829-205-6	978-1-59259-854-0							http://link.springer.com/10.1385/1592598544		10.1385/1592598544		fulltext		Humana Press	Monograph	2005		106	Second Edition	Phillips	7652	
Antiviral Methods and Protocols	978-1-62703-483-8	978-1-62703-484-5							http://link.springer.com/10.1007/978-1-62703-484-5		10.1007/978-1-62703-484-5		fulltext		Humana Press	Monograph	2013		1030	2nd ed. 2013	Gong	7651	
Antiviral RNAi	978-1-61779-036-2	978-1-61779-037-9							http://link.springer.com/10.1007/978-1-61779-037-9		10.1007/978-1-61779-037-9		fulltext		Humana Press	Monograph	2011		721		Rij	7651	
Antiviral Resistance in Plants	978-1-61779-881-8	978-1-61779-882-5							http://link.springer.com/10.1007/978-1-61779-882-5		10.1007/978-1-61779-882-5		fulltext		Humana Press	Monograph	2012		894	2012	Watson	7651	
Anwendungsorientierte Wirtschaftsinformatik	978-3-658-14145-5	978-3-658-14146-2							http://link.springer.com/10.1007/978-3-658-14146-2	Alpar	10.1007/978-3-658-14146-2		fulltext		Springer Fachmedien Wiesbaden	Monograph	2016			8. Aufl. 2016			
Apoptosis	978-1-60327-016-8	978-1-60327-017-5							http://link.springer.com/10.1007/978-1-60327-017-5		10.1007/978-1-60327-017-5		fulltext		Humana Press	Monograph	2009		559		Erhardt	7651	
Apoptosis Methods in Toxicology	978-1-4939-3586-4	978-1-4939-3588-8							http://link.springer.com/10.1007/978-1-4939-3588-8		10.1007/978-1-4939-3588-8		fulltext		Springer New York	Monograph	2016				Muganda	7653	
Apoptosis and Cancer	978-1-4939-1660-3	978-1-4939-1661-0							http://link.springer.com/10.1007/978-1-4939-1661-0		10.1007/978-1-4939-1661-0		fulltext		Springer New York	Monograph	2015		1219	2nd ed. 2015	Mor	7651	
Apoptosis and Cancer	978-1-58829-457-9	978-1-59745-339-4							http://link.springer.com/10.1007/978-1-59745-339-4		10.1007/978-1-59745-339-4		fulltext		Humana Press	Monograph	2008		414		Mor	7651	
Applied Neurogenomics	978-1-4939-2246-8	978-1-4939-2247-5							http://link.springer.com/10.1007/978-1-4939-2247-5		10.1007/978-1-4939-2247-5		fulltext		Springer New York	Monograph	2015		97	2015	Jain	7657	
Arabidopsis Protocols	978-1-58829-395-4	978-1-59745-003-4							http://link.springer.com/10.1385/1597450030		10.1385/1597450030		fulltext		Humana Press	Monograph	2006		323	Second Edition	Salinas	7651	
Arabidopsis Protocols	978-1-62703-579-8	978-1-62703-580-4							http://link.springer.com/10.1007/978-1-62703-580-4		10.1007/978-1-62703-580-4		fulltext		Humana Press	Monograph	2014		1062	3rd ed. 2014	Sanchez-Serrano	7651	
Arbeitsbuch zu Tipler/Mosca Physik	978-3-662-51504-4	978-3-662-51505-1							http://link.springer.com/10.1007/978-3-662-51505-1	Mills	10.1007/978-3-662-51505-1		fulltext		Springer Berlin Heidelberg	Monograph	2016				Knochel		
Argonaute Proteins	978-1-61779-045-4	978-1-61779-046-1							http://link.springer.com/10.1007/978-1-61779-046-1		10.1007/978-1-61779-046-1		fulltext		Humana Press	Monograph	2011		725	1	Hobman	7651	
Array Comparative Genomic Hybridization	978-1-62703-280-3	978-1-62703-281-0							http://link.springer.com/10.1007/978-1-62703-281-0		10.1007/978-1-62703-281-0		fulltext		Humana Press	Monograph	2013		973	2013	Banerjee	7651	
Arthritis Research	978-1-4939-0403-7	978-1-4939-0404-4							http://link.springer.com/10.1007/978-1-4939-0404-4		10.1007/978-1-4939-0404-4		fulltext		Springer New York	Monograph	2014		1142	2nd ed. 2014	Shiozawa	7651	
Arthritis Research	978-1-58829-344-2	978-1-59745-401-8							http://link.springer.com/10.1007/978-1-59745-401-8		10.1007/978-1-59745-401-8		fulltext		Humana Press	Monograph	2007		135		Cope	7652	
Arthritis Research	978-1-58829-918-5	978-1-59745-402-5							http://link.springer.com/10.1007/978-1-59745-402-5		10.1007/978-1-59745-402-5		fulltext		Humana Press	Monograph	2007		136		Cope	7652	
Artificial Neural Networks	978-1-4939-2238-3	978-1-4939-2239-0							http://link.springer.com/10.1007/978-1-4939-2239-0		10.1007/978-1-4939-2239-0		fulltext		Springer New York	Monograph	2015		1260	2nd ed. 2015	Cartwright	7651	
Artificial Neural Networks	978-1-58829-718-1	978-1-60327-101-1							http://link.springer.com/10.1007/978-1-60327-101-1		10.1007/978-1-60327-101-1		fulltext		Humana Press	Monograph	2009		458		Livingstone	7651	
Artificial Riboswitches	978-1-62703-754-9	978-1-62703-755-6							http://link.springer.com/10.1007/978-1-62703-755-6		10.1007/978-1-62703-755-6		fulltext		Humana Press	Monograph	2014		1111	2014	Ogawa	7651	
Assessment in the Language Classroom	978-1-137-46483-5	978-1-137-46484-2							http://link.springer.com/10.1057/978-1-137-46484-2	Cheng	10.1057/978-1-137-46484-2		fulltext		Macmillan Education UK	Monograph	2017					14770	
Astrocytes	978-1-61779-451-3	978-1-61779-452-0							http://link.springer.com/10.1007/978-1-61779-452-0		10.1007/978-1-61779-452-0		fulltext		Humana Press	Monograph	2012		814		Milner	7651	
Asymmetric Top Molecules. Part 1	978-3-642-10370-4	978-3-642-10371-1							http://link.springer.com/10.1007/978-3-642-10371-1		10.1007/978-3-642-10371-1		fulltext		Springer Berlin Heidelberg	Monograph	2010		29D1		Hüttner	284002	
Asymmetric Top Molecules. Part 3	978-3-642-14144-7	978-3-642-14145-4							http://link.springer.com/10.1007/978-3-642-14145-4		10.1007/978-3-642-14145-4		fulltext		Springer Berlin Heidelberg	Monograph	2011		29D3		Hüttner	284002	
Atomic Force Microscopy in Biomedical Research	978-1-61779-104-8	978-1-61779-105-5							http://link.springer.com/10.1007/978-1-61779-105-5		10.1007/978-1-61779-105-5		fulltext		Humana Press	Monograph	2011		736	1	Braga	7651	
