publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id
Analog Integrated Circuits and Signal Processing	0925-1030	1573-1979	1991-03	1	1	2015-12	85	3	http://link.springer.com/journal/10470		10470		fulltext		Springer US	Serial							
Analysis Mathematica	0133-3852	1588-273X	1975-03	1	1	2015-12	41	4	http://link.springer.com/journal/10476		10476		fulltext		Springer Netherlands	Serial							
Analysis in Theory and Applications	1672-4070	1573-8175	1989-03	5	1	2011-12	27	4	http://link.springer.com/journal/10496		10496		fulltext		Editorial Board of Analysis in Theory and Applications	Serial							
Analytical and Bioanalytical Chemistry	1618-2642	1618-2650	1862-12	1	1	2015-12	407	30	http://link.springer.com/journal/216		216		fulltext		Springer Berlin Heidelberg	Serial							
Annalen der Philosophie	0165-0106	1866-6167	1919-12	1	1	1921-12	3	1	http://link.springer.com/journal/12377		12377		fulltext		Springer-Verlag	Serial							
Annalen der Philosophie und philosophischen Kritik	1866-6175	1866-6175	1924-12	4	1	1929-12	8	1	http://link.springer.com/journal/12375		12375		fulltext		Springer-Verlag	Serial							
Annales Geophysicae	0992-7689	1432-0576	1994-01	12	1	2001-01	18	12	http://link.springer.com/journal/585		585		fulltext		Springer-Verlag	Serial							
Annali di Matematica Pura ed Applicata (1858-1865)		0373-3114	1858-12	1	1	1865-12	7	1	http://link.springer.com/journal/40768		40768		fulltext		Springer Berlin Heidelberg	Serial							
Annali di Matematica Pura ed Applicata (1867-1897)		0373-3114	1867-12	1	1	1897-12	26	1	http://link.springer.com/journal/40769		40769		fulltext		Springer Berlin Heidelberg	Serial							
Annali di Matematica Pura ed Applicata (1898-1922)		0373-3114	1898-12	1	1	1922-12	31	1	http://link.springer.com/journal/40770		40770		fulltext		Springer Berlin Heidelberg	Serial							
Annali di Matematica Pura ed Applicata (1923 -)	0373-3114	1618-1891	1924-12	1	1	2015-12	194	6	http://link.springer.com/journal/10231		10231		fulltext		Springer Berlin Heidelberg	Serial							
Annals of Behavioral Medicine	0883-6612	1532-4796	1995-03	17	1	2015-12	49	6	http://link.springer.com/journal/12160		12160		fulltext		Springer US	Serial							
Annals of Biomedical Engineering	0090-6964	1573-9686	1972-09	1	1	2016-01	44	1	http://link.springer.com/journal/10439		10439		fulltext		Springer US	Serial							
Annals of Dyslexia	0736-9387	1934-7243	1955-12	5	1	2015-12	65	3	http://link.springer.com/journal/11881		11881		fulltext		Springer US	Serial							
Annals of Global Analysis and Geometry	0232-704X	1572-9060	1983-02	1	1	2015-12	48	4	http://link.springer.com/journal/10455		10455		fulltext		Springer Netherlands	Serial							
Annals of Hematology	0939-5555	1432-0584	1955-03	1	1	2015-12	94	12	http://link.springer.com/journal/277		277		fulltext		Springer Berlin Heidelberg	Serial							
Annals of Mathematics and Artificial Intelligence	1012-2443	1573-7470	1990-03	1	1	2015-12	75	3	http://link.springer.com/journal/10472		10472		fulltext		Springer International Publishing	Serial							
Annals of Nuclear Medicine	0914-7187	1864-6433	1987-12	1	1	2015-12	29	10	http://link.springer.com/journal/12149		12149		fulltext		Springer Japan	Serial							
Annals of Operations Research	0254-5330	1572-9338	1984-02	1	1	2015-12	235	1	http://link.springer.com/journal/10479		10479		fulltext		Springer US	Serial							
Annals of Software Engineering	1022-7091	1573-7489	1995-12	1	1	2002-12	14	1	http://link.springer.com/journal/10480		10480		fulltext		Kluwer Academic Publishers	Serial							
Annals of Surgical Oncology	1068-9265	1534-4681	1994-01	1	1	2016-01	23	1	http://link.springer.com/journal/10434		10434		fulltext		Springer US	Serial							
Annals of Vascular Surgery	0890-5096	1615-5947	1986-05	1	1	2006-12	20	6	http://link.springer.com/journal/10016		10016		fulltext		Springer-Verlag	Serial							
Annals of the Institute of Statistical Mathematics	0020-3157	1572-9052	1949-03	1	1	2015-12	67	5	http://link.springer.com/journal/10463		10463		fulltext		Springer Japan	Serial							
Antonie van Leeuwenhoek	0003-6072	1572-9699	1934-12	1	1	2015-12	108	6	http://link.springer.com/journal/10482		10482		fulltext		Springer International Publishing	Serial							
Apoptosis	1360-8185	1573-675X	1996-08	1	1	2015-12	20	12	http://link.springer.com/journal/10495		10495		fulltext		Springer US	Serial							
Applicable Algebra in Engineering, Communication and Computing	0938-1279	1432-0622	1990-03	1	1	2015-12	26	6	http://link.springer.com/journal/200		200		fulltext		Springer Berlin Heidelberg	Serial							
Applied Biochemistry and Biotechnology	0273-2289	1559-0291	1976-03	1	1	2015-12	177	8	http://link.springer.com/journal/12010		12010		fulltext		Springer US	Serial							
Applied Categorical Structures	0927-2852	1572-9095	1993-03	1	1	2015-12	23	6	http://link.springer.com/journal/10485		10485		fulltext		Springer Netherlands	Serial							
Applied Composite Materials	0929-189X	1573-4897	1994-01	1	1	2015-12	22	6	http://link.springer.com/journal/10443		10443		fulltext		Springer Netherlands	Serial							
Applied Intelligence	0924-669X	1573-7497	1991-07	1	1	2015-12	43	4	http://link.springer.com/journal/10489		10489		fulltext		Springer US	Serial							
Applied Magnetic Resonance	0937-9347	1613-7507	1990-06	1	1	2015-12	46	12	http://link.springer.com/journal/723		723		fulltext		Springer Vienna	Serial							
Applied Mathematics & Optimization	0095-4616	1432-0606	1974-03	1	1	2015-12	72	3	http://link.springer.com/journal/245		245		fulltext		Springer US	Serial							
Applied Mathematics and Mechanics	0253-4827	1573-2754	1980-11	1	1	2015-12	36	12	http://link.springer.com/journal/10483		10483		fulltext		Shanghai University	Serial							
Applied Mathematics-A Journal of Chinese Universities	1005-1031	1993-0445	1993-03	8	1	2015-12	30	4	http://link.springer.com/journal/11766		11766		fulltext		Editorial Committee of Applied Mathematics - A Journal of Chinese Universities	Serial							
Applied Microbiology and Biotechnology	0175-7598	1432-0614	1975-03	1	1	2015-12	99	24	http://link.springer.com/journal/253		253		fulltext		Springer Berlin Heidelberg	Serial							
Applied Physics A	0947-8396	1432-0630	1973-01	1	1	2015-12	122	1	http://link.springer.com/journal/339		339		fulltext		Springer Berlin Heidelberg	Serial							
Applied Physics B	0946-2171	1432-0649	1979-09	20	1	2015-12	121	4	http://link.springer.com/journal/340		340		fulltext		Springer Berlin Heidelberg	Serial							
Applied Psychophysiology and Biofeedback	1090-0586	1573-3270	1976-03	1	1	2015-12	40	4	http://link.springer.com/journal/10484		10484		fulltext		Springer US	Serial							
Applied Scientific Research, Section B	0365-7140		1950-12	1	1	1965-10	12	5	http://link.springer.com/journal/12380		12380		fulltext		Springer Netherlands	Serial							
Aquaculture International	0967-6120	1573-143X	1993-09	1	1	2015-12	23	6	http://link.springer.com/journal/10499		10499		fulltext		Springer International Publishing	Serial							
Aquatic Ecology	1386-2588	1573-5125	1968-06	2	2	2015-12	49	4	http://link.springer.com/journal/10452		10452		fulltext		Springer Netherlands	Serial							
Aquatic Geochemistry	1380-6165	1573-1421	1995-03	1	1	2015-11	21	6	http://link.springer.com/journal/10498		10498		fulltext		Springer Netherlands	Serial							
Aquatic Sciences	1015-1621	1420-9055	1920-03	1	1	2015-12	77	4	http://link.springer.com/journal/27		27		fulltext		Springer International Publishing	Serial							
Archiv der Mathematik	0003-889X	1420-8938	1948-01	1	1	2015-12	105	6	http://link.springer.com/journal/13		13		fulltext		Springer International Publishing	Serial							
Archiv für mikroskopische Anatomie	0176-7364		1865-12	1	1	1923-05	97	4	http://link.springer.com/journal/12361		12361		fulltext		Springer-Verlag	Serial							
Archive for History of Exact Sciences	0003-9519	1432-0657	1960-08	1	1	2016-01	70	1	http://link.springer.com/journal/407		407		fulltext		Springer Berlin Heidelberg	Serial							
Archive for Mathematical Logic	0933-5846	1432-0665	1950-09	1	1	2015-12	54	7	http://link.springer.com/journal/153		153		fulltext		Springer Berlin Heidelberg	Serial							
Archive for Rational Mechanics and Analysis	0003-9527	1432-0673	1957-01	1	1	2016-02	219	2	http://link.springer.com/journal/205		205		fulltext		Springer Berlin Heidelberg	Serial							
Archive of Applied Mechanics	0939-1533	1432-0681	1929-12	1	1	2015-12	85	12	http://link.springer.com/journal/419		419		fulltext		Springer Berlin Heidelberg	Serial							
Archives and Museum Informatics	1042-1467	1573-7500	1987-03	1	1	1999-09	13	3	http://link.springer.com/journal/10505		10505		fulltext		Kluwer Academic Publishers	Serial							
Archives of Computational Methods in Engineering	1134-3060	1886-1784	1994-03	1	1	2015-12	22	4	http://link.springer.com/journal/11831		11831		fulltext		Springer Netherlands	Serial							
Archives of Dermatological Research	0340-3696	1432-069X	1869-03	1	1	2015-12	307	10	http://link.springer.com/journal/403		403		fulltext		Springer Berlin Heidelberg	Serial							
Archives of Environmental Contamination and Toxicology	0090-4341	1432-0703	1973-02	1	1	2015-12	69	4	http://link.springer.com/journal/244		244		fulltext		Springer US	Serial							
Archives of Gynecology and Obstetrics	0932-0067	1432-0711	1870-02	1	1	2015-12	292	6	http://link.springer.com/journal/404		404		fulltext		Springer Berlin Heidelberg	Serial							
Archives of Microbiology	0302-8933	1432-072X	1930-01	1	1	2015-12	197	10	http://link.springer.com/journal/203		203		fulltext		Springer Berlin Heidelberg	Serial							
Archives of Orthopaedic and Trauma Surgery	0936-8051	1434-3916	1903-02	1	1	2015-12	135	12	http://link.springer.com/journal/402		402		fulltext		Springer Berlin Heidelberg	Serial							
Archives of Pharmacal Research	0253-6269	1976-3786	1978-12	1	1	2015-12	38	12	http://link.springer.com/journal/12272		12272		fulltext		Pharmaceutical Society of Korea	Serial							
Archives of Sexual Behavior	0004-0002	1573-2800	1971-03	1	1	2015-12	44	8	http://link.springer.com/journal/10508		10508		fulltext		Springer US	Serial							
Archives of Toxicology	0340-5761	1432-0738	1930-12	1	1	2015-12	89	12	http://link.springer.com/journal/204		204		fulltext		Springer Berlin Heidelberg	Serial							
Archives of Virology	0304-8608	1432-8798	1939-02	1	1	2015-12	160	12	http://link.springer.com/journal/705		705		fulltext		Springer Vienna	Serial							
Argumentation	0920-427X	1572-8374	1987-03	1	1	2015-12	29	4	http://link.springer.com/journal/10503		10503		fulltext		Springer Netherlands	Serial							
Arkiv för Matematik	0004-2080	1871-2487	1949-09	1	1	2015-11	53	2	http://link.springer.com/journal/11512		11512		fulltext		Springer Netherlands	Serial							
Artificial Intelligence Review	0269-2821	1573-7462	1986-03	1	1	2015-12	44	4	http://link.springer.com/journal/10462		10462		fulltext		Springer Netherlands	Serial							
Artificial Intelligence and Law	0924-8463	1572-8382	1992-03	1	1	2015-12	23	4	http://link.springer.com/journal/10506		10506		fulltext		Springer Netherlands	Serial							
Asia Pacific Journal of Management	0217-4561	1572-9958	1983-09	1	1	2015-12	32	4	http://link.springer.com/journal/10490		10490		fulltext		Springer US	Serial							
Asia-Pacific Financial Markets	1387-2834	1573-6946	1994-03	1	1	2015-12	22	4	http://link.springer.com/journal/10690		10690		fulltext		Springer Japan	Serial							
Astrophysics	0571-7256	1573-8191	1965-01	1	1	2015-12	58	4	http://link.springer.com/journal/10511		10511		fulltext		Springer US	Serial							
Astrophysics and Space Science	0004-640X	1572-946X	1968-01	1	1	2015-12	361	1	http://link.springer.com/journal/10509		10509		fulltext		Springer Netherlands	Serial							
Atlantic Economic Journal	0197-4254	1573-9678	1973-11	1	1	2015-12	43	4	http://link.springer.com/journal/11293		11293		fulltext		Springer US	Serial							
Atomic Energy	1063-4258	1573-8205	1956-01	1	1	2016-01	119	3	http://link.springer.com/journal/10512		10512		fulltext		Springer US	Serial							
Attention, Perception, & Psychophysics	1943-3921	1943-393X	1966-01	1	1	2015-12	77	8	http://link.springer.com/journal/13414		13414		fulltext		Springer US	Serial							
Australasian Plant Pathology	0815-3191	1448-6032	1972-03	1	1	2015-12	44	6	http://link.springer.com/journal/13313		13313		fulltext		Springer Netherlands	Serial							
Automated Software Engineering	0928-8910	1573-7535	1994-03	1	1	2015-12	22	4	http://link.springer.com/journal/10515		10515		fulltext		Springer US	Serial							
Autonomous Robots	0929-5593	1573-7527	1994-03	1	1	2015-12	39	4	http://link.springer.com/journal/10514		10514		fulltext		Springer US	Serial							
Axiomathes	1122-1151	1572-8390	1993-04	4	1	2015-12	25	4	http://link.springer.com/journal/10516		10516		fulltext		Springer Netherlands	Serial							
BIT Numerical Mathematics	0006-3835	1572-9125	1961-03	1	1	2015-12	55	4	http://link.springer.com/journal/10543		10543		fulltext		Springer Netherlands	Serial							
Basic Research in Cardiology	0300-8428	1435-1803	1937-07	1	1	2015-12	111	1	http://link.springer.com/journal/395		395		fulltext		Springer Berlin Heidelberg	Serial							
Basic and Clinical Andrology	1166-2654	2051-4190	1991-06	1	1	2015-12	25	1	http://link.springer.com/journal/12610		12610		fulltext		BioMed Central	Serial							
Behavior Genetics	0001-8244	1573-3297	1970-02	1	1	2015-12	45	6	http://link.springer.com/journal/10519		10519		fulltext		Springer US	Serial							
Behavior Research Methods		1554-3528	1968-01	1	1	2015-12	47	4	http://link.springer.com/journal/13428		13428		fulltext		Springer US	Serial							
Behavioral Ecology and Sociobiology	0340-5443	1432-0762	1976-03	1	1	2015-12	69	12	http://link.springer.com/journal/265		265		fulltext		Springer Berlin Heidelberg	Serial							
BioControl	1386-6141	1573-8248	1956-06	1	1	2015-12	60	6	http://link.springer.com/journal/10526		10526		fulltext		Springer Netherlands	Serial							
BioDrugs	1173-8804	1179-190X	1994-01	1	1	2015-12	29	6	http://link.springer.com/journal/40259		40259		fulltext		Springer International Publishing	Serial							
BioMetals	0966-0844	1572-8773	1988-03	1	1	2015-12	28	6	http://link.springer.com/journal/10534		10534		fulltext		Springer Netherlands	Serial							
Biochemical Genetics	0006-2928	1573-4927	1967-06	1	1	2015-12	53	11	http://link.springer.com/journal/10528		10528		fulltext		Springer US	Serial							
Biodegradation	0923-9820	1572-9729	1990-03	1	1	2015-12	26	6	http://link.springer.com/journal/10532		10532		fulltext		Springer Netherlands	Serial							
Biodiversity and Conservation	0960-3115	1572-9710	1992-03	1	1	2015-12	24	14	http://link.springer.com/journal/10531		10531		fulltext		Springer Netherlands	Serial							
Biogeochemistry	0168-2563	1573-515X	1984-03	1	1	2015-12	126	3	http://link.springer.com/journal/10533		10533		fulltext		Springer International Publishing	Serial							
Biologia Plantarum	0006-3134	1573-8264	1959-03	1	1	2015-12	59	4	http://link.springer.com/journal/10535		10535		fulltext		Springer Netherlands	Serial							
Biological Cybernetics	0340-1200	1432-0770	1961-01	1	1	2015-12	109	6	http://link.springer.com/journal/422		422		fulltext		Springer Berlin Heidelberg	Serial							
Biological Trace Element Research	0163-4984	1559-0720	1979-03	1	1	2016-01	169	1	http://link.springer.com/journal/12011		12011		fulltext		Springer US	Serial							
Biology & Philosophy	0169-3867	1572-8404	1986-03	1	1	2016-01	31	1	http://link.springer.com/journal/10539		10539		fulltext		Springer Netherlands	Serial							
Biology and Fertility of Soils	0178-2762	1432-0789	1985-03	1	1	2015-12	51	8	http://link.springer.com/journal/374		374		fulltext		Springer Berlin Heidelberg	Serial							
Biomedical Engineering	0006-3398	1573-8256	1967-01	1	1	2015-11	49	4	http://link.springer.com/journal/10527		10527		fulltext		Springer US	Serial							
Bioprocess and Biosystems Engineering	1615-7591	1615-7605	1986-03	1	1	2015-12	38	12	http://link.springer.com/journal/449		449		fulltext		Springer Berlin Heidelberg	Serial							
Bioscience Reports	0144-8463	1573-4935	1981-01	1	1	2007-12	27	6	http://link.springer.com/journal/10540		10540		fulltext		Springer US	Serial							
Biotechnology Letters	0141-5492	1573-6776	1979-01	1	1	2015-12	37	12	http://link.springer.com/journal/10529		10529		fulltext		Springer Netherlands	Serial							
Biotechnology Techniques	0951-208X	1573-6784	1987-03	1	1	1999-12	13	12	http://link.springer.com/journal/10542		10542		fulltext		Kluwer Academic Publishers	Serial							
Biotechnology and Bioprocess Engineering	1226-8372	1976-3816	1996-12	1	1	2015-09	20	5	http://link.springer.com/journal/12257		12257		fulltext		The Korean Society for Biotechnology and Bioengineering	Serial							
Biotherapy	0921-299X	1573-8280	1989-03	1	1	1998-12	11	4	http://link.springer.com/journal/10537		10537		fulltext		Kluwer Academic Publishers	Serial							
Blätter der DGVFM	1864-0281	1864-0303	1950-04	1	1	2010-10	31	2	http://link.springer.com/journal/11857		11857		fulltext		Springer-Verlag	Serial							
Boundary-Layer Meteorology	0006-8314	1573-1472	1970-03	1	1	2015-12	157	3	http://link.springer.com/journal/10546		10546		fulltext		Springer Netherlands	Serial							
Brain Cell Biology	1559-7105	1559-7113	1972-07	1	1	2008-12	36	5	http://link.springer.com/journal/11068		11068		fulltext		Springer US	Serial							
Brain Structure and Function	1863-2653	1863-2661	1891-12	1	1	2015-12	220	6	http://link.springer.com/journal/429		429		fulltext		Springer Berlin Heidelberg	Serial							
Brain Topography	0896-0267	1573-6792	1988-09	1	1	2015-12	28	6	http://link.springer.com/journal/10548		10548		fulltext		Springer US	Serial							
Breast Cancer	1340-6868	1880-4233	1994-07	1	1	2016-01	23	1	http://link.springer.com/journal/12282		12282		fulltext		Springer Japan	Serial							
Breast Cancer Research and Treatment	0167-6806	1573-7217	1981-03	1	1	2015-12	154	3	http://link.springer.com/journal/10549		10549		fulltext		Springer US	Serial							
Brittonia	0007-196X	1938-436X	1931-02	1	1	2015-12	67	4	http://link.springer.com/journal/12228		12228		fulltext		Springer US	Serial							
Bulletin Géodésique (1946-1975)		0007-4632	1946-07	1	1	1975-12	118	1	http://link.springer.com/journal/40771		40771		fulltext		Springer Berlin Heidelberg	Serial							
Bulletin géodésique	0007-4632	1432-1394	1924-01	1	1	1942-12	69	1	http://link.springer.com/journal/12357		12357		fulltext		Springer-Verlag	Serial							
Bulletin of Engineering Geology and the Environment	1435-9529	1435-9537	1970-08	1	1	2015-12	74	4	http://link.springer.com/journal/10064		10064		fulltext		Springer Berlin Heidelberg	Serial							
Bulletin of Environmental Contamination and Toxicology	0007-4861	1432-0800	1966-01	1	1	2015-12	95	6	http://link.springer.com/journal/128		128		fulltext		Springer US	Serial							
Bulletin of Experimental Biology and Medicine	0007-4888	1573-8221	1956-01	41	1	2015-12	160	2	http://link.springer.com/journal/10517		10517		fulltext		Springer US	Serial							
Bulletin of Materials Science	0250-4707	0973-7669	1979-05	1	1	2015-12	38	7	http://link.springer.com/journal/12034		12034		fulltext		Indian Academy of Sciences	Serial							
Bulletin of Mathematical Biology	0092-8240	1522-9602	1939-03	1	1	2015-12	77	12	http://link.springer.com/journal/11538		11538		fulltext		Springer US	Serial							
Bulletin of Volcanology	0258-8900	1432-0819	1926-12	1	1	2015-12	78	1	http://link.springer.com/journal/445		445		fulltext		Springer Berlin Heidelberg	Serial							
Bulletin of the Brazilian Mathematical Society, New Series	1678-7544	1678-7714	1970-01	1	1	2015-12	46	4	http://link.springer.com/journal/574		574		fulltext		Springer Berlin Heidelberg	Serial							
Bulletin of the Psychonomic Society	0090-5054		1973-01	1	1	1993-06	31	6	http://link.springer.com/journal/40631		40631		fulltext		Springer-Verlag	Serial							
Bulletin on General Relativity and Gravitation		1662-5390	1962-04	1	1	1969-09	21	1	http://link.springer.com/journal/12366		12366		fulltext		Springer-Verlag	Serial							
Bulletin volcanologique	0366-483X	1432-0819	1924-07	1	1	1931-12	8	1	http://link.springer.com/journal/12362		12362		fulltext		Springer-Verlag	Serial							
CNS Drugs	1172-7047	1179-1934	1994-01	1	1	2015-12	29	12	http://link.springer.com/journal/40263		40263		fulltext		Springer International Publishing	Serial							
Calcified Tissue International	0171-967X	1432-0827	1967-12	1	1	2015-12	97	6	http://link.springer.com/journal/223		223		fulltext		Springer US	Serial							
Calcolo	0008-0624	1126-5434	1964-03	1	1	2015-12	52	4	http://link.springer.com/journal/10092		10092		fulltext		Springer Milan	Serial							
