publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id
Adolescence in Modern Irish History	978-1-349-55295-5	978-0-230-37491-1							http://link.springer.com/10.1007/978-0-230-37491-1		10.1007/978-0-230-37491-1		fulltext		Palgrave Macmillan UK	Monograph	2015				Cox	14586	
Advancing Race and Ethnicity in Education	978-1-349-44586-8	978-1-137-27476-2							http://link.springer.com/10.1007/978-1-137-27476-2		10.1007/978-1-137-27476-2		fulltext		Palgrave Macmillan UK	Monograph	2014				Race		
Advertising as Multilingual Communication	978-0-230-21706-5	978-0-230-50301-4							http://link.springer.com/10.1007/978-0-230-50301-4	Kelly-Holmes	10.1007/978-0-230-50301-4		fulltext		Palgrave Macmillan UK	Monograph	2005						
Aesthetic Communication	978-1-349-31917-6	978-0-230-30401-7							http://link.springer.com/10.1007/978-0-230-30401-7	Thyssen	10.1007/978-0-230-30401-7		fulltext		Palgrave Macmillan UK	Monograph	2011						
Aesthetics and World Politics	978-1-349-54226-0	978-0-230-24437-5							http://link.springer.com/10.1007/978-0-230-24437-5	Bleiker	10.1007/978-0-230-24437-5		fulltext		Palgrave Macmillan UK	Monograph	2009					14500	
African Media and the Digital Public Sphere	978-1-349-37859-3	978-0-230-62175-6							http://link.springer.com/10.1007/978-0-230-62175-6		10.1007/978-0-230-62175-6		fulltext		Palgrave Macmillan US	Monograph	2009				Mudhai	14418	
African Women	978-1-349-29034-5	978-0-230-11432-6							http://link.springer.com/10.1007/978-0-230-11432-6		10.1007/978-0-230-11432-6		fulltext		Palgrave Macmillan US	Monograph	2010				Turshen		
African-American Males and the U.S. Justice System of Marginalization: A National Tragedy	978-1-349-48936-7	978-1-137-40843-3							http://link.springer.com/10.1007/978-1-137-40843-3	Weatherspoon	10.1007/978-1-137-40843-3		fulltext		Palgrave Macmillan US	Monograph	2014						
African-American/Afro-Canadian Schooling	978-1-349-29578-4	978-0-230-11950-5							http://link.springer.com/10.1007/978-0-230-11950-5	Glenn	10.1007/978-0-230-11950-5		fulltext		Palgrave Macmillan US	Monograph	2011						
Africana Cultures and Policy Studies	978-1-349-37115-0	978-0-230-62209-8							http://link.springer.com/10.1007/978-0-230-62209-8		10.1007/978-0-230-62209-8		fulltext		Palgrave Macmillan US	Monograph	2009				Williams	14917	
After the Berlin Wall	978-1-349-29418-3	978-0-230-33775-6							http://link.springer.com/10.1007/978-0-230-33775-6		10.1007/978-0-230-33775-6		fulltext		Palgrave Macmillan US	Monograph	2011				Gerstenberger		
Against Theatre	978-0-230-53745-3	978-0-230-28908-6							http://link.springer.com/10.1007/978-0-230-28908-6		10.1007/978-0-230-28908-6		fulltext		Palgrave Macmillan UK	Monograph	2006				Ackerman	14559	
Against Theory of Mind	978-0-230-55274-6	978-0-230-23438-3							http://link.springer.com/10.1007/978-0-230-23438-3		10.1007/978-0-230-23438-3		fulltext		Palgrave Macmillan UK	Monograph	2009				Leudar		
Agatha Christie	978-1-349-52100-5	978-0-230-59827-0							http://link.springer.com/10.1007/978-0-230-59827-0	Makinen	10.1007/978-0-230-59827-0		fulltext		Palgrave Macmillan UK	Monograph	2006					14927	
Aggression against Ukraine	978-1-349-70316-6	978-1-137-51464-6							http://link.springer.com/10.1007/978-1-137-51464-6	Grant	10.1007/978-1-137-51464-6		fulltext		Palgrave Macmillan US	Monograph	2015						
Alasdair Gray	978-1-349-48654-0	978-1-137-40178-6							http://link.springer.com/10.1057/9781137401786		10.1057/9781137401786		fulltext		Palgrave Macmillan UK	Monograph	2014				Manfredi		
Alaska’s Permanent Fund Dividend	978-1-349-29423-7	978-1-137-01502-0							http://link.springer.com/10.1007/978-1-137-01502-0		10.1007/978-1-137-01502-0		fulltext		Palgrave Macmillan US	Monograph	2012				Widerquist	14981	
Albert Schweitzer’s Legacy for Education	978-1-349-29132-8	978-0-230-11623-8							http://link.springer.com/10.1007/978-0-230-11623-8	Rud	10.1007/978-0-230-11623-8		fulltext		Palgrave Macmillan US	Monograph	2011						
Alfred Marshall	978-1-349-54521-6	978-0-230-59306-0							http://link.springer.com/10.1007/978-0-230-59306-0	Groenewegen	10.1007/978-0-230-59306-0		fulltext		Palgrave Macmillan UK	Monograph	2007					15026	
Algorithmen kompakt und verständlich	978-3-658-05617-9	978-3-658-05618-6							http://link.springer.com/10.1007/978-3-658-05618-6	Rimscha	10.1007/978-3-658-05618-6		fulltext		Springer Fachmedien Wiesbaden	Monograph	2014			3., überarb. u. erw. Aufl. 2014			
Alternative Chinese Opera in the Age of Globalization	978-1-349-31903-9	978-0-230-30042-2							http://link.springer.com/10.1007/978-0-230-30042-2	Lei	10.1007/978-0-230-30042-2		fulltext		Palgrave Macmillan UK	Monograph	2011					14467	
Alzheimer Talk, Text and Context	978-0-230-20694-6	978-0-230-50202-4							http://link.springer.com/10.1007/978-0-230-50202-4		10.1007/978-0-230-50202-4		fulltext		Palgrave Macmillan UK	Monograph	2005				Davis		
America According to Colbert	978-1-137-01472-6	978-1-137-34309-3							http://link.springer.com/10.1007/978-1-137-34309-3	McClennen	10.1007/978-1-137-34309-3		fulltext		Palgrave Macmillan US	Monograph	2011					14963	
America and the British Imaginary in Turn-of-the-Twentieth-Century Literature	978-1-349-28813-7	978-0-230-11462-3							http://link.springer.com/10.1007/978-0-230-11462-3	Miller	10.1007/978-0-230-11462-3		fulltext		Palgrave Macmillan US	Monograph	2010						
America at Work	978-0-230-60680-7	978-1-4039-8359-6							http://link.springer.com/10.1007/978-1-4039-8359-6		10.1007/978-1-4039-8359-6		fulltext		Palgrave Macmillan US	Monograph	2006				Lawler		
American Empire and the Political Economy of Global Finance	978-0-230-23608-0	978-0-230-22767-5							http://link.springer.com/10.1007/978-0-230-22767-5		10.1007/978-0-230-22767-5		fulltext		Palgrave Macmillan UK	Monograph	2009				Panitch	13996	
American Exceptionalism Revisited	978-1-349-70516-0	978-1-137-52069-2							http://link.springer.com/10.1007/978-1-137-52069-2	Hadenius	10.1007/978-1-137-52069-2		fulltext		Palgrave Macmillan US	Monograph	2015						
American Foreign Policy in Regions of Conflict	978-1-349-29629-3	978-0-230-11923-9							http://link.springer.com/10.1007/978-0-230-11923-9	Wiarda	10.1007/978-0-230-11923-9		fulltext		Palgrave Macmillan US	Monograph	2011					14764	
American Global Challenges	978-1-349-29550-0	978-0-230-11911-6							http://link.springer.com/10.1007/978-0-230-11911-6	Zaki	10.1007/978-0-230-11911-6		fulltext		Palgrave Macmillan US	Monograph	2011						
American Higher Education, Leadership, and Policy	978-1-349-37875-3	978-0-230-10775-5							http://link.springer.com/10.1007/978-0-230-10775-5	Pasque	10.1007/978-0-230-10775-5		fulltext		Palgrave Macmillan US	Monograph	2010						
American Indian/First Nations Schooling	978-1-349-29583-8	978-0-230-11951-2							http://link.springer.com/10.1007/978-0-230-11951-2	Glenn	10.1007/978-0-230-11951-2		fulltext		Palgrave Macmillan US	Monograph	2011						
American Television on British Screens	978-1-349-52058-9	978-0-230-62524-2							http://link.springer.com/10.1007/978-0-230-62524-2	Rixon	10.1007/978-0-230-62524-2		fulltext		Palgrave Macmillan UK	Monograph	2006						
America’s Challenges in the Greater Middle East	978-1-349-29469-5	978-0-230-11959-8							http://link.springer.com/10.1007/978-0-230-11959-8		10.1007/978-0-230-11959-8		fulltext		Palgrave Macmillan US	Monograph	2011				Akbarzadeh		
America’s Perceptions of Europe	978-1-349-28623-2	978-0-230-10960-5							http://link.springer.com/10.1007/978-0-230-10960-5	Eliasson	10.1007/978-0-230-10960-5		fulltext		Palgrave Macmillan US	Monograph	2010						
Amiri Baraka and the Congress of African People	978-1-349-29429-9	978-1-137-08065-3							http://link.springer.com/10.1007/978-1-137-08065-3	Simanga	10.1007/978-1-137-08065-3		fulltext		Palgrave Macmillan US	Monograph	2015					14917	
Amnesia and Redress in Contemporary American Fiction	978-1-349-29682-8	978-0-230-33782-4							http://link.springer.com/10.1007/978-0-230-33782-4	Gauthier	10.1007/978-0-230-33782-4		fulltext		Palgrave Macmillan US	Monograph	2011					14765	
An Ethical Approach to Leading Change	978-1-349-31566-6	978-0-230-25122-9							http://link.springer.com/10.1007/978-0-230-25122-9	Conroy	10.1007/978-0-230-25122-9		fulltext		Palgrave Macmillan UK	Monograph	2010						
An Introduction to Buddhist Psychology and Counselling	978-1-137-28754-0	978-1-137-28755-7							http://link.springer.com/10.1007/978-1-137-28755-7	Silva	10.1007/978-1-137-28755-7		fulltext		Palgrave Macmillan UK	Monograph	2014			5th edition			
Analysing Sign Language Poetry	978-0-230-21709-6	978-0-230-51390-7							http://link.springer.com/10.1007/978-0-230-51390-7	Sutton-Spence	10.1007/978-0-230-51390-7		fulltext		Palgrave Macmillan UK	Monograph	2005						
Analyzing the Drone Debates: Targeted Killing, Remote Warfare, and Military Technology	978-1-349-48353-2	978-1-137-38157-6							http://link.springer.com/10.1007/978-1-137-38157-6	Rae	10.1007/978-1-137-38157-6		fulltext		Palgrave Macmillan US	Monograph	2014						
André Maurois (1885–1967): Fortunes and Misfortunes of a Moderate	978-1-349-48678-6	978-1-137-40270-7							http://link.springer.com/10.1007/978-1-137-40270-7	Gossman	10.1007/978-1-137-40270-7		fulltext		Palgrave Macmillan US	Monograph	2014						
Angel of Death	978-1-349-32454-5	978-0-230-29319-9							http://link.springer.com/10.1007/978-0-230-29319-9	Williams	10.1007/978-0-230-29319-9		fulltext		Palgrave Macmillan UK	Monograph	2010						
Anglican Cathedrals in Modern Life	978-1-349-55347-1	978-1-137-55931-9							http://link.springer.com/10.1007/978-1-137-55931-9		10.1007/978-1-137-55931-9		fulltext		Palgrave Macmillan US	Monograph	2015				Francis		
Animal Spirits with Chinese Characteristics	978-1-349-29674-3	978-1-137-11012-1							http://link.springer.com/10.1007/978-1-137-11012-1	Weaver	10.1007/978-1-137-11012-1		fulltext		Palgrave Macmillan US	Monograph	2012						
Animals, Equality and Democracy	978-1-349-31863-6	978-0-230-34918-6							http://link.springer.com/10.1007/978-0-230-34918-6	O’Sullivan	10.1007/978-0-230-34918-6		fulltext		Palgrave Macmillan UK	Monograph	2011					14421	
Animation, Embodiment, and Digital Media	978-1-349-44888-3	978-1-137-28308-5							http://link.springer.com/10.1007/978-1-137-28308-5	Chow	10.1007/978-1-137-28308-5		fulltext		Palgrave Macmillan UK	Monograph	2013						
Anti-Apartheid and the Emergence of a Global Civil Society	978-0-230-23496-3	978-0-230-50569-8							http://link.springer.com/10.1007/978-0-230-50569-8	Thörn	10.1007/978-0-230-50569-8		fulltext		Palgrave Macmillan UK	Monograph	2006					14227	
Anti-Communist Minorities in the U.S.	978-1-349-37419-9	978-0-230-62159-6							http://link.springer.com/10.1007/978-0-230-62159-6		10.1007/978-0-230-62159-6		fulltext		Palgrave Macmillan US	Monograph	2009				Zake		
Anti-Italianism	978-0-230-10830-1	978-0-230-11532-3							http://link.springer.com/10.1007/978-0-230-11532-3		10.1007/978-0-230-11532-3		fulltext		Palgrave Macmillan US	Monograph	2010				Connell	14835	
Anti-War Activism	978-0-230-28560-6	978-0-230-59638-2							http://link.springer.com/10.1007/978-0-230-59638-2	Gillan	10.1007/978-0-230-59638-2		fulltext		Palgrave Macmillan UK	Monograph	2008					14732	
Anticommunism and the African American Freedom Movement	978-1-349-37274-4	978-0-230-62074-2							http://link.springer.com/10.1007/978-0-230-62074-2		10.1007/978-0-230-62074-2		fulltext		Palgrave Macmillan US	Monograph	2009				Lieberman	14917	
Applying Cognitive Linguistics to Second Language Learning and Teaching	978-1-349-30493-6	978-0-230-24525-9							http://link.springer.com/10.1007/978-0-230-24525-9	Littlemore	10.1007/978-0-230-24525-9		fulltext		Palgrave Macmillan UK	Monograph	2009						
Applying Conversation Analysis	978-0-230-55430-6	978-0-230-28785-3							http://link.springer.com/10.1007/978-0-230-28785-3		10.1007/978-0-230-28785-3		fulltext		Palgrave Macmillan UK	Monograph	2005				Richards		
Approaches to Language, Culture, and Cognition	978-1-349-44588-2	978-1-137-27482-3							http://link.springer.com/10.1007/978-1-137-27482-3		10.1007/978-1-137-27482-3		fulltext		Palgrave Macmillan UK	Monograph	2014				Yamaguchi		
Are Markets Moral?	978-1-137-47273-1	978-1-137-47274-8							http://link.springer.com/10.1007/978-1-137-47274-8		10.1007/978-1-137-47274-8		fulltext		Palgrave Macmillan UK	Monograph	2015				Skidelsky		
Arguments and Actions in Social Theory	978-1-349-36598-2	978-0-230-23417-8							http://link.springer.com/10.1007/978-0-230-23417-8	Preston	10.1007/978-0-230-23417-8		fulltext		Palgrave Macmillan UK	Monograph	2009						
Art Education Beyond the Classroom	978-1-349-29587-6	978-1-137-07238-2							http://link.springer.com/10.1007/978-1-137-07238-2		10.1007/978-1-137-07238-2		fulltext		Palgrave Macmillan US	Monograph	2012				Wexler		
Art Encounters Deleuze and Guattari	978-0-230-57373-4	978-0-230-51243-6							http://link.springer.com/10.1007/978-0-230-51243-6	O’Sullivan	10.1007/978-0-230-51243-6		fulltext		Palgrave Macmillan UK	Monograph	2006					14507	
Art and Disability	978-1-349-37358-1	978-0-230-62393-4							http://link.springer.com/10.1007/978-0-230-62393-4	Wexler	10.1007/978-0-230-62393-4		fulltext		Palgrave Macmillan US	Monograph	2009						
Art and the State	978-1-349-52287-3	978-0-230-50792-0							http://link.springer.com/10.1007/978-0-230-50792-0	Alexander	10.1007/978-0-230-50792-0		fulltext		Palgrave Macmillan UK	Monograph	2005					14227	
Asian Perspectives on the Development of Public Relations: Other Voices	978-1-349-48526-0	978-1-137-39815-4							http://link.springer.com/10.1007/978-1-137-39815-4		10.1007/978-1-137-39815-4		fulltext		Palgrave Macmillan UK	Monograph	2014				Watson	14757	
Assessing George W. Bush’s Legacy	978-1-349-29134-2	978-0-230-11433-3							http://link.springer.com/10.1007/978-0-230-11433-3		10.1007/978-0-230-11433-3		fulltext		Palgrave Macmillan US	Monograph	2010				Morgan	14437	
Asset and Liability Management Handbook	978-1-349-32573-3	978-0-230-30723-0							http://link.springer.com/10.1007/978-0-230-30723-0		10.1007/978-0-230-30723-0		fulltext		Palgrave Macmillan UK	Monograph	2011				Mitra		
Assisted Suicide: The Liberal, Humanist Case Against Legalization	978-1-349-44927-9	978-1-137-28630-7							http://link.springer.com/10.1007/978-1-137-28630-7	Yuill	10.1007/978-1-137-28630-7		fulltext		Palgrave Macmillan UK	Monograph	2013						
At the Nuclear Precipice	978-1-349-37570-7	978-0-230-61572-4							http://link.springer.com/10.1007/978-0-230-61572-4		10.1007/978-0-230-61572-4		fulltext		Palgrave Macmillan US	Monograph	2008				Falk		
Atlantic Worlds in the Long Eighteenth Century	978-1-349-29147-2	978-1-137-01461-0							http://link.springer.com/10.1007/978-1-137-01461-0		10.1007/978-1-137-01461-0		fulltext		Palgrave Macmillan US	Monograph	2012				Bowers		
Auditing Good Government in Africa	978-1-349-44869-2	978-1-137-28272-9							http://link.springer.com/10.1007/978-1-137-28272-9	Gustavson	10.1007/978-1-137-28272-9		fulltext		Palgrave Macmillan UK	Monograph	2013					14980	
Authority and Authorship in V. S. Naipaul	978-1-349-37919-4	978-0-230-62246-3							http://link.springer.com/10.1007/978-0-230-62246-3	Coovadia	10.1007/978-0-230-62246-3		fulltext		Palgrave Macmillan US	Monograph	2009						
Bad Apples	978-1-349-36921-8	978-0-230-30384-3							http://link.springer.com/10.1007/978-0-230-30384-3	Furnham	10.1007/978-0-230-30384-3		fulltext		Palgrave Macmillan UK	Monograph	2011						
Bad History and the Logics of Blockbuster Cinema	978-1-349-29714-6	978-1-137-01253-1							http://link.springer.com/10.1007/978-1-137-01253-1	McGee	10.1007/978-1-137-01253-1		fulltext		Palgrave Macmillan US	Monograph	2012						
Basic Income Reconsidered	978-1-349-29562-3	978-1-137-01542-6							http://link.springer.com/10.1007/978-1-137-01542-6	Birnbaum	10.1007/978-1-137-01542-6		fulltext		Palgrave Macmillan US	Monograph	2012					14981	
Beckett’s Proust/Deleuze’s Proust	978-1-349-29956-0	978-0-230-23947-0							http://link.springer.com/10.1007/978-0-230-23947-0		10.1007/978-0-230-23947-0		fulltext		Palgrave Macmillan UK	Monograph	2009				Bryden		
Becoming Human	978-1-349-36276-9	978-0-230-28822-5							http://link.springer.com/10.1007/978-0-230-28822-5	Canfield	10.1007/978-0-230-28822-5		fulltext		Palgrave Macmillan UK	Monograph	2007						
Between Faith and Doubt	978-0-230-25167-0	978-0-230-27532-4							http://link.springer.com/10.1007/978-0-230-27532-4	Hick	10.1007/978-0-230-27532-4		fulltext		Palgrave Macmillan UK	Monograph	2010						
Between Feminism and Materialism	978-1-349-28713-0	978-0-230-11343-5							http://link.springer.com/10.1007/978-0-230-11343-5	Howie	10.1007/978-0-230-11343-5		fulltext		Palgrave Macmillan US	Monograph	2010					14794	
Between State and Nation	978-1-349-29049-9	978-0-230-11731-0							http://link.springer.com/10.1007/978-0-230-11731-0	Waterbury	10.1007/978-0-230-11731-0		fulltext		Palgrave Macmillan US	Monograph	2010						
Beyond Romantic Ecocriticism	978-1-349-28709-3	978-0-230-11799-0							http://link.springer.com/10.1007/978-0-230-11799-0	Nichols	10.1007/978-0-230-11799-0		fulltext		Palgrave Macmillan US	Monograph	2011					15032	
Beyond a Joke	978-0-230-59450-0	978-0-230-23677-6							http://link.springer.com/10.1007/978-0-230-23677-6		10.1007/978-0-230-23677-6		fulltext		Palgrave Macmillan UK	Monograph	2005				Lockyer		
Beyond the Low-Cost Business	978-1-349-44719-0	978-1-137-27753-4							http://link.springer.com/10.1007/978-1-137-27753-4	Giménez	10.1007/978-1-137-27753-4		fulltext		Palgrave Macmillan UK	Monograph	2013						
Beyond tribalism	978-1-349-32545-0	978-1-137-00093-4							http://link.springer.com/10.1007/978-1-137-00093-4	Anca	10.1007/978-1-137-00093-4		fulltext		Palgrave Macmillan UK	Monograph	2012					14857	
Biopolitics and Social Change in Italy	978-1-349-29631-6	978-0-230-33939-2							http://link.springer.com/10.1007/978-0-230-33939-2	Righi	10.1007/978-0-230-33939-2		fulltext		Palgrave Macmillan US	Monograph	2011						
Black Bodies and the Black Church	978-1-349-29742-9	978-1-137-09143-7							http://link.springer.com/10.1007/978-1-137-09143-7	Douglas	10.1007/978-1-137-09143-7		fulltext		Palgrave Macmillan US	Monograph	2012					14792	
Black Feminist Politics from Kennedy to Clinton	978-1-349-37786-2	978-0-230-62320-0							http://link.springer.com/10.1007/978-0-230-62320-0	Harris	10.1007/978-0-230-62320-0		fulltext		Palgrave Macmillan US	Monograph	2009					14917	
Black Genders and Sexualities	978-1-4039-7775-5	978-1-137-07795-0							http://link.springer.com/10.1007/978-1-137-07795-0		10.1007/978-1-137-07795-0		fulltext		Palgrave Macmillan US	Monograph	2012				McGlotten	14931	
Black Religion and the Imagination of Matter in the Atlantic World	978-1-349-37869-2	978-0-230-62081-0							http://link.springer.com/10.1007/978-0-230-62081-0	Noel	10.1007/978-0-230-62081-0		fulltext		Palgrave Macmillan US	Monograph	2009					14792	
Black Subjects in Africa and Its Diasporas	978-1-349-29697-2	978-0-230-11994-9							http://link.springer.com/10.1007/978-0-230-11994-9		10.1007/978-0-230-11994-9		fulltext		Palgrave Macmillan US	Monograph	2011				Talton		
Black Woman’s Burden	978-1-349-37909-5	978-0-230-62394-1							http://link.springer.com/10.1007/978-0-230-62394-1	Rousseau	10.1007/978-0-230-62394-1		fulltext		Palgrave Macmillan US	Monograph	2009						
Black Women’s Bodies and The Nation	978-1-349-67542-5	978-1-137-35528-7							http://link.springer.com/10.1007/978-1-137-35528-7	Tate	10.1007/978-1-137-35528-7		fulltext		Palgrave Macmillan UK	Monograph	2015					15001	
Blanchot���s Vigilance	978-1-349-51976-7	978-0-230-50397-7							http://link.springer.com/10.1007/978-0-230-50397-7	Iyer	10.1007/978-0-230-50397-7		fulltext		Palgrave Macmillan UK	Monograph	2005						
Blending Technologies in Second Language Classrooms	978-1-349-31297-9	978-0-230-35682-5							http://link.springer.com/10.1007/978-0-230-35682-5	Gruba	10.1007/978-0-230-35682-5		fulltext		Palgrave Macmillan UK	Monograph	2012						
