publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id
AMB Express		2191-0855	2011-03	1	1	2017-03	7	1	http://link.springer.com/journal/13568		13568		fulltext		Springer Berlin Heidelberg	Serial							
AMS Review	1869-814X	1869-8182	2011-03	1	1	2016-12	6	3	http://link.springer.com/journal/13162		13162		fulltext		Springer US	Serial							
ANNALI DELL'UNIVERSITA' DI FERRARA	0430-3202	1827-1510	1950-12	1	1	2017-03	62	2	http://link.springer.com/journal/11565		11565		fulltext		Springer Milan	Serial							
ARI - An International Journal for Physical and Engineering Sciences	1434-5641	1434-565X	1997-02	50	2	1999-03	51	4	http://link.springer.com/journal/777		777		fulltext		Springer-Verlag	Serial							
AS - Maandblad voor de activiteitensector	0168-2857	2468-1407	2016-01	37	1	2017-02	38	2	http://link.springer.com/journal/41188		41188		fulltext		Bohn Stafleu van Loghum	Serial							
AStA Advances in Statistical Analysis	1863-8171	1863-818X	2004-02	88	1	2017-02	101	1	http://link.springer.com/journal/10182		10182		fulltext		Springer Berlin Heidelberg	Serial							
AStA Wirtschafts- und Sozialstatistisches Archiv	1863-8155	1863-8163	2007-06	1	1	2017-03	10	4	http://link.springer.com/journal/11943		11943		fulltext		Springer Berlin Heidelberg	Serial							
ATZ - Automobiltechnische Zeitschrift	0001-2785	2192-8800	1998-01	100	1	2017-03	119	3	http://link.springer.com/journal/35148		35148		fulltext		Springer Fachmedien Wiesbaden	Serial							
ATZ worldwide		2192-9076	2001-01	103	1	2017-02	119	3	http://link.springer.com/journal/38311		38311		fulltext		Springer Fachmedien Wiesbaden	Serial							
ATZagenda	2194-9174	2194-9182	2012-10	1	1	2013-11	2	1	http://link.springer.com/journal/40357		40357		fulltext		Vieweg Verlag	Serial							
ATZautotechnology	1616-8216	2192-886X	2001-01	1	1	2012-06	12	3	http://link.springer.com/journal/35595		35595		fulltext		Springer Automotive Media	Serial							
ATZelektronik	1862-1791	2192-8878	2006-03	1	1	2017-02	12	1	http://link.springer.com/journal/35658		35658		fulltext		Springer Fachmedien Wiesbaden	Serial							
ATZelektronik worldwide		2192-9092	2006-03	1	1	2017-02	12	1	http://link.springer.com/journal/38314		38314		fulltext		Springer Fachmedien Wiesbaden	Serial							
ATZextra	2195-1454	2195-1462	2007-09	12	1	2016-08	21	11	http://link.springer.com/journal/35778		35778		fulltext		Springer Fachmedien Wiesbaden	Serial							
ATZextra worldwide	2195-1470	2195-1489	2007-09	12	1	2016-09	21	11	http://link.springer.com/journal/40111		40111		fulltext		Springer Fachmedien Wiesbaden	Serial							
ATZoffhighway	2191-1843	2192-8819	2008-06	1	1	2016-11	9	4	http://link.springer.com/journal/35746		35746		fulltext		Springer Fachmedien Wiesbaden	Serial							
ATZoffhighway worldwide		2366-1097	2016-03	9	1	2016-11	9	4	http://link.springer.com/journal/41321		41321		fulltext		Springer Fachmedien Wiesbaden	Serial							
ATZproduktion	1865-4908	2192-8886	2008-04	1	1	2012-09	5	3	http://link.springer.com/journal/35726		35726		fulltext		Springer Automotive Media	Serial							
ATZproduktion worldwide		2192-9106	2008-04	1	1	2012-09	5	3	http://link.springer.com/journal/38312		38312		fulltext		Springer Automotive Media	Serial							
Abdominal Radiology	2366-004X	2366-0058	1976-12	1	1	2017-03	42	3	http://link.springer.com/journal/261		261		fulltext		Springer US	Serial							
Abhandlungen aus dem Mathematischen Seminar der Universität Hamburg	0025-5858	1865-8784	1922-12	1	1	2017-04	87	1	http://link.springer.com/journal/12188		12188		fulltext		Springer Berlin Heidelberg	Serial							
Academic Psychiatry	1042-9670	1545-7230	1989-03	13	1	2017-03	41	1	http://link.springer.com/journal/40596		40596		fulltext		Springer International Publishing	Serial							
Academic Questions	0895-4852	1936-4709	1988-03	1	1	2017-03	29	4	http://link.springer.com/journal/12129		12129		fulltext		Springer US	Serial							
Accreditation and Quality Assurance	0949-1775	1432-0517	1996-01	1	1	2017-04	22	2	http://link.springer.com/journal/769		769		fulltext		Springer Berlin Heidelberg	Serial							
Acoustical Physics	1063-7710	1562-6865	2000-05	46	3	2017-01	63	1	http://link.springer.com/journal/11441		11441		fulltext		Pleiades Publishing	Serial							
Acoustics Australia	0814-6039	1839-2571	2015-04	43	1	2017-03	44	3	http://link.springer.com/journal/40857		40857		fulltext		Springer Singapore	Serial							
Acta Analytica	0353-5150	1874-6349	2002-03	17	1	2017-03	32	1	http://link.springer.com/journal/12136		12136		fulltext		Springer Netherlands	Serial							
Acta Applicandae Mathematicae	0167-8019	1572-9036	1983-03	1	1	2017-04	148	1	http://link.springer.com/journal/10440		10440		fulltext		Springer Netherlands	Serial							
Acta Biotheoretica	0001-5342	1572-8358	1935-12	1	1	2017-03	65	1	http://link.springer.com/journal/10441		10441		fulltext		Springer Netherlands	Serial							
Acta Diabetologica	0940-5429	1432-5233	1964-01	1	1	2017-04	54	4	http://link.springer.com/journal/592		592		fulltext		Springer Milan	Serial							
Acta Endoscopica	0240-642X	1958-5454	1971-04	1	1	2017-03	47	2	http://link.springer.com/journal/10190		10190		fulltext		Lavoisier	Serial							
Acta Geochimica	2096-0956	2365-7499	1982-01	1	1	2017-03	36	1	http://link.springer.com/journal/11631		11631		fulltext		Science Press	Serial							
Acta Geodaetica et Geophysica	2213-5812	2213-5820	1997-03	32	1	2017-03	52	1	http://link.springer.com/journal/40328		40328		fulltext		Springer Netherlands	Serial							
Acta Geophysica	1895-6572	1895-7455	2006-03	54	1	2017-03	64	6	http://link.springer.com/journal/11600		11600		fulltext		Springer International Publishing	Serial							
Acta Geotechnica	1861-1125	1861-1133	2006-05	1	1	2017-03	12	1	http://link.springer.com/journal/11440		11440		fulltext		Springer Berlin Heidelberg	Serial							
Acta Informatica	0001-5903	1432-0525	1971-03	1	1	2017-03	54	2	http://link.springer.com/journal/236		236		fulltext		Springer Berlin Heidelberg	Serial							
Acta Juridica Hungarica	1216-2574	1588-2616	1999-03	40	1	2001-09	42	3	http://link.springer.com/journal/10467		10467		fulltext		Kluwer Academic Publishers	Serial							
Acta Linguistica Hungarica	1216-8076	1588-2624	1998-03	45	1	2001-12	48	4	http://link.springer.com/journal/10445		10445		fulltext		Kluwer Academic Publishers	Serial							
Acta Mathematica	0001-5962	1871-2509	1882-12	1	1	2016-09	217	1	http://link.springer.com/journal/11511		11511		fulltext		Springer Netherlands	Serial							
Acta Mathematica Hungarica	0236-5294	1588-2632	1950-03	1	1	2017-04	151	2	http://link.springer.com/journal/10474		10474		fulltext		Springer Netherlands	Serial							
Acta Mathematica Sinica, English Series	1439-8516	1439-7617	1985-03	1	1	2017-04	33	4	http://link.springer.com/journal/10114		10114		fulltext		Institute of Mathematics, Chinese Academy of Sciences and Chinese Mathematical Society	Serial							
Acta Mathematica Vietnamica	0251-4184	2315-4144	2013-03	38	1	2017-03	42	1	http://link.springer.com/journal/40306		40306		fulltext		Springer Singapore	Serial							
Acta Mathematicae Applicatae Sinica, English Series	0168-9673	1618-3932	1984-03	1	1	2017-02	33	1	http://link.springer.com/journal/10255		10255		fulltext		Springer Berlin Heidelberg	Serial							
Acta Mechanica	0001-5970	1619-6937	1965-03	1	1	2017-03	228	3	http://link.springer.com/journal/707		707		fulltext		Springer Vienna	Serial							
Acta Mechanica Sinica	0567-7718	1614-3116	1985-03	1	1	2017-03	33	1	http://link.springer.com/journal/10409		10409		fulltext		The Chinese Society of Theoretical and Applied Mechanics; Institute of Mechanics, Chinese Academy of Sciences	Serial							
Acta Metallurgica Sinica (English Letters)	1006-7191	2194-1289	2013-02	26	1	2017-04	30	4	http://link.springer.com/journal/40195		40195		fulltext		The Chinese Society for Metals	Serial							
Acta Neurochirurgica	0001-6268	0942-0940	1950-02	1	1	2017-04	159	4	http://link.springer.com/journal/701		701		fulltext		Springer Vienna	Serial							
Acta Neurologica Belgica	0300-9009	2240-2993	2012-03	112	1	2017-03	117	1	http://link.springer.com/journal/13760		13760		fulltext		Springer International Publishing	Serial							
Acta Neuropathologica	0001-6322	1432-0533	1961-01	1	1	2017-04	133	4	http://link.springer.com/journal/401		401		fulltext		Springer Berlin Heidelberg	Serial							
Acta Neuropathologica Communications		2051-5960	2013-05	1	1	2017-03	5	1	http://link.springer.com/journal/40478		40478		fulltext		BioMed Central	Serial							
Acta Oceanologica Sinica	0253-505X	1869-1099	2010-01	29	1	2017-03	36	3	http://link.springer.com/journal/13131		13131		fulltext		The Chinese Society of Oceanography	Serial							
Acta Parasitologica	1230-2821	1896-1851	2006-03	51	1	2014-12	59	4	http://link.springer.com/journal/11686		11686		fulltext		Versita	Serial							
Acta Physica Hungarica	0231-4428		1983-06	54	1	1994-12	75	1	http://link.springer.com/journal/12242		12242		fulltext		Springer-Verlag	Serial							
Acta Physica Hungarica B) Quantum Electronics	1589-9535		2004-05	20	1	2009-12	26	3	http://link.springer.com/journal/12657		12657		fulltext		Springer Berlin Heidelberg	Serial							
Acta Physica Hungarica Series A, Heavy Ion Physics	1219-7580	1588-2675	1995-02	1	1	2006-04	27	4	http://link.springer.com/journal/12656		12656		fulltext		Springer-Verlag	Serial							
Acta Physiologiae Plantarum	0137-5881	1861-1664	1997-03	19	1	2017-03	39	4	http://link.springer.com/journal/11738		11738		fulltext		Springer Berlin Heidelberg	Serial							
Acta Politica	0001-6810	1741-1416	2003-04	38	1	2017-03	52	1	http://link.springer.com/journal/41269		41269		fulltext		Palgrave Macmillan UK	Serial							
Acta Veterinaria Scandinavica		1751-0147	2001-03	42	1	2017-03	59	1	http://link.springer.com/journal/13028		13028		fulltext		BioMed Central	Serial							
Acta physica Academiae Scientiarum Hungaricae	0001-6705		1951-06	1	1	2016-06	53	3	http://link.springer.com/journal/12658		12658		fulltext		Springer Berlin Heidelberg	Serial							
Activitas Nervosa Superior	2510-2788	1802-9698	2008-03	50	1	2016-09	58	3	http://link.springer.com/journal/41470		41470		fulltext		Springer International Publishing	Serial							
Adaptive Human Behavior and Physiology		2198-7335	2015-03	1	1	2017-03	3	1	http://link.springer.com/journal/40750		40750		fulltext		Springer International Publishing	Serial							
Addiction Science & Clinical Practice		1940-0640	2012-03	7	1	2017-03	12	1	http://link.springer.com/journal/13722		13722		fulltext		BioMed Central	Serial							
Administration and Policy in Mental Health and Mental Health Services Research	0894-587X	1573-3289	1973-09	1	1	2017-03	44	2	http://link.springer.com/journal/10488		10488		fulltext		Springer US	Serial							
Adolescent Research Review	2363-8346	2363-8354	2015-04	1	1	2017-03	2	1	http://link.springer.com/journal/40894		40894		fulltext		Springer International Publishing	Serial							
Adsorption	0929-5607	1572-8757	1995-03	1	1	2017-04	23	2	http://link.springer.com/journal/10450		10450		fulltext		Springer US	Serial							
Advanced Modeling and Simulation in Engineering Sciences		2213-7467	2014-01	1	1	2017-01	4	1	http://link.springer.com/journal/40323		40323		fulltext		Springer International Publishing	Serial							
Advanced Performance Materials	0929-1881	1572-8765	1994-01	1	1	1999-10	6	2	http://link.springer.com/journal/10491		10491		fulltext		Kluwer Academic Publishers	Serial							
Advanced Structural and Chemical Imaging		2198-0926	2015-03	1	1	2017-02	3	1	http://link.springer.com/journal/40679		40679		fulltext		Springer International Publishing	Serial							
Advances in Applied Clifford Algebras	0188-7009	1661-4909	1997-06	7	1	2017-03	27	1	http://link.springer.com/journal/6		6		fulltext		Springer International Publishing	Serial							
Advances in Atmospheric Sciences	0256-1530	1861-9533	1984-05	1	1	2017-04	34	4	http://link.springer.com/journal/376		376		fulltext		Science Press	Serial							
Advances in Computational Mathematics	1019-7168	1572-9044	1993-02	1	1	2017-03	43	1	http://link.springer.com/journal/10444		10444		fulltext		Springer US	Serial							
Advances in Contraception	0267-4874	1573-7195	1985-03	1	1	1999-12	15	4	http://link.springer.com/journal/10451		10451		fulltext		Kluwer Academic Publishers	Serial							
Advances in Data Analysis and Classification	1862-5347	1862-5355	2007-03	1	1	2017-03	11	1	http://link.springer.com/journal/11634		11634		fulltext		Springer Berlin Heidelberg	Serial							
Advances in Difference Equations		1687-1847	2004-03	2004	1	2017-03	2017	1	http://link.springer.com/journal/13662		13662		fulltext		Springer International Publishing	Serial							
Advances in Gerontology	2079-0570	2079-0589	2011-01	1	1	2016-10	6	4	http://link.springer.com/journal/13329		13329		fulltext		Pleiades Publishing	Serial							
Advances in Health Sciences Education	1382-4996	1573-1677	1996-01	1	1	2017-03	22	1	http://link.springer.com/journal/10459		10459		fulltext		Springer Netherlands	Serial							
Advances in Manufacturing	2095-3127	2195-3597	2013-03	1	1	2017-03	5	1	http://link.springer.com/journal/40436		40436		fulltext		Shanghai University	Serial							
Advances in Neurodevelopmental Disorders	2366-7532	2366-7540	2016-10	1	1	2017-03	1	1	http://link.springer.com/journal/41252		41252		fulltext		Springer International Publishing	Serial							
Advances in Simulation		2059-0628	2016-01	1	1	2017-02	2	1	http://link.springer.com/journal/41077		41077		fulltext		BioMed Central	Serial							
Advances in Therapy	0741-238X	1865-8652	2000-01	17	1	2017-03	34	3	http://link.springer.com/journal/12325		12325		fulltext		Springer Healthcare	Serial							
Aegean Review of the Law of the Sea and Maritime Law	1864-9610	1864-9629	2010-02	1	1	2013-10	2	1	http://link.springer.com/journal/12180		12180		fulltext		Springer Berlin Heidelberg	Serial							
Aequationes mathematicae	0001-9054	1420-8903	1968-02	1	1	2017-03	91	1	http://link.springer.com/journal/10		10		fulltext		Springer International Publishing	Serial							
Aerobiologia	0393-5965	1573-3025	1985-12	1	1	2017-03	33	1	http://link.springer.com/journal/10453		10453		fulltext		Springer Netherlands	Serial							
Aerosol Science and Engineering	2510-375X	2510-3768	2017-03			2017-03			http://link.springer.com/journal/41810		41810		fulltext		Springer Singapore	Serial							
Aesthetic Plastic Surgery	0364-216X	1432-5241	1976-12	1	1	2017-03	41	1	http://link.springer.com/journal/266		266		fulltext		Springer US	Serial							
African Archaeological Review	0263-0338	1572-9842	1983-12	1	1	2017-03	33	4	http://link.springer.com/journal/10437		10437		fulltext		Springer US	Serial							
African Journal of Urology	1110-5704	1961-9987	2008-03	14	1	2011-09	17	3	http://link.springer.com/journal/12301		12301		fulltext		Springer-Verlag	Serial							
Afrika Matematika	1012-9405	2190-7668	2011-04	22	1	2017-03	28	1	http://link.springer.com/journal/13370		13370		fulltext		Springer Berlin Heidelberg	Serial							
Ageing International	0163-5158	1936-606X	1974-03	1	1	2017-03	42	1	http://link.springer.com/journal/12126		12126		fulltext		Springer US	Serial							
Aggiornamenti CIO	1970-6839	1970-6847	2011-10	17	1	2013-12	19	2	http://link.springer.com/journal/10351		10351		fulltext		Springer Milan	Serial							
Aging Clinical and Experimental Research		1720-8319	1989-09	1	1	2017-03	29	1	http://link.springer.com/journal/40520		40520		fulltext		Springer International Publishing	Serial							
Agricultural Research	2249-720X	2249-7218	2012-03	1	1	2017-03	6	1	http://link.springer.com/journal/40003		40003		fulltext		Springer India	Serial							
Agricultural and Food Economics		2193-7532	2013-05	1	1	2017-03	5	1	http://link.springer.com/journal/40100		40100		fulltext		Springer Berlin Heidelberg	Serial							
Agriculture & Food Security		2048-7010	2012-04	1	1	2017-03	6	1	http://link.springer.com/journal/40066		40066		fulltext		BioMed Central	Serial							
Agriculture and Human Values	0889-048X	1572-8366	1984-03	1	1	2017-03	34	1	http://link.springer.com/journal/10460		10460		fulltext		Springer Netherlands	Serial							
Agroforestry Systems	0167-4366	1572-9680	1982-03	1	1	2017-03	91	1	http://link.springer.com/journal/10457		10457		fulltext		Springer Netherlands	Serial							
Agronomy for Sustainable Development	1774-0746	1773-0155	2007-03	27	1	2017-03	37	2	http://link.springer.com/journal/13593		13593		fulltext		Springer Paris	Serial							
Air Quality, Atmosphere & Health	1873-9318	1873-9326	2008-06	1	1	2017-04	10	3	http://link.springer.com/journal/11869		11869		fulltext		Springer Netherlands	Serial							
Akupunktur & Aurikulomedizin	2192-9319	2196-6400	2013-03	39	3	2016-12	42	4	http://link.springer.com/journal/15009		15009		fulltext		Urban & Vogel	Serial							
Algebra Colloquium	1005-3867	0219-1733	2000-03	7	1	2003-06	10	1	http://link.springer.com/journal/10011		10011		fulltext		Springer-Verlag	Serial							
Algebra and Logic	0002-5232	1573-8302	1968-01	7	1	2017-03	55	6	http://link.springer.com/journal/10469		10469		fulltext		Springer US	Serial							
Algebra universalis	0002-5240	1420-8911	1971-12	1	1	2017-04	77	2	http://link.springer.com/journal/12		12		fulltext		Springer International Publishing	Serial							
Algebras and Representation Theory	1386-923X	1572-9079	1998-03	1	1	2017-03	20	1	http://link.springer.com/journal/10468		10468		fulltext		Springer Netherlands	Serial							
Algorithmica	0178-4617	1432-0541	1986-11	1	1	2017-04	77	4	http://link.springer.com/journal/453		453		fulltext		Springer US	Serial							
Algorithms for Molecular Biology		1748-7188	2006-02	1	1	2017-03	12	1	http://link.springer.com/journal/13015		13015		fulltext		BioMed Central	Serial							
Allergo Journal	0941-8849	2195-6405	1997-02	6	1	2017-03	26	2	http://link.springer.com/journal/15007		15007		fulltext		Springer Medizin	Serial							
Allergo Journal International		2197-0378	2014-02	23	1	2017-03	26	2	http://link.springer.com/journal/40629		40629		fulltext		Springer Medizin	Serial							
Allergy, Asthma & Clinical Immunology		1710-1492	2004-10	1	1	2017-02	13	1	http://link.springer.com/journal/13223		13223		fulltext		BioMed Central	Serial							
Alpine Botany	1664-2201	1664-221X	2005-06	115	1	2017-04	127	1	http://link.springer.com/journal/35		35		fulltext		Springer International Publishing	Serial							
Alzheimer's Research & Therapy		1758-9193	2009-07	1	1	2017-03	9	1	http://link.springer.com/journal/13195		13195		fulltext		BioMed Central	Serial							
Ambio	0044-7447	1654-7209	2010-02	39	1	2017-04	46	3	http://link.springer.com/journal/13280		13280		fulltext		Springer Netherlands	Serial							
American Journal of Cancer	1175-6357		2002-01	1	1	2006-11	5	6	http://link.springer.com/journal/40280		40280		fulltext		Springer International Publishing	Serial							
American Journal of Cardiovascular Drugs	1175-3277	1179-187X	2001-01	1	1	2017-04	17	2	http://link.springer.com/journal/40256		40256		fulltext		Springer International Publishing	Serial							
American Journal of Clinical Dermatology	1175-0561	1179-1888	2000-01	1	1	2017-03	18	1	http://link.springer.com/journal/40257		40257		fulltext		Springer International Publishing	Serial							
American Journal of Community Psychology	0091-0562	1573-2770	1973-01	1	1	2015-12	56	3	http://link.springer.com/journal/10464		10464		fulltext		Springer US	Serial							
American Journal of Criminal Justice	1066-2316	1936-1351	1975-06	1	1	2017-03	42	1	http://link.springer.com/journal/12103		12103		fulltext		Springer US	Serial							
American Journal of Cultural Sociology	2049-7113	2049-7121	2013-02	1	1	2017-02	4	3	http://link.springer.com/journal/41290		41290		fulltext		Palgrave Macmillan UK	Serial							
American Journal of Dance Therapy	0146-3721	1573-3262	1977-03	1	1	2017-03	38	2	http://link.springer.com/journal/10465		10465		fulltext		Springer US	Serial							
American Journal of Drug Delivery	1175-9038		2003-03	1	1	2006-12	4	4	http://link.springer.com/journal/40281		40281		fulltext		Springer International Publishing	Serial							
American Journal of Pharmacogenomics	1175-2203		2001-03	1	1	2005-12	5	6	http://link.springer.com/journal/40270		40270		fulltext		Springer International Publishing	Serial							
American Journal of Potato Research	1099-209X	1874-9380	1923-11	1	1	2017-03	94	1	http://link.springer.com/journal/12230		12230		fulltext		Springer US	Serial							
Amino Acids	0939-4451	1438-2199	1991-02	1	1	2017-04	49	4	http://link.springer.com/journal/726		726		fulltext		Springer Vienna	Serial							
Analog Integrated Circuits and Signal Processing	0925-1030	1573-1979	1991-03	1	1	2017-04	91	1	http://link.springer.com/journal/10470		10470		fulltext		Springer US	Serial							
Analysis Mathematica	0133-3852	1588-273X	1975-03	1	1	2017-03	43	1	http://link.springer.com/journal/10476		10476		fulltext		Springer Netherlands	Serial							
Analysis and Mathematical Physics	1664-2368	1664-235X	2011-03	1	1	2017-03	7	1	http://link.springer.com/journal/13324		13324		fulltext		Springer International Publishing	Serial							
Analytical and Bioanalytical Chemistry	1618-2642	1618-2650	1862-12	1	1	2017-04	409	10	http://link.springer.com/journal/216		216		fulltext		Springer Berlin Heidelberg	Serial							
Anatomical Science International	1447-6959	1447-073X	2002-03	77	1	2017-03	92	2	http://link.springer.com/journal/12565		12565		fulltext		Springer Japan	Serial							
Angewandte Schmerztherapie und Palliativmedizin	1866-1424	2196-6389	2010-02	3	1	2014-11	7	4	http://link.springer.com/journal/15223		15223		fulltext		Urban & Vogel	Serial							
Angiogenesis	0969-6970	1573-7209	1997-03	1	1	2017-03	20	1	http://link.springer.com/journal/10456		10456		fulltext		Springer Netherlands	Serial							
Animal Biotelemetry		2050-3385	2013-04	1	1	2017-03	5	1	http://link.springer.com/journal/40317		40317		fulltext		BioMed Central	Serial							
Animal Cognition	1435-9448	1435-9456	1998-07	1	1	2017-03	20	2	http://link.springer.com/journal/10071		10071		fulltext		Springer Berlin Heidelberg	Serial							
Annalen der Philosophie	0165-0106	1866-6167	1919-12	1	1	1921-12	3	1	http://link.springer.com/journal/12377		12377		fulltext		Springer-Verlag	Serial							
Annalen der Philosophie und philosophischen Kritik	1866-6175	1866-6175	1924-12	4	1	1929-12	8	1	http://link.springer.com/journal/12375		12375		fulltext		Springer-Verlag	Serial							
Annales Geophysicae	0992-7689	1432-0576	1994-01	12	1	2001-01	18	12	http://link.springer.com/journal/585		585		fulltext		Springer-Verlag	Serial							
Annales Henri Poincaré	1424-0637	1424-0661	2000-02	1	1	2017-03	18	3	http://link.springer.com/journal/23		23		fulltext		Springer International Publishing	Serial							
Annales françaises de médecine d'urgence	2108-6524	2108-6591	2011-01	1	1	2017-03	7	1	http://link.springer.com/journal/13341		13341		fulltext		Lavoisier	Serial							
Annales mathématiques du Québec	2195-4755	2195-4763	2013-06	37	1	2017-02	40	2	http://link.springer.com/journal/40316		40316		fulltext		Springer International Publishing	Serial							
Annali di Matematica Pura ed Applicata (1858-1865)		0373-3114	1858-12	1	1	1865-12	7	1	http://link.springer.com/journal/40768		40768		fulltext		Springer Berlin Heidelberg	Serial							
Annali di Matematica Pura ed Applicata (1867-1897)		0373-3114	1867-12	1	1	1897-12	26	1	http://link.springer.com/journal/40769		40769		fulltext		Springer Berlin Heidelberg	Serial							
Annali di Matematica Pura ed Applicata (1898-1922)		0373-3114	1898-12	1	1	1922-12	31	1	http://link.springer.com/journal/40770		40770		fulltext		Springer Berlin Heidelberg	Serial							
Annali di Matematica Pura ed Applicata (1923 -)	0373-3114	1618-1891	1924-12	1	1	2017-04	196	2	http://link.springer.com/journal/10231		10231		fulltext		Springer Berlin Heidelberg	Serial							
Annals of Behavioral Medicine	0883-6612	1532-4796	1995-03	17	1	2017-03	51	1	http://link.springer.com/journal/12160		12160		fulltext		Springer US	Serial							
Annals of Behavioral Science and Medical Education	1075-1211	1075-1211	2010-03	16	1	2015-03	21	1	http://link.springer.com/journal/41106		41106		fulltext		Springer New York	Serial							
Annals of Biomedical Engineering	0090-6964	1573-9686	1972-09	1	1	2017-03	45	3	http://link.springer.com/journal/10439		10439		fulltext		Springer US	Serial							
Annals of Clinical Microbiology and Antimicrobials		1476-0711	2002-09	1	1	2017-03	16	1	http://link.springer.com/journal/12941		12941		fulltext		BioMed Central	Serial							
Annals of Clinical Psychiatry	1040-1237	1573-3238	1997-03	9	1	2003-09	15	3	http://link.springer.com/journal/10442		10442		fulltext		Kluwer Academic Publishers-Plenum Publishers	Serial							
Annals of Combinatorics	0218-0006	0219-3094	1997-12	1	1	2017-03	21	1	http://link.springer.com/journal/26		26		fulltext		Springer International Publishing	Serial							
Annals of Data Science	2198-5804	2198-5812	2014-03	1	1	2017-03	4	1	http://link.springer.com/journal/40745		40745		fulltext		Springer Berlin Heidelberg	Serial							
Annals of Diagnostic Paediatric Pathology	1427-4426	1509-5762	1998-03	2	1	1998-03	2	1	http://link.springer.com/journal/10057		10057		fulltext		Springer-Verlag	Serial							
Annals of Dyslexia	0736-9387	1934-7243	1955-12	5	1	2017-04	67	1	http://link.springer.com/journal/11881		11881		fulltext		Springer US	Serial							
Annals of Finance	1614-2446	1614-2454	2005-01	1	1	2017-02	13	1	http://link.springer.com/journal/10436		10436		fulltext		Springer Berlin Heidelberg	Serial							
Annals of Forest Science	1286-4560	1297-966X	2007-01	64	1	2017-03	74	2	http://link.springer.com/journal/13595		13595		fulltext		Springer Paris	Serial							
Annals of General Psychiatry		1744-859X	2002-09	1	1	2017-03	16	1	http://link.springer.com/journal/12991		12991		fulltext		BioMed Central	Serial							
Annals of Global Analysis and Geometry	0232-704X	1572-9060	1983-02	1	1	2017-03	51	2	http://link.springer.com/journal/10455		10455		fulltext		Springer Netherlands	Serial							
Annals of Hematology	0939-5555	1432-0584	1955-03	1	1	2017-04	96	4	http://link.springer.com/journal/277		277		fulltext		Springer Berlin Heidelberg	Serial							
Annals of Intensive Care		2110-5820	2011-03	1	1	2017-03	7	1	http://link.springer.com/journal/13613		13613		fulltext		Springer Paris	Serial							
Annals of Mathematics and Artificial Intelligence	1012-2443	1573-7470	1990-03	1	1	2017-03	79	1	http://link.springer.com/journal/10472		10472		fulltext		Springer International Publishing	Serial							
Annals of Microbiology	1590-4261	1869-2044	2006-03	56	1	2017-03	67	3	http://link.springer.com/journal/13213		13213		fulltext		Springer Berlin Heidelberg	Serial							
Annals of Nuclear Medicine	0914-7187	1864-6433	1987-12	1	1	2017-04	31	3	http://link.springer.com/journal/12149		12149		fulltext		Springer Japan	Serial							
Annals of Occupational and Environmental Medicine		2052-4374	2013-05	25	1	2017-03	29	1	http://link.springer.com/journal/40557		40557		fulltext		BioMed Central	Serial							
