publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	collection	notes	department_code	continent	country	places	people	topics
War and Colonial Department and Colonial Office: Africa, Confidential Print: Nos. 316 and 317 to 327									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=1431211		CO 879/24						1876-1888	1876-1888							Confidential Print: Africa	See individual sections for details of contents.	CO	Africa		Botswana, Ghana, Sierra Leone, United Kingdom, Zambezi River, Zululand, Banjul (Bathurst), Berlin, Botswana (Bechuanaland), Cameroon, Cape of Good Hope (colony/province), Cape Town, Egypt, France, Freetown, Gambia, Germany, Ghana (Gold Coast), Griqualand, Guinea, Kalahari Desert, Lagos, Liberia, Limpopo River, London, Mafikeng (Mafeking), Mali, Mashonaland, Matabeleland, Natal, Orange Free State, Paris, Port Said, Portugal, River Niger, Senegal, South Africa, Sudan, Swaziland, Transvaal (South African Republic), Tripoli, United States	Robinson, Sir Hercules, 1st Baron Rosemead; Barkly, Sir Henry; Carnarvon, 4th Earl of (Henry Herbert); Cetshwayo; Gordon, Maj-Gen Charles George ('Gordon of Khartoum'); Granville, 2nd Earl (Granville Leveson-Gower); Hicks Beach, Sir Michael, Bt (1st Earl St Aldwyn); Kimberley, 1st Earl of (Sir John Wodehouse, Bt); Knutsford, 1st Viscount (Henry Holland); Kruger, (Stephanus) Paul; Livingstone, David; Rhodes, Cecil; Salisbury, 3rd Marquess of (Robert Gascoyne-Cecil); Stanhope, Edward	chiefs, customs, gold, protectorate, republic, tariffs, trade, war, administration, agriculture, alcohol, army, Asians, banking, battle, boundary, British Government, business, capitalism, Christianity, church, civil war, cocoa, coffee, commodities, communications, concessions, conquest, constitution, copper, debt, diamonds, diplomatic representation, disease, dominion, education, elections, emigration, empire, execution, exports, fishing, food, forts, governor, governor-general, grazing, hospitals, hunting, immigration, independence, industry, international border, invasion, investment, Judaism, judicial system, kings, labour, language, loans, Mahdi Revolt, massacre, medicine, migration, military, mining, missionaries, navigation, navy, oil, parliament, political parties, railway, refugees, revolt, riots and disturbances, roads, rubber, schools, ship, slavery, slave trade, telegraph lines, transport, treaty, tribes, weapons, women
War and Colonial Department and Colonial Office: Africa, Confidential Print: Nos. 329 to 333									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=1431213		CO 879/25						1886-1888	1886-1888							Confidential Print: Africa	See individual sections for details of contents.	CO	Africa		Ghana, Sierra Leone, Swaziland, Zululand, Banjul (Bathurst), Benin (Dahomey), Berlin, Botswana (Bechuanaland), Cameroon, Cape of Good Hope (colony/province), Cape Town, Durban, Equatorial Guinea (Spanish Guinea), France, Freetown, Gambia, Germany, Ghana (Gold Coast), Guinea, Ladysmith, Lagos, Liberia, London, Natal, Port Said, Portugal, River Niger, Senegal, Simonstown, South Africa, Sudan, Togo, Transvaal (South African Republic), United Kingdom, United States	Robinson, Sir Hercules, 1st Baron Rosemead; Bismarck, Otto von; Campbell-Bannerman, Sir Henry; Carnarvon, 4th Earl of (Henry Herbert); Cetshwayo; Gladstone, William; Granville, 2nd Earl (Granville Leveson-Gower); Iddesleigh, 1st Earl of (Sir Stafford Northcote, Bt); Knutsford, 1st Viscount (Henry Holland); Kruger, (Stephanus) Paul; Rosebery, 5th Earl of (Archibald Primrose); Salisbury, 3rd Marquess of (Robert Gascoyne-Cecil); Shepstone, Sir Theophilus; Stanhope, Edward; Wolseley, Sir Garnet, 1st Viscount Wolseley	gold, tribes, war, administration, agriculture, army, banking, battle, boundary, British Empire, British Government, business, chiefs, Christianity, church, civil war, coffee, communications, concessions, Conference of Berlin (1884-85), constitution, customs, debt, diplomacy, diplomatic representation, dominion, education, elections, empire, execution, exports, famine, fishing, food, forced labour, forts, governor, grazing, hospitals, hunting, independence, international border, invasion, judicial system, kings, labour, landlords, language, medicine, military, mining, missionaries, oil, parliament, political parties, protectorate, refugees, republic, riots and disturbances, roads, rubber, schools, ship, siege, slavery, slave trade, telegraph lines, trade, transport, treaty, women
War and Colonial Department and Colonial Office: Africa, Confidential Print: Nos. 334, 336, 337 and 341 to 344									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=1431215		CO 879/26						1886-1889	1886-1889							Confidential Print: Africa	See individual sections for details of contents.	CO	Africa		Gambia, Ghana, Lagos, Lesotho, Swaziland, Zululand, Banjul (Bathurst), Belgium, Benin (Dahomey), Berlin, Bloemfontein, Botswana (Bechuanaland), Cape of Good Hope (colony/province), Cape Town, Durban, France, Freetown, Gabon, Germany, Ghana (Gold Coast), Griqualand, Guinea, Lesotho (Basutoland), Lisbon, London, Maputo (Lourenco Marques), Mozambique, Natal, Orange Free State, Paris, Port Said, Portugal, River Niger, Senegal, Sierra Leone, South Africa, Togo, Transvaal (South African Republic), United Kingdom, United States, Zambia (Northern Rhodesia), Zambezi River	Bismarck, Otto von; Carnarvon, 4th Earl of (Henry Herbert); Cetshwayo; Frere, Sir Henry Bartle, Bt; Gladstone, William; Granville, 2nd Earl (Granville Leveson-Gower); Hicks Beach, Sir Michael, Bt (1st Earl St Aldwyn); Knutsford, 1st Viscount (Henry Holland); Kruger, (Stephanus) Paul; Robinson, Sir Hercules, 1st Baron Rosemead; Rosebery, 5th Earl of (Archibald Primrose); Salisbury, 3rd Marquess of (Robert Gascoyne-Cecil); Shepstone, Sir Theophilus; Sprigg, Sir (John) Gordon; Stanhope, Edward; Strijdom, Johannes; Wolseley, Sir Garnet, 1st Viscount Wolseley	gold, war, administration, agriculture, alcohol, army, banking, battle, boundary, British Empire, British Government, business, canal, Catholicism, chiefs, Christianity, church, civil war, cocoa, communications, concessions, Conference of Berlin (1884-85), conquest, constitution, consular representation, copper, customs, debt, diamonds, diplomatic representation, disease, dominion, education, elections, empire, execution, exports, famine, fishing, food, forts, governor, governor-general, grazing, hospitals, hunting, independence, industry, international border, invasion, judicial system, kings, labour, language, Mahdi Revolt, medicine, military, mining, missionaries, navigation, navy, oil, parliament, plantation, political parties, protectorate, railway, refugees, republic, revolt, riots and disturbances, roads, Royal Navy, Royal Niger Company, rubber, schools, secessionism, ship, siege, slavery, slave trade, telegraph lines, trade, transport, treaty, tribes, women
War and Colonial Department and Colonial Office: Africa, Confidential Print: Nos. 345 to 350									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=1431217		CO 879/27						1887-1889	1887-1889							Confidential Print: Africa	See individual sections for details of contents.	CO	Africa		Banjul, Benin, Berlin, Botswana, Cape of Good Hope (colony/province), Cape Town, Durban, Equatorial Guinea, France, Freetown, Gambia, Germany, Griqualand, Ghana, Harare, Lagos, Liberia, London, Luanda, Monrovia, Namibia, Natal, Niger, Orange Free State, Paris, Port Said, Portugal, Senegal, Sierra Leone, South Africa, Sudan, United Kingdom, United States, Walvis Bay, Zululand, Banjul (Bathurst), Benin (Dahomey), Botswana (Bechuanaland), Equatorial Guinea (Spanish Guinea), Ghana (Gold Coast), Guinea, River Niger	Bismarck, Otto von; Frere, Sir Henry Bartle, Bt; Granville, 2nd Earl (Granville Leveson-Gower); Knutsford, 1st Viscount (Henry Holland); Robinson, Sir Hercules, 1st Baron Rosemead; Salisbury, 3rd Marquess of (Robert Gascoyne-Cecil); Sprigg, Sir (John) Gordon; Stanhope, Edward	administration, agriculture, alcohol, army, banking, battle, boundary, boundary dispute, British Government, British nationals, business, canal, Catholicism, chiefs, Christianity, church, civil war, communications, concessions, conquest, coup d'état, customs, debt, diplomatic representation, disease, dominion, emigration, empire, evacuation, execution, exploration, exports, fishing, food, forts, gold, governor, governor-general, grazing, hospitals, hunting, immigration, independence, industry, international border, invasion, judicial system, kings, labour, landlords, language, Mahdi Revolt, medicine, migration, military, mining, missionaries, navigation, navy, oil, parliament, protectorate, Protestantism, railway, refugees, republic, revolt, riots and disturbances, roads, Royal Navy, rubber, ship, siege, slavery, slave trade, tariffs, telegraph lines, trade, transport, treaty, tribes, war, weapons, women, elections
War and Colonial Department and Colonial Office: Africa, Confidential Print: Nos. 351 to 356									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=1431219		CO 879/28						1887-1890	1887-1890							Confidential Print: Africa	See individual sections for details of contents.	CO	Africa		Belgium, Benin, Berlin, Bloemfontein, Botswana, Burkina Faso, Cameroon, Cape of Good Hope (colony/province), Cape Town, Congo, Republic of , Durban, Egypt, France, Freetown, Gabon, Gambia, Germany, Griqualand, Ghana, Guinea, Harare, Lagos, Lesotho, Liberia, Lisbon, London, Natal, Niger, Orange Free State, Paris, Port Said, Portugal, River Congo, Senegal, Sierra Leone, South Africa, Spain, Sudan, Togo, Transvaal (South African Republic), United Kingdom, United States, Walvis Bay, Zululand, Benin (Dahomey), Botswana (Bechuanaland), Burkina Faso (Upper Volta), Congo, Republic of (French Congo), Ghana (Gold Coast), Lesotho (Basutoland), River Niger	Barkly, Sir Henry; Bismarck, Otto von; Buckingham and Chandos, 3rd Duke of (Richard Temple-Nugent-Brydges-Chandos-Grenville); Carnarvon, 4th Earl of (Henry Herbert); Clarendon, 4th Earl of (George Villiers); Elgin, 9th Earl of (Victor Bruce); Frere, Sir Henry Bartle, Bt; Gladstone, William; Granville, 2nd Earl (Granville Leveson-Gower); Grey, Sir George, Bt; Hicks Beach, Sir Michael, Bt (1st Earl St Aldwyn); Kimberley, 1st Earl of (Sir John Wodehouse, Bt); Knutsford, 1st Viscount (Henry Holland); Newcastle-under-Lyme, 5th Duke of (Henry Pelham-Clinton); Robinson, Sir Hercules, 1st Baron Rosemead; Salisbury, 3rd Marquess of (Robert Gascoyne-Cecil); Sprigg, Sir (John) Gordon; Wolseley, Sir Garnet, 1st Viscount Wolesley; Aberdeen, 4th Earl of (George Hamilton-Gordon); Wolseley, Sir Garnet, 1st Viscount Wolseley	administration, agriculture, alcohol, army, banking, battle, bonds, boundary, British Empire, British Government, British nationals, business, canal, Catholicism, chiefs, Christianity, church, civil war, cocoa, coffee, commodities, communications, concessions, copper, customs, debt, diplomatic representation, dominion, education, empire, execution, exploration, exports, fishing, food, forts, gold, governor, governor-general, hospitals, hunting, immigration, independence, industry, international border, invasion, judicial system, Kenya African National Union, kings, labour, language, medicine, migration, military, mining, missionaries, navigation, navy, oil, parliament, plantation, political parties, protectorate, railway, refugees, repatriation, republic, riots and disturbances, roads, Royal Navy, Royal Niger Company, rubber, schools, ship, slavery, slave trade, steel, Suez Canal, tariffs, telegraph lines, trade, transport, treaty, tribes, war, weapons, women, constitution, elections
War and Colonial Department and Colonial Office: Africa, Confidential Print: Nos. 357 to 362, 365, 366 and 368									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=1431221		CO 879/29						1887-1890	1887-1890							Confidential Print: Africa	See individual sections for details of contents.	CO	Africa		Botswana, Cape of Good Hope (colony/province), France, Gambia, Lagos, Matabeleland, Sierra Leone, South Africa, Swaziland, Transvaal (South African Republic), United Kingdom, Zambezi River, Botswana (Bechuanaland)	Knutsford, 1st Viscount (Henry Holland)	boundary, British Government, governor, missionaries, parliament, protectorate, republic, roads, war
War and Colonial Department and Colonial Office: Africa, Confidential Print: Nos. 22 to 28									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=1431169		CO 879/3						1865-1873	1865-1873							Confidential Print: Africa	See individual sections for details of contents.	CO	Africa		Cape of Good Hope (colony/province), France, Gambia, Natal, Sierra Leone, United Kingdom, Alexandria, Banjul (Bathurst), Benin (Dahomey), Berlin, Bloemfontein, Cape Town, Durban, Equatorial Guinea (Spanish Guinea), Freetown, Gabon, Germany, Ghana (Gold Coast), Griqualand, Guinea, Italy, Ivory Coast, Ladysmith, Lagos, Lesotho (Basutoland), London, Orange Free State, Paris, Port Said, Portugal, Senegal, South Africa, Spain, Transvaal (South African Republic), United States	Aberdeen, 4th Earl of (George Hamilton-Gordon); Barkly, Sir Henry; Cardwell, Edward, 1st Viscount Cardwell; Carnarvon, 4th Earl of (Henry Herbert); Clarendon, 4th Earl of (George Villiers); Granville, 2nd Earl (Granville Leveson-Gower); Kimberley, 1st Earl of (Sir John Wodehouse, Bt); Shepstone, Sir Theophilus; Sprigg, Sir (John) Gordon	administration, British Government, chiefs, kings, slavery, treaty, war, agriculture, alcohol, army, banking, battle, bonds, boundary, boundary dispute, British Empire, business, capitalism, Catholicism, Christianity, church, civil war, coffee, commodities, communications, concessions, conferences, conquest, constitution, currency, customs, debt, diamonds, diplomatic representation, disease, dominion, education, elections, emigration, empire, evacuation, execution, exports, food, forts, gold, governor, governor-general, grazing, hospitals, immigration, independence, industry, international border, invasion, investment, judicial system, labour, landlords, language, loans, massacre, migration, military, mining, missionaries, navigation, navy, oil, parliament, protectorate, railway, republic, riots and disturbances, roads, schools, ship, slave trade, tariffs, telegraph lines, trade, transport, trek, tribes, weapons, women
War and Colonial Department and Colonial Office: Africa, Confidential Print: Nos. 369 to 373									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=1431223		CO 879/30						1888-1890	1888-1890							Confidential Print: Africa	See individual sections for details of contents.	CO	Africa		Botswana, London, South Africa, Swaziland, Transvaal (South African Republic), United Kingdom, Zululand, Bloemfontein, Blood River, Botswana (Bechuanaland), Bulawayo, Cape of Good Hope (colony/province), Cape Town, Congo, Democratic Republic of (Belgian Congo), Durban, Egypt, France, Germany, Griqualand, Johannesburg, Kenya, Kalahari Desert, Ladysmith, Lesotho (Basutoland), Limpopo River, Lisbon, Mafikeng (Mafeking), Mali, Mashonaland, Matabeleland, Mozambique, Namibia, Natal, Orange Free State, Paris, Port Said, Portugal, Sierra Leone, United States, Zambezi River, Zanzibar	Robinson, Sir Hercules, 1st Baron Rosemead; Balfour, Arthur, 1st Earl of Balfour; Carnarvon, 4th Earl of (Henry Herbert); Cetshwayo; Chamberlain, Sir Joseph; Churchill, Sir Winston; Frere, Sir Henry Bartle, Bt; Knutsford, 1st Viscount (Henry Holland); Kruger, (Stephanus) Paul; Rhodes, Cecil; Salisbury, 3rd Marquess of (Robert Gascoyne-Cecil); Shepstone, Sir Theophilus; Sprigg, Sir (John) Gordon; Wolseley, Sir Garnet, 1st Viscount Wolseley	British Government, republic, war, administration, agriculture, alcohol, army, banking, battle, bonds, boundary, British Empire, British South Africa Company, business, capitalism, chartered company, chiefs, Christianity, civil war, communications, concessions, conferences, conquest, constitution, consular representation, copper, currency, customs, debt, diamonds, diplomacy, diplomatic representation, disease, dominion, drought, education, elections, emigration, empire, evacuation, execution, exile, exploration, food, forts, gold, governor, governor-general, grazing, hospitals, hunting, immigration, imperialism, independence, industrial development, industry, international border, invasion, investment, judicial system, kings, labour, language, loans, massacre, medicine, migration, military, mining, missionaries, navigation, navy, parliament, protectorate, railway, refugees, repatriation, revolt, revolution, riots and disturbances, roads, Royal Niger Company, schools, ship, siege, slavery, slave trade, steel, telegraph lines, trade, transport, treaty, trek, tribes, weapons, women
War and Colonial Department and Colonial Office: Africa, Confidential Print: Nos. 374 to 377, 379 to 382 and 384 to 386									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=1431225		CO 879/31						1881-1891	1881-1891							Confidential Print: Africa	See individual sections for details of contents.	CO	Africa		Cape of Good Hope (colony/province), Cape Town, France, Germany, Ghana, Lagos, Sierra Leone, Swaziland, United Kingdom, Walvis Bay, Banjul (Bathurst), Benin (Dahomey), Berlin, Bloemfontein, Botswana (Bechuanaland), Burkina Faso (Upper Volta), Cameroon, Congo, Democratic Republic of (Belgian Congo), Dakar, Durban, Freetown, Gambia, Ghana (Gold Coast), Griqualand, Guinea, Italy, Johannesburg, Kalahari Desert, Liberia, Limpopo River, Lisbon, London, Maputo (Lourenco Marques), Mashonaland, Matabeleland, Morocco, Mozambique, Namibia, Natal, Orange Free State, Paris, Port Said, Portugal, River Niger, Senegal, Somalia, South Africa, Togo, Transvaal (South African Republic), United States, Windhoek, Zambezi River, Zanzibar, Zululand	Knutsford, 1st Viscount (Henry Holland); Robinson, Sir Hercules, 1st Baron Rosemead; Bismarck, Otto von; Cetshwayo; Chamberlain, Sir Joseph; Granville, 2nd Earl (Granville Leveson-Gower); Hicks Beach, Sir Michael, Bt (1st Earl St Aldwyn); Kimberley, 1st Earl of (Sir John Wodehouse, Bt); Kruger, (Stephanus) Paul; Rhodes, Cecil; Rosebery, 5th Earl of (Archibald Primrose); Salisbury, 3rd Marquess of (Robert Gascoyne-Cecil); Shepstone, Sir Theophilus; Sprigg, Sir (John) Gordon; Wolseley, Sir Garnet, 1st Viscount Wolseley	alcohol, British Government, disease, gold, governor, trade, war, administration, agriculture, army, banking, battle, bonds, boundary, boundary dispute, British Empire, British South Africa Company, business, canal, capitalism, chiefs, Christianity, church, civil war, cocoa, coffee, communications, concessions, Conference of Berlin (1884-85), conferences, conquest, constitution, consular representation, copper, currency, customs, debt, diamonds, diplomatic representation, dominion, education, elections, electricity, emigration, empire, execution, exploration, exports, fishing, food, forts, governor-general, grazing, hospitals, hunting, imperialism, independence, industry, international border, invasion, investment, Islam, judicial system, kings, labour, landlords, language, medicine, migration, military, mining, missionaries, navigation, navy, oil, parliament, protectorate, railway, refugees, republic, riots and disturbances, roads, Royal Navy, Royal Niger Company, rubber, schools, ship, slavery, slave trade, tariffs, telegraph lines, transport, treaty, trek, tribes, weapons, women
War and Colonial Department and Colonial Office: Africa, Confidential Print: Nos. 387 to 392									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=1431227		CO 879/32						1887-1891	1887-1891							Confidential Print: Africa	See individual sections for details of contents.	CO	Africa		Botswana, France, Gambia, Ghana, Sierra Leone, Swaziland, United Kingdom, Zululand, Banjul (Bathurst), Benin (Dahomey), Berlin, Bloemfontein, Botswana (Bechuanaland), Bulawayo, Cape of Good Hope (colony/province), Cape Town, Chad, Congo, Democratic Republic of (Belgian Congo), Durban, Freetown, French West Africa, Germany, Ghana (Gold Coast), Griqualand, Guinea, Ivory Coast, Johannesburg, Lagos, Lake Chad, Lake Tanganyika, Liberia, Limpopo River, Lisbon, London, Luanda, Mafikeng (Mafeking), Mali, Maputo (Lourenco Marques), Mashonaland, Matabeleland, Morocco, Mozambique, Namibia, Natal, Orange Free State, Paris, Port Said, Portugal, River Niger, Sahara Desert, Senegal, South Africa, Sudan, Tanzania (Tanganyika), Transvaal (South African Republic), United States, Witwatersrand, Zambezi River	Balfour, Arthur, 1st Earl of Balfour; Bismarck, Otto von; Cetshwayo; Churchill, Sir Winston; Granville, 2nd Earl (Granville Leveson-Gower); Hicks Beach, Sir Michael, Bt (1st Earl St Aldwyn); Kimberley, 1st Earl of (Sir John Wodehouse, Bt); Knutsford, 1st Viscount (Henry Holland); Kruger, (Stephanus) Paul; Livingstone, David; Rhodes, Cecil; Robinson, Sir Hercules, 1st Baron Rosemead; Salisbury, 3rd Marquess of (Robert Gascoyne-Cecil); Shepstone, Sir Theophilus; Sprigg, Sir (John) Gordon; Wolseley, Sir Garnet, 1st Viscount Wolseley	boundary, gold, war, administration, agriculture, alcohol, American Colonization Society, army, banking, battle, boundary dispute, British Empire, British Government, British South Africa Company, business, capitalism, chartered company, chiefs, Christianity, church, cocoa, coffee, commodities, communications, concessions, Conference of Berlin (1884-85), conquest, constitution, consular representation, copper, currency, customs, debt, diamonds, diplomatic representation, disease, dominion, drought, education, elections, emigration, empire, execution, exploration, exports, food, forts, governor, governor-general, grazing, hospitals, hunting, immigration, independence, industry, international border, invasion, Islam, judicial system, kings, labour, language, Mahdi Revolt, massacre, medicine, migration, military, mining, missionaries, navigation, navy, oil, parliament, protectorate, railway, refugees, repatriation, republic, revolt, revolution, riots and disturbances, roads, Royal Navy, Royal Niger Company, rubber, schools, ship, slavery, slave trade, steel, tariffs, telegraph lines, trade, transport, treaty, trek, tribes, weapons, women
War and Colonial Department and Colonial Office: Africa, Confidential Print: Nos. 393, 394 and 396 to 403									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=1431229		CO 879/33						1889-1892	1889-1892							Confidential Print: Africa	See individual sections for details of contents.	CO	Africa		Botswana, Gambia, Ghana, Lagos, London, South Africa, Swaziland, Transvaal (South African Republic), United Kingdom, Zululand, Belgium, Benin (Dahomey), Berlin, Bloemfontein, Botswana (Bechuanaland), Bulawayo, Cape of Good Hope (colony/province), Cape Town, Durban, France, Germany, Ghana (Gold Coast), Griqualand, Guinea, Italy, Johannesburg, Ladysmith, Limpopo River, Lisbon, Mafikeng (Mafeking), Maputo (Lourenco Marques), Mashonaland, Matabeleland, Mozambique, Natal, Orange Free State, Paris, Port Said, Portugal, River Niger, Sierra Leone, Spain, Sudan, United States, Zambezi River, Zanzibar	Cetshwayo; Churchill, Sir Winston; Kimberley, 1st Earl of (Sir John Wodehouse, Bt); Knutsford, 1st Viscount (Henry Holland); Kruger, (Stephanus) Paul; Rhodes, Cecil; Robinson, Sir Hercules, 1st Baron Rosemead; Salisbury, 3rd Marquess of (Robert Gascoyne-Cecil); Shepstone, Sir Theophilus; Smuts, Jan; Wolseley, Sir Garnet, 1st Viscount Wolseley	British Government, gold, missionaries, republic, war, administration, agriculture, alcohol, army, banking, battle, big game, bonds, boundary, boundary dispute, British Empire, British South Africa Company, business, capitalism, Catholicism, chartered company, chiefs, Christianity, church, civil war, cocoa, coffee, commodities, communications, concessions, Conference of Berlin (1884-85), conferences, conquest, constitution, consular representation, copper, customs, debt, diamonds, diplomatic representation, disease, dominion, drought, education, elections, electricity, emigration, empire, evacuation, execution, exploration, exports, famine, fishing, food, foreign policy, forts, governor, governor-general, grazing, hospitals, hunting, immigration, imperialism, independence, industry, international border, invasion, investment, Judaism, judicial system, Kenya African National Union, kings, labour, language, loans, massacre, medicine, migration, military, mining, navigation, navy, oil, parliament, plantation, protectorate, railway, refugees, repatriation, revolt, revolution, riots and disturbances, roads, Royal Niger Company, rubber, schools, ship, siege, slavery, slave trade, steel, Suez Canal, tariffs, telegraph lines, trade, transport, treaty, trek, tribes, universities, weapons, women
War and Colonial Department and Colonial Office: Africa, Confidential Print: Nos. 404 to 410									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=1431231		CO 879/34						1889-1892	1889-1892							Confidential Print: Africa	See individual sections for details of contents.	CO	Africa		France, Gambia, Germany, Ghana, Lagos, Sierra Leone, United Kingdom, Walvis Bay, Angola, Banjul (Bathurst), Benin (Dahomey), Berlin, Botswana (Bechuanaland), Cameroon, Cape of Good Hope (colony/province), Cape Town, Equatorial Guinea (Spanish Guinea), Freetown, Ghana (Gold Coast), Griqualand, Guinea, Kalahari Desert, Lesotho (Basutoland), London, Luanda, Mafikeng (Mafeking), Mali, Namibia, Natal, Paris, Port Said, Portugal, River Niger, Senegal, South Africa, Sudan, Togo, United States, Windhoek, Zambezi River, Zanzibar	Bismarck, Otto von; Frere, Sir Henry Bartle, Bt; Gordon, Maj-Gen Charles George ('Gordon of Khartoum'); Kimberley, 1st Earl of (Sir John Wodehouse, Bt); Knutsford, 1st Viscount (Henry Holland); Ripon, 1st Marquess of (George Robinson); Robinson, Sir Hercules, 1st Baron Rosemead; Rosebery, 5th Earl of (Archibald Primrose); Salisbury, 3rd Marquess of (Robert Gascoyne-Cecil); Sprigg, Sir (John) Gordon	gold, war, administration, agriculture, alcohol, arms trade, army, banking, big game, bonds, boundary, boundary dispute, British Empire, British Government, business, canal, capitalism, chiefs, Christianity, church, coffee, communications, concessions, Conference of Berlin (1884-85), constitution, consular representation, copper, customs, debt, diplomatic representation, disease, dominion, education, emigration, empire, execution, exports, food, foreign policy, forts, governor, grazing, hospitals, hunting, immigration, independence, industry, international border, invasion, Islam, judicial system, kings, labour, language, massacre, medicine, migration, military, mining, missionaries, navigation, navy, oil, parliament, protectorate, railway, republic, riots and disturbances, roads, Royal Navy, Royal Niger Company, rubber, schools, ship, slavery, slave trade, Suez Canal, tariffs, telegraph lines, trade, transport, treaty, tribes, weapons, women
War and Colonial Department and Colonial Office: Africa, Confidential Print: Nos. 411 to 418 and 421 to 422									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=1431233		CO 879/35						1642-1892	1642-1892							Confidential Print: Africa	See individual sections for details of contents.	CO	Africa		Botswana, France, Gambia, Ghana, Lagos, Liberia, Limpopo River, Natal, Sierra Leone, South Africa, Swaziland, Transvaal (South African Republic), United Kingdom, Zambezi River, Angola, Banjul (Bathurst), Benin (Dahomey), Berlin, Bloemfontein, Botswana (Bechuanaland), Bulawayo, Cape of Good Hope (colony/province), Cape Town, Chad, Congo, Democratic Republic of (Belgian Congo), Dakar, Durban, Freetown, Germany, Ghana (Gold Coast), Guinea, Ivory Coast, Johannesburg, Lake Chad, Lesotho (Basutoland), Lisbon, London, Mafikeng (Mafeking), Mali, Maputo (Lourenco Marques), Mashonaland, Matabeleland, Monrovia, Mozambique, Orange Free State, Paris, Port Said, Portugal, River Niger, Senegal, Spain, Sudan, Togo, United States, Washington, DC	Hicks Beach, Sir Michael, Bt (1st Earl St Aldwyn); Knutsford, 1st Viscount (Henry Holland); Kruger, (Stephanus) Paul; Rhodes, Cecil; Salisbury, 3rd Marquess of (Robert Gascoyne-Cecil); Shepstone, Sir Theophilus; Smuts, Jan; Wolseley, Sir Garnet, 1st Viscount Wolseley	administration, boundary, British South Africa Company, gold, governor, republic, treaty, trek, war, agriculture, alcohol, army, banking, big game, British Empire, British Government, business, chartered company, chiefs, Christianity, church, civil war, cocoa, coffee, communications, concessions, conquest, constitution, consular representation, copper, currency, customs, debt, diamonds, diplomatic representation, disease, dominion, education, elections, emigration, empire, evacuation, execution, exploration, exports, fishing, food, forced labour, forts, governor-general, grazing, hospitals, hunting, immigration, independence, industry, international border, invasion, investment, Islam, judicial system, kings, labour, language, Mahdi Revolt, medicine, migration, military, mining, missionaries, navigation, navy, oil, parliament, plantation, protectorate, railway, refugees, riots and disturbances, roads, Royal Navy, rubber, schools, ship, siege, slavery, slave trade, tariffs, telegraph lines, trade, transport, tribes, weapons, women
